measured_on,ac_current__319,ac_power__315,ac_voltage__318,ambient_temp__320,das_battery_voltage__326,das_temp__325,dc_pos_current__317,dc_pos_voltage__316,dc_power__314,inverter_temp__324,module_temp_1__321,module_temp_2__322,module_temp_3__323,power_factor__327,system_id
2011-06-04 00:00:00,0.1883,3.1179,122.8964,13.329,13.456,13.0131,0.0097999999999999,1.236,0.0135999999999999,13.1928,11.9648,11.9,12.2251,0.1287,4
2011-06-04 00:01:00,0.1883,3.0534,122.9272,13.2406,13.4569,13.0244,0.008,1.35,0.0088,13.1831,11.9282,11.867,12.1998,0.1283999999999999,4
2011-06-04 00:02:00,0.1883,3.0964,122.9084,13.2703,13.4564,13.0244,0.0125,1.1962,0.0156999999999999,13.176,11.9261,11.9015,12.1935,0.1280999999999999,4
2011-06-04 00:03:00,0.1877999999999999,3.1179,122.9306,13.1127,13.4564,13.0244,0.0134,1.2531,0.0158,13.1599,11.8909,11.8388,12.1351,0.1282,4
2011-06-04 00:04:00,0.1877999999999999,3.1394,122.9921,13.0116,13.4564,13.0244,0.0091,1.3215,0.0118,13.1388,11.8748,11.8677,12.1373,0.1279,4
2011-06-04 00:05:00,0.1877999999999999,3.0749,123.0058,13.0081,13.4569,13.0244,0.0103,1.3784,0.0137,13.1304,11.872,11.8649,12.1183,0.1287,4
2011-06-04 00:06:00,0.1887,3.1179,122.9323,12.985,13.456,13.0451,0.005,1.219,0.0048999999999999,13.1364,11.861,11.8779,12.1165,0.1285999999999999,4
2011-06-04 00:07:00,0.1880999999999999,3.2039,122.9443,13.0964,13.456,13.047,0.0086999999999999,1.35,0.0123,13.1354,11.9375,11.991,12.2253,0.1288,4
2011-06-04 00:08:00,0.1885,3.1609,123.0126,13.1883,13.4569,13.047,0.0082,1.5208,0.0132999999999999,13.1368,11.979,12.0318,12.2605,0.129,4
2011-06-04 00:09:00,0.1875999999999999,3.0964,122.9887,13.4018,13.4555,13.0697,0.0057,1.35,0.0058999999999999,13.1758,12.1236,12.201,12.4345,0.13,4
2011-06-04 00:10:00,0.1880999999999999,3.0104,122.9443,13.6836,13.4555,13.0718,0.0067999999999999,1.4183,0.0092999999999999,13.234,12.3423,12.3971,12.6397,0.1290999999999999,4
2011-06-04 00:11:00,0.1885,3.2039,122.9101,13.6031,13.456,13.0718,0.0088999999999999,1.3614,0.0109999999999999,13.2621,12.4963,12.4907,12.7451,0.1292,4
2011-06-04 00:12:00,0.1880999999999999,3.1609,122.9511,13.5169,13.4555,13.0888,0.0138999999999999,1.4525,0.0189,13.2846,12.6145,12.6061,12.8591,0.1295,4
2011-06-04 00:13:00,0.1875999999999999,3.1609,122.9887,13.6649,13.4546,13.1019,0.0083999999999999,1.3841,0.0109,13.3273,12.7661,12.769,13.0071,0.1290999999999999,4
2011-06-04 00:14:00,0.1880999999999999,3.1609,122.9409,13.7146,13.4546,13.117,0.008,1.3557,0.0094999999999999,13.3683,12.8775,12.8613,13.0903,0.1285999999999999,4
2011-06-04 00:15:00,0.1872,3.0534,122.999,13.6587,13.4541,13.1437,0.0109,1.555,0.0171,13.3985,12.9365,12.9112,13.1388,0.1293,4
2011-06-04 00:16:00,0.1883,3.1824,123.0263,13.7415,13.4546,13.1644,0.0067999999999999,1.4411,0.0094999999999999,13.4291,13.0022,12.9825,13.2023,0.1283999999999999,4
2011-06-04 00:17:00,0.1860999999999999,2.9889,123.0195,13.7841,13.4532,13.1738,0.0064,1.2303,0.0091999999999999,13.4546,13.0474,13.0496,13.2623,0.1293999999999999,4
2011-06-04 00:18:00,0.1875999999999999,3.1824,123.0417,13.8513,13.4541,13.1995,0.0077,1.5778,0.0141,13.5027,13.1075,13.0983,13.304,0.1287,4
2011-06-04 00:19:00,0.187,3.0319,123.0707,13.8672,13.4541,13.2175,0.0071,1.1791,0.0080999999999999,13.5298,13.1206,13.1122,13.3158,0.1285999999999999,4
2011-06-04 00:20:00,0.1872,3.0749,123.0622,13.8811,13.4537,13.2448,0.0137,1.4867,0.0191999999999999,13.5564,13.117,13.1241,13.3017,0.1280999999999999,4
2011-06-04 00:21:00,0.1875999999999999,3.0319,123.0605,13.9661,13.4528,13.2593,0.0115999999999999,1.5493,0.0161,13.5849,13.1414,13.1554,13.3386,0.1285999999999999,4
2011-06-04 00:22:00,0.1877999999999999,3.0964,123.0981,13.9776,13.4528,13.28,0.0137,1.3955,0.0188,13.6176,13.16,13.1649,13.3502,0.1295,4
2011-06-04 00:23:00,0.1887,3.1179,123.0895,13.9689,13.4518,13.3045,0.0115999999999999,1.4411,0.0146,13.6455,13.176,13.1816,13.3585,0.1297,4
2011-06-04 00:24:00,0.1875999999999999,3.2254,123.1715,13.8636,13.4514,13.3312,0.005,1.4012,0.0083,13.6617,13.1754,13.1775,13.3418,0.1297,4
2011-06-04 00:25:00,0.1875999999999999,3.2039,123.1579,13.797,13.45,13.3501,0.0091,1.3557,0.0108,13.6616,13.1317,13.1261,13.3016,0.1280999999999999,4
2011-06-04 00:26:00,0.1880999999999999,3.2039,123.1852,13.879,13.4505,13.3685,0.0112,1.3955,0.0155999999999999,13.6772,13.1361,13.1635,13.3145,0.1295,4
2011-06-04 00:27:00,0.1875999999999999,3.2254,123.1869,13.8962,13.4491,13.3956,0.0112,1.5038,0.0155,13.7001,13.1464,13.1562,13.3128,0.1303,4
2011-06-04 00:28:00,0.1880999999999999,3.1609,123.1698,13.8962,13.4486,13.4098,0.008,1.4012,0.0102,13.7044,13.1563,13.1676,13.329,0.1298999999999999,4
2011-06-04 00:29:00,0.1889,3.0749,123.1032,13.8869,13.4486,13.4393,0.0134,1.4411,0.0161999999999999,13.7255,13.1592,13.1627,13.3263,0.1297,4
2011-06-04 00:30:00,0.1877999999999999,3.1609,123.1305,13.8818,13.4486,13.4468,0.0077,1.6006,0.0103,13.7233,13.1548,13.1597,13.3191,0.1295,4
2011-06-04 00:31:00,0.1885,3.1394,123.1117,13.8521,13.4486,13.4694,0.0083999999999999,1.4411,0.0144,13.7339,13.1528,13.1606,13.3101,0.1292,4
2011-06-04 00:32:00,0.1874,3.1394,123.122,13.8383,13.4486,13.4881,0.0091,1.5095,0.0146,13.7343,13.1462,13.1568,13.2993,0.1292,4
2011-06-04 00:33:00,0.1874,3.2469,123.1562,13.8379,13.4486,13.5075,0.0033999999999999,1.555,0.0055999999999999,13.7368,13.1249,13.1425,13.2801,0.129,4
2011-06-04 00:34:00,0.1875999999999999,3.1179,123.2023,13.8392,13.4486,13.5293,0.0112,1.3557,0.0149999999999999,13.7425,13.118,13.1334,13.2724,0.1293,4
2011-06-04 00:35:00,0.1872,3.1609,123.1869,13.829,13.4486,13.5417,0.0103,1.3955,0.0132999999999999,13.7325,13.1065,13.1234,13.2708,0.1302,4
2011-06-04 00:36:00,0.1880999999999999,3.1824,123.204,13.8142,13.4486,13.5587,0.0115999999999999,1.5379,0.0178,13.7326,13.0961,13.101,13.2576,0.1295999999999999,4
2011-06-04 00:37:00,0.1877999999999999,3.2899,123.2177,13.7419,13.4486,13.5788,0.01,1.6234,0.0159,13.7219,13.046,13.0376,13.1942,0.13,4
2011-06-04 00:38:00,0.1880999999999999,3.1394,123.2023,13.6308,13.4486,13.5892,0.0156999999999999,1.4582,0.0228,13.6951,12.97,12.9763,13.1351,0.1300999999999999,4
2011-06-04 00:39:00,0.1885,3.3114,123.2006,13.704,13.4486,13.608,0.0086999999999999,1.3671,0.0135,13.6894,12.9537,12.9811,13.1455,0.1305,4
2011-06-04 00:40:00,0.1883,3.2039,123.2057,13.8684,13.4486,13.6263,0.0121,1.3557,0.0162999999999999,13.7027,12.9783,12.9959,13.1701,0.1295999999999999,4
2011-06-04 00:41:00,0.1880999999999999,3.0534,123.1835,13.859,13.4486,13.6366,0.0112,1.5436,0.0188,13.699,12.9733,12.967,13.1573,0.1293,4
2011-06-04 00:42:00,0.1874,3.2039,123.1869,13.8912,13.4486,13.6385,0.0064,1.3728,0.0088,13.6967,12.9829,12.9829,13.1739,0.129,4
2011-06-04 00:43:00,0.1883,3.1179,123.1921,13.9114,13.4486,13.6573,0.01,1.4069,0.0142,13.7141,13.0038,12.9856,13.1808,0.1293,4
2011-06-04 00:44:00,0.187,2.9889,123.1903,13.8265,13.4486,13.6649,0.0066,1.3443,0.0088,13.7041,12.9791,12.9552,13.1497,0.129,4
2011-06-04 00:45:00,0.187,3.0964,123.2023,13.9175,13.4486,13.6818,0.01,1.5095,0.0156999999999999,13.7141,12.9981,12.996,13.1765,0.1288,4
2011-06-04 00:46:00,0.1889,3.1824,123.204,13.9979,13.4486,13.6839,0.0106999999999999,1.35,0.0135,13.7203,13.0129,13.0093,13.2116,0.1297,4
2011-06-04 00:47:00,0.1883,3.2254,123.2057,14.0284,13.4482,13.7067,0.0083999999999999,1.2474,0.0106,13.741,13.035,13.0357,13.2302,0.1303,4
2011-06-04 00:48:00,0.1877999999999999,3.1609,123.1938,13.9694,13.4486,13.7104,0.0132,1.612,0.0221,13.7349,13.0092,13.0071,13.1981,0.1298,4
2011-06-04 00:49:00,0.1875999999999999,3.2039,123.1886,13.8683,13.4486,13.7292,0.0083999999999999,1.3272,0.0115999999999999,13.7334,12.981,12.9712,13.1496,0.1298,4
2011-06-04 00:50:00,0.1874,3.2039,123.2057,13.7102,13.4486,13.7292,0.0083999999999999,1.3101,0.0123,13.7033,12.8953,12.889,13.0639,0.1298999999999999,4
2011-06-04 00:51:00,0.1880999999999999,3.1824,123.1579,13.6064,13.4486,13.7292,0.0082,1.3386,0.0105,13.6773,12.8166,12.8356,13.0028,0.1308999999999999,4
2011-06-04 00:52:00,0.1872,3.1179,123.1152,13.5806,13.4486,13.7458,0.0137,1.5265,0.0188,13.6722,12.7531,12.789,12.9372,0.1302,4
