measured_on,ac_current__319,ac_power__315,ac_voltage__318,ambient_temp__320,ambient_temp_f__17,das_temp__325,dc_pos_current__317,dc_pos_voltage__316,dc_power__314,intsolirrad__16,module_temp_1__321,module_temp_f__18,wind_speed_mph__19,system_id
2010-03-04 00:00:00,3.857,-1.079,106.805,3.864,,7.134,0.001,2.35,0.002,,5.299,,,4
2010-03-04 00:01:00,3.457,-1.261,105.334,3.894,,7.12,-0.0179999999999999,2.332,-0.0599999999999999,,5.279,,,4
2010-03-04 00:02:00,3.478,-1.344,102.155,4.069,,7.116,0.0,1.54,-0.002,,5.315,,,4
2010-03-04 00:03:00,4.112,-3.496,109.607,4.231,,7.102,0.005,2.192,0.012,,5.302,,,4
2010-03-04 00:04:00,3.523,-2.351,101.841,4.288,,7.082,0.007,2.392,0.0179999999999999,,5.32,,,4
2010-03-04 00:05:00,4.257,-2.17,113.938,4.423,,7.064,-0.006,2.47,-0.012,,5.354,,,4
2010-03-04 00:06:00,3.906,-0.1769999999999999,110.366,4.455,,7.026,0.004,2.326,0.008,,5.343,,,4
2010-03-04 00:07:00,3.863,-3.491,110.613,4.468,,7.016,-0.017,2.426,-0.042,,5.318,,,4
2010-03-04 00:08:00,3.937,-2.34,109.659,4.414,,7.007,-0.005,2.408,-0.0179999999999999,,5.289,,,4
2010-03-04 00:09:00,4.211,-2.274,115.581,4.409,,6.991,0.007,2.564,0.016,,5.276,,,4
2010-03-04 00:10:00,3.131,0.3459999999999999,92.38,4.417,,6.966,0.007,1.9,0.014,,5.26,,,4
2010-03-04 00:11:00,4.231,-3.733,114.341,4.561,,6.942,-0.004,2.462,-0.01,,5.293,,,4
2010-03-04 00:12:00,4.636,-1.388,122.835,4.562,,6.922,-0.004,2.656,-0.016,,5.306,,,4
2010-03-04 00:13:00,3.468,-3.26,102.199,4.639,,6.915,0.002,2.48,0.006,,5.366,,,4
2010-03-04 00:14:00,3.897,-2.214,110.846,4.635,,6.893,0.006,2.528,0.016,,5.381,,,4
2010-03-04 00:15:00,3.864,-4.058,110.935,4.64,,6.888,0.003,2.356,0.004,,5.443,,,4
2010-03-04 00:16:00,3.753,-1.415,103.342,4.669,,6.853,-0.003,2.488,-0.024,,5.483,,,4
2010-03-04 00:17:00,3.454,-1.399,105.383,4.607,,6.845,-0.004,2.27,-0.012,,5.428,,,4
2010-03-04 00:18:00,3.916,-1.729,111.009,4.556,,6.835,-0.006,2.566,-0.014,,5.364,,,4
2010-03-04 00:19:00,3.725,-2.081,112.097,4.469,,6.837,-0.027,2.434,-0.0719999999999999,,5.287,,,4
2010-03-04 00:20:00,4.119,-2.951,105.175,4.414,,6.831,-0.007,2.392,-0.014,,5.26,,,4
2010-03-04 00:21:00,3.468,-5.308,100.677,4.353,,6.814,0.006,2.366,0.016,,5.226,,,4
2010-03-04 00:22:00,3.654,-1.652,106.52,4.362,,6.818,-0.0089999999999999,2.612,-0.028,,5.227,,,4
2010-03-04 00:23:00,3.874,-1.514,112.128,4.309,,6.804,-0.0219999999999999,2.396,-0.0519999999999999,,5.153,,,4
2010-03-04 00:24:00,3.823,-5.671,111.838,4.232,,6.785,-0.0149999999999999,2.432,-0.0539999999999999,,5.141,,,4
2010-03-04 00:25:00,3.478,-1.404,102.435,4.186,,6.786,-0.01,2.708,-0.032,,5.18,,,4
2010-03-04 00:26:00,4.294,-4.812,115.447,4.123,,6.795,-0.007,2.416,-0.016,,5.166,,,4
2010-03-04 00:27:00,3.856,-4.069,111.132,4.078,,6.795,-0.005,2.536,-0.024,,5.088,,,4
2010-03-04 00:28:00,3.52,-1.173,102.932,3.997,,6.786,0.006,2.308,0.014,,5.04,,,4
2010-03-04 00:29:00,3.081,-0.7159999999999999,93.668,3.827,,6.784,0.006,2.318,0.014,,4.986,,,4
2010-03-04 00:30:00,3.882,-4.361,109.45,3.76,,6.764,-0.0179999999999999,2.558,-0.066,,4.96,,,4
2010-03-04 00:31:00,3.443,-2.45,101.389,3.746,,6.759,-0.0089999999999999,2.546,-0.0599999999999999,,4.928,,,4
2010-03-04 00:32:00,3.89,-3.551,108.867,3.744,,6.77,0.005,2.474,0.016,,4.892,,,4
2010-03-04 00:33:00,3.091,-0.4129999999999999,95.825,3.687,,6.773,0.006,2.404,0.016,,4.831,,,4
2010-03-04 00:34:00,3.692,-2.549,107.077,3.606,,6.773,0.005,2.702,0.014,,4.811,,,4
2010-03-04 00:35:00,4.26,-1.201,108.125,3.55,,6.764,-0.001,2.66,0.0,,4.762,,,4
2010-03-04 00:36:00,3.493,-0.683,103.713,3.597,,6.751,0.0109999999999999,2.512,0.02,,4.773,,,4
2010-03-04 00:37:00,3.923,-1.889,109.014,3.684,,6.737,-0.01,2.8,-0.0219999999999999,,4.744,,,4
2010-03-04 00:38:00,2.744,0.2969999999999999,89.22799999999998,3.704,,6.733,0.004,2.038,0.008,,4.804,,,4
2010-03-04 00:39:00,3.898,-1.702,108.686,3.76,,6.731,0.007,2.194,0.016,,4.86,,,4
2010-03-04 00:40:00,4.317,-5.082,114.851,3.736,,6.72,-0.004,2.576,-0.024,,4.845,,,4
2010-03-04 00:41:00,3.119,-1.713,98.791,3.794,,6.694,-0.005,2.106,-0.014,,4.887,,,4
2010-03-04 00:42:00,3.429,-4.405,100.671,3.959,,6.679,0.003,2.558,0.01,,4.959,,,4
2010-03-04 00:43:00,4.221,-2.979,114.309,4.074,,6.68,-0.0109999999999999,2.51,-0.024,,4.944,,,4
2010-03-04 00:44:00,3.796,-2.786,105.068,4.141,,6.675,0.002,2.398,0.002,,4.965,,,4
2010-03-04 00:45:00,3.891,-1.883,112.935,4.196,,6.652,-0.0109999999999999,2.458,-0.0219999999999999,,4.982,,,4
2010-03-04 00:46:00,3.902,-5.148,110.242,4.191,,6.621,-0.014,2.584,-0.0519999999999999,,4.973,,,4
2010-03-04 00:47:00,3.473,-4.118,104.127,4.227,,6.608,-0.01,2.474,-0.028,,4.991,,,4
2010-03-04 00:48:00,3.372,0.374,93.498,4.306,,6.589,0.008,2.506,0.0219999999999999,,5.007,,,4
2010-03-04 00:49:00,3.489,-3.089,100.446,4.329,,6.576,-0.002,2.764,-0.008,,5.015,,,4
2010-03-04 00:50:00,4.241,-4.768,112.832,4.343,,6.564,-0.006,2.312,-0.014,,4.98,,,4
2010-03-04 00:51:00,4.013,-2.621,107.029,4.335,,6.56,0.002,2.324,0.002,,5.007,,,4
2010-03-04 00:52:00,4.226,-1.586,114.543,4.325,,6.559,-0.005,2.59,-0.028,,4.983,,,4
2010-03-04 00:53:00,2.99,-0.2429999999999999,95.487,4.274,,6.546,-0.003,2.332,-0.012,,4.938,,,4
2010-03-04 00:54:00,4.094,-2.687,112.915,4.118,,6.532,0.0,2.738,-0.012,,4.885,,,4
