measured_on,ac_current__319,ac_power__315,ac_voltage__318,ambient_temp__320,das_temp__325,dc_pos_current__317,dc_pos_voltage__316,dc_power__314,module_temp_1__321,system_id
2010-07-04 00:00:00,5.026,0.0,122.949,20.826,36.088,0.005,1.2,0.006,22.165,4
2010-07-04 00:01:00,5.026,-0.0879999999999999,122.962,20.714,35.849,0.006,1.386,0.008,22.152,4
2010-07-04 00:02:00,5.019,0.165,122.986,20.606,35.87,0.006,1.27,0.006,22.15,4
2010-07-04 00:03:00,5.026,-0.342,122.989,20.518,35.408,0.007,1.276,0.01,22.152,4
2010-07-04 00:04:00,5.023,0.132,122.953,20.474,35.315,0.007,1.344,0.01,22.134,4
2010-07-04 00:05:00,5.022,0.1809999999999999,122.948,20.449,34.959,0.006,1.198,0.008,22.124,4
2010-07-04 00:06:00,5.018,0.1759999999999999,122.907,20.411,34.921,0.008,1.404,0.01,22.133,4
2010-07-04 00:07:00,5.02,-0.0109999999999999,122.9,20.37,34.641,0.007,1.512,0.01,22.114,4
2010-07-04 00:08:00,5.021,0.165,122.99,20.331,34.949,0.006,1.44,0.008,22.103,4
2010-07-04 00:09:00,5.022,0.0599999999999999,123.011,20.32,34.808,0.007,1.176,0.008,22.098,4
2010-07-04 00:10:00,5.023,-0.0219999999999999,123.046,20.29,34.631,0.007,1.128,0.008,22.07,4
2010-07-04 00:11:00,5.031,-0.441,123.159,20.289,35.06,0.0089999999999999,1.228,0.012,22.021,4
2010-07-04 00:12:00,5.034,0.154,123.124,20.353,34.935,0.007,1.434,0.01,22.009,4
2010-07-04 00:13:00,5.031,-0.055,123.2,20.378,34.162,0.008,1.344,0.01,21.945,4
2010-07-04 00:14:00,5.014,0.269,122.797,20.338,34.078,0.0089999999999999,1.374,0.014,21.924,4
2010-07-04 00:15:00,5.004,0.457,122.452,20.319,34.154,0.006,1.188,0.006,21.916,4
2010-07-04 00:16:00,4.998,0.556,122.382,20.27,34.208,0.007,1.504,0.012,21.862,4
2010-07-04 00:17:00,4.999,0.3629999999999999,122.474,20.186,33.594,0.006,1.45,0.008,21.845,4
2010-07-04 00:18:00,4.999,0.0879999999999999,122.476,20.175,33.118,0.005,1.54,0.006,21.848,4
2010-07-04 00:19:00,4.991,-0.066,122.387,20.116,33.33,0.008,1.476,0.01,21.817,4
2010-07-04 00:20:00,4.996,0.121,122.374,20.072,33.233,0.006,1.444,0.008,21.764,4
