measured_on,ac_current__319,ac_current__3979,ac_current_a__3978,ac_power__315,ac_va__3982,ac_vars__3981,ac_volage_c-a__3977,ac_voltage__318,ac_voltage_a-n__3975,ac_voltage_c_n__3976,ac_w__3980,ambient_temp__320,ambient_temp__3969,das_batt_vdc__3986,das_battery_voltage__326,das_temp__325,dc_current__3973,dc_pos_current__317,dc_pos_voltage__316,dc_power__314,dc_power__3971,dc_voltage__3972,frequency__3984,inverter_temp__324,mod_temperature__3974,module_temp_1__321,module_temp_2__322,module_temp_3__323,neutral_current__3985,panel_temperatuer__3987,poa_irradiance__313,poa_irradiance__3970,power_factor__327,power_factor__3983,system_id
2012-06-23 00:00:00,0.189,,,3.3092,,,,122.383,,,,24.4538,,,13.2157,24.6768,,0.0293999999999999,1.1441,0.0335,,,,24.4923,,21.4164,21.3433,21.5772,,,-5.8756,,0.1341,,4
2012-06-23 00:01:00,0.1895,,,2.8794,,,,122.4219,,,,24.5583,,,13.2189,24.6426,,0.0273,1.4117,0.0388,,,,24.4512,,21.3985,21.2749,21.602,,,-5.6383,,0.1328999999999999,,4
2012-06-23 00:02:00,0.1899,,,3.1803,,,,122.4371,,,,24.6096,,,13.2189,24.6083,,0.028,1.1271,0.0316999999999999,,,,24.4135,,21.4102,21.2666,21.591,,,-5.5196,,0.1338,,4
2012-06-23 00:03:00,0.189,,,3.0943,,,,122.4129,,,,24.7575,,,13.2198,24.574,,0.0254999999999999,1.1555,0.0296,,,,24.3956,,21.444,21.3646,21.6137,,,-5.2822,,0.1333,,4
2012-06-23 00:04:00,0.1892,,,2.8794,,,,122.4333,,,,24.7869,,,13.2198,24.5544,,0.0247999999999999,1.1271,0.0258,,,,24.3829,,21.4685,21.3367,21.6327,,,-5.1635,,0.1336,,4
2012-06-23 00:05:00,0.1894,,,3.0728,,,,122.4143,,,,24.675,,,13.2198,24.5177,,0.0281999999999999,0.9961,0.0258999999999999,,,,24.3421,,21.4468,21.2846,21.62,,,-5.0448,,0.1333,,4
2012-06-23 00:06:00,0.1897,,,3.0728,,,,122.5473,,,,24.5985,,,13.2198,24.4957,,0.0236999999999999,1.1783,0.029,,,,24.3152,,21.3515,21.1706,21.4715,,,-4.748,,0.1343999999999999,,4
2012-06-23 00:07:00,0.1892,,,3.2662,,,,122.5421,,,,24.5082,,,13.2198,24.4565,,0.0184,1.1441,0.0213999999999999,,,,24.2685,,21.252,21.0863,21.4149,,,-4.748,,0.1342,,4
2012-06-23 00:08:00,0.1888,,,3.0943,,,,122.5078,,,,24.3972,,,13.22,24.4394,,0.0281999999999999,1.2238,0.0347999999999999,,,,24.2363,,21.1429,20.971,21.2465,,,-4.8667,,0.1332,,4
2012-06-23 00:09:00,0.1894,,,3.0943,,,,122.5982,,,,24.1682,,,13.2202,24.4003,,0.0247999999999999,0.9677,0.024,,,,24.1799,,21.0628,20.9122,21.2547,,,-5.1635,,0.1338999999999999,,4
2012-06-23 00:10:00,0.1894,,,3.0728,,,,122.6015,,,,24.0002,,,13.2206,24.3635,,0.0313999999999999,1.1954,0.0385,,,,24.1192,,21.0285,20.8724,21.2088,,,-5.4009,,0.1333,,4
2012-06-23 00:11:00,0.1894,,,3.1802,,,,122.5878,,,,23.8975,,,13.2201,24.3342,,0.0300999999999999,1.2523,0.0362999999999999,,,,24.0678,,20.9803,20.8462,21.1384,,,-5.1635,,0.1338,,4
2012-06-23 00:12:00,0.1894,,,3.1802,,,,122.5996,,,,23.8201,,,13.2201,24.3072,,0.0241,0.9961,0.0235,,,,24.0258,,20.9476,20.8143,21.123,,,-5.1636,,0.1333,,4
2012-06-23 00:13:00,0.1899,,,3.0513,,,,122.5415,,,,23.8565,,,13.2219,24.2732,,0.0291,1.1897,0.0359,,,,23.9787,,20.934,20.7364,21.086,,,-5.2229,,0.1333,,4
2012-06-23 00:14:00,0.1892,,,3.2878,,,,122.5053,,,,23.8346,,,13.2223,24.2361,,0.0264,1.4288,0.0395,,,,23.9292,,20.8857,20.722,21.0315,,,-5.2229,,0.1346,,4
2012-06-23 00:15:00,0.1895,,,3.0944,,,,122.6037,,,,23.8415,,,13.2237,24.2092,,0.0221,1.2409,0.028,,,,23.8947,,20.8303,20.6624,20.9768,,,-5.2822,,0.1332,,4
2012-06-23 00:16:00,0.1899,,,3.1374,,,,122.5927,,,,23.7712,,,13.2255,24.17,,0.0254999999999999,1.2296,0.0330999999999999,,,,23.8445,,20.7792,20.6382,20.9332,,,-5.1635,,0.1333,,4
2012-06-23 00:17:00,0.1895,,,3.116,,,,122.6052,,,,23.7408,,,13.2246,24.1382,,0.025,1.1954,0.0307,,,,23.8065,,20.763,20.5916,20.9074,,,-5.2823,,0.133,,4
2012-06-23 00:18:00,0.1897,,,3.1159,,,,122.6295,,,,23.7275,,,13.225,24.1015,,0.0202999999999999,1.0019,0.0202999999999999,,,,23.7602,,20.8013,20.6175,21.0093,,,-5.1042,,0.1328999999999999,,4
2012-06-23 00:19:00,0.189,,,3.3093,,,,122.6395,,,,23.7085,,,13.2254,24.0672,,0.0288999999999999,1.1499,0.0349,,,,23.7238,,20.7889,20.5671,20.9838,,,-4.9855,,0.1338,,4
2012-06-23 00:20:00,0.1897,,,3.1803,,,,122.5188,,,,23.7547,,,13.2254,24.0354,,0.0208999999999999,1.1783,0.0264,,,,23.6885,,20.7562,20.5599,20.9579,,,-4.6294,,0.1332,,4
2012-06-23 00:21:00,0.1892,,,3.1803,,,,122.6195,,,,23.8399,,,13.2254,23.9975,,0.0213999999999999,1.2694,0.0274,,,,23.652,,20.7837,20.5944,20.971,,,-4.9261,,0.1336,,4
2012-06-23 00:22:00,0.1897,,,3.3953,,,,122.6944,,,,23.7707,,,13.2281,23.974,,0.0244,1.0531,0.0251,,,,23.6292,,20.7447,20.5547,20.8836,,,-4.6294,,0.1335,,4
2012-06-23 00:23:00,0.189,,,3.2019,,,,122.631,,,,23.8152,,,13.2281,23.9348,,0.0270999999999999,1.4061,0.0386,,,,23.603,,20.7986,20.6293,20.9845,,,-4.4513,,0.1333,,4
2012-06-23 00:24:00,0.1900999999999999,,,3.3953,,,,122.6637,,,,23.7543,,,13.2298,23.8981,,0.0246,1.1271,0.0286,,,,23.5704,,20.7936,20.569,20.9684,,,-4.392,,0.1342,,4
2012-06-23 00:25:00,0.1892,,,3.3738,,,,122.7205,,,,23.6067,,,13.2303,23.8688,,0.0273,0.9905,0.0298999999999999,,,,23.5362,,20.7544,20.5436,20.9085,,,-4.392,,0.1343,,4
2012-06-23 00:26:00,0.1897,,,3.2449,,,,122.7093,,,,23.5557,,,13.2297,23.8351,,0.023,1.1158,0.0259999999999999,,,,23.4922,,20.6887,20.5075,20.8656,,,-4.5108,,0.1337,,4
2012-06-23 00:27:00,0.1895,,,3.3094,,,,122.7619,,,,23.6867,,,13.2311,23.8049,,0.0257,1.2182,0.0316,,,,23.4676,,20.7489,20.5636,20.934,,,-4.5108,,0.1336,,4
2012-06-23 00:28:00,0.1897,,,3.2664,,,,122.7928,,,,23.8759,,,13.2311,23.7633,,0.0244,1.1442,0.0269,,,,23.4541,,20.7457,20.6247,20.9295,,,-4.5108,,0.1336,,4
2012-06-23 00:29:00,0.1895,,,3.1804,,,,122.7952,,,,23.9513,,,13.2311,23.7413,,0.0285,1.2296,0.0357,,,,23.452,,20.6668,20.4684,20.8306,,,-4.5702,,0.1335,,4
2012-06-23 00:30:00,0.1897,,,3.3309,,,,122.7937,,,,23.897,,,13.2314,23.7084,,0.0246,1.1385,0.0276999999999999,,,,23.4156,,20.5922,20.4338,20.7691,,,-4.3921,,0.1341,,4
2012-06-23 00:31:00,0.1897,,,3.3524,,,,122.803,,,,23.8665,,,13.2314,23.6799,,0.0212,1.4346,0.0313,,,,23.3974,,20.558,20.3948,20.7612,,,-4.3328,,0.1338999999999999,,4
2012-06-23 00:32:00,0.1888,,,3.2235,,,,122.8386,,,,23.8757,,,13.2318,23.6408,,0.0273,1.2752,0.0352,,,,23.3775,,20.5731,20.4611,20.7507,,,-4.3922,,0.1336,,4
2012-06-23 00:33:00,0.1893,,,3.4815,,,,122.8547,,,,23.8675,,,13.2333,23.6187,,0.0155,1.298,0.0178999999999999,,,,23.3699,,20.598,20.4445,20.7984,,,-4.2735,,0.1335,,4
2012-06-23 00:34:00,0.1893,,,3.3956,,,,122.8394,,,,23.8681,,,13.2335,23.5841,,0.0159,1.1557,0.0207,,,,23.3414,,20.6538,20.5031,20.9219,,,-4.2735,,0.1337,,4
