measured_on,ac_current__319,ac_power__315,ac_voltage__318,ambient_temp__320,ambient_temp_f__17,das_battery_voltage__326,das_temp__325,dc_pos_current__317,dc_pos_voltage__316,dc_power__314,intsolirrad__16,inverter_temp__324,module_temp_1__321,module_temp_2__322,module_temp_3__323,module_temp_f__18,poa_irradiance__313,power_factor__327,wind_speed_mph__19,system_id
2012-01-24 00:00:00,0.1855999999999999,3.2922,122.2931,1.9476,,13.7793,1.5976,0.0,2.0121,-0.0011999999999999,,1.4152,0.1135,0.125,-0.1431,,-1.6652,0.1267,,4
2012-01-24 00:01:00,0.186,3.2922,122.264,1.9841,,13.7793,1.5858,-0.0066,1.8924,-0.0088999999999999,,1.4048,0.1701,0.2061,-0.111,,-1.7841,0.1265999999999999,,4
2012-01-24 00:02:00,0.186,3.3567,122.2606,1.9805,,13.7793,1.5858,-0.0027,1.7727,-0.005,,1.4048,0.2016999999999999,0.2089,-0.1095,,-1.6057,0.127,,4
2012-01-24 00:03:00,0.1852,3.2276,122.2726,1.987,,13.7788,1.5858,-0.0008999999999999,1.9266,-0.0025999999999999,,1.4127,0.2268999999999999,0.2421,-0.1096,,-1.7247,0.1280999999999999,,4
2012-01-24 00:04:00,0.1857999999999999,3.3567,122.2691,1.9884,,13.7802,1.5858,-0.0002,1.8411,0.0011999999999999,,1.4184,0.2565,0.2766,-0.0720999999999999,,-1.5463,0.1283,,4
2012-01-24 00:05:00,0.1852,3.2922,122.2213,1.9963,,13.7797,1.5756,-0.0027,1.881,-0.0038,,1.4111,0.2793999999999999,0.2852,-0.083,,-1.5463,0.1285,,4
2012-01-24 00:06:00,0.186,3.3352,122.2709,1.9797,,13.7788,1.5654,-0.0061999999999999,1.8639,-0.0114,,1.406,0.2858,0.3231999999999999,-0.0636,,-1.6652,0.1278,,4
2012-01-24 00:07:00,0.1855999999999999,3.3137,122.2726,1.9869,,13.7797,1.5654,-0.0018,1.7556,-0.0023,,1.4168,0.3377,0.3916999999999999,-0.0485,,-1.4273,0.1275,,4
2012-01-24 00:08:00,0.1854,3.2491,122.2606,1.9847,,13.7797,1.5654,-0.0077999999999999,1.9494,-0.0165,,1.4254,0.396,0.4542999999999999,0.0128,,-1.4273,0.1279,,4
2012-01-24 00:09:00,0.1847,3.2491,122.2726,1.9928,,13.7806,1.5598,0.0002,1.7898,0.0018,,1.4363,0.4544,0.5292999999999999,0.0626,,-1.4868,0.1283999999999999,,4
2012-01-24 00:10:00,0.186,3.2922,122.2794,1.9898,,13.7802,1.5466,-0.0103,1.9494,-0.0195999999999999,,1.4346,0.4778999999999999,0.5455999999999999,0.0703,,-1.4273,0.1277,,4
2012-01-24 00:11:00,0.186,3.2276,122.288,1.9304,,13.7802,1.5428,-0.0051999999999999,2.0121,-0.0088,,1.4366,0.4756,0.5827999999999999,0.1076,,-1.3678,0.1273,,4
2012-01-24 00:12:00,0.1849,3.2706,122.2845,1.8422,,13.7797,1.5428,-0.0071,1.8582,-0.0129,,1.4394,0.4698,0.5517999999999998,0.1342,,-1.3678,0.1275999999999999,,4
2012-01-24 00:13:00,0.1855999999999999,3.3567,122.276,1.7193,,13.7793,1.5428,-0.0006999999999999,1.8525,0.0002,,1.4437,0.4617999999999999,0.5668999999999998,0.1305999999999999,,-1.3678,0.1280999999999999,,4
2012-01-24 00:14:00,0.186,3.2491,122.3119,1.6138,,13.7802,1.5428,-0.0071,1.9665,-0.0154,,1.4344,0.4554,0.5864,0.1342,,-1.3678,0.1275,,4
2012-01-24 00:15:00,0.186,3.3137,122.3358,1.6123,,13.7793,1.5428,0.0005,1.9038,-0.0002,,1.4308,0.454,0.6201999999999999,0.1593999999999999,,-1.4273,0.128,,4
2012-01-24 00:16:00,0.1857999999999999,3.3137,122.3187,1.6203,,13.7797,1.5428,-0.0073,2.0349,-0.0126999999999999,,1.4308,0.4374,0.6008,0.1738,,-1.4273,0.1277,,4
2012-01-24 00:17:00,0.1855999999999999,3.3137,122.3393,1.5711,,13.7802,1.5428,-0.0006999999999999,2.052,-0.0028999999999999,,1.4222,0.4179999999999999,0.5857,0.1464,,-1.3678,0.1283999999999999,,4
2012-01-24 00:18:00,0.186,3.3567,122.3632,1.5212,,13.7788,1.5428,-0.0035999999999999,1.9836,-0.0058999999999999,,1.4136,0.3610999999999999,0.5108,0.0981999999999999,,-1.4273,0.1275,,4
2012-01-24 00:19:00,0.1857999999999999,3.3352,122.3341,1.4718,,13.7806,1.531,-0.0066,1.8582,-0.0119,,1.3895,0.3196999999999999,0.4637,0.0524,,-1.4868,0.1283999999999999,,4
2012-01-24 00:20:00,0.1857999999999999,3.2491,122.3615,1.5262,,13.7788,1.5225,-0.005,1.9266,-0.0105,,1.3767,0.3276999999999999,0.4595,0.0468,,-1.5463,0.1278,,4
2012-01-24 00:21:00,0.186,3.2491,122.4059,1.5493,,13.7797,1.5225,0.003,2.0064,0.0041999999999999,,1.376,0.3312999999999999,0.4897,0.085,,-1.6652,0.1278,,4
2012-01-24 00:22:00,0.1867,3.2922,122.37,1.5182,,13.7793,1.5225,-0.0064,1.9266,-0.0121,,1.376,0.3297999999999999,0.4557999999999999,0.0459999999999999,,-1.6057,0.1277,,4
2012-01-24 00:23:00,0.1854,3.2061,122.3375,1.4973,,13.7802,1.5225,-0.0006999999999999,2.0805,-0.0033,,1.376,0.3333999999999999,0.4557999999999999,0.0560999999999999,,-1.6057,0.1283,,4
2012-01-24 00:24:00,0.1862,3.2706,122.341,1.5197,,13.7806,1.5225,0.0016,2.0292,0.0025,,1.3745,0.3522,0.4717,0.0893,,-1.7247,0.127,,4
2012-01-24 00:25:00,0.1854,3.2922,122.341,1.546,,13.7802,1.5206,-0.0073,1.8696,-0.0115999999999999,,1.3777,0.3935,0.5584,0.1587,,-1.6057,0.1273,,4
2012-01-24 00:26:00,0.1857999999999999,3.3782,122.3358,1.5955,,13.7802,1.5093,-0.0023,2.0292,-0.0043,,1.3793,0.4325999999999999,0.6126,0.1748,,-1.4868,0.1269,,4
2012-01-24 00:27:00,0.1857999999999999,3.3137,122.3786,1.6099,,13.7802,1.4999,-0.0014,2.0862,-0.0033,,1.3836,0.4411999999999999,0.6333999999999999,0.2273,,-1.4273,0.1283,,4
2012-01-24 00:28:00,0.186,3.2922,122.3888,1.5318,,13.7802,1.4999,0.0018,1.8525,0.0035,,1.3778,0.4195999999999999,0.6197,0.1991999999999999,,-1.5463,0.1277,,4
2012-01-24 00:29:00,0.1852,3.3567,122.4419,1.5615,,13.7806,1.4999,0.0011,2.0748,0.0047999999999999,,1.3807,0.4411999999999999,0.6406,0.2286999999999999,,-1.5463,0.1275,,4
