measured_on,ac_current_other_inv_14537,ac_current_other_inv_14537_2,ac_current_other_inv_14537_3,ac_energy_inv_14537,ac_other_meter_1863,ac_other_meter_1863_2,ac_other_meter_1863_3,ac_power_inv_14537,ac_power_meter_1863,ac_power_meter_1863_2,ac_power_meter_1863_3,ac_power_meter_1863_4,ac_power_meter_1863_5,ac_power_other_meter_1863,ac_power_other_meter_1863_2,ac_power_other_meter_1863_3,ac_power_other_meter_1863_4,ac_voltage_other_inv_14537,ac_voltage_other_inv_14537_2,ac_voltage_other_inv_14537_3,ac_voltage_other_meter_1863,ac_voltage_other_meter_1863_2,ac_voltage_other_meter_1863_3,ac_voltage_other_meter_1863_4,ac_voltage_other_meter_1863_5,ac_voltage_other_meter_1863_6,battery_a_avg__82575,battery_v_min__82574,chgsource_min__82578,chgstate_min__82577,ckbatt_max__82579,cr1000temp_c_avg__82491,dc_power_inv_14537,dc_voltage_other_inv_14537,dc_voltage_other_inv_14537_2,dooropen_min__82492,irradiance_ghi_o_2196,irradiance_poa_o_2195,irradiance_poa_o_2197,irradiance_poa_o_2198,irradiance_poa_o_2199,load_a_avg__82576,qloss_ah_max__82580,rtd_c_avg_10__82590,rtd_c_avg_1__82581,rtd_c_avg_2__82582,rtd_c_avg_3__82583,rtd_c_avg_4__82584,rtd_c_avg_5__82585,rtd_c_avg_6__82586,rtd_c_avg_7__82587,rtd_c_avg_8__82588,rtd_c_avg_9__82589,sewspoairrad_wm2_avg__82524,shuntcurrent_a_avg_1__82546,shuntcurrent_a_avg_2__82547,shuntcurrent_a_avg_3__82548,shuntcurrent_a_avg_4__82549,shuntcurrent_a_avg_5__82550,shuntcurrent_a_avg_6__82551,shuntcurrent_a_avg_7__82552,shuntetot_kwh_max_1__82560,shuntetot_kwh_max_2__82561,shuntetot_kwh_max_3__82562,shuntetot_kwh_max_4__82563,shuntetot_kwh_max_5__82564,shuntetot_kwh_max_6__82565,shuntetot_kwh_max_7__82566,shuntpdc_kw_avg_1__82553,shuntpdc_kw_avg_2__82554,shuntpdc_kw_avg_3__82555,shuntpdc_kw_avg_4__82556,shuntpdc_kw_avg_5__82557,shuntpdc_kw_avg_6__82558,shuntpdc_kw_avg_7__82559,system_other_inv_14537,system_other_inv_14537_10,system_other_inv_14537_11,system_other_inv_14537_2,system_other_inv_14537_3,system_other_inv_14537_4,system_other_inv_14537_5,system_other_inv_14537_6,system_other_inv_14537_7,system_other_inv_14537_8,system_other_inv_14537_9,system_other_meter_1863,system_other_meter_1863_2,system_other_meter_1863_3,temperature_ambient_o_2200,temperature_ambient_o_2201,temperature_inverter_inv_14537,temperature_module_o_2201,wind_direction_o_2201,wind_other_o_2201,wind_other_o_2201_2,wind_other_o_2201_3,wind_other_o_2201_4,wind_speed_o_2201,wind_speed_o_2201_2,system_id
2016-01-25 00:00:00,0.0,0.0,0.0,1068460.0,62.9,59.9,60.0,0.0,41030.0,513.0,93085.0,1026063.0,0.0,1.0,0.0,0.0,0.0,275.2,274.4,276.5,0.772,272.0,0.531,272.0,0.842,274.0,0.002,14.07,1.0,3.0,0.0,-5.985,0.0,20.81,16.49,0.0,-0.0299999999999999,-0.017,-0.017,-0.3689999999999999,-0.032,0.5899999999999999,0.0,-2.149,-9.0,-8.51,-5.58,-8.08,-9.62,-10.96,-149.7,-7.694,-10.1,0.027,-0.002,-0.002,-0.001,0.0,0.008,0.003,0.004,6681.0,9287.0,9229.0,9425.0,8010.0,7989.0,6469.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.27,0.0,60.21,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,-6.779,-7.944,0.0,-8.64,349.5,8.26,3.0,3.467,-1.0,0.2769999999999999,0.4,4901
2016-01-25 00:01:00,0.0,0.0,0.0,1068460.0,62.9,59.9,60.0,0.0,41030.0,513.0,93085.0,1026063.0,0.0,1.0,0.0,0.0,0.0,275.2,274.6,276.7,0.772,272.0,0.531,272.0,0.842,274.0,0.002,14.07,1.0,3.0,0.0,-5.997000000000001,0.0,20.77,16.45,0.0,-0.0299999999999999,-0.017,-0.017,-0.362,-0.021,0.5899999999999999,0.0,-2.164,-9.02,-8.56,-5.58,-8.08,-9.62,-10.97,-149.5,-7.694,-10.14,0.027,-0.001,-0.003,-0.001,0.0,0.008,0.003,0.003,6681.0,9287.0,9229.0,9425.0,8010.0,7989.0,6469.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.28,0.0,60.21,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,-6.832000000000001,-7.951,0.0,-8.65,352.7,6.862,3.0,3.467,-1.0,0.3979999999999999,0.5999999999999999,4901
2016-01-25 00:02:00,0.0,0.0,0.0,1068460.0,62.9,59.9,60.0,0.0,41030.0,513.0,93085.0,1026063.0,0.0,1.0,0.0,0.0,0.0,275.2,274.6,276.7,0.772,272.0,0.531,272.0,0.842,274.0,0.002,14.07,1.0,3.0,0.0,-6.005,0.0,20.8,16.54,0.0,-0.0299999999999999,-0.017,-0.017,-0.377,-0.0149999999999999,0.5899999999999999,0.0,-2.1180000000000003,-9.04,-8.56,-5.58,-8.08,-9.62,-10.95,-149.0,-7.694,-10.1,0.0289999999999999,-0.001,-0.002,-0.001,0.0,0.008,0.003,0.003,6681.0,9287.0,9229.0,9425.0,8010.0,7989.0,6469.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.28,0.0,60.21,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,-6.882999999999999,-7.9529999999999985,0.0,-8.64,0.51,5.413,3.0,3.468,-1.0,0.503,0.5999999999999999,4901
2016-01-25 00:03:00,0.0,0.0,0.0,1068460.0,62.9,59.9,60.0,0.0,41030.0,513.0,93085.0,1026063.0,0.0,1.0,0.0,0.0,0.0,274.9,274.6,276.7,0.772,272.0,0.531,272.0,0.842,274.0,0.002,14.07,1.0,3.0,0.0,-6.006,0.0,20.83,16.52,0.0,-0.0299999999999999,-0.017,-0.017,-0.3689999999999999,-0.004,0.5899999999999999,0.0,-2.135,-9.0,-8.56,-5.58,-8.08,-9.62,-10.94,-149.4,-7.694,-10.14,0.02,-0.001,-0.002,0.0,0.0,0.008,0.003,0.003,6681.0,9287.0,9229.0,9425.0,8010.0,7989.0,6469.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.28,0.0,60.21,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,-6.919,-7.974,0.0,-8.64,6.33,5.949,3.0,3.467,-1.0,0.522,0.6999999999999998,4901
2016-01-25 00:04:00,0.0,0.0,0.0,1068460.0,62.9,59.9,60.0,0.0,41030.0,513.0,93085.0,1026063.0,0.0,1.0,0.0,0.0,0.0,275.0,274.3,276.5,0.772,272.0,0.531,272.0,0.842,274.0,0.002,14.07,1.0,3.0,0.0,-6.024,0.0,20.64,16.52,0.0,-0.0299999999999999,-0.017,-0.017,-0.373,-0.0509999999999999,0.5909999999999999,0.0,-2.15,-8.939999999999998,-8.56,-5.63,-8.08,-9.62,-10.97,-149.2,-7.694,-10.11,0.027,-0.001,-0.003,-0.001,0.0,0.009,0.004,0.004,6681.0,9287.0,9229.0,9425.0,8010.0,7989.0,6469.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.27,0.0,60.14,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,-6.939,-8.029999999999998,0.0,-8.67,10.53,3.1260000000000003,3.0,3.467,-1.0,0.437,0.5999999999999999,4901
2016-01-25 00:05:00,0.0,0.0,0.0,1068460.0,62.9,59.9,60.0,0.0,41030.0,513.0,93085.0,1026063.0,0.0,1.0,0.0,0.0,0.0,274.7,274.3,276.6,0.772,272.0,0.531,272.0,0.842,274.0,0.002,14.07,1.0,3.0,0.0,-6.028,0.0,20.78,16.47,0.0,-0.0299999999999999,-0.017,-0.017,-0.382,-0.0299999999999999,0.5909999999999999,0.0,-2.164,-8.939999999999998,-8.56,-5.676,-8.08,-9.58,-10.96,-149.5,-7.694,-10.11,0.023,-0.001,-0.002,-0.001,0.0,0.008,0.004,0.004,6681.0,9287.0,9229.0,9425.0,8010.0,7989.0,6469.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.24,0.0,60.15,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,-6.949,-8.05,0.0,-8.67,14.73,3.047,3.0,3.468,-1.0,0.57,0.6999999999999998,4901
2016-01-25 00:06:00,0.0,0.0,0.0,1068460.0,62.9,59.9,60.0,0.0,41030.0,513.0,93085.0,1026063.0,0.0,1.0,0.0,0.0,0.0,275.0,274.3,276.6,0.772,272.0,0.531,272.0,0.842,274.0,0.002,14.07,1.0,3.0,0.0,-6.028,0.0,20.79,16.5,0.0,-0.0299999999999999,-0.017,-0.017,-0.382,-0.034,0.5909999999999999,0.0,-2.214,-8.99,-8.56,-5.676,-8.08,-9.52,-10.94,-150.0,-7.694,-10.11,0.024,-0.001,-0.002,0.0,0.0,0.008,0.004,0.003,6681.0,9287.0,9229.0,9425.0,8010.0,7989.0,6469.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.28,0.0,60.14,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,-6.921,-8.07,0.0,-8.689999999999998,30.89,18.77,3.0,3.473,-1.0,0.183,0.5,4901
2016-01-25 00:07:00,0.0,0.0,0.0,1068460.0,62.9,59.9,60.0,0.0,41030.0,513.0,93085.0,1026063.0,0.0,1.0,0.0,0.0,0.0,274.9,274.3,276.5,0.772,272.0,0.531,272.0,0.842,274.0,0.002,14.07,1.0,3.0,0.0,-6.034,0.0,20.83,16.53,0.0,-0.0299999999999999,-0.017,-0.017,-0.3689999999999999,-0.0529999999999999,0.5899999999999999,0.0,-2.214,-9.0,-8.56,-5.676,-8.08,-9.52,-10.96,-149.5,-7.694,-10.21,0.027,-0.001,-0.003,-0.001,0.0,0.0069999999999999,0.003,0.004,6681.0,9287.0,9229.0,9425.0,8010.0,7989.0,6469.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.28,0.0,60.14,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,-6.924,-8.08,0.0,-8.699999999999998,22.16,13.24,3.0,3.473,-1.0,0.188,0.2999999999999999,4901
2016-01-25 00:08:00,0.0,0.0,0.0,1068460.0,62.9,59.9,60.0,0.0,41030.0,513.0,93085.0,1026063.0,0.0,1.0,0.0,0.0,0.0,274.9,274.3,276.5,0.772,271.2,0.531,272.0,0.842,274.0,0.002,14.07,1.0,3.0,0.0,-6.05,0.0,20.77,16.52,0.0,-0.0299999999999999,-0.017,-0.017,-0.3689999999999999,-0.021,0.5899999999999999,0.0,-2.214,-8.99,-8.56,-5.676,-8.08,-9.62,-10.97,-149.6,-7.694,-10.3,0.025,-0.002,-0.002,-0.001,0.0,0.009,0.003,0.003,6681.0,9287.0,9229.0,9425.0,8010.0,7989.0,6469.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.28,0.0,60.14,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,-6.957999999999999,-8.09,0.0,-8.71,346.4,12.32,3.0,3.473,-1.0,0.193,0.2999999999999999,4901
2016-01-25 00:09:00,0.0,0.0,0.0,1068460.0,62.9,59.9,60.0,0.0,41030.0,513.0,93085.0,1026063.0,0.0,1.0,0.0,0.0,0.0,274.6,274.4,276.5,0.772,271.3,0.531,272.0,0.842,274.0,0.002,14.07,1.0,3.0,0.0,-6.05,0.0,20.9,16.6,0.0,-0.0299999999999999,-0.017,-0.017,-0.3689999999999999,-0.0379999999999999,0.5899999999999999,0.0,-2.214,-9.02,-8.609999999999998,-5.676,-8.099999999999998,-9.62,-10.97,-149.6,-7.708999999999999,-10.35,0.0289999999999999,-0.001,-0.003,-0.002,0.001,0.009,0.003,0.004,6681.0,9287.0,9229.0,9425.0,8010.0,7989.0,6469.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.28,0.0,60.14,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,-6.997000000000001,-8.08,0.0,-8.74,354.0,19.34,3.0,3.473,-1.0,0.125,0.2,4901
