measured_on,ac_current__319,ac_power__315,ac_voltage__318,ambient_temp__320,biased_module_3_10_mv__1209,biased_module_3_11_mv__1210,biased_module_3_12_mv__1211,biased_module_3_13_mv__1212,biased_module_3_14_mv__1213,biased_module_3_15_mv__1214,biased_module_3_16_mv__1215,biased_module_3_4_mv__1203,biased_module_3_5_mv__1204,biased_module_3_6_mv__1205,biased_module_3_7_mv__1206,biased_module_3_8_mv__1207,biased_module_3_9_mv__1208,biased_module_voltage__1202,das_battery_voltage__326,das_temp__325,dc_pos_current__317,dc_pos_voltage__316,dc_power__314,hviv_load_temp_1__1191,hviv_load_temp_2__1192,hviv_load_temp_3__1193,inverter_temp__324,module_temp_1__321,module_temp_2__322,module_temp_3__323,poa_irradiance__313,power_factor__327,unbiased_module_3_1_mv__1199,unbiased_module_3_2_mv__1200,unbiased_module_3_3_mv__1201,unbiased_module_temp_3_1__1195,unbiased_module_temp_3_2__1196,unbiased_module_temp_3_3__1197,system_id
2011-01-12 00:00:00,0.1832999999999999,3.5768,122.2003,-14.0256,,,,,,,,,,,,,,,14.2758,-15.3948,-0.0195999999999999,1.8094,-0.031,,,,-14.8873,-16.5539,-16.4608,-15.7115,-2.301,0.1177,,,,,,,4
2011-01-12 00:01:00,0.1839,3.5768,122.1609,-14.0212,,,,,,,,,,,,,,,14.2758,-15.3948,-0.0142,1.8664,-0.0261,,,,-14.8858,-16.5621,-16.445,-15.668,-2.1799,0.1169,,,,,,,4
2011-01-12 00:02:00,0.1839,3.6414,122.0993,-13.8822,,,,,,,,,,,,,,,14.2754,-15.4134,-0.0241999999999999,1.8721,-0.0454,,,,-14.9029,-16.5358,-16.4449,-15.6215,-2.301,0.1174999999999999,,,,,,,4
2011-01-12 00:03:00,0.1841,3.5983,122.0942,-13.8374,,,,,,,,,,,,,,,14.274,-15.4196,-0.0294999999999999,1.895,-0.0565,,,,-14.9084,-16.4932,-16.4466,-15.5775,-2.2405,0.1174,,,,,,,4
2011-01-12 00:04:00,0.183,3.5337,122.0599,-14.0399,,,,,,,,,,,,,,,14.2749,-15.4196,-0.0205,1.9635,-0.0402,,,,-14.9278,-16.4617,-16.5427,-15.7078,-2.301,0.1172,,,,,,,4
2011-01-12 00:05:00,0.1841,3.5337,121.9606,-14.501,,,,,,,,,,,,,,,14.2726,-15.4196,-0.0251,1.9349,-0.0497,,,,-14.9802,-16.5345,-16.6674,-15.9327,-2.1799,0.1176,,,,,,,4
2011-01-12 00:06:00,0.1842999999999999,3.5121,121.9606,-14.8573,,,,,,,,,,,,,,,14.2736,-15.4196,-0.0218999999999999,1.5525,-0.0342999999999999,,,,-15.031,-16.6817,-16.847,-16.1862,-2.301,0.1178,,,,,,,4
2011-01-12 00:07:00,0.1832999999999999,3.5552,122.0925,-15.0122,,,,,,,,,,,,,,,14.2731,-15.4196,-0.0292,1.9463,-0.0574,,,,-15.0707,-16.8666,-17.0289,-16.4219,-2.6038,0.1181,,,,,,,4
2011-01-12 00:08:00,0.1842999999999999,3.5337,122.077,-15.4308,,,,,,,,,,,,,,,14.2731,-15.4196,-0.0230999999999999,1.9635,-0.0459999999999999,,,,-15.1328,-17.0914,-17.2854,-16.7373,-2.7249,0.1174999999999999,,,,,,,4
2011-01-12 00:09:00,0.1837,3.5983,122.077,-16.0768,,,,,,,,,,,,,,,14.2736,-15.4196,-0.0236999999999999,1.8322,-0.0436,,,,-15.2158,-17.3193,-17.4894,-17.0147,-2.846,0.1173,,,,,,,4
2011-01-12 00:10:00,0.183,3.4906,122.101,-16.4694,,,,,,,,,,,,,,,14.2745,-15.4341,-0.0241999999999999,1.6553,-0.0376999999999999,,,,-15.3097,-17.5483,-17.6929,-17.3067,-3.2699,0.1184,,,,,,,4
2011-01-12 00:11:00,0.1845999999999999,3.6199,122.0976,-16.5855,,,,,,,,,,,,,,,14.2758,-15.4445,-0.0191999999999999,1.6267,-0.0333999999999999,,,,-15.3709,-17.7832,-17.8954,-17.5264,-3.0882,0.1178,,,,,,,4
2011-01-12 00:12:00,0.1841,3.5552,122.0873,-16.5293,,,,,,,,,,,,,,,14.2758,-15.4569,-0.0129999999999999,1.8836,-0.0258999999999999,,,,-15.4268,-17.9562,-18.0429,-17.682,-3.5727,0.117,,,,,,,4
2011-01-12 00:13:00,0.1837,3.5121,122.077,-16.538,,,,,,,,,,,,,,,14.2758,-15.4693,-0.024,1.8721,-0.0442,,,,-15.4856,-18.1105,-18.1655,-17.8557,-3.6332,0.1179999999999999,,,,,,,4
2011-01-12 00:14:00,0.1842999999999999,3.5983,122.0668,-16.5448,,,,,,,,,,,,,,,14.2768,-15.4776,-0.0225999999999999,1.718,-0.0388,,,,-15.5546,-18.1965,-18.2206,-17.9258,-3.7543,0.1177,,,,,,,4
2011-01-12 00:15:00,0.1845999999999999,3.6414,122.077,-16.6482,,,,,,,,,,,,,,,14.2791,-15.4964,-0.021,1.758,-0.0369999999999999,,,,-15.6446,-18.278,-18.312,-18.0412,-3.6332,0.1174999999999999,,,,,,,4
2011-01-12 00:16:00,0.1837,3.6199,122.1181,-16.6105,,,,,,,,,,,,,,,14.2809,-15.5213,-0.0225999999999999,1.8836,-0.0425,,,,-15.7107,-18.3483,-18.3589,-18.0896,-3.6332,0.1174,,,,,,,4
2011-01-12 00:17:00,0.1839,3.5768,122.1318,-16.5257,,,,,,,,,,,,,,,14.2814,-15.5399,-0.0187,1.7066,-0.0313,,,,-15.757,-18.3656,-18.4147,-18.1069,-3.5727,0.1176,,,,,,,4
2011-01-12 00:18:00,0.1841,3.5768,122.1096,-16.4345,,,,,,,,,,,,,,,14.2814,-15.5544,-0.024,1.8208,-0.0434999999999999,,,,-15.7993,-18.3992,-18.4754,-18.1472,-3.5121,0.1179999999999999,,,,,,,4
2011-01-12 00:19:00,0.1839,3.6414,122.1267,-16.3982,,,,,,,,,,,,,,,14.2814,-15.571,-0.0233,1.7865,-0.0412,,,,-15.8391,-18.4596,-18.5562,-18.231,-3.2094,0.1176,,,,,,,4
2011-01-12 00:20:00,0.1835,3.5337,122.1096,-16.1999,,,,,,,,,,,,,,,14.2814,-15.5938,-0.0207999999999999,1.7237,-0.0362999999999999,,,,-15.8829,-18.3723,-18.4138,-18.0782,-3.4516,0.1176,,,,,,,4
2011-01-12 00:21:00,0.1839,3.5337,122.1301,-16.1548,,,,,,,,,,,,,,,14.2814,-15.6165,-0.0267,1.524,-0.0413,,,,-15.9319,-18.3606,-18.4617,-18.1124,-3.1488,0.1174999999999999,,,,,,,4
2011-01-12 00:22:00,0.1837,3.4906,122.113,-16.1612,,,,,,,,,,,,,,,14.2818,-15.6297,-0.0228,1.8322,-0.0425,,,,-15.9623,-18.4146,-18.561,-18.1762,-3.0882,0.1164,,,,,,,4
