measured_on,ac_current__319,ac_power__315,ac_voltage__318,ambient_temp__320,ambient_temp_f__17,das_temp__325,dc_pos_current__317,dc_pos_voltage__316,dc_power__314,intsolirrad__16,module_temp_1__321,module_temp_f__18,wind_speed_mph__19,system_id
2010-03-21 00:00:00,5.022,0.2069999999999999,122.756,2.052,,3.159,0.006,2.222,0.014,,1.5,,,4
2010-03-21 00:01:00,5.027,0.0929999999999999,122.766,1.941,,3.188,0.007,2.152,0.014,,1.32,,,4
2010-03-21 00:02:00,5.025,0.231,122.78,1.809,,3.211,0.008,2.216,0.0179999999999999,,1.311,,,4
2010-03-21 00:03:00,5.029,0.0749999999999999,122.783,1.905,,3.251,0.005,2.064,0.01,,1.391,,,4
2010-03-21 00:04:00,5.021,0.1469999999999999,122.812,1.867,,3.262,0.007,2.31,0.016,,1.333,,,4
2010-03-21 00:05:00,5.023,0.195,122.728,1.91,,3.289,0.007,2.062,0.014,,1.301,,,4
2010-03-21 00:06:00,5.025,0.123,122.728,1.906,,3.314,0.005,2.098,0.012,,1.285,,,4
2010-03-21 00:07:00,5.018,0.105,122.698,1.785,,3.322,0.007,2.27,0.016,,1.191,,,4
2010-03-21 00:08:00,5.024,0.183,122.754,1.679,,3.342,0.006,2.018,0.012,,1.086,,,4
2010-03-21 00:09:00,5.024,0.219,122.727,1.57,,3.355,0.005,2.12,0.01,,0.975,,,4
2010-03-21 00:10:00,5.024,0.3509999999999999,122.782,1.48,,3.37,0.008,2.32,0.0179999999999999,,0.936,,,4
2010-03-21 00:11:00,5.024,0.1469999999999999,122.752,1.671,,3.371,0.008,2.336,0.0179999999999999,,1.016,,,4
2010-03-21 00:12:00,5.021,0.0869999999999999,122.817,1.778,,3.384,0.007,2.144,0.014,,1.026,,,4
2010-03-21 00:13:00,5.029,0.2369999999999999,122.802,1.762,,3.408,0.006,2.234,0.014,,0.9,,,4
2010-03-21 00:14:00,5.027,0.039,122.801,1.775,,3.409,0.008,2.136,0.0179999999999999,,0.906,,,4
2010-03-21 00:15:00,5.025,0.255,122.824,1.755,,3.411,0.007,2.166,0.014,,0.916,,,4
2010-03-21 00:16:00,5.026,0.153,122.812,1.774,,3.42,0.007,1.956,0.014,,1.026,,,4
2010-03-21 00:17:00,5.029,0.111,122.841,1.74,,3.424,0.008,2.316,0.0179999999999999,,1.021,,,4
2010-03-21 00:18:00,5.029,0.153,122.85,1.88,,3.435,0.006,2.254,0.014,,1.151,,,4
2010-03-21 00:19:00,5.027,0.117,122.87,2.085,,3.426,0.007,2.08,0.014,,1.242,,,4
2010-03-21 00:20:00,5.021,0.0929999999999999,122.874,2.112,,3.416,0.006,2.144,0.014,,1.181,,,4
2010-03-21 00:21:00,5.036,0.129,122.964,2.129,,3.424,0.005,2.104,0.012,,1.27,,,4
2010-03-21 00:22:00,5.035,0.039,122.941,2.098,,3.426,0.008,2.098,0.016,,1.344,,,4
2010-03-21 00:23:00,5.025,0.195,122.919,2.15,,3.419,0.005,2.058,0.01,,1.481,,,4
2010-03-21 00:24:00,5.029,0.219,122.884,2.173,,3.406,0.006,2.216,0.014,,1.55,,,4
2010-03-21 00:25:00,5.032,0.117,122.879,2.185,,3.408,0.008,2.248,0.016,,1.62,,,4
2010-03-21 00:26:00,5.021,0.0929999999999999,122.854,2.54,,3.397,0.007,2.26,0.016,,1.841,,,4
2010-03-21 00:27:00,5.025,0.0869999999999999,122.847,2.778,,3.405,0.006,2.198,0.012,,1.93,,,4
2010-03-21 00:28:00,5.032,0.117,122.984,2.688,,3.402,0.005,2.234,0.01,,1.978,,,4
2010-03-21 00:29:00,5.032,0.195,122.925,2.879,,3.386,0.006,2.28,0.016,,2.07,,,4
2010-03-21 00:30:00,5.03,0.0449999999999999,122.923,2.751,,3.371,0.006,2.378,0.014,,2.06,,,4
2010-03-21 00:31:00,5.033,0.129,122.884,2.591,,3.383,0.006,1.904,0.012,,2.024,,,4
2010-03-21 00:32:00,5.032,0.183,122.933,2.571,,3.372,0.006,2.216,0.012,,1.983,,,4
2010-03-21 00:33:00,5.035,0.171,122.902,2.419,,3.382,0.007,2.216,0.014,,1.888,,,4
2010-03-21 00:34:00,5.029,0.1409999999999999,122.901,2.333,,3.378,0.006,1.966,0.012,,1.865,,,4
2010-03-21 00:35:00,5.037,0.099,122.952,2.359,,3.396,0.006,2.12,0.012,,1.894,,,4
2010-03-21 00:36:00,5.036,0.135,123.041,2.406,,3.407,0.005,2.218,0.012,,1.91,,,4
2010-03-21 00:37:00,5.034,0.183,123.022,2.508,,3.427,0.007,2.392,0.016,,2.013,,,4
2010-03-21 00:38:00,5.036,0.135,123.046,2.643,,3.436,0.006,2.116,0.012,,2.086,,,4
2010-03-21 00:39:00,5.033,0.219,123.009,2.837,,3.454,0.005,2.208,0.01,,2.138,,,4
2010-03-21 00:40:00,5.036,0.123,123.004,2.582,,3.462,0.008,1.97,0.014,,2.042,,,4
2010-03-21 00:41:00,5.039,0.1469999999999999,123.039,2.494,,3.478,0.006,2.156,0.012,,2.05,,,4
2010-03-21 00:42:00,5.036,0.153,123.001,2.324,,3.505,0.0089999999999999,2.15,0.0179999999999999,,1.999,,,4
2010-03-21 00:43:00,5.029,0.0749999999999999,122.939,2.23,,3.518,0.007,2.11,0.016,,1.992,,,4
2010-03-21 00:44:00,5.033,0.231,122.98,2.197,,3.539,0.005,2.094,0.01,,1.974,,,4
2010-03-21 00:45:00,5.039,0.1769999999999999,122.986,2.176,,3.543,0.007,2.034,0.014,,1.973,,,4
2010-03-21 00:46:00,5.039,0.021,122.932,2.028,,3.578,0.008,2.144,0.0179999999999999,,1.95,,,4
2010-03-21 00:47:00,5.035,0.1409999999999999,122.957,2.073,,3.604,0.0089999999999999,2.166,0.02,,1.96,,,4
2010-03-21 00:48:00,5.034,0.1409999999999999,122.865,2.011,,3.624,0.006,2.242,0.014,,1.972,,,4
2010-03-21 00:49:00,5.037,0.2129999999999999,122.97,2.098,,3.642,0.007,2.218,0.016,,2.025,,,4
2010-03-21 00:50:00,5.039,0.183,122.949,2.232,,3.653,0.006,1.95,0.012,,2.083,,,4
2010-03-21 00:51:00,5.032,0.111,122.925,2.184,,3.671,0.007,2.022,0.014,,2.051,,,4
2010-03-21 00:52:00,5.031,0.081,122.961,2.145,,3.688,0.006,2.228,0.014,,2.128,,,4
2010-03-21 00:53:00,5.027,0.0509999999999999,122.941,2.203,,3.691,0.006,2.192,0.014,,2.173,,,4
2010-03-21 00:54:00,5.031,0.129,122.944,2.25,,3.709,0.008,1.918,0.016,,2.2,,,4
2010-03-21 00:55:00,5.027,0.171,122.946,2.201,,3.713,0.007,2.17,0.016,,2.141,,,4
2010-03-21 00:56:00,5.031,0.195,122.944,2.282,,3.724,0.008,2.18,0.0179999999999999,,2.21,,,4
2010-03-21 00:57:00,5.038,0.219,122.937,2.242,,3.739,0.006,1.898,0.012,,2.196,,,4
2010-03-21 00:58:00,5.039,0.201,123.03,2.198,,3.75,0.008,2.032,0.016,,2.144,,,4
2010-03-21 00:59:00,5.038,0.1409999999999999,123.028,2.287,,3.752,0.008,2.162,0.0179999999999999,,2.142,,,4
2010-03-21 01:00:00,5.031,0.111,122.96,2.493,,3.757,0.006,2.146,0.014,,2.17,,,4
2010-03-21 01:01:00,5.025,0.0929999999999999,122.871,2.462,,3.76,0.006,1.926,0.012,,2.156,,,4
2010-03-21 01:02:00,5.031,0.2369999999999999,122.863,2.249,,3.767,0.006,1.954,0.012,,2.121,,,4
2010-03-21 01:03:00,5.029,0.069,122.913,2.443,,3.776,0.007,1.97,0.012,,2.235,,,4
2010-03-21 01:04:00,5.026,0.081,122.882,2.437,,3.795,0.006,2.098,0.014,,2.212,,,4
2010-03-21 01:05:00,5.032,0.0749999999999999,122.927,2.42,,3.792,0.007,2.202,0.016,,2.214,,,4
2010-03-21 01:06:00,5.034,0.135,122.906,2.549,,3.796,0.006,2.074,0.014,,2.276,,,4
2010-03-21 01:07:00,5.032,0.0869999999999999,122.886,2.616,,3.807,0.007,1.976,0.014,,2.353,,,4
2010-03-21 01:08:00,5.03,0.099,122.896,2.583,,3.827,0.006,2.058,0.012,,2.354,,,4
2010-03-21 01:09:00,5.024,0.255,122.88,2.236,,3.821,0.008,2.186,0.0179999999999999,,2.303,,,4
2010-03-21 01:10:00,5.032,0.2969999999999999,122.881,2.121,,3.827,0.006,1.852,0.012,,2.303,,,4
2010-03-21 01:11:00,5.028,0.261,122.901,1.996,,3.832,0.005,2.144,0.01,,2.251,,,4
2010-03-21 01:12:00,5.026,0.309,122.981,2.09,,3.831,0.006,2.196,0.014,,2.279,,,4
2010-03-21 01:13:00,5.028,0.117,122.91,2.055,,3.857,0.006,2.248,0.014,,2.227,,,4
2010-03-21 01:14:00,5.033,0.159,122.905,2.023,,3.875,0.008,2.126,0.0179999999999999,,2.226,,,4
2010-03-21 01:15:00,5.033,0.0149999999999999,122.91,2.226,,3.887,0.007,2.114,0.016,,2.25,,,4
2010-03-21 01:16:00,5.034,0.1409999999999999,123.011,2.241,,3.89,0.008,2.104,0.016,,2.259,,,4
2010-03-21 01:17:00,5.026,0.219,122.955,2.125,,3.904,0.004,2.188,0.01,,2.266,,,4
2010-03-21 01:18:00,5.034,0.231,123.006,2.243,,3.919,0.007,2.186,0.014,,2.27,,,4
2010-03-21 01:19:00,5.035,0.1409999999999999,122.985,2.109,,3.928,0.007,2.11,0.014,,2.302,,,4
2010-03-21 01:20:00,5.026,0.0749999999999999,122.951,2.151,,3.926,0.008,2.398,0.0179999999999999,,2.347,,,4
2010-03-21 01:21:00,5.029,0.165,122.966,2.071,,3.935,0.007,2.162,0.016,,2.294,,,4
2010-03-21 01:22:00,5.033,0.255,122.988,2.177,,3.939,0.006,2.062,0.012,,2.367,,,4
2010-03-21 01:23:00,5.031,0.195,122.997,2.36,,3.948,0.007,2.012,0.014,,2.435,,,4
2010-03-21 01:24:00,5.037,0.0929999999999999,123.034,2.475,,3.928,0.007,2.28,0.016,,2.554,,,4
2010-03-21 01:25:00,5.029,0.231,122.914,2.774,,3.931,0.007,2.28,0.016,,2.656,,,4
2010-03-21 01:26:00,5.031,0.1769999999999999,122.985,2.623,,3.935,0.006,2.244,0.014,,2.617,,,4
2010-03-21 01:27:00,5.031,0.081,122.956,2.333,,3.94,0.006,2.068,0.014,,2.541,,,4
2010-03-21 01:28:00,5.03,0.165,122.943,2.386,,3.939,0.008,1.998,0.016,,2.573,,,4
2010-03-21 01:29:00,5.027,0.1409999999999999,122.92,2.636,,3.936,0.004,2.044,0.008,,2.667,,,4
2010-03-21 01:30:00,5.033,0.123,122.881,2.551,,3.929,0.007,2.002,0.014,,2.61,,,4
2010-03-21 01:31:00,5.029,0.099,122.792,2.488,,3.938,0.008,2.022,0.016,,2.667,,,4
2010-03-21 01:32:00,5.028,0.165,122.922,2.395,,3.954,0.007,1.98,0.014,,2.691,,,4
2010-03-21 01:33:00,5.026,0.0509999999999999,122.87,2.31,,3.939,0.007,2.156,0.014,,2.696,,,4
2010-03-21 01:34:00,5.023,0.099,122.837,2.391,,3.953,0.008,2.254,0.0179999999999999,,2.721,,,4
2010-03-21 01:35:00,5.031,0.3629999999999999,122.954,2.605,,3.955,0.006,1.806,0.01,,2.805,,,4
2010-03-21 01:36:00,5.026,0.267,122.911,2.689,,3.978,0.008,2.16,0.0179999999999999,,2.811,,,4
2010-03-21 01:37:00,5.031,0.1409999999999999,122.875,2.526,,3.975,0.007,2.186,0.014,,2.806,,,4
2010-03-21 01:38:00,5.028,0.111,122.899,2.671,,3.97,0.006,2.218,0.014,,2.836,,,4
2010-03-21 01:39:00,5.03,0.0869999999999999,122.913,2.928,,3.985,0.006,2.14,0.012,,2.883,,,4
2010-03-21 01:40:00,5.03,-0.0089999999999999,122.951,3.155,,3.986,0.007,2.242,0.016,,2.906,,,4
2010-03-21 01:41:00,5.034,0.111,122.884,2.942,,3.998,0.007,2.228,0.014,,2.864,,,4
2010-03-21 01:42:00,5.026,0.2129999999999999,122.898,3.137,,3.983,0.007,2.252,0.016,,2.888,,,4
2010-03-21 01:43:00,5.03,0.165,122.884,3.177,,3.992,0.004,2.186,0.01,,2.873,,,4
2010-03-21 01:44:00,5.029,0.171,122.847,3.468,,4.006,0.005,1.99,0.01,,2.919,,,4
2010-03-21 01:45:00,5.026,0.069,122.865,3.421,,4.02,0.008,2.09,0.016,,2.968,,,4
2010-03-21 01:46:00,5.03,0.2069999999999999,122.877,3.361,,4.018,0.008,2.016,0.016,,2.961,,,4
2010-03-21 01:47:00,5.034,0.189,122.875,3.385,,4.037,0.006,1.882,0.012,,3.019,,,4
2010-03-21 01:48:00,5.035,0.381,122.914,3.335,,4.034,0.007,2.15,0.014,,3.085,,,4
2010-03-21 01:49:00,5.029,0.165,122.921,3.122,,4.05,0.007,2.144,0.014,,3.081,,,4
2010-03-21 01:50:00,5.024,0.0509999999999999,122.938,2.984,,4.074,0.007,1.94,0.014,,3.049,,,4
2010-03-21 01:51:00,5.031,0.135,122.928,3.31,,4.08,0.007,2.342,0.016,,3.209,,,4
2010-03-21 01:52:00,5.033,0.105,122.897,3.143,,4.104,0.006,2.084,0.012,,3.135,,,4
2010-03-21 01:53:00,5.027,0.057,122.919,2.889,,4.132,0.006,2.114,0.012,,3.138,,,4
2010-03-21 01:54:00,5.025,0.153,122.869,2.945,,4.155,0.006,1.806,0.01,,3.225,,,4
2010-03-21 01:55:00,5.023,0.1409999999999999,122.889,3.423,,4.177,0.006,1.694,0.01,,3.293,,,4
2010-03-21 01:56:00,5.026,0.081,122.89,3.517,,4.194,0.005,1.884,0.01,,3.231,,,4
2010-03-21 01:57:00,5.023,0.2369999999999999,122.942,3.479,,4.233,0.007,2.088,0.016,,3.177,,,4
2010-03-21 01:58:00,5.027,0.1409999999999999,122.947,3.468,,4.245,0.008,1.826,0.016,,3.188,,,4
2010-03-21 01:59:00,5.024,0.255,122.879,3.569,,4.293,0.006,2.084,0.012,,3.213,,,4
2010-03-21 02:00:00,5.015,0.159,122.708,3.57,,4.304,0.006,2.166,0.014,,3.252,,,4
2010-03-21 02:01:00,5.024,0.165,122.71,3.441,,4.327,0.007,2.058,0.014,,3.245,,,4
2010-03-21 02:02:00,5.021,0.0869999999999999,122.714,3.237,,4.362,0.007,1.96,0.014,,3.231,,,4
2010-03-21 02:03:00,5.018,0.111,122.79,3.624,,4.392,0.006,1.972,0.012,,3.372,,,4
2010-03-21 02:04:00,5.022,0.399,122.735,3.956,,4.409,0.008,2.022,0.016,,3.424,,,4
2010-03-21 02:05:00,5.024,0.057,122.816,4.075,,4.441,0.005,1.894,0.01,,3.455,,,4
2010-03-21 02:06:00,5.019,0.2429999999999999,122.827,4.053,,4.453,0.008,2.114,0.016,,3.43,,,4
2010-03-21 02:07:00,5.012,0.2069999999999999,122.715,4.004,,4.472,0.007,2.152,0.014,,3.403,,,4
2010-03-21 02:08:00,5.025,0.171,122.814,3.898,,4.501,0.006,1.992,0.012,,3.481,,,4
2010-03-21 02:09:00,5.026,0.105,122.829,3.467,,4.521,0.007,2.08,0.014,,3.393,,,4
2010-03-21 02:10:00,5.02,0.1769999999999999,122.784,3.824,,4.55,0.008,1.914,0.016,,3.561,,,4
2010-03-21 02:11:00,5.027,0.171,122.807,3.813,,4.57,0.006,2.136,0.014,,3.574,,,4
2010-03-21 02:12:00,5.023,0.123,122.812,3.61,,4.597,0.007,2.232,0.016,,3.557,,,4
2010-03-21 02:13:00,5.02,0.2849999999999999,122.768,3.412,,4.633,0.007,1.792,0.012,,3.582,,,4
2010-03-21 02:14:00,5.022,0.183,122.802,3.356,,4.69,0.006,1.936,0.012,,3.605,,,4
2010-03-21 02:15:00,5.029,0.0929999999999999,122.834,3.37,,4.702,0.008,2.13,0.0179999999999999,,3.568,,,4
2010-03-21 02:16:00,5.022,0.171,122.759,3.601,,4.738,0.007,2.172,0.014,,3.709,,,4
2010-03-21 02:17:00,5.027,0.165,122.761,3.761,,4.751,0.006,2.058,0.012,,3.736,,,4
2010-03-21 02:18:00,5.018,0.189,122.752,3.767,,4.778,0.007,2.162,0.014,,3.735,,,4
2010-03-21 02:19:00,5.026,0.111,122.777,3.767,,4.81,0.007,1.836,0.012,,3.732,,,4
2010-03-21 02:20:00,5.029,0.0869999999999999,122.788,3.857,,4.843,0.007,2.172,0.016,,3.679,,,4
2010-03-21 02:21:00,5.02,0.1409999999999999,122.726,3.876,,4.857,0.006,1.936,0.012,,3.821,,,4
2010-03-21 02:22:00,5.023,0.249,122.696,3.87,,4.877,0.007,1.996,0.014,,3.882,,,4
2010-03-21 02:23:00,5.025,0.165,122.762,3.493,,4.899,0.008,2.034,0.016,,3.824,,,4
2010-03-21 02:24:00,5.023,0.123,122.821,3.414,,4.929,0.008,2.094,0.016,,3.818,,,4
2010-03-21 02:25:00,5.018,0.027,122.775,3.503,,4.965,0.008,2.114,0.016,,3.88,,,4
2010-03-21 02:26:00,5.02,0.0749999999999999,122.85,3.717,,4.988,0.007,2.224,0.016,,3.986,,,4
2010-03-21 02:27:00,5.024,0.249,122.769,3.546,,5.008,0.007,2.07,0.016,,3.947,,,4
