measured_on,ac_current__319,ac_power__315,ac_voltage__318,ambient_temp__320,das_battery_voltage__326,das_temp__325,dc_pos_current__317,dc_pos_voltage__316,dc_power__314,inverter_temp__324,module_temp_1__321,module_temp_2__322,module_temp_3__323,power_factor__327,system_id
2011-05-27 00:00:00,0.1874,3.1824,123.1305,11.0397,13.489,11.9388,0.0095999999999999,1.1221,0.0099,11.4508,8.3558,8.5592,8.582599999999998,0.1290999999999999,4
2011-05-27 00:01:00,0.187,3.2039,123.1459,11.1545,13.4906,11.9089,0.0095999999999999,1.4012,0.0132999999999999,11.4202,8.3229,8.5298,8.556,0.1290999999999999,4
2011-05-27 00:02:00,0.1865999999999999,3.1824,123.1681,11.137,13.4904,11.8744,0.0146,1.1791,0.0184,11.3829,8.254099999999998,8.4093,8.4731,0.1308999999999999,4
2011-05-27 00:03:00,0.1872,3.2039,123.0929,11.0581,13.4933,11.8424,0.0086999999999999,1.3044,0.0115,11.3438,8.1935,8.391299999999998,8.431,0.1293999999999999,4
2011-05-27 00:04:00,0.1860999999999999,3.1179,123.0263,11.0829,13.4943,11.8055,0.0097999999999999,1.2247,0.0114,11.3104,8.1982,8.447699999999998,8.4647,0.1293,4
2011-05-27 00:05:00,0.1880999999999999,3.1609,123.0263,11.0921,13.4946,11.7686,0.0109,1.3784,0.0149999999999999,11.272,8.166,8.3751,8.4325,0.1302,4
2011-05-27 00:06:00,0.1867999999999999,3.1179,123.0161,11.0706,13.4948,11.7422,0.0071,1.4297,0.0106,11.2491,8.1323,8.337899999999998,8.3903,0.1298999999999999,4
2011-05-27 00:07:00,0.187,3.1394,123.028,11.0104,13.4949,11.7083,0.0121,1.0993,0.0151,11.2131,8.152699999999998,8.336999999999998,8.4717,0.1295,4
2011-05-27 00:08:00,0.1877999999999999,3.1394,123.0314,11.0241,13.4949,11.6696,0.0082,1.2019,0.0088,11.1778,8.181,8.3419,8.5793,0.1298999999999999,4
2011-05-27 00:09:00,0.1872,3.1824,123.0126,11.0198,13.4949,11.644,0.0074999999999999,1.2816,0.0079,11.1536,8.200699999999998,8.3857,8.657,0.1298999999999999,4
2011-05-27 00:10:00,0.1875999999999999,3.1824,123.0178,10.9632,13.4949,11.6044,0.005,1.1164,0.0061,11.114,8.170099999999998,8.383499999999998,8.6782,0.1295999999999999,4
2011-05-27 00:11:00,0.1872,3.1824,122.9374,10.9403,13.4953,11.5724,0.0091,1.4981,0.0132,11.0792,8.195299999999998,8.507799999999998,8.6432,0.1302,4
2011-05-27 00:12:00,0.1874,3.1394,122.9374,10.9441,13.499,11.5457,0.003,1.2019,0.0033999999999999,11.0545,8.223,8.5164,8.6021,0.1298,4
2011-05-27 00:13:00,0.1867999999999999,3.2254,122.9614,10.9502,13.499,11.5099,0.0061999999999999,1.5208,0.0114,11.0201,8.2656,8.5739,8.5888,0.1303,4
2011-05-27 00:14:00,0.1872,3.1394,122.852,10.9453,13.499,11.476,0.0091,1.4582,0.0126999999999999,10.9904,8.2804,8.608499999999998,8.5065,0.1293999999999999,4
2011-05-27 00:15:00,0.1865999999999999,3.0964,122.8212,10.9464,13.5004,11.4459,0.0114,1.3614,0.016,10.968,8.3316,8.722799999999998,8.5577,0.1293999999999999,4
2011-05-27 00:16:00,0.1872,3.1609,122.8554,10.9146,13.4999,11.412,0.0051999999999999,1.5322,0.0076,10.9383,8.369099999999998,8.7985,8.6051,0.1295999999999999,4
2011-05-27 00:17:00,0.187,3.1824,122.8571,10.8572,13.5004,11.3838,0.0115999999999999,1.2531,0.0148,10.9129,8.408699999999998,8.8628,8.619099999999998,0.1298,4
