measured_on,ac_current__319,ac_power__315,ac_voltage__318,ambient_temp__320,das_temp__325,dc_pos_current__317,dc_pos_voltage__316,dc_power__314,module_temp_1__321,poa_irradiance__313,system_id
2009-02-14 00:00:00,4.976,-0.158,120.756,-5.041,-2.597,0.005,2.041,0.0109999999999999,-2.971,19.304,4
2009-02-14 00:15:00,4.981,-0.158,120.887,-5.088,-2.718,0.006,2.084,0.012,-2.945,19.528,4
2009-02-14 00:30:00,4.982,-0.158,120.936,-5.2,-2.838,0.005,2.029,0.0109999999999999,-3.016,19.564,4
2009-02-14 00:45:00,4.987,-0.158,121.03,-5.23,-2.967,0.005,2.056,0.01,-3.087,19.418,4
2009-02-14 01:00:00,4.987,-0.158,121.071,-5.244,-3.047,0.006,2.065,0.012,-3.123,19.5,4
2009-02-14 01:15:00,4.992,-0.158,121.172,-5.373,-3.186,0.006,1.998,0.012,-3.285,19.058,4
2009-02-14 01:30:00,4.996,-0.157,121.215,-5.28,-3.199,0.006,2.091,0.012,-3.306,19.645,4
2009-02-14 01:45:00,4.999,-0.151,121.277,-5.24,-3.112,0.005,2.253,0.012,-3.201,19.798,4
2009-02-14 02:00:00,5.0,-0.1489999999999999,121.26,-5.271,-3.016,0.006,2.347,0.014,-3.057,20.008,4
2009-02-14 02:15:00,4.97,-0.158,120.52,-5.306,-2.956,0.006,2.335,0.014,-2.958,20.348,4
2009-02-14 02:30:00,4.97,-0.158,120.506,-5.312,-2.931,0.006,2.271,0.0129999999999999,-2.939,20.668,4
2009-02-14 02:45:00,4.972,-0.158,120.557,-5.35,-2.905,0.006,2.313,0.0129999999999999,-2.908,20.582,4
2009-02-14 03:00:00,4.972,-0.158,120.553,-5.369,-2.894,0.006,2.317,0.0129999999999999,-2.879,20.317,4
2009-02-14 03:15:00,4.965,-0.158,120.407,-5.325,-2.864,0.006,2.305,0.0129999999999999,-2.864,20.532,4
2009-02-14 03:30:00,4.964,-0.158,120.36,-5.272,-2.826,0.006,2.39,0.014,-2.823,19.86,4
2009-02-14 03:45:00,4.964,-0.158,120.376,-5.326,-2.828,0.006,2.257,0.0129999999999999,-2.823,20.278,4
2009-02-14 04:00:00,4.965,-0.158,120.398,-5.387,-2.898,0.006,2.247,0.0129999999999999,-2.861,20.386,4
2009-02-14 04:15:00,4.963,-0.158,120.358,-5.454,-2.982,0.006,2.165,0.012,-2.973,20.19,4
2009-02-14 04:30:00,4.96,-0.158,120.303,-5.508,-3.085,0.006,2.128,0.012,-3.119,19.906,4
2009-02-14 04:45:00,4.96,-0.158,120.276,-5.568,-3.122,0.006,2.253,0.0129999999999999,-3.207,19.555,4
