measured_on,ac_current__319,ac_power__315,ac_voltage__318,ambient_temp__320,das_battery_voltage__326,das_temp__325,dc_pos_current__317,dc_pos_voltage__316,dc_power__314,inverter_temp__324,module_temp_1__321,module_temp_2__322,module_temp_3__323,poa_irradiance__313,power_factor__327,system_id
2014-03-22 00:00:00,0.1837776999999999,2.829769,122.5525,1.69952,13.64229,3.271172,-0.0038769009999999,2.457277,-0.009673518,2.364968,1.649758,1.794167,1.878208,-0.7209495999999999,0.1244709,4
2014-03-22 00:01:00,0.1837735,2.809964,122.5169,1.694458,13.64227,3.271172,-0.005017227,2.388884,-0.01204538,2.361379,1.659098,1.802786,1.889699,-0.7209486,0.1247254,4
2014-03-22 00:02:00,0.1838151,2.825843,122.55,1.689593,13.6427,3.259874,-0.0059295429999999,2.400313,-0.01415221,2.348603,1.657784,1.797884,1.88049,-0.7209472999999998,0.1238679,4
2014-03-22 00:03:00,0.1836268,2.799066,122.5709,1.693426,13.64269,3.248577,-0.001368359,2.343315,-0.003245505,2.337275,1.655774,1.790847,1.874892,-0.7209468,0.1242388,4
2014-03-22 00:04:00,0.1838239999999999,2.817943,122.6088,1.694159,13.64267,3.248577,-0.0009122820999999,2.257816,0.0001246842,2.337281,1.655784,1.790139,1.874902,-0.7209527,0.124527,4
2014-03-22 00:05:00,0.1837694,2.812285,122.6075,1.684041,13.64312,3.248577,0.0004561263,2.594218,0.00101425,2.340871,1.656507,1.79086,1.872032,-0.7209556,0.1247671999999999,4
2014-03-22 00:06:00,0.1841132,2.825309,122.6112,1.684833,13.6431,3.248577,-0.004561273,2.417492,-0.01034538,2.342352,1.655867,1.791651,1.880719,-0.7209539,0.1239972,4
2014-03-22 00:07:00,0.1839187999999999,2.815153,122.5825,1.711608,13.6431,3.248577,0.0004561316,2.388988,-4.681297e-05,2.344514,1.661631,1.798849,1.886479,-0.7209533999999999,0.1247442,4
2014-03-22 00:08:00,0.1840231,2.818615,122.5461,1.712073,13.64308,3.246883,0.0034210059999999,2.275036,0.0091129929999999,2.343532,1.662083,1.797146,1.887649,-0.7209522,0.1241479,4
2014-03-22 00:09:00,0.1840345999999999,2.835148,122.6336,1.715579,13.64308,3.231633,0.003421135,2.423304,0.008286546,2.335433,1.663315,1.793349,1.88098,-0.720952,0.1243207,4
2014-03-22 00:10:00,0.184155,2.826249,122.6667,1.717253,13.64306,3.228245,-0.002736908,2.503131,-0.005399521,2.329893,1.666395,1.797146,1.884776,-0.7209512999999999,0.1251377999999999,4
2014-03-22 00:11:00,0.184061,2.831851,122.7337,1.695565,13.64306,3.228245,0.0002280758,2.343478,0.002262806,2.332764,1.667833,1.797866,1.889804,-0.7209510999999998,0.1255117,4
2014-03-22 00:12:00,0.1838974999999999,2.821342,122.7051,1.695466,13.64305,3.228245,-0.002964986,2.366287,-0.0071785649999999,2.331989,1.670606,1.799928,1.894027,-0.7209501,0.1242137,4
2014-03-22 00:13:00,0.1840175,2.837542,122.7156,1.722217,13.64305,3.228245,0.0009123032,2.240845,0.00324596,2.333425,1.672764,1.805677,1.898338,-0.7209501,0.1242644,4
2014-03-22 00:14:00,0.1840571,2.825801,122.707,1.741765,13.6435,3.228245,-0.001596531,2.520239,-0.003230357,2.33344,1.674945,1.814321,1.90267,-0.7209495999999999,0.1245539,4
2014-03-22 00:15:00,0.1841206,2.826252,122.7069,1.741049,13.64349,3.228245,-0.004333443,2.166721,-0.0092072979999999,2.334884,1.67496,1.813616,1.904119,-0.7209495999999999,0.1249828999999999,4
2014-03-22 00:16:00,0.1842,2.809827,122.6828,1.770766,13.6434,3.228245,-0.002736912,2.377692,-0.003089908,2.341385,1.683656,1.826612,1.914236,-0.7209495,0.1247135999999999,4
2014-03-22 00:17:00,0.1842237999999999,2.823622,122.7128,1.78739,13.64347,3.228245,-0.002965011,2.372003,-0.0068977839999999,2.349995,1.682217,1.828765,1.914952,-0.7209495,0.1237125,4
2014-03-22 00:18:00,0.1842609,2.833116,122.6767,1.778706,13.64378,3.228245,-0.0006842515,2.406284,0.0004213795999999,2.349989,1.683643,1.83522,1.919971,-0.7209495999999999,0.1246685,4
2014-03-22 00:19:00,0.1840587999999999,2.826566,122.6203,1.785203,13.64375,3.228245,0.0043336119999999,2.486131,0.01334378,2.350701,1.685071,1.83162,1.919245,-0.7209495999999999,0.1239977,4
2014-03-22 00:20:00,0.1840735,2.843571,122.6162,1.776502,13.64363,3.228245,-0.005702253,2.292306,-0.0118149,2.351403,1.683606,1.83375,1.916348,-0.7209497,0.1245274,4
2014-03-22 00:21:00,0.1839869,2.832093,122.6581,1.786592,13.64374,3.228245,0.0009123493,2.543193,0.002715641,2.35282,1.687884,1.838749,1.922066,-0.7209495999999999,0.1246941,4
2014-03-22 00:22:00,0.1840966,2.834874,122.634,1.803882,13.64396,3.228245,-0.002737048,2.50896,-0.004822609,2.35996,1.699315,1.846592,1.927038,-0.7209495,0.1252776999999999,4
2014-03-22 00:23:00,0.1839908,2.815488,122.6501,1.772069,13.6439,3.228245,0.0025089069999999,2.411946,0.004978449,2.356369,1.700029,1.842278,1.93278,-0.7209495,0.1255688,4
2014-03-22 00:24:00,0.1840952999999999,2.837306,122.6985,1.787967,13.64377,3.228245,-0.0006842086,2.634203,-0.0011547479999999,2.35493,1.703616,1.848018,1.933493,-0.7209495,0.124304,4
