measured_on,ac_current__251,ac_current__319,ac_power__247,ac_power__315,ac_voltage__250,ac_voltage__318,ambient_temp__252,ambient_temp__320,das_battery_voltage__326,das_temp__325,dc_pos_current__249,dc_pos_current__317,dc_pos_voltage__248,dc_pos_voltage__316,dc_power__246,dc_power__314,inverter_temp__256,inverter_temp__324,module_temp_1__253,module_temp_1__321,module_temp_2__254,module_temp_2__322,module_temp_3__255,module_temp_3__323,module_temp_4__257,module_temp_5__258,module_temp_6__259,module_temp_7__260,poa_irradiance__245,poa_irradiance__313,power_factor__327,system_id
2012-02-14 00:00:00,,0.1852999999999999,,3.3805,,122.026,,-2.2694,13.901,-2.7802,,-0.0041,,1.6655,,-0.0061,,-2.727,,-4.5089,,-4.9584,,-4.5263,,,,,,-2.6777,0.1226,4
2012-02-14 00:01:00,,0.1849,,3.4236,,122.1184,,-2.3427,13.901,-2.7836,,-0.0051999999999999,,1.6085,,-0.0099,,-2.7485,,-4.6113,,-5.0085,,-4.6426,,,,,,-2.7372,0.1226,4
2012-02-14 00:02:00,,0.1849,,3.3805,,122.1321,,-2.4076,13.901,-2.7836,,-0.0109999999999999,,1.7739,,-0.0178,,-2.7659,,-4.6688,,-5.0413,,-4.6841,,,,,,-2.7372,0.1225,4
2012-02-14 00:03:00,,0.1850999999999999,,3.4021,,122.1184,,-2.4449,13.901,-2.7874,,-0.0114,,1.6826,,-0.0167,,-2.7885,,-4.7469,,-5.126,,-4.7673,,,,,,-2.9157,0.1223999999999999,4
2012-02-14 00:04:00,,0.1849,,3.3375,,122.115,,-2.4557,13.901,-2.8062,,-0.0057,,1.8823,,-0.0088,,-2.8175,,-4.7637,,-5.1034,,-4.763,,,,,,-2.9157,0.1223,4
2012-02-14 00:05:00,,0.1849,,3.4236,,122.1715,,-2.28,13.901,-2.8062,,-0.0088999999999999,,1.694,,-0.0135,,-2.8095,,-4.6733,,-5.0239,,-4.6442,,,,,,-2.9753,0.1232,4
2012-02-14 00:06:00,,0.1845999999999999,,3.3159,,122.1578,,-2.2355,13.901,-2.8062,,-0.0082,,1.9051,,-0.0151,,-2.8139,,-4.6879,,-5.0851,,-4.7003,,,,,,-2.8563,0.1231,4
2012-02-14 00:07:00,,0.1857,,3.4236,,122.1646,,-2.3745,13.901,-2.8147,,-0.0112,,1.7796,,-0.0195,,-2.8463,,-4.7846,,-5.206,,-4.7962,,,,,,-2.8563,0.123,4
2012-02-14 00:08:00,,0.1849,,3.4021,,122.1441,,-2.4972,13.901,-2.8265,,-0.0074999999999999,,1.7169,,-0.0104,,-2.8756,,-4.8402,,-5.188,,-4.8504,,,,,,-2.8563,0.123,4
2012-02-14 00:09:00,,0.1850999999999999,,3.3375,,122.1201,,-2.5341,13.901,-2.8284,,-0.0086999999999999,,1.637,,-0.0144,,-2.8927,,-4.8669,,-5.2213,,-4.8749,,,,,,-2.8563,0.1227,4
2012-02-14 00:10:00,,0.1850999999999999,,3.4451,,122.18,,-2.4592,13.901,-2.8491,,-0.01,,1.8366,,-0.0191999999999999,,-2.9206,,-4.8266,,-5.1736,,-4.7858,,,,,,-2.8563,0.1236,4
2012-02-14 00:11:00,,0.1852999999999999,,3.359,,122.1338,,-2.3156,13.901,-2.8491,,-0.0073,,1.7967,,-0.0149,,-2.9098,,-4.8163,,-5.1619,,-4.8018,,,,,,-2.8563,0.1227,4
