measured_on,ac_current_other_inv_14538,ac_current_other_inv_14538_2,ac_current_other_inv_14538_3,ac_energy_inv_14538,ac_other_meter_1864,ac_other_meter_1864_2,ac_other_meter_1864_3,ac_power_inv_14538,ac_power_meter_1864,ac_power_meter_1864_2,ac_power_meter_1864_3,ac_power_meter_1864_4,ac_power_meter_1864_5,ac_power_other_meter_1864,ac_power_other_meter_1864_2,ac_power_other_meter_1864_3,ac_power_other_meter_1864_4,ac_voltage_other_inv_14538,ac_voltage_other_inv_14538_2,ac_voltage_other_inv_14538_3,ac_voltage_other_meter_1864,ac_voltage_other_meter_1864_2,ac_voltage_other_meter_1864_3,ac_voltage_other_meter_1864_4,ac_voltage_other_meter_1864_5,ac_voltage_other_meter_1864_6,battery_a_avg__82673,battery_v_min__82672,chgsource_min__82676,chgstate_min__82675,ckbatt_max__82677,cr1000temp_c_avg__82591,dc_power_inv_14538,dc_voltage_other_inv_14538,dc_voltage_other_inv_14538_2,dooropen_min__82592,irradiance_ghi_o_2202,irradiance_poa_o_2203,irradiance_poa_o_2204,irradiance_poa_o_2206,load_a_avg__82674,qloss_ah_max__82678,rtd_c_avg_10__82688,rtd_c_avg_1__82679,rtd_c_avg_2__82680,rtd_c_avg_3__82681,rtd_c_avg_4__82682,rtd_c_avg_5__82683,rtd_c_avg_6__82684,rtd_c_avg_7__82685,rtd_c_avg_8__82686,rtd_c_avg_9__82687,shuntcurrent_a_avg_1__82644,shuntcurrent_a_avg_2__82645,shuntcurrent_a_avg_3__82646,shuntcurrent_a_avg_4__82647,shuntcurrent_a_avg_5__82648,shuntcurrent_a_avg_6__82649,shuntcurrent_a_avg_7__82650,shuntetot_kwh_max_1__82658,shuntetot_kwh_max_2__82659,shuntetot_kwh_max_3__82660,shuntetot_kwh_max_4__82661,shuntetot_kwh_max_5__82662,shuntetot_kwh_max_6__82663,shuntetot_kwh_max_7__82664,shuntpdc_kw_avg_1__82651,shuntpdc_kw_avg_2__82652,shuntpdc_kw_avg_3__82653,shuntpdc_kw_avg_4__82654,shuntpdc_kw_avg_5__82655,shuntpdc_kw_avg_6__82656,shuntpdc_kw_avg_7__82657,system_other_inv_14538,system_other_inv_14538_10,system_other_inv_14538_11,system_other_inv_14538_2,system_other_inv_14538_3,system_other_inv_14538_4,system_other_inv_14538_5,system_other_inv_14538_6,system_other_inv_14538_7,system_other_inv_14538_8,system_other_inv_14538_9,system_other_meter_1864,system_other_meter_1864_2,system_other_meter_1864_3,temperature_ambient_o_2205,temperature_ambient_o_2206,temperature_inverter_inv_14538,temperature_module_o_2206,wind_direction_o_2206,wind_other_o_2206,wind_other_o_2206_2,wind_other_o_2206_3,wind_other_o_2206_4,wind_speed_o_2206,wind_speed_o_2206_2,system_id
2016-02-06 00:00:00,0.0,0.0,0.0,1254747.0,74.7,59.9,60.0,0.0,37498.0,550.0,114835.0,1245843.0,0.0,1.0,0.0,0.0,0.0,272.7,271.4,269.0,0.979,272.0,0.748,271.0,0.921,272.3,0.005,14.04,2.0,3.0,0.0,-1.936,0.0,4.463,21.32,0.0,-0.037,-0.027,0.501,-0.0379999999999999,0.452,0.0,3.91,-3.691,-4.555,-5.37,-5.016,-5.565,-4.886,-5.565,-4.805,-4.761,-0.002,-0.001,0.0,0.002,0.0069999999999999,0.003,0.003,24761.0,25122.0,24837.0,24677.0,25292.0,24236.0,21839.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.237,0.0,60.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.245,-0.342,0.0,-4.184,1.28,27.71,3.167,3.531,-1.0,0.62,1.0,4902
2016-02-06 00:01:00,0.0,0.0,0.0,1254747.0,74.7,59.9,60.0,0.0,37498.0,550.0,114835.0,1245843.0,0.0,1.0,0.0,0.0,0.0,273.0,271.2,268.7,0.979,271.9,0.748,271.0,0.921,272.3,0.0069999999999999,14.04,2.0,3.0,0.0,-1.95,0.0,4.497,21.34,0.0,-0.037,-0.027,0.51,-0.0379999999999999,0.518,0.0,3.827,-3.644,-4.655,-5.471,-5.19,-5.598,-5.03,-5.712999999999999,-4.949,-4.934,-0.001,-0.001,0.001,0.001,0.0069999999999999,0.003,0.004,24761.0,25122.0,24837.0,24677.0,25292.0,24236.0,21839.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.234,0.0,60.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.313,-0.2939999999999999,0.0,-4.155,349.1,62.06,3.333,3.531,-1.0,0.5869999999999999,1.0,4902
2016-02-06 00:02:00,0.0,0.0,0.0,1254747.0,74.7,59.9,60.0,0.0,37498.0,550.0,114835.0,1245843.0,0.0,1.0,0.0,0.0,0.0,272.6,271.5,269.0,0.979,271.9,0.748,271.0,0.921,272.5,0.006,14.04,2.0,3.0,0.0,-1.962,0.0,4.468,21.22,0.0,-0.0379999999999999,-0.027,0.51,-0.0379999999999999,0.54,0.0,3.812,-3.904,-4.803,-5.565,-5.337999999999999,-5.547999999999999,-5.1610000000000005,-5.761,-5.08,-5.003,-0.002,-0.001,0.0,0.002,0.0069999999999999,0.003,0.004,24761.0,25122.0,24837.0,24677.0,25292.0,24236.0,21839.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.229,0.0,60.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.217,-0.395,0.0,-4.404,90.3,14.81,3.833,3.532,-1.0,0.8499999999999999,1.2,4902
2016-02-06 00:03:00,0.0,0.0,0.0,1254747.0,74.7,59.9,60.0,0.0,37498.0,550.0,114835.0,1245843.0,0.0,1.0,0.0,0.0,0.0,272.6,271.3,268.9,0.979,271.4,0.748,271.0,0.921,272.3,0.006,14.04,2.0,3.0,0.0,-1.975,0.0,4.516,21.24,0.0,-0.0379999999999999,-0.0279999999999999,0.508,-0.0379999999999999,0.4299999999999999,0.0,3.812,-4.106,-4.998,-5.598,-5.421,-5.518,-5.337999999999999,-5.792999999999999,-5.21,-5.159,-0.002,0.0,0.001,0.002,0.0069999999999999,0.004,0.003,24761.0,25122.0,24837.0,24677.0,25292.0,24236.0,21839.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.237,0.0,60.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.027,-0.75,0.0,-4.598,64.62,19.98,3.0,3.531,-1.0,0.8,1.2,4902
2016-02-06 00:04:00,0.0,0.0,0.0,1254747.0,74.7,59.9,60.0,0.0,37498.0,550.0,114835.0,1245843.0,0.0,1.0,0.0,0.0,0.0,272.6,271.2,268.8,0.979,271.6,0.748,271.0,0.921,272.0,0.006,14.04,2.0,3.0,0.0,-1.993,0.0,4.511,21.36,0.0,-0.037,-0.027,0.508,-0.0379999999999999,0.4299999999999999,0.0,3.765,-4.374,-5.078,-5.728,-5.435,-5.518,-5.37,-5.858,-5.21,-5.13,-0.002,0.0,0.001,0.002,0.008,0.003,0.004,24761.0,25122.0,24837.0,24677.0,25292.0,24236.0,21839.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.261,0.0,60.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.278,-1.093,0.0,-4.8260000000000005,51.93,13.2,3.0,3.532,-1.0,0.8549999999999999,1.5,4902
2016-02-06 00:05:00,0.0,0.0,0.0,1254747.0,74.7,59.9,60.0,0.0,37498.0,550.0,114835.0,1245843.0,0.0,1.0,0.0,0.0,0.0,272.6,271.3,268.9,0.979,271.8,0.748,271.0,0.921,272.2,0.006,14.04,2.0,3.0,0.0,-2.0,0.0,4.516,21.36,0.0,-0.037,-0.027,0.51,-0.0379999999999999,0.54,0.0,3.714,-4.511,-4.984,-5.728,-5.417000000000001,-5.45,-5.435,-5.84,-5.206,-5.165,-0.001,0.0,0.0,0.002,0.0069999999999999,0.003,0.004,24761.0,25122.0,24837.0,24677.0,25292.0,24236.0,21839.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.284,0.0,60.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.4189999999999999,-1.234,0.0,-4.994,16.5,31.37,3.833,3.531,-1.0,0.987,1.6,4902
2016-02-06 00:06:00,0.0,0.0,0.0,1254747.0,74.7,59.9,60.0,0.0,37498.0,550.0,114835.0,1245843.0,0.0,1.0,0.0,0.0,0.0,272.9,271.1,268.8,0.979,271.9,0.748,271.0,0.921,272.3,0.006,14.04,2.0,3.0,0.0,-2.016,0.0,4.4830000000000005,21.25,0.0,-0.037,-0.027,0.51,-0.0379999999999999,0.435,0.0,3.714,-4.591,-4.948,-5.598,-5.37,-5.37,-5.37,-5.761,-5.08,-5.097,-0.002,-0.001,0.0,0.001,0.008,0.003,0.004,24761.0,25122.0,24837.0,24677.0,25292.0,24236.0,21839.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.314,0.0,60.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.4089999999999999,-1.044,0.0,-4.997,359.3,13.79,3.0,3.532,-1.0,1.098,1.5,4902
2016-02-06 00:07:00,0.0,0.0,0.0,1254747.0,74.7,59.9,60.0,0.0,37498.0,550.0,114835.0,1245843.0,0.0,1.0,0.0,0.0,0.0,272.7,271.3,269.0,0.979,272.0,0.748,271.0,0.921,272.7,0.005,14.04,2.0,3.0,0.0,-2.035,0.0,4.637,21.24,0.0,-0.037,-0.027,0.51,-0.0379999999999999,0.445,0.0,3.714,-4.648,-4.934,-5.598,-5.269,-5.37,-5.317,-5.695,-5.013999999999999,-5.0,-0.002,-0.001,0.001,0.001,0.0069999999999999,0.003,0.004,24761.0,25122.0,24837.0,24677.0,25292.0,24236.0,21839.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.384,0.0,60.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.4379999999999999,-1.021,0.0,-4.932,345.0,5.933,3.333,3.531,-1.0,1.16,1.4,4902
2016-02-06 00:08:00,0.0,0.0,0.0,1254747.0,74.7,59.9,60.0,0.0,37498.0,550.0,114835.0,1245843.0,0.0,1.0,0.0,0.0,0.0,272.6,271.2,268.9,0.979,271.9,0.748,271.0,0.921,272.2,0.0069999999999999,14.04,2.0,3.0,0.0,-2.046,0.0,4.529,21.36,0.0,-0.037,-0.027,0.51,-0.0379999999999999,0.525,0.0,3.696,-4.487,-4.948,-5.468,-5.226,-5.37,-5.223,-5.63,-4.884,-4.906000000000001,-0.002,-0.001,0.0,0.002,0.0069999999999999,0.003,0.003,24761.0,25122.0,24837.0,24677.0,25292.0,24236.0,21839.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.335,0.0,60.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.4729999999999999,-1.044,0.0,-4.846,357.9,9.71,3.667,3.531,-1.0,0.885,1.2,4902
2016-02-06 00:09:00,0.0,0.0,0.0,1254747.0,74.7,59.9,60.0,0.0,37498.0,550.0,114835.0,1245843.0,0.0,1.0,0.0,0.0,0.0,272.7,271.2,268.9,0.979,271.8,0.748,271.0,0.921,272.3,0.006,14.04,2.0,3.0,0.0,-2.063,0.0,4.572,21.39,0.0,-0.037,-0.026,0.51,-0.0379999999999999,0.534,0.0,3.682,-4.457,-4.948,-5.518,-5.291,-5.439,-5.211,-5.582999999999999,-4.884,-4.92,-0.001,0.0,0.001,0.002,0.0069999999999999,0.003,0.003,24761.0,25122.0,24837.0,24677.0,25292.0,24236.0,21839.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3530000000000002,0.0,60.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.436,-1.018,0.0,-4.801,348.8,35.24,3.5,3.531,-1.0,0.533,1.2,4902
