measured_on,ac_current__319,ac_power__315,ac_voltage__318,ambient_temp__320,ambient_temp_f__17,das_temp__325,dc_pos_current__317,dc_pos_voltage__316,dc_power__314,intsolirrad__16,module_temp_1__321,module_temp_f__18,wind_speed_mph__19,system_id
2010-05-25 00:00:00,5.03,0.082,122.964,7.841999999999999,,19.153,0.008,2.638,0.02,,8.388999999999998,,,4
2010-05-25 00:01:00,5.029,0.027,122.964,7.721,,18.622,0.006,2.572,0.016,,8.397,,,4
2010-05-25 00:02:00,5.029,0.0929999999999999,122.945,8.14,,18.214,0.008,2.41,0.02,,8.454,,,4
2010-05-25 00:03:00,5.027,-0.028,122.979,8.449,,17.899,0.008,2.53,0.0219999999999999,,8.529,,,4
2010-05-25 00:04:00,5.032,0.049,123.008,8.686,,18.081,0.007,2.728,0.02,,8.521,,,4
2010-05-25 00:05:00,5.034,0.154,123.024,8.57,,17.197,0.0089999999999999,2.51,0.0219999999999999,,8.647999999999998,,,4
2010-05-25 00:06:00,5.032,0.17,122.989,8.529999999999998,,17.644,0.006,2.188,0.014,,8.74,,,4
2010-05-25 00:07:00,5.032,0.1429999999999999,123.038,8.294,,18.527,0.007,2.426,0.0179999999999999,,8.881999999999998,,,4
2010-05-25 00:08:00,5.033,0.231,123.07,7.996,,18.364,0.007,2.624,0.0179999999999999,,9.026,,,4
2010-05-25 00:09:00,5.032,0.203,123.117,8.047,,17.573,0.006,2.254,0.014,,9.083,,,4
2010-05-25 00:10:00,5.031,0.0929999999999999,123.105,8.079,,18.087,0.007,2.42,0.016,,8.993,,,4
2010-05-25 00:11:00,5.033,0.1479999999999999,123.066,8.128999999999998,,18.452,0.008,2.356,0.02,,8.939999999999998,,,4
2010-05-25 00:12:00,5.031,0.269,123.112,8.144,,18.907,0.007,2.404,0.016,,8.928,,,4
2010-05-25 00:13:00,5.028,0.192,123.101,8.103,,18.962,0.006,2.482,0.016,,8.887,,,4
2010-05-25 00:14:00,5.033,0.165,123.05,8.063,,18.07,0.0089999999999999,2.404,0.02,,8.910999999999998,,,4
2010-05-25 00:15:00,5.039,0.1429999999999999,123.062,7.96,,17.889,0.0089999999999999,2.344,0.02,,8.907999999999998,,,4
2010-05-25 00:16:00,5.033,0.1809999999999999,123.086,8.038,,17.829,0.0089999999999999,2.42,0.02,,9.006,,,4
2010-05-25 00:17:00,5.034,0.275,123.093,8.17,,17.821,0.007,2.564,0.0179999999999999,,9.146,,,4
2010-05-25 00:18:00,5.03,0.0379999999999999,123.032,7.988,,17.765,0.008,2.518,0.02,,9.21,,,4
2010-05-25 00:19:00,5.028,0.132,123.005,7.828,,17.479,0.007,2.41,0.016,,9.322,,,4
2010-05-25 00:20:00,5.03,0.159,123.01,7.816,,17.759,0.007,2.42,0.0179999999999999,,9.414,,,4
