measured_on,ac_current__319,ac_power__315,ac_power__4020,ac_voltage__318,ambient_temp__320,das_battery_voltage__326,das_temp__325,dc_current__4024,dc_pos_current__317,dc_pos_voltage__316,dc_power__314,dc_power__4025,dc_voltage__4023,inverter_temp__324,module_temp_1__321,module_temp_1__4021,module_temp_2__322,module_temp_3__323,poa_irradiance__313,poa_irradiance__4022,power_factor__327,system_id
2013-04-28 05:01:00,0.1837999999999999,2.9834,,123.1502,13.0244,13.4192,11.8179,,0.0082,18.3079,0.1467,,,12.0897,10.4485,,9.9935,10.5339,-1.9607,,0.1312,4
2013-04-28 05:02:00,0.184,3.0066,,123.1871,13.1475,13.4192,11.8179,,0.0166,21.4931,0.3618,,,12.1052,10.5515,,10.031,10.6892,-1.723,,0.132,4
2013-04-28 05:03:00,0.1839,2.9879,,123.1663,13.2868,13.4192,11.8179,,0.0138999999999999,24.4276,0.336,,,12.1587,10.716,,10.1899,10.8684,-1.426,,0.1313,4
2013-04-28 05:04:00,0.1837999999999999,2.9749,,123.1957,13.4091,13.4192,11.8179,,0.0182,26.6384,0.4857,,,12.2438,10.8353,,10.233,10.91,-0.5347,,0.1307,4
2013-04-28 05:05:00,0.184,2.9878,,123.2185,13.2366,13.4174,11.8179,,0.0148,30.1768,0.4415,,,12.2544,10.8183,,10.2139,10.9135,-0.2970999999999999,,0.131,4
2013-04-28 05:06:00,0.1839,2.9746,,123.1847,13.1432,13.4165,11.8349,,0.016,35.3848,0.5674,,,12.2791,10.8473,,10.279,10.9164,-0.0594,,0.1305999999999999,4
2013-04-28 05:07:00,0.1837999999999999,2.9617,,123.2253,13.071,13.416,11.8405,,0.0236999999999999,39.892,0.9405,,,12.2939,10.8015,,10.2077,10.8283,0.5347,,0.1303,4
2013-04-28 05:08:00,0.1839,3.0026,,123.1888,12.9937,13.4137,11.8537,,0.0212,43.3506,0.9192,,,12.293,10.7335,,10.2378,10.7497,1.0101,,0.1317,4
2013-04-28 05:09:00,0.1837999999999999,3.002,,123.2053,13.0123,13.4137,11.8631,,0.0241999999999999,46.3934,1.1235,,,12.3059,10.7189,,10.2466,10.7147,1.5448,,0.1321,4
2013-04-28 05:10:00,0.1836,2.994,,123.2502,12.9352,13.4137,11.8631,,0.0246,49.8236,1.2248,,,12.2897,10.6745,,10.1597,10.6519,2.3172,,0.1313999999999999,4
2013-04-28 05:11:00,0.1837,3.0003,,123.249,13.0478,13.4137,11.8669,,0.0342,54.5643,1.8597,,,12.2977,10.7368,,10.3111,10.7657,2.5549,,0.1313999999999999,4
2013-04-28 05:12:00,0.1837999999999999,2.9998,,123.2705,13.1819,13.4137,11.8857,,0.0296,56.0401,1.6655,,,12.3376,10.7846,,10.3102,10.7712,3.565,,0.1312,4
2013-04-28 05:13:00,0.1836,2.9759,,123.3011,13.0414,13.4137,11.8951,,0.0364999999999999,99.7211,3.688,,,12.3371,10.7263,,10.2455,10.6663,4.4562,,0.1308,4
2013-04-28 05:14:00,0.3351,1.6268,,123.2765,12.9407,13.4137,11.9083,,0.0298999999999999,217.7384,6.3506,,,12.344,10.6894,,10.2056,10.6435,6.0604,,0.0738,4
2013-04-28 05:15:00,0.4840999999999999,0.9869,,123.3194,12.8119,13.4137,11.9104,,0.0357999999999999,194.5189,6.7036,,,12.3369,10.6674,,10.2027,10.6123,6.9516,,0.0339,4
2013-04-28 05:16:00,0.4492999999999999,0.7530999999999999,,123.3193,12.7667,13.4137,11.9331,,0.0471999999999999,188.5862,8.454399999999998,,,12.3548,10.6713,,10.2455,10.6473,7.7834,,0.0293999999999999,4
2013-04-28 05:17:00,0.5403999999999999,-0.6692,,123.3207,12.9934,13.4137,11.9463,,0.0429,160.1026,6.8618,,,12.3897,10.7487,,10.3442,10.7353,8.0805,,-0.0097999999999999,4
2013-04-28 05:18:00,0.5422,-0.5355999999999999,,123.2807,13.1683,13.4137,11.9557,,0.0514999999999999,159.7541,8.228899999999998,,,12.4364,10.8562,,10.4772,10.8471,9.8035,,-0.0074,4
2013-04-28 05:19:00,0.5333,0.01,,123.285,13.2639,13.4137,11.9595,,0.0548999999999999,159.9533,8.786799999999998,,,12.4676,10.9461,,10.5163,10.9461,11.6453,,0.0002999999999999,4
2013-04-28 05:20:00,0.5355999999999999,0.8753999999999998,,123.2908,13.4973,13.4137,11.9802,,0.0642999999999999,159.6676,10.2616,,,12.553,11.0952,,10.6676,11.122,13.1307,,0.0132999999999999,4
2013-04-28 05:21:00,0.5351,1.2943,,123.2775,13.5163,13.4137,11.9972,,0.0611,160.1803,9.787400000000002,,,12.6395,11.2046,,10.7877,11.1876,14.4378,,0.0195999999999999,4
2013-04-28 05:22:00,0.5375999999999999,1.5892,,123.3038,13.6987,13.4123,12.0179,,0.0646999999999999,159.8086,10.3468,,,12.7495,11.3487,,10.9333,11.3437,15.626,,0.0238,4
2013-04-28 05:23:00,0.5315999999999999,1.9341,,123.2869,13.5059,13.411,12.0484,,0.0713,159.9115,11.4086,,,12.8376,11.3263,,10.8072,11.2121,16.7549,,0.0293,4
2013-04-28 05:24:00,0.5292999999999999,2.3929,,123.3036,13.2613,13.4082,12.0879,,0.0744999999999999,159.9837,11.9235,,,12.9031,11.2306,,10.7135,11.1057,17.646,,0.0364999999999999,4
2013-04-28 05:25:00,0.5239,2.7682,,123.3867,13.2554,13.4082,12.1203,,0.0748,159.9493,11.9595,,,12.9734,11.2193,,10.7452,11.153,18.5967,,0.0427,4
2013-04-28 05:26:00,0.5249,3.2076,,123.4373,13.166,13.4082,12.1504,,0.0740999999999999,160.2035,11.868,,,13.0385,11.131,,10.6788,11.0436,19.4284,,0.0485999999999999,4
2013-04-28 05:27:00,0.541,4.0325,,123.4467,13.2429,13.4082,12.173,,0.083,159.7815,13.2574,,,13.1046,11.0888,,10.7501,11.0415,20.5573,,0.0599,4
2013-04-28 05:28:00,0.5464999999999999,4.6772,,123.4567,13.4318,13.4045,12.1994,,0.0839,160.0762,13.4297,,,13.1935,11.1885,,10.8612,11.173,21.9237,,0.0689,4
2013-04-28 05:29:00,0.5421,5.1813,,123.429,13.5842,13.4027,12.241,,0.0890999999999999,159.8423,14.245,,,13.2905,11.257,,10.9354,11.2528,23.0526,,0.0767999999999999,4
2013-04-28 05:30:00,0.5404999999999999,5.6282,,123.3751,14.0035,13.4027,12.2713,,0.0927999999999999,159.9493,14.8409,,,13.4295,11.4727,,11.2408,11.5636,24.0625,,0.0830999999999999,4
2013-04-28 05:31:00,0.5375999999999999,5.7674,,123.3716,14.3617,13.4027,12.3157,,0.0913999999999999,159.6925,14.5968,,,13.6079,11.7962,,11.4849,11.8237,25.429,,0.0859999999999999,4
2013-04-28 05:32:00,0.532,5.9228,,123.3193,14.3925,13.4027,12.3601,,0.0964,160.0335,15.4305,,,13.7469,11.8907,,11.5674,11.8562,26.6766,,0.0893,4
2013-04-28 05:33:00,0.5251,6.0394,,123.3323,14.5766,13.4,12.4161,,0.1012,159.7197,16.1655,,,13.9219,11.9967,,11.6931,11.965,27.746,,0.0922999999999999,4
2013-04-28 05:34:00,0.5132999999999999,6.2668,,123.3447,14.4195,13.3972,12.4678,,0.1021,160.118,16.3506,,,14.0423,12.0661,,11.7393,12.0386,28.756,,0.0976999999999999,4
2013-04-28 05:35:00,0.51,6.7546,,123.2931,14.3642,13.3967,12.5341,,0.1058,160.0891,16.9294,,,14.1736,12.1507,,11.8642,12.112,29.766,,0.1057,4
2013-04-28 05:36:00,0.5131,7.2625,,123.2824,14.4048,13.3931,12.6004,,0.1023,160.2767,16.4041,,,14.3082,12.2248,,12.0214,12.1614,30.5383,,0.1134,4
2013-04-28 05:37:00,0.5129,7.4532,,123.3199,14.3113,13.3917,12.6644,,0.1094,159.8319,17.4891,,,14.4225,12.1854,,11.9848,12.0918,31.5483,,0.1163,4
2013-04-28 05:38:00,0.5092999999999999,7.657899999999999,,123.3081,14.038,13.3917,12.7278,,0.1111999999999999,159.8772,17.7855,,,14.5102,12.156,,11.9779,12.0462,32.6177,,0.1203999999999999,4
2013-04-28 05:39:00,0.5063999999999999,7.881999999999999,,123.2248,13.8678,13.3917,12.802,,0.1092,159.8911,17.4561,,,14.6009,12.1536,,12.0015,12.0776,33.3901,,0.125,4
2013-04-28 05:40:00,0.4981999999999999,8.0777,,123.3181,13.9396,13.3885,12.8698,,0.1183,160.1272,18.9437,,,14.7042,12.1708,,12.0335,12.0842,34.103,,0.1300999999999999,4
2013-04-28 05:41:00,0.4955999999999999,8.349299999999998,,123.3257,13.9658,13.3869,12.9342,,0.1206,160.246,19.3207,,,14.8068,12.1438,,11.9347,12.0445,35.1724,,0.1343,4
2013-04-28 05:42:00,0.4927,8.715099999999998,,123.3168,13.9493,13.3853,13.0089,,0.124,159.7895,19.8153,,,14.9079,12.1391,,11.9159,12.061,35.8854,,0.1418,4
2013-04-28 05:43:00,0.4874999999999999,9.117400000000002,,123.3359,14.2277,13.3831,13.075,,0.1267,159.9881,20.2733,,,15.0032,12.3171,,12.1834,12.3326,36.4201,,0.1492999999999999,4
2013-04-28 05:44:00,0.4898,9.5555,,123.392,14.5687,13.3803,13.1411,,0.1280999999999999,160.1074,20.5097,,,15.125,12.5472,,12.3601,12.5683,37.549,,0.1557,4
2013-04-28 05:45:00,0.4940999999999999,10.0441,,123.361,14.7837,13.3799,13.2091,,0.1345,159.9471,21.5091,,,15.2479,12.7488,,12.495,12.7615,38.4401,,0.1623999999999999,4
2013-04-28 05:46:00,0.4941999999999999,10.7457,,123.305,14.7319,13.3786,13.278,,0.1368,162.6991,22.259,,,15.3718,12.7862,,12.4853,12.7609,39.2125,,0.1733,4
2013-04-28 05:47:00,0.5399,14.6664,,123.3335,14.7239,13.3759,13.3527,,0.1328999999999999,191.5195,25.457,,,15.5042,12.8167,,12.5418,12.8237,40.2225,,0.2147999999999999,4
2013-04-28 05:48:00,0.5506999999999999,17.2607,,123.4388,14.7258,13.3754,13.4352,,0.1244,227.0357,28.1916,,,15.6227,12.8444,,12.5316,12.7967,40.6384,,0.2520999999999999,4
2013-04-28 05:49:00,0.5317,15.864,,123.5648,14.8024,13.3737,13.5077,,0.1085,260.6253,28.1931,,,15.7584,12.8812,,12.5908,12.8552,41.3514,,0.2384,4
2013-04-28 05:50:00,0.5379,18.5813,,123.5355,15.1393,13.37,13.5863,,0.1226,249.6905,30.5159,,,15.9087,13.059,,12.8735,13.125,42.4208,,0.2752,4
2013-04-28 05:51:00,0.549,19.313,,123.5335,15.3223,13.3683,13.6611,,0.137,219.7521,30.0827,,,16.0467,13.2462,,13.0376,13.2455,43.7279,,0.2802999999999999,4
2013-04-28 05:52:00,0.5601,19.3929,,123.5608,15.206,13.3683,13.7379,,0.1438,215.7861,31.0345,,,16.1685,13.288,,13.0429,13.2508,44.9161,,0.2765,4
2013-04-28 05:53:00,0.5636999999999999,19.8512,,123.5719,15.0064,13.3672,13.8209,,0.1424999999999999,215.8426,30.7465,,,16.2918,13.2657,,12.9566,13.1969,46.2826,,0.2812999999999999,4
2013-04-28 05:54:00,0.5612,20.2378,,123.5934,14.8632,13.3663,13.8998,,0.1452,215.854,31.3383,,,16.4582,13.134,,12.8101,13.0399,48.0056,,0.2886,4
2013-04-28 05:55:00,0.5615,20.6103,,123.5647,14.6302,13.363,13.977,,0.1463,215.7111,31.5646,,,16.569,13.0463,,12.7652,12.9803,50.0256,,0.2929999999999999,4
2013-04-28 05:56:00,0.5619,20.9229,,123.5803,14.7238,13.3621,14.0623,,0.1540999999999999,215.5572,33.2135,,,16.6985,13.0179,,12.7586,12.9582,52.0456,,0.2969,4
2013-04-28 05:57:00,0.5549,21.3631,,123.625,14.6931,13.3575,14.1395,,0.1481,215.6994,31.9527,,,16.7956,12.9934,,12.7636,12.9653,54.1845,,0.3081999999999999,4
2013-04-28 05:58:00,0.5493,21.9232,,123.6187,15.0455,13.3561,14.2152,,0.157,215.9216,33.9114,,,16.8931,13.1423,,12.9519,13.1458,57.9275,,0.319,4
2013-04-28 05:59:00,0.5412,22.4676,,123.6029,15.2008,13.3557,14.298,,0.1666,215.7219,35.9428,,,17.0194,13.2569,,13.0722,13.2794,61.1952,,0.3321,4
2013-04-28 06:00:00,0.5438,22.9565,,123.6375,15.4134,13.3557,14.3763,,0.1593,216.0295,34.4173,,,17.0827,13.4709,,13.2715,13.4913,63.5717,,0.3362,4
2013-04-28 06:01:00,0.5451,23.5563,,123.5993,15.4906,13.3499,14.4516,,0.1638999999999999,215.7843,35.3637,,,17.1903,13.5822,,13.38,13.5969,65.8888,,0.3446,4
2013-04-28 06:02:00,0.5461,24.0124,,123.5288,15.3104,13.3498,14.5334,,0.1686999999999999,215.7501,36.3889,,,17.2368,13.657,,13.4387,13.6394,67.5524,,0.3509999999999999,4
2013-04-28 06:03:00,0.5455999999999999,24.3314,,123.4205,15.2324,13.3474,14.6181,,0.165,215.7101,35.596,,,17.2995,13.6716,,13.4442,13.6176,67.79,,0.3562,4
2013-04-28 06:04:00,0.5474,24.9182,,123.4807,15.2085,13.3446,14.6936,,0.1698,215.8494,36.6499,,,17.4275,13.5887,,13.3248,13.5417,70.226,,0.3629999999999999,4
2013-04-28 06:05:00,0.55,26.2035,,123.4357,15.3403,13.344,14.7678,,0.1857,215.7823,40.08,,,17.5137,13.6638,,13.5094,13.6814,76.46429999999998,,0.3796999999999999,4
2013-04-28 06:06:00,0.5465999999999999,27.3276,,123.3838,15.5015,13.3439,14.8361,,0.1857,215.9617,40.1126,,,17.6025,13.74,,13.5632,13.7583,83.47499999999998,,0.4,4
2013-04-28 06:07:00,0.5411,28.0313,,123.3718,15.5499,13.3434,14.9163,,0.1898,215.8846,40.9848,,,17.8138,13.7229,,13.5398,13.7201,86.6833,,0.4137,4
2013-04-28 06:08:00,0.5413999999999999,28.82,,123.3538,15.6015,13.3433,15.0067,,0.196,215.6144,42.26,,,17.9906,13.7679,,13.6809,13.8037,89.4757,,0.4255999999999999,4
2013-04-28 06:09:00,0.5405999999999999,29.78,,123.3917,15.7384,13.34,15.0931,,0.2078,215.8627,44.8645,,,18.0668,13.9436,,13.8748,13.9948,92.684,,0.44,4
2013-04-28 06:10:00,0.5364999999999999,31.0142,,123.4284,15.7446,13.3381,15.1782,,0.2126,215.7251,45.8689,,,18.1479,14.0541,,13.9917,14.0913,96.2488,,0.4622,4
2013-04-28 06:11:00,0.5386999999999998,32.3432,,123.4538,15.8425,13.3363,15.2529,,0.2157999999999999,215.9312,46.5989,,,18.2807,14.1402,,14.0792,14.1648,99.9919,,0.4792,4
2013-04-28 06:12:00,0.5493,33.8148,,123.4406,15.9398,13.3325,15.3397,,0.2238,216.0327,48.3443,,,18.5158,14.1423,,14.068,14.1592,103.1407,,0.4914,4
2013-04-28 06:13:00,0.5585,35.3482,,123.4431,15.8835,13.3325,15.4207,,0.229,215.753,49.4136,,,18.7054,14.1534,,14.0945,14.1653,106.2302,,0.5050999999999999,4
2013-04-28 06:14:00,0.5673,36.7551,,123.4505,15.8413,13.332,15.5037,,0.2391,215.8374,51.5988,,,18.862,14.2107,,14.2226,14.25,109.6168,,0.5177,4
2013-04-28 06:15:00,0.5756,38.1572,,123.5076,15.8922,13.3302,15.5877,,0.2416,215.5312,52.0644,,,18.9176,14.3236,,14.3538,14.3762,113.0033,,0.5294999999999999,4
2013-04-28 06:16:00,0.5818999999999999,39.6354,,123.5206,15.9278,13.3274,15.6705,,0.2515999999999999,215.7167,54.2684,,,19.0991,14.3843,,14.4144,14.4312,116.4493,,0.5444,4
2013-04-28 06:17:00,0.5869999999999999,41.2463,,123.5209,16.0141,13.3264,15.7518,,0.2641,215.9942,57.0478,,,19.1501,14.5274,,14.6136,14.6087,120.0735,,0.5614,4
2013-04-28 06:18:00,0.5896,42.7532,,123.5183,16.1334,13.3246,15.8319,,0.2675,215.6743,57.6991,,,19.24,14.6119,,14.6672,14.6651,123.6977,,0.5795,4
2013-04-28 06:19:00,0.5927,44.5257,,123.5008,16.212,13.3218,15.9126,,0.2829999999999999,215.8496,61.0911,,,19.4034,14.7383,,14.8517,14.8251,127.5001,,0.5998,4
2013-04-28 06:20:00,0.5994,46.2947,,123.5307,16.3002,13.3213,15.9973,,0.2818999999999999,215.9064,60.8588,,,19.3752,14.9199,,15.0598,14.9997,131.2432,,0.6174,4
2013-04-28 06:21:00,0.6242999999999999,49.992,,123.6526,16.2654,13.3213,16.0743,,0.2862,231.2757,66.1451,,,19.3573,15.0355,,15.172,15.0824,135.2239,,0.636,4
2013-04-28 06:22:00,0.6531,53.5229,,123.703,16.1531,13.3213,16.1525,,0.2725,266.6803,72.534,,,19.4234,15.1116,,15.2411,15.141,138.9669,,0.6549,4
2013-04-28 06:23:00,0.6049999999999999,36.2401,,123.6001,16.123,13.3204,16.227,,0.1796,288.606,51.5466,,,19.5002,15.2185,,15.3514,15.2423,142.7099,,0.4693999999999999,4
2013-04-28 06:24:00,0.6784999999999999,59.8868,,123.6286,16.2089,13.3185,16.3052,,0.3044,258.5179,78.63549999999998,,,19.7689,15.2528,,15.3899,15.2724,146.453,,0.7043,4
2013-04-28 06:25:00,0.6813,60.1836,,123.6796,16.184,13.3162,16.3842,,0.3241999999999999,238.3132,77.2804,,,20.0179,15.2761,,15.4258,15.3006,149.7801,,0.7043,4
2013-04-28 06:26:00,0.7024,62.9238,,123.724,16.1229,13.3148,16.4629,,0.3333999999999999,240.6014,80.2121,,,20.1314,15.3326,,15.5095,15.3697,153.1667,,0.7155,4
2013-04-28 06:27:00,0.7162,65.8018,,123.7134,16.2127,13.3116,16.5478,,0.3383999999999999,248.0632,83.9307,,,20.3203,15.4121,,15.6085,15.4743,156.6123,,0.7336,4
2013-04-28 06:28:00,0.7293,69.2122,,123.7464,16.281,13.3102,16.6265,,0.3513999999999999,254.5475,89.4358,,,20.3028,15.5392,,15.7433,15.5895,160.5317,,0.7585,4
2013-04-28 06:29:00,0.7510999999999999,72.8613,,123.7555,16.2325,13.3101,16.7094,,0.3541,259.0411,91.7332,,,20.3379,15.6264,,15.8417,15.6754,164.3934,,0.7732999999999999,4
2013-04-28 06:30:00,0.7714999999999999,75.86969999999998,,123.7279,16.2797,13.3098,16.786,,0.3558999999999999,269.6392,95.948,,,20.4755,15.7123,,15.9443,15.7563,167.9576,,0.7861,4
2013-04-28 06:31:00,0.7946999999999999,79.4282,,123.7246,16.2222,13.3098,16.8606,,0.3705,267.0064,98.9107,,,20.6728,15.7807,,16.0148,15.822,171.6992,,0.7972,4
2013-04-28 06:32:00,0.8148999999999998,81.9059,,123.7161,16.138,13.3066,16.9413,,0.3876,263.4725,102.093,,,20.6223,15.8756,,16.1194,15.9161,174.9643,,0.8035999999999999,4
2013-04-28 06:33:00,0.8299999999999998,83.9688,,123.7197,16.125,13.3042,17.0112,,0.3981,264.1493,105.1419,,,20.6535,15.9449,,16.2117,16.0001,176.9836,,0.809,4
2013-04-28 06:34:00,0.8497,86.28929999999998,,123.7329,16.171,13.3035,17.0865,,0.4126,259.5965,107.1037,,,20.8664,16.0288,,16.3095,16.0798,180.9633,,0.8125,4
2013-04-28 06:35:00,0.8610999999999999,87.7149,,123.8023,16.1754,13.3002,17.1631,,0.4285999999999999,251.0283,107.5805,,,20.9639,16.1196,,16.4044,16.1761,186.843,,0.8145,4
2013-04-28 06:36:00,0.877,90.1572,,123.8365,16.1709,13.2982,17.2294,,0.442,250.3495,110.6416,,,20.9488,16.1916,,16.4938,16.2565,189.1574,,0.8208999999999999,4
2013-04-28 06:37:00,0.8853999999999999,92.0521,,123.8423,16.1994,13.298,17.3041,,0.4655,241.9525,112.5989,,,21.0741,16.2818,,16.6202,16.3579,193.1951,,0.8316999999999999,4
2013-04-28 06:38:00,0.9147,97.168,,123.8794,16.317,13.2979,17.3745,,0.4801,249.072,119.5977,,,21.1502,16.3908,,16.7326,16.4612,198.6584,,0.8444,4
2013-04-28 06:39:00,0.971,103.2856,,123.8666,16.418,13.2978,17.4395,,0.4849,256.932,124.5795,,,21.2077,16.518,,16.8883,16.6052,204.8939,,0.8487,4
2013-04-28 06:40:00,1.0035,107.7711,,123.9328,16.4936,13.2977,17.5114,,0.4994,259.6372,129.6832,,,21.422,16.6451,,17.023,16.7163,208.813,,0.8570999999999999,4
2013-04-28 06:41:00,1.0421,113.0743,,123.911,16.5412,13.2962,17.5758,,0.5082999999999999,266.9789,135.6966,,,21.3541,16.7605,,17.1272,16.8261,213.4443,,0.8667,4
2013-04-28 06:42:00,1.0539,114.5479,,123.9542,16.5989,13.2944,17.6566,,0.5012999999999999,273.1873,136.8929,,,21.3535,16.8944,,17.263,16.9529,217.1262,,0.8711999999999999,4
2013-04-28 06:43:00,1.0607,116.03,,124.0702,16.7111,13.292,17.7313,,0.5047,275.4309,138.9923,,,21.4834,17.0404,,17.4375,17.1191,219.2622,,0.8731999999999999,4
2013-04-28 06:44:00,1.0849,119.5322,,124.0816,16.7762,13.2915,17.7935,,0.5179,275.6585,142.7524,,,21.6175,17.1632,,17.5839,17.2419,223.4791,,0.8779,4
2013-04-28 06:45:00,1.1395,126.5733,,124.0834,16.8474,13.2909,17.8554,,0.553,271.1694,149.9405,,,21.7991,17.2963,,17.7252,17.3666,228.4073,,0.8845,4
2013-04-28 06:46:00,1.1727,130.7404,,124.0882,16.8776,13.2891,17.9185,,0.5735,266.3504,152.7336,,,21.8596,17.4179,,17.8773,17.4966,232.6836,,0.8917,4
2013-04-28 06:47:00,1.1891,133.2903,,123.9669,16.9458,13.2863,17.9781,,0.5939999999999999,266.162,158.0732,,,22.0885,17.5494,,18.0434,17.6427,234.8172,,0.8958,4
2013-04-28 06:48:00,1.2261,138.0813,,123.9324,16.9433,13.2863,18.0393,,0.6139999999999999,264.8005,162.5925,,,22.2443,17.6461,,18.0935,17.6837,240.8753,,0.8998,4
2013-04-28 06:49:00,1.2657,142.9422,,123.982,16.8916,13.2858,18.0969,,0.6331999999999999,265.4779,168.0884,,,22.1593,17.724,,18.1887,17.7623,246.6311,,0.9018,4
2013-04-28 06:50:00,1.304,147.6166,,124.0111,16.8309,13.2848,18.1483,,0.6487,264.8627,171.799,,,22.1558,17.7657,,18.2324,17.7852,252.1547,,0.9049,4
2013-04-28 06:51:00,1.3383,151.8158,,123.9213,16.8324,13.2817,18.1975,,0.666,264.8795,176.4074,,,21.986,17.8121,,18.2683,17.858,256.2462,,0.9077,4
2013-04-28 06:52:00,1.3669,155.5406,,124.0041,16.8986,13.2798,18.2334,,0.6769,266.725,180.5355,,,22.0134,17.9301,,18.4933,18.0282,260.9381,,0.9097,4
2013-04-28 06:53:00,1.4052,160.3471,,124.0542,16.9518,13.2795,18.2724,,0.6983,264.4463,184.6623,,,22.1566,18.0783,,18.6441,18.1868,266.6337,,0.9118,4
2013-04-28 06:54:00,1.4382,164.6048,,124.093,17.0234,13.2795,18.3165,,0.7067999999999999,268.1487,189.4949,,,22.4326,18.2823,,18.9034,18.4248,270.9695,,0.915,4
2013-04-28 06:55:00,1.4682,168.4827,,124.0985,17.038,13.2788,18.3618,,0.7195,270.0055,194.2679,,,22.7353,18.4632,,19.0764,18.5938,274.7679,,0.9169,4
2013-04-28 06:56:00,1.5047,173.1375,,124.104,17.1032,13.2769,18.4087,,0.7340999999999999,270.2902,198.4048,,,22.9994,18.6851,,19.3521,18.8268,279.9935,,0.9192,4
2013-04-28 06:57:00,1.5465,178.1231,,124.1059,17.1917,13.2749,18.4494,,0.7571,268.0515,202.9339,,,23.3603,18.9049,,19.5897,19.0389,284.739,,0.9209,4
2013-04-28 06:58:00,1.5744,181.7959,,124.1136,17.2037,13.2736,18.5047,,0.7732999999999999,270.3755,209.0622,,,23.5836,19.0817,,19.701,19.14,288.9543,,0.9227,4
2013-04-28 06:59:00,1.6069,186.0192,,124.11,17.2795,13.2738,18.5524,,0.7935999999999999,267.7267,212.4522,,,23.7248,19.2805,,19.9481,19.4026,292.9287,,0.9264,4
2013-04-28 07:00:00,1.6407,190.2635,,124.0457,17.3597,13.2737,18.61,,0.8087999999999999,268.1539,216.886,,,23.9757,19.51,,20.1725,19.6265,297.2029,,0.9282,4
2013-04-28 07:01:00,1.6657,193.3322,,124.0095,17.4592,13.2736,18.6597,,0.8202,268.0456,219.859,,,24.3019,19.7399,,20.4014,19.83,299.5746,,0.9292,4
2013-04-28 07:02:00,1.71,198.9763,,124.0181,17.5109,13.2735,18.7182,,0.8529999999999999,265.1975,226.216,,,24.5847,19.9542,,20.6209,19.9937,305.9866,,0.9309,4
2013-04-28 07:03:00,1.7442,203.3179,,123.9781,17.5189,13.2711,18.7702,,0.8706,265.4993,231.1342,,,24.6385,20.0531,,20.6871,20.0648,310.8535,,0.9328,4
2013-04-28 07:04:00,1.787,208.2407,,123.9708,17.5609,13.2683,18.8254,,0.8972,263.5683,236.4984,,,24.6937,20.1233,,20.7302,20.0804,317.0281,,0.9333,4
2013-04-28 07:05:00,1.8244,213.2565,,124.0537,17.6813,13.2673,18.8728,,0.9034,267.1796,241.3616,,,24.7892,20.3105,,20.9932,20.3748,321.7171,,0.9355,4
2013-04-28 07:06:00,1.8505,216.0424,,123.9998,17.7565,13.2668,18.9289,,0.8888,272.1637,241.8865,,,24.9495,20.5145,,21.2031,20.5657,326.8819,,0.9366,4
2013-04-28 07:07:00,1.8965,222.4391,,124.0437,17.8386,13.2645,18.9765,,0.9278,268.8599,249.3994,,,25.2699,20.7051,,21.3797,20.6885,331.8684,,0.9371,4
2013-04-28 07:08:00,1.9443,227.4097,,124.0659,17.7927,13.2621,19.0244,,0.9717,263.6138,256.1606,,,25.1642,20.7327,,21.4459,20.741,336.3204,,0.9365,4
2013-04-28 07:09:00,1.9807,232.2185,,124.0925,17.7976,13.2621,19.0656,,0.9866,265.7498,262.162,,,25.2288,20.8388,,21.4475,20.8077,341.1887,,0.9381,4
2013-04-28 07:10:00,1.9971,233.8956,,124.093,17.7724,13.2616,19.1174,,1.0103,258.8803,261.5254,,,25.091,20.9471,,21.6075,20.9644,346.4126,,0.9386,4
2013-04-28 07:11:00,2.0238,237.4589,,124.1164,17.7917,13.2615,19.1582,,1.0353,258.3335,267.459,,,25.1163,21.0611,,21.6951,21.05,350.5093,,0.9394,4
2013-04-28 07:12:00,2.0782,244.8796,,124.1222,17.7599,13.2615,19.2012,,1.0453,262.8277,274.7516,,,25.0315,21.0512,,21.7121,21.056,355.1393,,0.9417,4
2013-04-28 07:13:00,2.1174,249.4375,,124.1445,17.8252,13.2583,19.2397,,1.0576,262.7593,277.8896,,,25.0798,21.1145,,21.7753,21.0924,359.8302,,0.9429,4
2013-04-28 07:14:00,2.1417,251.9184,,124.1201,17.9216,13.2564,19.2682,,1.0465,271.6281,284.2065,,,25.0078,21.2133,,22.0926,21.3196,363.7479,,0.9427,4
2013-04-28 07:15:00,2.1815,257.7864,,124.1116,18.1285,13.2564,19.3028,,1.067,269.5205,287.5178,,,25.5011,21.6269,,22.5317,21.6662,368.7952,,0.9442,4
2013-04-28 07:16:00,2.2237,262.2585,,124.1014,18.1483,13.2564,19.3414,,1.1,266.6155,293.2346,,,25.6774,21.8226,,22.5962,21.8626,373.6037,,0.9453,4
2013-04-28 07:17:00,2.2292,262.9129,,124.1096,18.0826,13.2531,19.3729,,1.087,270.3635,293.8799,,,25.7653,21.927,,22.7603,21.9567,373.9003,,0.9455,4
2013-04-28 07:18:00,2.2536,266.1047,,124.032,18.0676,13.2517,19.4116,,1.1003,270.2553,297.3269,,,25.8739,22.0587,,22.8587,22.0345,376.8679,,0.9461,4
2013-04-28 07:19:00,2.2835,270.1517,,123.9862,18.0722,13.2508,19.4532,,1.1173,270.4432,302.0815,,,26.0114,22.1166,,22.8656,22.0793,381.6781,,0.9469,4
