measured_on,ac_current__319,ac_power__315,ac_voltage__318,ambient_temp__320,battery_pack_voltage__1363,control_module_voltage__1371,das_battery_voltage__1369,das_battery_voltage__326,das_temp__1368,das_temp__325,dc_pos_current__317,dc_pos_voltage__316,dc_power__314,dcdc_1_voltage__1364,dcdc_2_voltage__1365,dcdc_exhaust_temp__1367,interior_temp__1366,inverter_temp__324,module_temp_1__321,module_temp_2__322,module_temp_3__323,poa_irradiance__313,power_factor__327,program_codeset__1373,resistor_box_3_temp__1370,vcm_above_threshold__1372,system_id
2013-01-28 00:00:00,0.1819,2.8005,121.5067,4.3774,,,,13.61,,4.6736,0.0018,2.8956,0.0047,,,,,4.0926,2.0665,1.6472,2.2265,-3.508,0.1262,,,,4
2013-01-28 00:01:00,0.1819,2.814,121.4983,4.4726,,,,13.61,,4.6595,-0.0011,2.8044,-0.0057,,,,,4.0921,2.0875,1.6373,2.1062,-3.4485,0.1263,,,,4
2013-01-28 00:02:00,0.1819,2.8115,121.4984,4.5614,,,,13.61,,4.6425,-0.0057,3.1521,-0.019,,,,,4.0887,2.0533,1.56,2.0877,-3.2701,0.1260999999999999,,,,4
2013-01-28 00:03:00,0.1817,2.8258,121.48,4.6233,,,,13.61,,4.6239,-0.0014,2.7531,-0.0061999999999999,,,,,4.0872,2.1164,1.6547,2.2449,-3.2106,0.1265,,,,4
2013-01-28 00:04:00,0.1817999999999999,2.8056,121.4665,4.6809,,,,13.61,,4.6203,0.0008999999999999,2.7816,0.0019,,,,,4.1001,2.0741,1.5851,2.1099,-2.9134,0.1264,,,,4
2013-01-28 00:05:00,0.1819,2.8053,121.4877,4.6376,,,,13.6109,,4.6015,0.0014,2.6619,0.004,,,,,4.0906,2.0049,1.5108,2.0573,-2.9134,0.1263,,,,4
2013-01-28 00:06:00,0.1817999999999999,2.7963,121.4995,4.6547,,,,13.6118,,4.5827,0.0005,2.8785,0.0027,,,,,4.0839,2.042,1.6039,2.1317,-2.9134,0.1262,,,,4
2013-01-28 00:07:00,0.1819,2.8034,121.5509,4.7239,,,,13.6136,,4.5793,-0.008,2.9412,-0.0229,,,,,4.1155,2.1232,1.6866,2.2172,-2.8539,0.1263,,,,4
2013-01-28 00:08:00,0.1819,2.8066,121.5108,4.8315,,,,13.6141,,4.5567,0.0005,2.8272,0.001,,,,,4.1394,2.2419,1.8061,2.3093,-2.7945,0.1263,,,,4
2013-01-28 00:09:00,0.1819,2.7926,121.534,4.6264,,,,13.6141,,4.5414,0.0025999999999999,2.8101,0.0011999999999999,,,,,4.1299,2.2489,1.7694,2.2754,-2.7945,0.1257,,,,4
2013-01-28 00:10:00,0.1819,2.7945,121.5468,4.4833,,,,13.6132,,4.5364,0.0002,2.9184,0.0037,,,,,4.1212,2.1512,1.658,2.1512,-2.7945,0.1254,,,,4
2013-01-28 00:11:00,0.182,2.8121,121.565,4.3299,,,,13.615,,4.5326,-0.0033999999999999,2.9526,-0.0119,,,,,4.1053,2.1244,1.6297,2.1632,-2.6161,0.1250999999999999,,,,4
2013-01-28 00:12:00,0.182,2.8194,121.5724,4.324,,,,13.6146,,4.5138,0.0027,2.7075,0.0073,,,,,4.0843,2.1364,1.6288,2.2089,-2.7945,0.1262,,,,4
2013-01-28 00:13:00,0.1821,2.8047,121.5737,4.4932,,,,13.6146,,4.5002,0.0016,2.679,0.007,,,,,4.0864,2.2562,1.8047,2.3473,-2.4972,0.1268,,,,4
2013-01-28 00:14:00,0.1821,2.8,121.5686,4.4605,,,,13.6155,,4.4934,-0.0047999999999999,2.7588,-0.0149999999999999,,,,,4.0961,2.1841,1.6909,2.2114,-2.735,0.1262,,,,4
2013-01-28 00:15:00,0.1821,2.8121,121.5555,4.4352,,,,13.615,,4.4746,-0.0006999999999999,2.7474,-0.002,,,,,4.0801,2.1185,1.6641,2.1264,-2.854,0.1265999999999999,,,,4
2013-01-28 00:16:00,0.1822,2.7977,121.5823,4.2585,,,,13.6155,,4.4691,-0.0005,2.9754,-0.003,,,,,4.0675,2.075,1.6075,2.0915,-2.854,0.1265999999999999,,,,4
2013-01-28 00:17:00,0.1822,2.8112,121.5871,4.0484,,,,13.6155,,4.4505,-0.0066,2.7132,-0.0190999999999999,,,,,4.0274,2.0469,1.6103,2.0985,-2.854,0.1265,,,,4
2013-01-28 00:18:00,0.1821,2.8094,121.5657,4.1816,,,,13.6155,,4.4505,0.0041,3.1065,0.0132999999999999,,,,,4.0202,2.1022,1.698,2.1847,-2.7945,0.1258,,,,4
2013-01-28 00:19:00,0.1819,2.805,121.4831,4.2102,,,,13.6155,,4.4317,0.0027,3.0609,0.0073,,,,,4.0021,2.1013,1.6547,2.1264,-2.854,0.1264,,,,4
2013-01-28 00:20:00,0.1819,2.792,121.5222,4.2464,,,,13.6155,,4.4211,-0.003,2.5251,-0.0074,,,,,3.9866,2.1,1.6369,2.1639,-2.7351,0.126,,,,4
2013-01-28 00:21:00,0.1821,2.813,121.5598,4.3624,,,,13.6155,,4.4076,0.0023,3.0153,0.0071,,,,,3.9701,2.0756,1.5823,2.1617,-2.7945,0.1265999999999999,,,,4
2013-01-28 00:22:00,0.1822,2.8275,121.6233,4.5383,,,,13.6155,,4.4,-0.0058999999999999,2.8614,-0.0187,,,,,3.9898,2.1197,1.6782,2.2058,-2.7945,0.1262,,,,4
2013-01-28 00:23:00,0.1822,2.8261,121.6418,4.5203,,,,13.6155,,4.385,0.0073,2.9982,0.0218,,,,,3.9833,2.0795,1.566,2.1412,-2.4972,0.1262,,,,4
2013-01-28 00:24:00,0.1822,2.8181,121.6575,4.1758,,,,13.6155,,4.3663,-0.0005,2.5536,-0.003,,,,,3.9439,1.8633,1.3411,1.8504,-2.4972,0.1267,,,,4
2013-01-28 00:25:00,0.1824,2.813,121.6565,3.5404,,,,13.6155,,4.3646,0.0025,2.7759,0.007,,,,,3.8821,1.7051,1.2625,1.7137,-2.7351,0.1263,,,,4
