measured_on,ac_current__319,ac_power__315,ac_voltage__318,ambient_temp__320,ambient_temp_f__17,das_battery_voltage__326,das_temp__325,dc_pos_current__317,dc_pos_voltage__316,dc_power__314,intsolirrad__16,inverter_temp__324,module_temp_1__321,module_temp_2__322,module_temp_3__323,module_temp_f__18,poa_irradiance__313,power_factor__327,wind_speed_mph__19,system_id
2012-01-01 00:00:00,0.1849,3.3805,123.2016,-2.8906,,13.9346,-4.0511,-0.0114,1.5001,-0.0165,,-3.5549,-5.3557,-5.6578,-5.3024,,-2.7373,0.1218,,4
2012-01-01 00:01:00,0.1845999999999999,3.5097,123.1845,-3.2199,,13.936,-4.0341,-0.0128,1.6997,-0.0227,,-3.586,-5.3759,-5.7175,-5.3197,,-2.8563,0.1213999999999999,,4
2012-01-01 00:02:00,0.1850999999999999,3.3159,123.1417,-3.1559,,13.9355,-4.0307,-0.0082,1.7397,-0.0149999999999999,,-3.6175,-5.3192,-5.6623,-5.2178,,-2.9158,0.121,,4
2012-01-01 00:03:00,0.1852999999999999,3.4451,123.1383,-2.9098,,13.9351,-4.0307,-0.0083999999999999,1.5686,-0.0106999999999999,,-3.6298,-5.2732,-5.6995,-5.1602,,-2.8563,0.1218,,4
2012-01-01 00:04:00,0.1852999999999999,3.3805,123.1537,-2.647,,13.9355,-4.0307,-0.0144,1.8138,-0.028,,-3.6262,-5.212,-5.6747,-5.1142,,-2.9753,0.1213999999999999,,4
2012-01-01 00:05:00,0.1849,3.4667,123.1759,-2.3173,,13.935,-4.0307,-0.0047999999999999,1.6484,-0.0094,,-3.6037,-5.1836,-5.6455,-5.0443,,-2.9158,0.1212,,4
2012-01-01 00:06:00,0.1852999999999999,3.359,123.1913,-2.3669,,13.936,-4.0307,-0.0088999999999999,1.6085,-0.0129,,-3.5964,-5.1806,-5.6667,-5.0771,,-2.8563,0.1218999999999999,,4
2012-01-01 00:07:00,0.1857,3.4236,122.7635,-2.9666,,13.936,-4.0138,-0.01,1.7397,-0.0145,,-3.6231,-5.2088,-5.6533,-5.122,,-2.9158,0.1217,,4
2012-01-01 00:08:00,0.1857,3.4451,122.435,-2.9712,,13.9364,-4.0081,-0.0041,1.8252,-0.0068999999999999,,-3.6342,-5.1944,-5.606,-5.1266,,-2.8563,0.1223,,4
2012-01-01 00:09:00,0.1850999999999999,3.3159,122.4316,-3.2561,,13.9359,-4.0081,-0.008,1.7169,-0.0112999999999999,,-3.6727,-5.2659,-5.6863,-5.1886,,-2.7968,0.1221,,4
2012-01-01 00:10:00,0.1852999999999999,3.4451,122.4709,-3.3087,,13.9359,-4.0081,-0.01,1.4944,-0.0147,,-3.7126,-5.3068,-5.6973,-5.2506,,-2.9158,0.122,,4
2012-01-01 00:11:00,0.1844,3.4451,122.4538,-3.3379,,13.9364,-4.0081,-0.0061999999999999,1.5857,-0.0094999999999999,,-3.757,-5.4702,-5.9011,-5.4622,,-2.8563,0.1211,,4
2012-01-01 00:12:00,0.1850999999999999,3.4451,122.4452,-3.1867,,13.9359,-4.0031,-0.0071,1.7568,-0.0144,,-3.7875,-5.5644,-5.9391,-5.4776,,-3.1538,0.1218999999999999,,4
2012-01-01 00:13:00,0.1852999999999999,3.3805,122.4213,-2.9334,,13.9364,-3.9878,-0.0037,1.637,-0.0057,,-3.7941,-5.6506,-6.0261,-5.5849,,-3.1538,0.1217,,4
2012-01-01 00:14:00,0.1852999999999999,3.3805,122.4418,-2.8457,,13.9364,-3.9878,-0.0137,1.734,-0.0234,,-3.8239,-5.812,-6.2264,-5.7463,,-3.2133,0.1215,,4
2012-01-01 00:15:00,0.1849,3.3159,122.4316,-2.8523,,13.9364,-3.9878,-0.0114,1.7853,-0.0213999999999999,,-3.8479,-5.8734,-6.2301,-5.7938,,-3.2133,0.1208999999999999,,4
2012-01-01 00:16:00,0.1855,3.4021,122.4213,-2.8991,,13.9364,-3.9878,-0.0058999999999999,1.7625,-0.0112999999999999,,-3.8406,-5.8478,-6.1416,-5.7273,,-3.3918,0.1223,,4
2012-01-01 00:17:00,0.1852999999999999,3.4236,122.3854,-2.6889,,13.9364,-3.9878,-0.0041,1.7226,-0.0086999999999999,,-3.813,-5.7462,-6.0487,-5.5856,,-3.3323,0.122,,4
2012-01-01 00:18:00,0.1845999999999999,3.3375,122.3597,-2.3723,,13.9364,-3.9878,-0.0082,1.4716,-0.0115999999999999,,-3.7796,-5.614,-6.0099,-5.5388,,-3.0943,0.1217,,4
2012-01-01 00:19:00,0.1845999999999999,3.3805,122.3922,-2.2994,,13.9364,-3.9878,-0.0095999999999999,1.6598,-0.0164,,-3.7672,-5.5812,-6.1152,-5.5585,,-3.1538,0.1218,,4
2012-01-01 00:20:00,0.1859,3.4236,122.447,-2.322,,13.9364,-3.9878,-0.0137,1.8538,-0.0227,,-3.7708,-5.5162,-6.0092,-5.4257,,-3.0348,0.1215,,4
2012-01-01 00:21:00,0.1849,3.4021,122.4914,-2.2979,,13.9364,-3.9878,-0.0086999999999999,1.6883,-0.0138,,-3.7679,-5.5461,-6.1072,-5.4739,,-2.8563,0.1211,,4
2012-01-01 00:22:00,0.1844,3.4021,122.524,-2.174,,13.9364,-3.9878,-0.0137,1.7454,-0.0246,,-3.7643,-5.5629,-6.0743,-5.4987,,-2.8563,0.1216,,4
2012-01-01 00:23:00,0.1855,3.4451,122.5154,-2.2082,,13.9364,-3.9878,-0.0061999999999999,1.9108,-0.0097,,-3.7345,-5.4462,-5.8711,-5.3593,,-2.9158,0.1221,,4
2012-01-01 00:24:00,0.1849,3.3805,122.5154,-2.2279,,13.9364,-3.9878,-0.0125,1.9906,-0.0253999999999999,,-3.7272,-5.3878,-5.8923,-5.3593,,-2.8563,0.1217,,4
2012-01-01 00:25:00,0.1849,3.4021,122.5274,-2.3052,,13.9364,-3.9878,-0.0057,1.7169,-0.0077999999999999,,-3.6931,-5.2586,-5.7791,-5.2287,,-2.8563,0.122,,4
2012-01-01 00:26:00,0.1849,3.4667,122.5171,-2.6072,,13.9364,-3.9878,-0.0074999999999999,1.6769,-0.0121,,-3.6778,-5.2265,-5.8017,-5.2287,,-2.7968,0.1216,,4
2012-01-01 00:27:00,0.1849,3.4021,122.5548,-2.9451,,13.9364,-3.9878,-0.0091,1.5914,-0.0146,,-3.6952,-5.2433,-5.828,-5.2447,,-2.8563,0.1218,,4
2012-01-01 00:28:00,0.1855,3.4021,122.5428,-2.7086,,13.9364,-3.9878,-0.0123,1.6085,-0.0185999999999999,,-3.7127,-5.263,-5.8287,-5.1054,,-2.8563,0.1223999999999999,,4
2012-01-01 00:29:00,0.1849,3.4236,122.5445,-2.4912,,13.9364,-3.9878,-0.0135,1.6199,-0.0218,,-3.7018,-5.3447,-5.8667,-5.0901,,-2.8563,0.1218,,4
2012-01-01 00:30:00,0.1850999999999999,3.4021,122.5068,-2.2906,,13.9364,-3.9878,-0.003,1.5857,-0.006,,-3.6742,-5.4009,-5.9135,-5.0632,,-2.9158,0.1218,,4
2012-01-01 00:31:00,0.1850999999999999,3.4667,122.5205,-2.0921,,13.9364,-3.9765,-0.0141,1.6028,-0.0238,,-3.6498,-5.4385,-5.9526,-5.1087,,-3.1538,0.1223,,4
2012-01-01 00:32:00,0.1845999999999999,3.3805,122.5154,-1.9806,,13.9364,-3.9765,-0.008,1.8994,-0.0148,,-3.644,-5.337,-5.8897,-4.9935,,-3.1538,0.1225,,4
