measured_on,ac_current__319,ac_power__315,ac_voltage__318,ambient_temp__320,das_temp__325,dc_pos_current__317,dc_pos_voltage__316,dc_power__314,module_temp_1__321,poa_irradiance__313,system_id
2009-03-16 00:00:00,4.998,-0.095,121.684,7.698,8.798999999999998,0.007,1.584,0.0109999999999999,5.435,21.607,4
2009-03-16 00:15:00,4.98,-0.095,121.272,8.436,8.285,0.007,1.578,0.0109999999999999,5.266,23.045,4
2009-03-16 00:30:00,4.965,-0.095,120.891,8.416,8.163999999999998,0.007,1.592,0.0109999999999999,5.011,23.372,4
2009-03-16 00:45:00,4.964,-0.095,120.853,8.272,8.131999999999998,0.007,1.669,0.012,5.063,23.116,4
2009-03-16 01:00:00,4.963,-0.095,120.848,8.544,8.080999999999998,0.007,1.724,0.012,4.965,23.604,4
2009-03-16 01:15:00,4.963,-0.095,120.843,9.314,8.461999999999998,0.007,1.733,0.012,5.845,24.604,4
2009-03-16 01:30:00,4.964,-0.095,120.866,9.523,9.038,0.007,1.77,0.012,6.416,23.845,4
2009-03-16 01:45:00,4.959,-0.095,120.745,9.314,9.35,0.007,1.749,0.012,6.685,23.264,4
2009-03-16 02:00:00,4.952,-0.096,120.58,9.091,9.359,0.007,1.759,0.0129999999999999,6.475,22.892,4
2009-03-16 02:15:00,4.974,-0.095,121.135,9.261,9.306,0.007,1.802,0.0129999999999999,6.555,23.883,4
2009-03-16 02:30:00,4.972,-0.095,121.113,9.023,9.391,0.007,1.825,0.0129999999999999,6.447,24.041,4
2009-03-16 02:45:00,4.973,-0.095,121.107,8.205,9.144,0.007,1.858,0.0129999999999999,5.806,23.021,4
2009-03-16 03:00:00,4.971,-0.095,121.07,7.348,8.633,0.007,1.83,0.0129999999999999,5.277,22.825,4
2009-03-16 03:15:00,4.967,-0.095,120.989,6.457,7.973,0.007,1.917,0.014,5.396,22.782,4
2009-03-16 03:30:00,4.981,-0.095,121.281,6.888,7.51,0.007,1.953,0.014,5.113,24.215,4
2009-03-16 03:45:00,4.972,-0.095,121.079,7.127,7.345,0.007,2.064,0.014,5.145,24.712,4
2009-03-16 04:00:00,4.966,-0.095,120.95,7.41,7.42,0.007,2.034,0.014,4.732,24.416,4
2009-03-16 04:15:00,4.967,-0.095,120.972,6.903,7.324,0.007,2.088,0.014,4.537,23.761,4
2009-03-16 04:30:00,4.97,-0.095,121.073,6.942,7.125,0.007,2.066,0.014,4.224,22.908,4
2009-03-16 04:45:00,4.96,-0.095,120.814,6.376,6.964,0.007,2.083,0.0149999999999999,3.941,23.553,4
2009-03-16 05:00:00,4.943,-0.101,120.388,6.292,6.757,0.007,2.127,0.014,3.704,24.399,4
2009-03-16 05:15:00,4.943,-0.096,120.387,6.542,6.598,0.007,2.06,0.014,3.758,24.311,4
2009-03-16 05:30:00,4.939,-0.099,120.263,6.857,6.637,0.007,2.345,0.017,3.712,24.877,4
2009-03-16 05:45:00,4.938,-0.097,120.286,8.259,6.957,0.007,4.128,0.0299999999999999,4.345,26.179,4
2009-03-16 06:00:00,4.932,-0.1,120.08,8.923,7.776,0.01,12.037,0.13,5.198,26.637,4
2009-03-16 06:15:00,5.18,-1.563,120.744,8.861,8.397999999999998,0.0439999999999999,126.74,6.143,5.785,36.319,4
2009-03-16 06:30:00,5.133,6.892,120.87,8.320999999999998,8.798999999999998,0.125,157.539,19.724,6.524,69.44,4
2009-03-16 06:45:00,5.002,37.99,120.9,9.138000000000002,9.097,0.256,206.618,53.183,7.724999999999999,125.877,4
2009-03-16 07:00:00,5.122,34.364,120.8,8.599999999999998,9.599,0.2099999999999999,240.529,50.584,8.102,90.306,4
2009-03-16 07:15:00,5.066,41.319,120.551,8.618,9.76,0.2379999999999999,244.913,58.288,7.957,96.256,4
2009-03-16 07:30:00,4.844,107.665,120.882,8.602,9.981000000000002,0.4889999999999999,264.99,128.159,9.486,171.832,4
2009-03-16 07:45:00,4.81,106.523,121.039,9.156,10.602,0.4799999999999999,266.516,127.487,11.535,175.583,4
2009-03-16 08:00:00,4.815,96.929,120.801,9.682,11.342,0.434,270.452,117.377,11.393,158.314,4
2009-03-16 08:15:00,4.776,118.519,120.824,10.121,12.093,0.525,266.734,139.961,12.306,181.626,4
2009-03-16 08:30:00,4.771,173.277,121.011,10.885,12.861,0.7269999999999999,270.964,196.985,14.461,241.114,4
2009-03-16 08:45:00,4.786,194.618,120.6,11.81,13.789,0.812,269.935,219.277,16.146,264.484,4
2009-03-16 09:00:00,4.801,202.581,120.909,12.452,14.766,0.8419999999999999,270.517,227.731,17.715,272.333,4
2009-03-16 09:15:00,4.818,214.961,121.026,12.635,15.501,0.893,269.679,240.805,18.276,283.632,4
2009-03-16 09:30:00,4.917,295.695,121.292,13.236,16.155,1.219,267.643,326.043,20.882,374.019,4
2009-03-16 09:45:00,4.959,311.366,121.427,13.823,17.207,1.272,269.355,342.65,23.432,398.356,4
2009-03-16 10:00:00,4.92,300.022,121.185,13.876,18.167,1.244,265.808,330.434,23.675,384.998,4
2009-03-16 10:15:00,4.974,330.859,121.329,14.051,18.759,1.371,264.548,362.608,24.162,419.783,4
2009-03-16 10:30:00,5.03,349.074,121.428,14.141,19.13,1.415,270.312,382.363,24.653,442.209,4
2009-03-16 10:45:00,5.317,421.099,121.59,14.229,19.172,1.719,267.687,458.556,25.484,526.712,4
2009-03-16 11:00:00,6.354,628.423,122.693,15.07,19.374,2.518,269.539,680.971,29.127,762.628,4
2009-03-16 11:15:00,8.231999999999998,946.17,124.197,16.33,20.558,3.952,259.238,1024.122,37.539,1181.298,4
2009-03-16 11:30:00,8.217,945.379,124.181,17.074,22.546,4.011,254.969,1022.574,40.141,1192.98,4
2009-03-16 11:45:00,8.169,937.459,123.735,16.992,23.809,3.952,256.894,1014.915,39.429,1174.682,4
2009-03-16 12:00:00,8.156,938.475,123.816,17.933,24.661,3.999,254.146,1016.456,40.205,1178.709,4
2009-03-16 12:15:00,8.013999999999998,921.6060000000001,124.235,18.114,25.468,3.889,256.51,997.408,41.738,1157.609,4
2009-03-16 12:30:00,7.942,910.348,124.107,18.368,25.909,3.858,255.572,985.6,42.24,1140.758,4
2009-03-16 12:45:00,7.955,912.189,124.061,18.314,26.347,3.885,254.219,987.426,43.281,1148.054,4
2009-03-16 13:00:00,7.857999999999999,897.422,123.974,18.79,26.628,3.844,252.757,971.461,43.498,1130.231,4
2009-03-16 13:15:00,7.71,874.577,123.817,19.218,26.893,3.741,253.044,946.562,45.731,1107.877,4
2009-03-16 13:30:00,7.642,863.138,123.588,19.144,27.032,3.656,255.636,934.3370000000002,41.995,1080.291,4
2009-03-16 13:45:00,7.505,843.201,123.782,19.071,27.209,3.559,256.462,912.53,41.605,1048.752,4
2009-03-16 14:00:00,7.285,807.8959999999998,123.708,20.276,27.537,3.427,255.095,874.253,44.557,1010.19,4
2009-03-16 14:15:00,7.122,781.628,123.572,19.834,27.744,3.262,259.255,845.716,41.347,966.745,4
2009-03-16 14:30:00,6.9,744.599,123.559,19.784,27.628,3.114,258.865,806.038,41.394,919.603,4
2009-03-16 14:45:00,6.683,708.338,123.311,20.509,27.702,2.961,258.841,766.251,42.063,875.1309999999999,4
2009-03-16 15:00:00,6.399,657.763,122.976,19.96,27.879,2.735,260.443,712.198,41.189,812.327,4
2009-03-16 15:15:00,6.163,615.686,122.759,19.967,27.619,2.557,260.8,666.917,38.638,754.8289999999998,4
2009-03-16 15:30:00,5.881,562.198,122.743,20.695,27.312,2.328,261.77,609.302,39.68,689.969,4
2009-03-16 15:45:00,5.627,510.207,122.539,20.015,27.669,2.134,259.718,553.94,37.494,628.878,4
2009-03-16 16:00:00,5.384,455.418,122.426,19.989,27.78,1.865,265.706,495.619,36.557,563.034,4
2009-03-16 16:15:00,5.133,396.031,121.932,19.734,28.29,1.627,265.862,432.338,35.666,494.65,4
2009-03-16 16:30:00,4.933,335.492,121.699,20.164,28.762,1.386,265.111,367.599,34.914,428.949,4
2009-03-16 16:45:00,4.82,267.484,121.438,20.549,28.917,1.111,267.356,296.597,34.369,357.629,4
2009-03-16 17:00:00,4.745,200.367,121.102,20.139,27.752,0.8459999999999999,266.604,225.614,31.877,286.831,4
2009-03-16 17:15:00,5.038,56.476,120.655,19.665,25.358,0.278,264.645,74.17199999999998,28.478,158.051,4
2009-03-16 17:30:00,5.164,11.849,119.989,19.111,22.934,0.101,262.647,26.558,23.543,58.833,4
2009-03-16 17:45:00,5.187,6.047,120.02,18.428,21.267,0.0879999999999999,217.266,19.186,21.1,50.614,4
2009-03-16 18:00:00,5.253,-0.93,119.884,17.484,19.937,0.058,183.77,10.853,19.501,39.986,4
2009-03-16 18:15:00,4.977,-0.6149999999999999,119.714,16.597,18.765,0.0219999999999999,133.984,3.246,17.892,29.669,4
2009-03-16 18:30:00,4.92,-0.095,119.906,16.037,17.743,0.01,10.634,0.11,16.559,25.627,4
2009-03-16 18:45:00,4.911,-0.095,119.754,14.609,16.937,0.008,3.641,0.028,14.567,24.012,4
2009-03-16 19:00:00,4.916,-0.095,119.841,13.687,15.842,0.007,2.508,0.019,13.242,24.002,4
2009-03-16 19:15:00,4.926,-0.095,120.084,13.843,14.997,0.008,2.036,0.016,12.879,25.584,4
2009-03-16 19:30:00,4.926,-0.095,120.114,13.606,14.557,0.007,1.786,0.0129999999999999,12.064,26.623,4
2009-03-16 19:45:00,4.936,-0.095,120.335,12.646,14.017,0.008,1.699,0.0129999999999999,10.784,25.498,4
2009-03-16 20:00:00,4.943,-0.095,120.481,12.5,13.507,0.007,1.668,0.012,10.48,25.075,4
2009-03-16 20:15:00,4.928,-0.096,120.126,12.067,13.1,0.008,1.733,0.0129999999999999,10.282,25.295,4
2009-03-16 20:30:00,4.936,-0.095,120.307,11.798,12.663,0.008,1.614,0.012,10.532,25.753,4
2009-03-16 20:45:00,4.945,-0.095,120.505,12.175,12.45,0.008,1.592,0.012,10.374,25.785,4
2009-03-16 21:00:00,4.952,-0.095,120.674,11.609,12.424,0.008,1.572,0.012,9.977,25.816,4
2009-03-16 21:15:00,4.955,-0.095,120.785,11.048,12.131,0.008,1.608,0.012,9.413,25.448,4
2009-03-16 21:30:00,4.946,-0.095,120.529,11.408,11.85,0.007,1.558,0.0109999999999999,9.425,26.145,4
