measured_on,ac_current__319,ac_power__315,ac_voltage__318,ambient_temp__320,ambient_temp_f__17,das_battery_voltage__326,das_temp__325,dc_pos_current__317,dc_pos_voltage__316,dc_power__314,intsolirrad__16,inverter_temp__324,module_temp_1__321,module_temp_2__322,module_temp_3__323,module_temp_f__18,poa_irradiance__313,power_factor__327,wind_speed_mph__19,system_id
2011-05-02 00:00:00,0.1849,3.2706,122.37,2.0706,,13.7705,1.7273,-0.0067999999999999,2.052,-0.0151,,1.6779,1.2582,1.1763,1.5787,,-0.4230999999999999,0.123,,4
2011-05-02 00:01:00,0.1854,3.2922,122.4504,2.0685,,13.7705,1.7383,-0.0041,1.8981,-0.008,,1.7068,1.3159,1.234,1.6335,,-0.4230999999999999,0.1239,,4
2011-05-02 00:02:00,0.1862,3.2491,122.4914,2.0479,,13.7705,1.7552,0.0025,2.1774,0.0071999999999999,,1.7366,1.3602,1.2897,1.6713,,-0.4834999999999999,0.1232,,4
2011-05-02 00:03:00,0.1855999999999999,3.2706,122.4487,2.016,,13.7696,1.7609,-0.0073,2.1489,-0.014,,1.748,1.396,1.3421,1.7006,,-0.4230999999999999,0.1237,,4
2011-05-02 00:04:00,0.1862,3.2706,122.3871,2.0156,,13.7682,1.7778,-0.0025,2.2344,-0.0051999999999999,,1.7765,1.4374,1.39,1.7312,,-0.4834999999999999,0.124,,4
2011-05-02 00:05:00,0.1857999999999999,3.3352,122.3393,2.0003,,13.7659,1.7964,-0.0061999999999999,2.1204,-0.0147,,1.7972,1.4654,1.4374,1.757,,-0.1812999999999999,0.1231,,4
2011-05-02 00:06:00,0.1855999999999999,3.3352,122.3204,2.0039,,13.7654,1.8094,-0.0032,2.1033,-0.0089999999999999,,1.8124,1.4928,1.4791,1.7808,,-0.4230999999999999,0.1242,,4
2011-05-02 00:07:00,0.1855999999999999,3.3137,122.3016,2.0323,,13.7659,1.8292,-0.0020999999999999,1.8639,-0.0025,,1.8365,1.5219,1.5125,1.8106,,-0.6044,0.1237999999999999,,4
2011-05-02 00:08:00,0.1855999999999999,3.3137,122.3085,2.0319,,13.7654,1.8411,0.0005,2.3256,-0.0008,,1.8462,1.533,1.5409,1.8232,,-0.2417999999999999,0.1239,,4
2011-05-02 00:09:00,0.1854,3.3137,122.341,2.0447,,13.765,1.8546,-0.0095999999999999,2.2173,-0.0221,,1.8619,1.5545,1.5703,1.8475,,-0.6044,0.1235,,4
2011-05-02 00:10:00,0.1849,3.3137,122.3393,2.1191,,13.765,1.8727,-0.0008999999999999,2.4567,-0.0047999999999999,,1.8857,1.5898,1.6193,1.8886,,-0.7253,0.1235,,4
2011-05-02 00:11:00,0.1854,3.3567,122.3666,2.1745,,13.765,1.8891,-0.0018,2.2002,-0.0064,,1.905,1.6249,1.6558,1.9172,,-0.6648,0.1242999999999999,,4
2011-05-02 00:12:00,0.1854,3.2706,122.3478,2.2084,,13.7641,1.91,-0.01,2.2572,-0.0235999999999999,,1.9273,1.6551,1.6839,1.9409,,-0.7253,0.1232,,4
2011-05-02 00:13:00,0.1854,3.3352,122.3478,2.2145,,13.7631,1.9269,-0.0005,2.2914,-0.0008,,1.9493,1.6987,1.7338,1.9773,,-0.3625999999999999,0.1239,,4
2011-05-02 00:14:00,0.1854,3.2922,122.3136,2.2504,,13.7613,1.9456,-0.0064,2.2401,-0.0145,,1.9801,1.7396,1.7719,2.011,,-0.544,0.1236,,4
2011-05-02 00:15:00,0.1855999999999999,3.2061,122.3307,2.2949,,13.7609,1.9698,-0.0064,2.2173,-0.0131,,2.0058,1.7782,1.8091,2.046,,-0.2417999999999999,0.1244,,4
2011-05-02 00:16:00,0.1857999999999999,3.3137,122.2982,2.2871,,13.7604,1.9851,0.0023,2.2572,0.0037,,2.0196,1.7963,1.8308,2.057,,-0.4834999999999999,0.1234,,4
2011-05-02 00:17:00,0.1849,3.2491,122.2948,2.2764,,13.7595,2.0105,-0.0014,2.3712,-0.0057999999999999,,2.0451,1.8189,1.8512,2.0824,,-0.4230999999999999,0.1239,,4
2011-05-02 00:18:00,0.1862,3.3137,122.3204,2.2368,,13.7595,2.0237,-0.0020999999999999,2.2629,-0.0064,,2.0496,1.8077,1.8565,2.0819,,-0.4230999999999999,0.1241,,4
2011-05-02 00:19:00,0.1855999999999999,3.3352,122.3136,2.2242,,13.7595,2.045,-0.0023,2.2116,-0.0054999999999999,,2.0637,1.8053,1.8763,2.0982,,-0.4230999999999999,0.124,,4
2011-05-02 00:20:00,0.1855999999999999,3.2922,122.2999,2.2285,,13.7595,2.0666,-0.0073,2.4111,-0.0173999999999999,,2.071,1.809,1.8966,2.0997,,-0.0604,0.1246,,4
2011-05-02 00:21:00,0.1852,3.3137,122.3307,2.1215,,13.7595,2.0947,-0.0008999999999999,2.4282,-0.0022,,2.0869,1.7889,1.8952,2.0495,,-0.544,0.1242,,4
2011-05-02 00:22:00,0.1857999999999999,3.2922,122.3358,2.1034,,13.7595,2.1077,-0.0020999999999999,2.3028,-0.0048999999999999,,2.0819,1.794,1.9448,2.0625,,-0.7253,0.1242,,4
2011-05-02 00:23:00,0.1849,3.3567,122.3273,2.0907,,13.7595,2.1325,-0.0092999999999999,2.394,-0.024,,2.0939,1.8067,1.9467,2.0443,,-0.6044,0.1247999999999999,,4
2011-05-02 00:24:00,0.1869,3.3352,122.317,1.9351,,13.7595,2.1525,-0.008,2.337,-0.0191999999999999,,2.088,1.7771,1.9056,1.9817,,-0.3022,0.125,,4
2011-05-02 00:25:00,0.1865,3.2922,122.3085,1.784,,13.759,2.1805,-0.0106999999999999,2.4909,-0.0265999999999999,,2.0708,1.7377,1.8612,1.9244,,-0.3022,0.125,,4
2011-05-02 00:26:00,0.1852,3.2491,122.3016,1.6807,,13.759,2.1958,-0.0067999999999999,2.4168,-0.0167999999999999,,2.0394,1.6825,1.8154,1.8628,,-0.7253,0.1237,,4
2011-05-02 00:27:00,0.1862,3.2922,122.3239,1.6534,,13.759,2.2176,0.0002,2.3826,-0.0019,,2.0196,1.657,1.7855,1.8337,,-0.6648,0.1245,,4
2011-05-02 00:28:00,0.1854,3.2706,122.3529,1.6627,,13.759,2.237,-0.0077999999999999,2.3142,-0.0190999999999999,,2.0017,1.6261,1.7762,1.8014,,-0.7253,0.1245,,4
