measured_on,ac_energy_inv_14538,ac_other_meter_1864,ac_other_meter_1864_2,ac_other_meter_1864_3,ac_power_meter_1864,ac_power_meter_1864_2,ac_power_meter_1864_3,ac_power_meter_1864_4,ac_power_meter_1864_5,ac_power_other_meter_1864,ac_power_other_meter_1864_2,ac_power_other_meter_1864_3,ac_power_other_meter_1864_4,ac_voltage_other_meter_1864,ac_voltage_other_meter_1864_2,ac_voltage_other_meter_1864_3,ac_voltage_other_meter_1864_4,ac_voltage_other_meter_1864_5,ac_voltage_other_meter_1864_6,battery_a_avg__82673,battery_v_min__82672,chgsource_min__82676,chgstate_min__82675,ckbatt_max__82677,cr1000temp_c_avg__82591,dooropen_min__82592,irradiance_ghi_o_2202,irradiance_poa_o_2203,irradiance_poa_o_2204,irradiance_poa_o_2206,load_a_avg__82674,qloss_ah_max__82678,rtd_c_avg_10__82688,rtd_c_avg_1__82679,rtd_c_avg_2__82680,rtd_c_avg_3__82681,rtd_c_avg_4__82682,rtd_c_avg_5__82683,rtd_c_avg_6__82684,rtd_c_avg_7__82685,rtd_c_avg_8__82686,shuntcurrent_a_avg_1__82644,shuntcurrent_a_avg_2__82645,shuntcurrent_a_avg_3__82646,shuntcurrent_a_avg_4__82647,shuntcurrent_a_avg_5__82648,shuntcurrent_a_avg_6__82649,shuntcurrent_a_avg_7__82650,shuntetot_kwh_max_1__82658,shuntetot_kwh_max_2__82659,shuntetot_kwh_max_3__82660,shuntetot_kwh_max_4__82661,shuntetot_kwh_max_5__82662,shuntetot_kwh_max_6__82663,shuntetot_kwh_max_7__82664,shuntpdc_kw_avg_1__82651,shuntpdc_kw_avg_2__82652,shuntpdc_kw_avg_3__82653,shuntpdc_kw_avg_4__82654,shuntpdc_kw_avg_5__82655,shuntpdc_kw_avg_6__82656,shuntpdc_kw_avg_7__82657,system_other_inv_14538,system_other_inv_14538_10,system_other_inv_14538_11,system_other_inv_14538_3,system_other_inv_14538_5,system_other_inv_14538_7,system_other_inv_14538_8,system_other_inv_14538_9,system_other_meter_1864,system_other_meter_1864_2,system_other_meter_1864_3,temperature_ambient_o_2205,temperature_ambient_o_2206,temperature_inverter_inv_14538,temperature_module_o_2206,wind_direction_o_2206,wind_other_o_2206,wind_other_o_2206_2,wind_other_o_2206_3,wind_other_o_2206_4,wind_speed_o_2206,wind_speed_o_2206_2,system_id
2015-11-07 00:00:00,-2147484000.0,74.7,59.9,60.0,35422.0,514.0,111529.0,1207728.0,0.0,1.0,0.0,0.0,0.0,0.979,274.0,0.748,274.0,0.921,275.7,0.0149999999999999,13.68,2.0,3.0,0.0,20.58,0.0,-6.5360000000000005,-9.27,-300.0,-0.019,0.211,0.0,20.72,17.94,17.79,17.63,17.57,17.47,17.66,17.65,17.66,-0.002,-0.001,0.001,0.002,0.006,0.003,0.002,19159.0,19487.0,19296.0,19243.0,19464.0,18975.0,16710.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-7999.0,0.0,-7999.0,-7999.0,-7999.0,-7999.0,-7999.0,-7999.0,0.0,0.0,0.0,20.46,20.04,-7999.0,17.59,274.3,18.66,2.0,3.531,-1.0,0.318,0.5,4902
2015-11-07 00:01:00,-2147484000.0,74.7,59.9,60.0,35422.0,514.0,111529.0,1207728.0,0.0,1.0,0.0,0.0,0.0,0.979,274.0,0.748,274.0,0.921,275.1,0.0149999999999999,13.69,2.0,3.0,0.0,20.56,0.0,-6.558,-9.24,-300.0,0.017,0.211,0.0,20.72,17.84,17.73,17.61,17.5,17.42,17.58,17.61,17.6,-0.002,-0.001,0.0,0.001,0.006,0.004,0.003,19159.0,19487.0,19296.0,19243.0,19464.0,18975.0,16710.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-7999.0,0.0,-7999.0,-7999.0,-7999.0,-7999.0,-7999.0,-7999.0,0.0,0.0,0.0,20.45,20.01,-7999.0,17.52,234.3,11.17,2.0,3.53,-1.0,0.3979999999999999,0.5,4902
2015-11-07 00:02:00,-2147484000.0,74.7,59.9,60.0,35422.0,514.0,111529.0,1207728.0,0.0,1.0,0.0,0.0,0.0,0.979,274.0,0.748,274.0,0.921,275.3,0.0149999999999999,13.68,2.0,3.0,0.0,20.54,0.0,-6.535,-9.28,-300.0,-0.011,0.211,0.0,20.72,17.8,17.66,17.52,17.42,17.39,17.49,17.61,17.55,-0.001,-0.001,0.0,0.002,0.006,0.003,0.003,19159.0,19487.0,19296.0,19243.0,19464.0,18975.0,16710.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-7999.0,0.0,-7999.0,-7999.0,-7999.0,-7999.0,-7999.0,-7999.0,0.0,0.0,0.0,20.45,19.96,-7999.0,17.46,258.5,21.54,2.0,3.531,-1.0,0.427,0.5999999999999999,4902
2015-11-07 00:03:00,-2147484000.0,74.7,59.9,60.0,35422.0,514.0,111529.0,1207728.0,0.0,1.0,0.0,0.0,0.0,0.979,274.0,0.748,274.0,0.921,275.3,0.0149999999999999,13.68,2.0,3.0,0.0,20.52,0.0,-6.554,-9.25,-300.0,-0.023,0.211,0.0,20.68,17.8,17.65,17.52,17.42,17.34,17.49,17.57,17.53,-0.001,-0.001,0.0,0.002,0.006,0.003,0.003,19159.0,19487.0,19296.0,19243.0,19464.0,18975.0,16710.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-7999.0,0.0,-7999.0,-7999.0,-7999.0,-7999.0,-7999.0,-7999.0,0.0,0.0,0.0,20.42,19.9,-7999.0,17.43,219.6,27.55,2.0,3.531,-1.0,0.357,0.5,4902
2015-11-07 00:04:00,-2147484000.0,74.7,59.9,60.0,35422.0,514.0,111529.0,1207728.0,0.0,1.0,0.0,0.0,0.0,0.979,274.0,0.748,274.0,0.921,275.0,0.0149999999999999,13.68,2.0,3.0,0.0,20.5,0.0,-6.545,-9.29,-300.0,-0.0379999999999999,0.211,0.0,20.67,17.73,17.65,17.5,17.42,17.32,17.49,17.52,17.58,-0.002,-0.001,0.0,0.002,0.006,0.003,0.003,19159.0,19487.0,19296.0,19243.0,19464.0,18975.0,16710.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-7999.0,0.0,-7999.0,-7999.0,-7999.0,-7999.0,-7999.0,-7999.0,0.0,0.0,0.0,20.39,19.86,-7999.0,17.4,226.7,14.86,2.0,3.531,-1.0,0.332,0.5999999999999999,4902
2015-11-07 00:05:00,-2147484000.0,74.7,59.9,60.0,35422.0,514.0,111529.0,1207728.0,0.0,1.0,0.0,0.0,0.0,0.979,274.0,0.748,274.4,0.921,275.6,0.0149999999999999,13.68,2.0,3.0,0.0,20.48,0.0,-6.5520000000000005,-9.170000000000002,-300.0,-0.036,0.211,0.0,20.64,17.7,17.55,17.42,17.4,17.32,17.49,17.52,17.57,-0.002,-0.001,0.001,0.002,0.006,0.004,0.003,19159.0,19487.0,19296.0,19243.0,19464.0,18975.0,16710.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-7999.0,0.0,-7999.0,-7999.0,-7999.0,-7999.0,-7999.0,-7999.0,0.0,0.0,0.0,20.35,19.81,-7999.0,17.37,239.6,21.08,2.0,3.53,-0.983,0.218,0.4,4902
2015-11-07 00:06:00,-2147484000.0,74.7,59.9,60.0,35422.0,514.0,111529.0,1207728.0,0.0,1.0,0.0,0.0,0.0,0.979,273.3,0.748,273.8,0.921,275.1,0.0149999999999999,13.68,2.0,3.0,0.0,20.46,0.0,-6.565,-9.21,-300.0,-0.0379999999999999,0.211,0.0,20.62,17.7,17.55,17.42,17.32,17.32,17.47,17.52,17.53,-0.003,-0.001,0.001,0.002,0.0069999999999999,0.004,0.002,19159.0,19487.0,19296.0,19243.0,19464.0,18975.0,16710.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-7999.0,0.0,-7999.0,-7999.0,-7999.0,-7999.0,-7999.0,-7999.0,0.0,0.0,0.0,20.28,19.74,-7999.0,17.33,219.7,12.84,2.0,3.531,-1.0,0.4429999999999999,0.8,4902
2015-11-07 00:07:00,-2147484000.0,74.7,59.9,60.0,35422.0,514.0,111529.0,1207728.0,0.0,1.0,0.0,0.0,0.0,0.979,273.0,0.748,273.9,0.921,275.0,0.0149999999999999,13.68,2.0,3.0,0.0,20.44,0.0,-6.535,-9.22,-300.0,-0.036,0.211,0.0,20.62,17.65,17.55,17.42,17.32,17.32,17.39,17.52,17.47,-0.002,-0.001,0.0,0.002,0.006,0.004,0.002,19159.0,19487.0,19296.0,19243.0,19464.0,18975.0,16710.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-7999.0,0.0,-7999.0,-7999.0,-7999.0,-7999.0,-7999.0,-7999.0,0.0,0.0,0.0,20.25,19.72,-7999.0,17.3,231.4,26.93,2.0,3.53,-1.0,0.517,1.0,4902
2015-11-07 00:08:00,-2147484000.0,74.7,59.9,60.0,35422.0,514.0,111529.0,1207728.0,0.0,1.0,0.0,0.0,0.0,0.979,273.0,0.748,274.0,0.921,275.0,0.0149999999999999,13.68,2.0,3.0,0.0,20.42,0.0,-6.544,-9.21,-300.0,-0.037,0.211,0.0,20.56,17.7,17.55,17.42,17.32,17.32,17.39,17.52,17.51,-0.002,-0.001,0.001,0.002,0.006,0.004,0.002,19159.0,19487.0,19296.0,19243.0,19464.0,18975.0,16710.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-7999.0,0.0,-7999.0,-7999.0,-7999.0,-7999.0,-7999.0,-7999.0,0.0,0.0,0.0,20.32,19.86,-7999.0,17.31,255.3,17.63,2.0,3.53,-1.0,0.787,1.1,4902
2015-11-07 00:09:00,-2147484000.0,74.7,59.9,60.0,35422.0,514.0,111529.0,1207728.0,0.0,1.0,0.0,0.0,0.0,0.979,273.0,0.748,274.0,0.921,275.0,0.0149999999999999,13.68,2.0,3.0,0.0,20.4,0.0,-6.54,-9.23,-300.0,-0.0379999999999999,0.211,0.0,20.53,17.7,17.55,17.42,17.32,17.32,17.39,17.52,17.56,-0.002,-0.001,0.001,0.002,0.006,0.004,0.002,19159.0,19487.0,19296.0,19243.0,19464.0,18975.0,16710.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-7999.0,0.0,-7999.0,-7999.0,-7999.0,-7999.0,-7999.0,-7999.0,0.0,0.0,0.0,20.43,19.94,-7999.0,17.34,244.8,20.79,2.0,3.53,-1.0,0.807,1.2,4902
