measured_on,ac_current__319,ac_current_a__3647,ac_current_b__3648,ac_current_c__3649,ac_power__315,ac_va__3652,ac_vars__3651,ac_voltage__318,ac_voltage_a-bn__3644,ac_voltage_a-n__3641,ac_voltage_b-c__3645,ac_voltage_b-n__3642,ac_voltage_c-a__3646,ac_voltage_c-n__3643,ac_w_total__3650,ambient_temp__320,ambient_temp__3603,das_battery_voltage__326,das_battery_voltage__3656,das_temp__325,das_temp__3657,dc_pos_current__317,dc_pos_voltage__316,dc_power__314,frequency__3654,inv1_string1_dc_current__3614,inv1_string1_dc_voltage__3627,inv1_string2_dc_current__3615,inv1_string2_dc_voltage__3628,inv2_string1_dc_current__3616,inv2_string1_dc_voltage__3629,inv2_string2_dc_current__3617,inv2_string2_dc_voltage__3630,inv3_string1_dc_current__3618,inv3_string1_dc_voltage__3631,inv3_string2_dc_current__3619,inv3_string2_dc_voltage__3632,inv4_string1_dc_current__3620,inv4_string1_dc_voltage__3633,inv4_string2_dc_current__3621,inv4_string2_dc_voltage__3634,inv5_string1_dc_current__3622,inv5_string1_dc_voltage__3635,inv5_string2_dc_current__3623,inv5_string2_dc_voltage__3636,inv6_string1_dc_current__3624,inv6_string2_dc_current__3625,inv6_string2_dc_voltage__3638,inv7_string1_dc_current__3626,inv7_string1_dc_voltage__3639,inv7_string2_dc_voltage__3640,inverter_temp__324,licor1_irradiance__3605,licor2_irradiance__3606,licor3_irradiance__3607,licor4_irradiance__3608,licor5_irradiance__3609,module_temp_10__3668,module_temp_11__3669,module_temp_13__3670,module_temp_14__3671,module_temp_15__3672,module_temp_18__3675,module_temp_19__3676,module_temp_1__321,module_temp_1__3658,module_temp_2__322,module_temp_2__3659,module_temp_3__323,module_temp_3__3660,module_temp_4__3661,module_temp_5__3662,module_temp_6__3663,module_temp_7__3664,module_temp_8__3666,module_temp_9__3667,neutral_current__3655,poa_irradiance__313,poa_irradiance__3604,power_factor__327,power_factor__3653,referencemodule1_irradiance__3610,referencemodule1_temp__3611,referencemodule2_irradiance__3612,referencemodule2_temp__3613,system_id
2011-08-06 00:00:00,0.1895,,,,3.4174,,,122.8245,,,,,,,,22.2579,,13.2728,,21.8625,,0.0221,1.1444,0.0251,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.1031,,,,,,,,,,,,,21.1227,,20.9935,,21.2442,,,,,,,,,-2.6713,,0.1327,,,,,,4
2011-08-06 00:01:00,0.1884,,,,3.1595,,,122.8455,,,,,,,,22.1289,,13.2733,,21.8625,,0.0182,1.338,0.0233,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.0693,,,,,,,,,,,,,21.0674,,20.9279,,21.1731,,,,,,,,,-2.79,,0.1348999999999999,,,,,,4
2011-08-06 00:02:00,0.1885999999999999,,,,3.353,,,122.8523,,,,,,,,22.174,,13.2733,,21.8716,,0.0161999999999999,0.8768,0.0131,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.0487,,,,,,,,,,,,,21.0585,,20.959,,21.1835,,,,,,,,,-2.6119,,0.1337,,,,,,4
2011-08-06 00:03:00,0.1893,,,,3.3315,,,122.8376,,,,,,,,22.2371,,13.2737,,21.8716,,0.021,1.1274,0.023,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.0452,,,,,,,,,,,,,21.0751,,20.9542,,21.1973,,,,,,,,,-2.7306,,0.133,,,,,,4
2011-08-06 00:04:00,0.1889,,,,3.1811,,,122.8268,,,,,,,,22.0887,,13.2737,,21.8897,,0.02,1.0306,0.0229,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.0295,,,,,,,,,,,,,21.0338,,20.8977,,21.1394,,,,,,,,,-2.7306,,0.1331,,,,,,4
2011-08-06 00:05:00,0.1890999999999999,,,,3.0952,,,122.8206,,,,,,,,22.1719,,13.2733,,21.8897,,0.0187,1.0761,0.0235999999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.0088,,,,,,,,,,,,,21.0234,,20.9198,,21.1574,,,,,,,,,-2.79,,0.1331,,,,,,4
2011-08-06 00:06:00,0.1895,,,,3.1812,,,122.8265,,,,,,,,22.1892,,13.2737,,21.8897,,0.0178,1.4007,0.0229,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.0013,,,,,,,,,,,,,20.9951,,20.8804,,21.1174,,,,,,,,,-2.8493,,0.1346,,,,,,4
2011-08-06 00:07:00,0.1889,,,,3.4391,,,122.8425,,,,,,,,22.2829,,13.2733,,21.8897,,0.0123,1.0989,0.0141,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.0013,,,,,,,,,,,,,21.0131,,20.9129,,21.1595,,,,,,,,,-2.7306,,0.1338999999999999,,,,,,4
2011-08-06 00:08:00,0.1890999999999999,,,,3.2242,,,122.8635,,,,,,,,22.3508,,13.2737,,21.8897,,0.0189,1.0818,0.0222,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.0144,,,,,,,,,,,,,21.0262,,20.9129,,21.1554,,,,,,,,,-2.79,,0.1323,,,,,,4
2011-08-06 00:09:00,0.1890999999999999,,,,3.3961,,,122.8346,,,,,,,,22.3293,,13.2737,,21.8897,,0.0236999999999999,1.0761,0.0268,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.0137,,,,,,,,,,,,,21.0103,,20.9012,,21.1215,,,,,,,,,-2.7306,,0.1328999999999999,,,,,,4
