measured_on,ac_current__319,ac_power__315,ac_voltage__318,ambient_temp__320,biased_module_3_10_mv__1209,biased_module_3_11_mv__1210,biased_module_3_12_mv__1211,biased_module_3_13_mv__1212,biased_module_3_14_mv__1213,biased_module_3_15_mv__1214,biased_module_3_16_mv__1215,biased_module_3_4_mv__1203,biased_module_3_5_mv__1204,biased_module_3_6_mv__1205,biased_module_3_7_mv__1206,biased_module_3_8_mv__1207,biased_module_3_9_mv__1208,biased_module_voltage__1202,das_battery_voltage__326,das_temp__325,dc_pos_current__317,dc_pos_voltage__316,dc_power__314,hviv_load_temp_1__1191,hviv_load_temp_2__1192,hviv_load_temp_3__1193,inverter_temp__324,module_temp_1__321,module_temp_2__322,module_temp_3__323,poa_irradiance__313,power_factor__327,unbiased_module_3_1_mv__1199,unbiased_module_3_2_mv__1200,unbiased_module_3_3_mv__1201,unbiased_module_temp_3_1__1195,unbiased_module_temp_3_2__1196,unbiased_module_temp_3_3__1197,system_id
2011-11-25 00:00:00,0.1867,3.2705,120.7077,9.3752,,,,,,,,,,,,,,,13.5893,8.4375,0.0091,1.5845,0.0162999999999999,,,,9.0471,7.3587,6.928,7.2464,-2.9715,0.1321,,,,,,,4
2011-11-25 00:01:00,0.186,3.1414,120.7813,9.563300000000002,,,,,,,,,,,,,,,13.5898,8.4562,0.0057,1.6187,0.0088999999999999,,,,9.0338,7.3554,6.9381,7.277199999999999,-3.3281,0.1326,,,,,,,4
2011-11-25 00:02:00,0.1869,3.1845,120.8182,9.8572,,,,,,,,,,,,,,,13.5898,8.4562,0.0020999999999999,1.4933,0.0028,,,,9.0139,7.471199999999999,7.1386,7.4861,-3.2687,0.1328999999999999,,,,,,,4
2011-11-25 00:03:00,0.1877999999999999,3.0338,120.7961,10.8749,,,,,,,,,,,,,,,13.5893,8.474999999999998,0.0074999999999999,1.5104,0.0138999999999999,,,,9.1503,7.8409,7.4368,7.841599999999999,-2.8527,0.1331,,,,,,,4
2011-11-25 00:04:00,0.1867,3.163,120.8105,10.8481,,,,,,,,,,,,,,,13.5898,8.4787,0.0129999999999999,1.5047,0.0221,,,,9.1859,7.9348,7.4562,7.8815,-2.5555,0.133,,,,,,,4
2011-11-25 00:05:00,0.1870999999999999,3.1629,120.7638,10.8397,,,,,,,,,,,,,,,13.5898,8.4938,0.0035999999999999,1.5617,0.0044999999999999,,,,9.2052,8.020799999999998,7.494,7.929299999999999,-2.4961,0.1336,,,,,,,4
2011-11-25 00:06:00,0.1875,3.2489,120.8242,10.8707,,,,,,,,,,,,,,,13.5893,8.510799999999998,0.0064,1.4762,0.0080999999999999,,,,9.2327,8.091699999999998,7.565699999999999,7.9768,-2.1395,0.1331,,,,,,,4
2011-11-25 00:07:00,0.1884,3.2274,120.8088,10.6128,,,,,,,,,,,,,,,13.5884,8.531499999999998,0.0035999999999999,1.5047,0.0077,,,,9.247000000000002,8.1188,7.5921,7.988299999999998,-2.0207,0.1321,,,,,,,4
2011-11-25 00:08:00,0.1864,3.2272,120.7968,10.3861,,,,,,,,,,,,,,,13.5852,8.554999999999998,0.0025,1.6186,0.0047,,,,9.2649,8.1402,7.6178,7.999799999999999,-2.1395,0.1332,,,,,,,4
2011-11-25 00:09:00,0.1872999999999999,3.1412,120.8148,10.2092,,,,,,,,,,,,,,,13.5852,8.5687,0.0025,1.8466,0.0073,,,,9.2638,8.1682,7.6458,8.0227,-2.0206,0.1336,,,,,,,4
2011-11-25 00:10:00,0.1877,3.1843,120.8577,10.104,,,,,,,,,,,,,,,13.5843,8.5951,0.008,1.3964,0.0124,,,,9.2837,8.2619,7.7915,8.1569,-2.08,0.1332,,,,,,,4
2011-11-25 00:11:00,0.1875,3.1843,120.8312,10.0409,,,,,,,,,,,,,,,13.5843,8.6139,0.0066,1.7383,0.0097999999999999,,,,9.301100000000002,8.368,7.886999999999999,8.2865,-2.0206,0.1336,,,,,,,4
2011-11-25 00:12:00,0.1857999999999999,3.2273,120.8113,10.0889,,,,,,,,,,,,,,,13.5843,8.6422,0.0061999999999999,1.7155,0.0108,,,,9.3307,8.4452,7.9189,8.3268,-2.08,0.1323,,,,,,,4
2011-11-25 00:13:00,0.1877,3.2057,120.8071,9.9446,,,,,,,,,,,,,,,13.5843,8.657199999999998,0.0043,1.5616,0.0099,,,,9.3181,8.412,7.8566,8.2766,-1.7235,0.1327,,,,,,,4
2011-11-25 00:14:00,0.1869,3.1196,120.8149,9.9291,,,,,,,,,,,,,,,13.5833,8.6966,0.008,1.6528,0.0125,,,,9.3341,8.461299999999998,7.979,8.3911,-2.0801,0.133,,,,,,,4
2011-11-25 00:15:00,0.1864,3.1627,120.8211,10.0169,,,,,,,,,,,,,,,13.5833,8.718999999999998,0.0043,1.7668,0.0071,,,,9.3657,8.539799999999998,8.0944,8.4951,-2.0801,0.1331,,,,,,,4
2011-11-25 00:16:00,0.1862,3.1842,120.8205,9.9605,,,,,,,,,,,,,,,13.5829,8.7359,0.003,1.5388,0.0041,,,,9.3706,8.5326,8.0411,8.4823,-2.1395,0.1328,,,,,,,4
2011-11-25 00:17:00,0.1864,3.1196,120.8028,10.1597,,,,,,,,,,,,,,,13.5824,8.7623,0.0006999999999999,1.5103,0.0016,,,,9.3827,8.5739,8.1895,8.6143,-2.0801,0.1327,,,,,,,4
2011-11-25 00:18:00,0.1864,3.1841,120.7904,10.4509,,,,,,,,,,,,,,,13.5806,8.7698,0.0135,1.687,0.0202999999999999,,,,9.4129,8.6516,8.3375,8.777,-2.0801,0.1331,,,,,,,4
2011-11-25 00:19:00,0.1865999999999999,3.2271,120.7923,10.9808,,,,,,,,,,,,,,,13.5788,8.7939,0.005,1.59,0.0085,,,,9.5141,8.788999999999998,8.4176,8.8953,-1.9612,0.1325,,,,,,,4
2011-11-25 00:20:00,0.1865999999999999,3.141,120.7752,11.1397,,,,,,,,,,,,,,,13.5788,8.8109,0.0088999999999999,1.8806,0.0167,,,,9.5714,8.8832,8.4991,9.0624,-2.0206,0.1326,,,,,,,4
2011-11-25 00:21:00,0.1867,3.2486,120.8093,11.1914,,,,,,,,,,,,,,,13.5788,8.8372,0.0,1.6413,0.0016999999999999,,,,9.6323,8.9485,8.5389,9.1072,-1.9612,0.1321,,,,,,,4
2011-11-25 00:22:00,0.186,3.0981,120.8155,11.0937,,,,,,,,,,,,,,,13.5788,8.856,0.0067999999999999,1.4305,0.0097999999999999,,,,9.6759,8.9999,8.564199999999998,9.1345,-1.8423,0.1322,,,,,,,4
2011-11-25 00:23:00,0.1872999999999999,3.141,120.7585,11.0485,,,,,,,,,,,,,,,13.5788,8.8749,0.0082,1.5672,0.0149999999999999,,,,9.7145,8.9777,8.5256,9.1051,-1.9018,0.133,,,,,,,4
2011-11-25 00:24:00,0.1875,3.184,120.8073,11.0083,,,,,,,,,,,,,,,13.5788,8.8993,0.005,1.59,0.0068999999999999,,,,9.7509,9.0007,8.574899999999998,9.1268,-1.9612,0.1323999999999999,,,,,,,4
2011-11-25 00:25:00,0.1870999999999999,3.1625,120.8109,11.015,,,,,,,,,,,,,,,13.5788,8.9253,0.0057,1.6983,0.0103,,,,9.7861,8.987,8.5165,9.0657,-2.0206,0.1333,,,,,,,4
2011-11-25 00:26:00,0.1862,3.0764,120.8058,10.955,,,,,,,,,,,,,,,13.5778,8.9441,0.0071,1.6641,0.0141,,,,9.7865,8.9549,8.486399999999998,9.0299,-2.0801,0.1328,,,,,,,4
2011-11-25 00:27:00,0.1862,3.2269,120.8005,11.0954,,,,,,,,,,,,,,,13.5783,8.966699999999998,0.0073,1.7495,0.0117,,,,9.823200000000002,9.0235,8.5806,9.141,-2.0206,0.1333,,,,,,,4
2011-11-25 00:28:00,0.1877,3.3345,120.725,11.0831,,,,,,,,,,,,,,,13.5774,8.9893,0.0092999999999999,1.6697,0.0148,,,,9.8634,9.0503,8.66,9.1743,-2.1395,0.1328999999999999,,,,,,,4
2011-11-25 00:29:00,0.1870999999999999,3.2485,120.7004,10.9027,,,,,,,,,,,,,,,13.5751,9.0213,0.0097999999999999,1.6526,0.0152,,,,9.8905,9.0306,8.5743,9.2162,-2.0206,0.133,,,,,,,4
2011-11-25 00:30:00,0.1869,3.2054,120.7274,10.729,,,,,,,,,,,,,,,13.5742,9.0345,0.0115999999999999,1.5444,0.0154,,,,9.8668,8.9213,8.479,9.0983,-2.1395,0.1323999999999999,,,,,,,4
2011-11-25 00:31:00,0.1872999999999999,3.2269,120.7141,10.621,,,,,,,,,,,,,,,13.5733,9.0552,0.008,1.7267,0.0164,,,,9.8571,8.8329,8.4062,9.0242,-2.2583,0.1336,,,,,,,4
2011-11-25 00:32:00,0.1865999999999999,3.1408,120.804,10.9194,,,,,,,,,,,,,,,13.5733,9.0759,0.0097999999999999,1.5785,0.0161999999999999,,,,9.8601,8.789099999999998,8.3411,8.9861,-2.1989,0.1328999999999999,,,,,,,4
2011-11-25 00:33:00,0.1870999999999999,3.2055,120.9146,10.837,,,,,,,,,,,,,,,13.5733,9.0916,0.0016,1.6755,0.0015,,,,9.834,8.5936,8.0624,8.6779,-2.3772,0.1326,,,,,,,4
2011-11-25 00:34:00,0.1869,3.184,120.9933,10.6568,,,,,,,,,,,,,,,13.5733,9.1076,0.0014,1.59,0.0035999999999999,,,,9.7863,8.409,7.9088,8.4238,-2.6149,0.1338999999999999,,,,,,,4
2011-11-25 00:35:00,0.1855999999999999,3.27,120.9988,10.3378,,,,,,,,,,,,,,,13.5733,9.1226,0.0054999999999999,1.59,0.0080999999999999,,,,9.7427,8.2623,7.7777,8.3489,-3.0309,0.1337,,,,,,,4
2011-11-25 00:36:00,0.1864,3.1194,121.0081,10.4131,,,,,,,,,,,,,,,13.5733,9.1226,0.003,1.7325,0.0047999999999999,,,,9.7101,8.2985,7.8693,8.5999,-3.2686,0.1327,,,,,,,4
2011-11-25 00:37:00,0.1872999999999999,3.2054,120.9265,10.6062,,,,,,,,,,,,,,,13.5733,9.1245,0.0054999999999999,1.5785,0.0076,,,,9.7113,8.377,7.961999999999998,8.7648,-3.2687,0.1337,,,,,,,4
2011-11-25 00:38:00,0.1872999999999999,3.2269,120.7716,10.743,,,,,,,,,,,,,,,13.5733,9.1377,0.0097999999999999,1.7495,0.0178,,,,9.7245,8.418599999999998,7.9759,8.8693,-3.1498,0.1326,,,,,,,4
2011-11-25 00:39:00,0.1872999999999999,3.2053,120.6379,10.6764,,,,,,,,,,,,,,,13.5733,9.1471,0.0109,1.721,0.0185999999999999,,,,9.6943,8.3344,7.893799999999999,8.7009,-2.9121,0.1321,,,,,,,4
2011-11-25 00:40:00,0.1865999999999999,3.2268,120.6181,10.643,,,,,,,,,,,,,,,13.5733,9.1678,0.005,1.6241,0.0085,,,,9.6789,8.2878,7.8585,8.723,-3.0309,0.1327,,,,,,,4
2011-11-25 00:41:00,0.1872999999999999,3.2268,120.6235,10.4838,,,,,,,,,,,,,,,13.5728,9.1678,0.0043,1.9033,0.0097,,,,9.652,8.230299999999998,7.7769,8.6409,-3.0309,0.1335,,,,,,,4
2011-11-25 00:42:00,0.1872999999999999,3.1192,120.6259,10.3702,,,,,,,,,,,,,,,13.5733,9.1772,0.0054999999999999,1.6468,0.0082,,,,9.6267,8.089399999999998,7.6017,8.388,-2.9715,0.1323999999999999,,,,,,,4
2011-11-25 00:43:00,0.1870999999999999,3.1837,120.6352,10.0697,,,,,,,,,,,,,,,13.5733,9.1904,0.0027,1.3619,0.0028999999999999,,,,9.5904,7.8762,7.3926,8.095499999999998,-3.0904,0.1333999999999999,,,,,,,4
2011-11-25 00:44:00,0.1864,3.2697,120.6242,9.8606,,,,,,,,,,,,,,,13.5728,9.1904,0.0105,1.8292,0.0183,,,,9.538,7.7058,7.260399999999998,7.9017,-3.3875,0.1332,,,,,,,4
2011-11-25 00:45:00,0.1865999999999999,3.2267,120.6046,9.7246,,,,,,,,,,,,,,,13.5733,9.1904,0.0032,1.6582,0.0063,,,,9.4906,7.6589,7.2661,7.776099999999999,-3.5658,0.1328,,,,,,,4
2011-11-25 00:46:00,0.1877,3.1621,120.568,9.738600000000002,,,,,,,,,,,,,,,13.5733,9.1923,0.0032,1.6525,0.0064,,,,9.4514,7.528699999999999,7.1535,7.5621,-3.5657,0.1323999999999999,,,,,,,4
2011-11-25 00:47:00,0.1867999999999999,3.1836,120.5691,9.710400000000002,,,,,,,,,,,,,,,13.5728,9.1904,0.008,1.6012,0.0134,,,,9.4099,7.365599999999999,6.9512,7.3812,-3.5657,0.1328999999999999,,,,,,,4
2011-11-25 00:48:00,0.1862,3.2481,120.5394,9.8129,,,,,,,,,,,,,,,13.5733,9.1904,0.003,1.7778,0.0054,,,,9.3767,7.244,6.9085,7.2127,-3.5657,0.1337,,,,,,,4
2011-11-25 00:49:00,0.1865999999999999,3.2051,120.5664,9.8321,,,,,,,,,,,,,,,13.5742,9.1904,0.0066,1.7266,0.0118,,,,9.3477,7.1821,6.9042,7.1025,-3.4468,0.1333999999999999,,,,,,,4
2011-11-25 00:50:00,0.1870999999999999,3.2481,120.5521,9.6741,,,,,,,,,,,,,,,13.5746,9.1904,0.0066,1.624,0.0102,,,,9.3215,7.0066,6.7008,6.8872,-3.3874,0.133,,,,,,,4
2011-11-25 00:51:00,0.1870999999999999,3.2266,120.5844,9.5841,,,,,,,,,,,,,,,13.5765,9.1716,0.0061999999999999,1.567,0.0088,,,,9.2694,6.8541,6.5951,6.7431,-3.4468,0.1333,,,,,,,4
2011-11-25 00:52:00,0.1870999999999999,3.1406,120.5839,9.2633,,,,,,,,,,,,,,,13.5778,9.1678,0.0058999999999999,1.4303,0.0106,,,,9.2309,6.7564,6.4818,6.6319,-3.4468,0.1336,,,,,,,4
2011-11-25 00:53:00,0.1879,3.2912,120.6135,8.5895,,,,,,,,,,,,,,,13.5788,9.164,0.01,1.681,0.0134,,,,9.1655,6.5911,6.278,6.4274,-3.2091,0.1348999999999999,,,,,,,4
2011-11-25 00:54:00,0.1862,3.1621,120.5868,8.519999999999998,,,,,,,,,,,,,,,13.5783,9.1452,0.005,1.5499,0.0095999999999999,,,,9.088,6.4405,6.1529,6.2982,-3.5656,0.1331,,,,,,,4
2011-11-25 00:55:00,0.1867999999999999,3.2266,120.6276,8.5363,,,,,,,,,,,,,,,13.5788,9.1245,0.0071,1.5442,0.0106,,,,9.019100000000002,6.4076,6.1421,6.3187,-3.625,0.133,,,,,,,4
2011-11-25 00:56:00,0.1885999999999999,3.3127,120.6574,8.5247,,,,,,,,,,,,,,,13.5788,9.1207,0.0002,1.6354,-0.0008999999999999,,,,8.9664,6.4174,6.1305,6.3598,-3.6844,0.1345,,,,,,,4
2011-11-25 00:57:00,0.1870999999999999,3.2696,120.6231,8.624499999999998,,,,,,,,,,,,,,,13.5788,9.095,0.0077,1.4986,0.0109,,,,8.908799999999998,6.395,6.153,6.3516,-3.7439,0.1341,,,,,,,4
2011-11-25 00:58:00,0.1862,3.0545,120.6256,8.9268,,,,,,,,,,,,,,,13.5801,9.077800000000002,0.0082,1.6696,0.0126,,,,8.8803,6.4162,6.2026,6.3621,-3.6844,0.1335,,,,,,,4
2011-11-25 00:59:00,0.1870999999999999,3.2481,120.6427,9.0527,,,,,,,,,,,,,,,13.5806,9.059,0.0088999999999999,1.5442,0.0131,,,,8.8487,6.4136,6.1773,6.3268,-3.6844,0.1333999999999999,,,,,,,4
2011-11-25 01:00:00,0.1875,3.2051,120.6591,9.2719,,,,,,,,,,,,,,,13.5829,9.0345,0.0103,1.4473,0.0132,,,,8.824199999999998,6.4817,6.2503,6.3215,-3.5656,0.1337,,,,,,,4
2011-11-25 01:01:00,0.1862,3.162,120.671,9.5417,,,,,,,,,,,,,,,13.5838,9.0251,0.0035999999999999,1.6354,0.0041,,,,8.8276,6.5982,6.3583,6.3776,-3.5061,0.1338,,,,,,,4
2011-11-25 01:02:00,0.1879,3.162,120.6364,9.7016,,,,,,,,,,,,,,,13.5843,9.0006,0.0092999999999999,1.7778,0.016,,,,8.808,6.6284,6.4006,6.3971,-3.3279,0.1343999999999999,,,,,,,4
