measured_on,ac_current__319,ac_current__669,ac_power__315,ac_power__665,ac_voltage__318,ac_voltage__668,ambient_temp__320,ambient_temp__670,das_temp__325,dc_pos_current__317,dc_pos_current__667,dc_pos_voltage__316,dc_pos_voltage__666,dc_power__314,dc_power__664,inverter_temp__673,module_temp_1__321,module_temp_1__671,module_temp_2__672,poa_irradiance__663,system_id
2010-04-27 17:40:00,4.904,,65.624,,121.682,,18.382,,214.716,0.34,,240.778,,81.97799999999998,,,26.496,,,,4
2010-04-27 17:41:00,4.932,,64.0,,121.695,,18.431,,218.544,0.33,,241.138,,79.528,,,26.428,,,,4
2010-04-27 17:42:00,4.939,,61.164,,121.679,,18.365,,214.362,0.32,,240.574,,76.99599999999998,,,26.343,,,,4
2010-04-27 17:43:00,4.945,,59.909,,121.644,,18.316,,197.145,0.315,,240.646,,75.89799999999998,,,26.303,,,,4
2010-04-27 17:44:00,4.955,,58.373,,121.756,,18.289,,197.849,0.309,,240.234,,74.298,,,26.238,,,,4
2010-04-27 17:45:00,4.959,,57.525,,121.715,,18.284,,203.847,0.3039999999999999,,240.754,,73.28799999999998,,,26.192,,,,4
2010-04-27 17:46:00,4.962,,57.514,,121.767,,18.21,,210.824,0.2989999999999999,,240.61,,71.986,,,26.135,,,,4
2010-04-27 17:47:00,4.965,,55.34,,121.753,,18.188,,205.929,0.2969999999999999,,240.276,,71.308,,,26.108,,,,4
2010-04-27 17:48:00,4.975,,53.358,,121.754,,18.148,,198.238,0.2909999999999999,,240.546,,70.09,,,26.07,,,,4
2010-04-27 17:49:00,4.97,,52.824,,121.814,,18.182,,199.093,0.2839999999999999,,240.462,,68.386,,,26.013,,,,4
2010-04-27 17:50:00,4.977,,51.282,,121.737,,18.294,,193.363,0.281,,240.744,,67.544,,,25.929,,,,4
2010-04-27 17:51:00,4.981,,51.084,,121.73,,18.339,,192.382,0.275,,240.906,,66.212,,,25.835,,,,4
2010-04-27 17:52:00,4.987,,49.465,,121.672,,18.315,,192.47,0.269,,240.516,,64.798,,,25.747,,,,4
2010-04-27 17:53:00,4.997,,48.348,,121.651,,18.317,,209.727,0.265,,240.48,,63.836,,,25.664,,,,4
2010-04-27 17:54:00,4.999,,46.113,,121.66,,18.322,,219.778,0.259,,240.354,,62.182,,,25.574,,,,4
2010-04-27 17:55:00,5.013,,45.215,,121.747,,18.293,,210.611,0.254,,240.448,,61.106,,,25.485,,,,4
2010-04-27 17:56:00,5.021,,43.767,,121.657,,18.284,,201.855,0.249,,240.274,,59.738,,,25.397,,,,4
2010-04-27 17:57:00,5.026,,42.105,,121.636,,18.34,,208.676,0.2429999999999999,,240.324,,58.366,,,25.317,,,,4
2010-04-27 17:58:00,5.039,,40.084,,121.658,,18.386,,203.008,0.234,,240.544,,56.328,,,25.203,,,,4
2010-04-27 17:59:00,5.049,,38.394,,121.656,,18.429,,207.057,0.226,,240.582,,54.488,,,25.075,,,,4
2010-04-27 18:00:00,5.074,,35.988,,121.714,,18.406,,201.807,0.215,,240.402,,51.7,,,24.954,,,,4
2010-04-27 18:01:00,5.077,,34.188,,121.771,,18.34,,208.133,0.2049999999999999,,240.648,,49.374,,,24.844,,,,4
2010-04-27 18:02:00,5.081,,31.815,,121.936,,18.344,,206.59,0.198,,240.49,,47.622,,,24.754,,,,4
2010-04-27 18:03:00,5.089,,30.521,,121.91,,18.354,,197.326,0.188,,240.654,,45.276,,,24.656,,,,4
2010-04-27 18:04:00,5.1,,28.231,,121.96,,18.267,,202.073,0.1809999999999999,,240.306,,43.388,,,24.567,,,,4
2010-04-27 18:05:00,5.109,,27.064,,121.963,,18.233,,214.227,0.1729999999999999,,240.688,,41.736,,,24.429,,,,4
2010-04-27 18:06:00,5.125,,25.688,,121.941,,18.169,,217.832,0.165,,240.514,,39.73,,,24.291,,,,4
2010-04-27 18:07:00,5.131,,24.51,,121.936,,18.2,,216.809,0.158,,240.46,,37.984,,,24.148,,,,4
2010-04-27 18:08:00,5.132,,23.331,,121.855,,18.335,,201.728,0.156,,240.462,,37.414,,,24.019,,,,4
2010-04-27 18:09:00,5.14,,22.285,,121.772,,18.323,,212.539,0.1479999999999999,,240.508,,35.614,,,23.875,,,,4
2010-04-27 18:10:00,5.142,,20.281,,121.832,,18.243,,221.436,0.1439999999999999,,240.486,,34.668,,,23.751,,,,4
2010-04-27 18:11:00,5.158,,18.701,,121.809,,18.103,,216.323,0.134,,250.462,,33.412,,,23.699,,,,4
2010-04-27 18:12:00,5.156,,14.727,,121.856,,17.979,,218.196,0.109,,267.73,,29.056,,,23.653,,,,4
2010-04-27 18:13:00,5.176,,17.11,,121.824,,17.91,,245.224,0.13,,235.86,,30.636,,,23.57,,,,4
2010-04-27 18:14:00,5.251,,14.815,,121.836,,17.874,,247.776,0.129,,222.188,,28.646,,,23.477,,,,4
2010-04-27 18:15:00,5.266,,13.218,,121.82,,17.778,,251.433,0.122,,222.308,,27.072,,,23.363,,,,4
2010-04-27 18:16:00,5.187,,12.855,,121.807,,17.618,,251.754,0.12,,222.248,,26.702,,,23.236,,,,4
2010-04-27 18:17:00,5.173,,11.484,,121.76,,17.659,,241.696,0.112,,222.14,,24.774,,,23.128,,,,4
2010-04-27 18:18:00,5.18,,10.074,,121.784,,17.67,,234.341,0.108,,222.08,,24.042,,,23.038,,,,4
2010-04-27 18:19:00,5.179,,9.199,,121.673,,17.726,,255.891,0.1029999999999999,,222.246,,22.844,,,22.958,,,,4
2010-04-27 18:20:00,5.194,,8.759,,121.749,,17.855,,257.027,0.099,,222.18,,22.094,,,22.965,,,,4
2010-04-27 18:21:00,5.19,,7.910999999999999,,121.7,,17.939,,268.837,0.096,,222.198,,21.27,,,22.927,,,,4
2010-04-27 18:22:00,5.191,,7.498,,121.75,,17.989,,268.727,0.0929999999999999,,222.402,,20.608,,,22.894,,,,4
2010-04-27 18:23:00,5.2,,6.386,,121.717,,17.96,,287.061,0.0899999999999999,,222.342,,19.986,,,22.81,,,,4
2010-04-27 18:24:00,5.221,,6.144,,121.703,,17.887,,268.46,0.084,,222.168,,18.708,,,22.697,,,,4
2010-04-27 18:25:00,5.242,,6.402,,121.688,,17.82,,279.692,0.082,,222.212,,18.304,,,22.556,,,,4
2010-04-27 18:26:00,5.264,,4.217,,121.7,,17.799,,285.124,0.079,,222.14,,17.6,,,22.417,,,,4
2010-04-27 18:27:00,5.297,,3.859,,121.681,,17.804,,278.42,0.0759999999999999,,222.17,,16.966,,,22.286,,,,4
2010-04-27 18:28:00,5.305,,3.903,,121.729,,17.812,,302.982,0.0739999999999999,,222.234,,16.444,,,22.193,,,,4
2010-04-27 18:29:00,5.3,,3.44,,121.748,,17.834,,298.416,0.0709999999999999,,221.462,,15.648,,,22.109,,,,4
2010-04-27 18:30:00,5.29,,3.066,,121.827,,17.845,,259.866,0.0729999999999999,,218.19,,16.03,,,21.999,,,,4
2010-04-27 18:31:00,5.286,,2.422,,121.795,,17.848,,267.465,0.07,,214.836,,15.022,,,21.926,,,,4
2010-04-27 18:32:00,5.292,,2.532,,121.727,,17.859,,281.93,0.067,,212.198,,14.29,,,21.848,,,,4
2010-04-27 18:33:00,5.286,,2.048,,121.689,,17.784,,307.955,0.068,,209.732,,14.268,,,21.753,,,,4
2010-04-27 18:34:00,5.289,,1.695,,121.683,,17.736,,298.573,0.066,,206.624,,13.696,,,21.639,,,,4
2010-04-27 18:35:00,5.294,,0.6049999999999999,,121.707,,17.707,,302.747,0.064,,202.008,,13.028,,,21.512,,,,4
2010-04-27 18:36:00,5.304,,-0.2979999999999999,,121.653,,17.637,,321.06,0.062,,194.86,,12.166,,,21.428,,,,4
2010-04-27 18:37:00,5.31,,-1.184,,121.671,,17.574,,320.479,0.058,,186.188,,10.762,,,21.349,,,,4
2010-04-27 18:38:00,5.297,,-2.142,,121.64,,17.562,,304.706,0.05,,178.006,,8.922,,,21.251,,,,4
2010-04-27 18:39:00,5.305,,-3.447,,121.608,,17.536,,290.673,0.047,,170.79,,8.038,,,21.174,,,,4
2010-04-27 18:40:00,5.3,,-4.096,,121.603,,17.476,,316.709,0.0439999999999999,,163.508,,7.232,,,21.045,,,,4
2010-04-27 18:41:00,5.197,,-2.335,,121.559,,17.433,,308.906,0.034,,189.218,,6.05,,,20.946,,,,4
2010-04-27 18:42:00,5.101,,-1.856,,121.64,,17.418,,297.31,0.031,,194.518,,5.864,,,20.858,,,,4
2010-04-27 18:43:00,5.075,,-1.344,,121.62,,17.424,,293.359,0.027,,184.712,,4.89,,,20.798,,,,4
2010-04-27 18:44:00,5.082,,-1.602,,121.634,,17.269,,287.971,0.021,,186.964,,3.942,,,20.769,,,,4
2010-04-27 18:45:00,5.022,,-1.305,,121.532,,16.71,,279.98,0.0219999999999999,,176.74,,3.912,,,20.808,,,,4
2010-04-27 18:46:00,4.975,,0.0439999999999999,,121.584,,16.525,,299.396,0.019,,181.704,,3.398,,,20.886,,,,4
2010-04-27 18:47:00,5.02,,-1.388,,121.527,,16.567,,296.819,0.021,,145.708,,3.074,,,20.917,,,,4
2010-04-27 18:48:00,4.965,,-0.017,,121.476,,16.467,,293.42,0.02,,80.524,,1.606,,,20.916,,,,4
2010-04-27 18:49:00,4.965,,0.0929999999999999,,121.435,,16.648,,282.584,0.019,,33.682,,0.632,,,20.878,,,,4
2010-04-27 18:50:00,4.96,,-0.265,,121.344,,16.78,,273.814,0.0179999999999999,,29.036,,0.528,,,20.797,,,,4
2010-04-27 18:51:00,4.955,,-0.033,,121.312,,16.885,,287.113,0.014,,23.552,,0.322,,,20.744,,,,4
2010-04-27 18:52:00,4.964,,0.192,,121.269,,16.943,,287.271,0.014,,19.914,,0.2819999999999999,,,20.633,,,,4
2010-04-27 18:53:00,4.965,,-0.121,,121.268,,16.95,,287.787,0.012,,16.47,,0.2,,,20.534,,,,4
2010-04-27 18:54:00,4.958,,0.0709999999999999,,121.117,,16.934,,268.99,0.0109999999999999,,14.212,,0.164,,,20.406,,,,4
2010-04-27 18:55:00,4.956,,0.0709999999999999,,121.115,,16.865,,262.999,0.0109999999999999,,12.48,,0.14,,,20.262,,,,4
2010-04-27 18:56:00,4.959,,-0.0719999999999999,,121.227,,16.832,,272.507,0.008,,11.578,,0.098,,,20.136,,,,4
2010-04-27 18:57:00,4.959,,-0.0109999999999999,,121.262,,16.818,,285.099,0.0089999999999999,,10.218,,0.0899999999999999,,,19.994,,,,4
2010-04-27 18:58:00,4.96,,0.016,,121.222,,16.785,,255.386,0.0109999999999999,,10.074,,0.112,,,19.842,,,,4
2010-04-27 18:59:00,4.955,,0.11,,121.104,,16.674,,273.239,0.01,,10.164,,0.106,,,19.693,,,,4
2010-04-27 19:00:00,4.958,,0.17,,121.154,,16.52,,247.18,0.0089999999999999,,10.152,,0.0899999999999999,,,19.594,,,,4
2010-04-27 19:01:00,4.951,,0.1479999999999999,,121.116,,16.427,,257.605,0.007,,10.17,,0.0719999999999999,,,19.494,,,,4
2010-04-27 19:02:00,4.951,,0.1479999999999999,,121.049,,16.316,,273.115,0.007,,10.08,,0.0739999999999999,,,19.397,,,,4
2010-04-27 19:03:00,4.952,,-0.4079999999999999,,121.038,,16.246,,284.195,0.006,,9.77,,0.062,,,19.361,,,,4
2010-04-27 19:04:00,4.954,,0.0929999999999999,,121.012,,16.213,,289.545,0.008,,9.614,,0.078,,,19.293,,,,4
2010-04-27 19:05:00,4.952,,0.0599999999999999,,121.002,,16.177,,290.115,0.0089999999999999,,9.578,,0.0859999999999999,,,19.209,,,,4
2010-04-27 19:06:00,4.946,,0.0219999999999999,,121.033,,16.173,,303.67,0.007,,9.384,,0.066,,,19.096,,,,4
2010-04-27 19:07:00,4.968,,-0.166,,121.397,,16.158,,282.335,0.006,,9.47,,0.0599999999999999,,,18.92,,,,4
2010-04-27 19:08:00,4.98,,0.3019999999999999,,121.73,,16.135,,290.373,0.006,,9.486,,0.062,,,18.81,,,,4
2010-04-27 19:09:00,4.983,,0.187,,121.761,,16.098,,286.069,0.008,,8.875999999999998,,0.066,,,18.752,,,,4
2010-04-27 19:10:00,4.978,,0.28,,121.708,,16.054,,292.667,0.008,,7.97,,0.0599999999999999,,,18.705,,,,4
2010-04-27 19:11:00,4.973,,-0.055,,121.626,,16.093,,281.353,0.008,,6.876,,0.056,,,18.645,,,,4
2010-04-27 19:12:00,4.975,,0.0,,121.588,,16.109,,295.568,0.007,,6.15,,0.0439999999999999,,,18.549,,,,4
2010-04-27 19:13:00,4.977,,-0.066,,121.658,,16.103,,292.103,0.008,,5.45,,0.0459999999999999,,,18.465,,,,4
2010-04-27 19:14:00,4.984,0.11218,0.0379999999999999,0.81745,121.667,245.4,16.116,-6.2856,292.231,0.008,0.0,5.012,-0.04156,0.04,0.0,-4.5208,18.466,-5.1091,-5.1322,0.0,4
2010-04-27 19:15:00,4.98,,0.17,,121.707,,16.072,,295.925,0.006,,4.646,,0.028,,,18.404,,,,4
2010-04-27 19:16:00,4.98,,-0.039,,121.656,,16.033,,276.741,0.007,,4.064,,0.028,,,18.34,,,,4
2010-04-27 19:17:00,4.976,,-0.099,,121.658,,15.963,,303.032,0.007,,4.098,,0.028,,,18.293,,,,4
2010-04-27 19:18:00,4.974,,0.005,,121.682,,15.91,,305.553,0.008,,3.812,,0.0299999999999999,,,18.256,,,,4
2010-04-27 19:19:00,4.974,,0.121,,121.613,,15.863,,306.998,0.005,,3.436,,0.016,,,18.168,,,,4
2010-04-27 19:20:00,4.973,,-0.1439999999999999,,121.597,,15.846,,303.329,0.006,,3.638,,0.0219999999999999,,,18.073,,,,4
2010-04-27 19:21:00,4.969,,-0.0769999999999999,,121.612,,15.906,,299.458,0.008,,3.244,,0.024,,,18.034,,,,4
2010-04-27 19:22:00,4.972,,0.0879999999999999,,121.68,,15.899,,317.058,0.007,,3.214,,0.024,,,17.974,,,,4
2010-04-27 19:23:00,4.98,,-0.215,,121.725,,15.864,,314.479,0.008,,3.124,,0.024,,,17.93,,,,4
2010-04-27 19:24:00,4.974,,-0.028,,121.634,,15.844,,317.841,0.007,,3.05,,0.0219999999999999,,,17.874,,,,4
2010-04-27 19:25:00,4.979,,0.3019999999999999,,121.639,,15.784,,315.212,0.008,,2.924,,0.024,,,17.791,,,,4
2010-04-27 19:26:00,4.982,,0.0,,121.598,,15.774,,312.206,0.006,,2.908,,0.02,,,17.768,,,,4
2010-04-27 19:27:00,4.974,,-0.0109999999999999,,121.565,,15.855,,301.504,0.008,,3.148,,0.024,,,17.766,,,,4
2010-04-27 19:28:00,4.978,,-0.099,,121.628,,15.953,,308.008,0.006,,3.14,,0.02,,,17.766,,,,4
2010-04-27 19:29:00,4.977,,-0.226,,121.614,,16.032,,315.525,0.007,,3.028,,0.0219999999999999,,,17.764,,,,4
2010-04-27 19:30:00,4.978,,0.0879999999999999,,121.618,,16.036,,310.45,0.006,,3.074,,0.016,,,17.745,,,,4
2010-04-27 19:31:00,4.976,,0.0929999999999999,,121.59,,15.976,,317.114,0.005,,2.822,,0.016,,,17.699,,,,4
2010-04-27 19:32:00,4.971,,-0.006,,121.634,,15.905,,319.449,0.003,,2.864,,0.01,,,17.667,,,,4
2010-04-27 19:33:00,4.977,,-0.133,,121.63,,15.884,,319.585,0.007,,2.78,,0.02,,,17.655,,,,4
2010-04-27 19:34:00,4.978,,0.0769999999999999,,121.654,,15.845,,321.711,0.0089999999999999,,2.954,,0.028,,,17.615,,,,4
2010-04-27 19:35:00,4.984,,-0.0769999999999999,,121.669,,15.722,,319.572,0.007,,2.708,,0.02,,,17.57,,,,4
2010-04-27 19:36:00,4.978,,0.258,,121.692,,15.634,,306.196,0.007,,2.614,,0.0179999999999999,,,17.547,,,,4
2010-04-27 19:37:00,4.983,,-0.094,,121.776,,15.502,,298.974,0.005,,2.47,,0.014,,,17.49,,,,4
2010-04-27 19:38:00,4.983,,0.341,,121.766,,15.42,,284.772,0.007,,2.494,,0.0179999999999999,,,17.43,,,,4
2010-04-27 19:39:00,4.987,,0.1479999999999999,,121.737,,15.381,,278.915,0.007,,2.632,,0.0179999999999999,,,17.356,,,,4
2010-04-27 19:40:00,4.991,,0.341,,121.764,,15.39,,282.518,0.007,,2.438,,0.016,,,17.276,,,,4
2010-04-27 19:41:00,4.981,,0.1809999999999999,,121.732,,15.418,,277.659,0.006,,2.582,,0.016,,,17.207,,,,4
2010-04-27 19:42:00,4.975,,-0.0719999999999999,,121.691,,15.478,,281.198,0.008,,2.492,,0.02,,,17.189,,,,4
2010-04-27 19:43:00,4.978,,-0.127,,121.676,,15.426,,288.257,0.007,,2.33,,0.016,,,17.118,,,,4
2010-04-27 19:44:00,4.989,,-0.066,,121.734,,15.43,,289.678,0.007,,2.326,,0.016,,,17.102,,,,4
2010-04-27 19:45:00,4.982,,-0.017,,121.734,,15.405,,286.293,0.007,,2.456,,0.0179999999999999,,,17.074,,,,4
2010-04-27 19:46:00,4.984,,0.225,,121.731,,15.297,,268.882,0.007,,2.302,,0.016,,,17.081,,,,4
2010-04-27 19:47:00,4.979,,-0.116,,121.719,,15.273,,270.54,0.008,,2.39,,0.0179999999999999,,,17.083,,,,4
2010-04-27 19:48:00,4.981,,-0.138,,121.754,,15.242,,287.613,0.007,,2.482,,0.0179999999999999,,,17.047,,,,4
2010-04-27 19:49:00,4.981,,-0.0879999999999999,,121.743,,15.223,,301.942,0.006,,2.35,,0.014,,,17.012,,,,4
2010-04-27 19:50:00,4.985,,0.159,,121.85,,15.162,,298.722,0.007,,2.396,,0.0179999999999999,,,16.982,,,,4
2010-04-27 19:51:00,4.986,,0.055,,121.888,,15.095,,312.935,0.006,,2.302,,0.014,,,16.932,,,,4
2010-04-27 19:52:00,4.988,,0.1429999999999999,,121.955,,15.099,,301.262,0.007,,2.276,,0.016,,,16.936,,,,4
2010-04-27 19:53:00,4.992,,-0.055,,121.883,,15.102,,291.612,0.0089999999999999,,2.21,,0.02,,,16.894,,,,4
2010-04-27 19:54:00,4.989,,0.264,,121.93,,15.143,,288.922,0.008,,2.614,,0.02,,,16.863,,,,4
2010-04-27 19:55:00,4.992,,0.2859999999999999,,121.888,,15.183,,299.76,0.005,,2.404,,0.012,,,16.852,,,,4
2010-04-27 19:56:00,4.996,,0.005,,121.935,,15.011,,291.609,0.006,,2.48,,0.016,,,16.773,,,,4
2010-04-27 19:57:00,4.989,,0.313,,121.896,,14.808,,282.896,0.006,,2.302,,0.014,,,16.776,,,,4
2010-04-27 19:58:00,4.992,,0.049,,121.911,,14.558,,293.855,0.0089999999999999,,2.192,,0.02,,,16.8,,,,4
2010-04-27 19:59:00,4.992,,0.2909999999999999,,121.939,,14.445,,289.085,0.007,,2.14,,0.016,,,16.813,,,,4
2010-04-27 20:00:00,4.993,,-0.2429999999999999,,121.897,,14.524,,294.863,0.006,,2.434,,0.014,,,16.819,,,,4
2010-04-27 20:01:00,4.99,,0.187,,121.967,,14.567,,297.232,0.007,,2.254,,0.016,,,16.763,,,,4
2010-04-27 20:02:00,4.994,,0.055,,122.048,,14.58,,290.615,0.005,,2.302,,0.012,,,16.693,,,,4
2010-04-27 20:03:00,4.992,,0.2089999999999999,,122.103,,14.611,,294.28,0.008,,2.338,,0.0179999999999999,,,16.662,,,,4
2010-04-27 20:04:00,4.992,,0.3519999999999999,,122.044,,14.596,,283.529,0.007,,2.312,,0.0179999999999999,,,16.608,,,,4
2010-04-27 20:05:00,4.987,,0.2419999999999999,,122.012,,14.544,,292.44,0.006,,2.306,,0.014,,,16.557,,,,4
2010-04-27 20:06:00,4.995,,0.0379999999999999,,122.049,,14.747,,300.623,0.007,,2.426,,0.0179999999999999,,,16.545,,,,4
2010-04-27 20:07:00,4.999,,0.319,,122.104,,14.778,,294.608,0.005,,2.354,,0.012,,,16.506,,,,4
2010-04-27 20:08:00,5.0,,0.335,,122.144,,14.801,,294.584,0.007,,2.252,,0.016,,,16.508,,,,4
2010-04-27 20:09:00,4.997,,-0.11,,122.18,,14.915,,299.772,0.006,,2.234,,0.014,,,16.489,,,,4
2010-04-27 20:10:00,5.005,,0.2089999999999999,,122.155,,15.018,,290.104,0.008,,2.344,,0.02,,,16.46,,,,4
2010-04-27 20:11:00,4.997,,0.137,,122.189,,14.911,,302.385,0.007,,2.258,,0.0179999999999999,,,16.419,,,,4
2010-04-27 20:12:00,4.991,,0.033,,122.122,,14.899,,293.124,0.006,,2.384,,0.014,,,16.385,,,,4
2010-04-27 20:13:00,4.999,,-0.0769999999999999,,122.121,,14.967,,297.396,0.008,,2.302,,0.0179999999999999,,,16.402,,,,4
2010-04-27 20:14:00,4.993,,-0.3579999999999999,,122.169,,15.046,,316.718,0.008,,2.356,,0.0179999999999999,,,16.367,,,,4
2010-04-27 20:15:00,4.994,,-0.281,,122.1,,15.044,,321.264,0.007,,2.45,,0.0179999999999999,,,16.303,,,,4
2010-04-27 20:16:00,4.999,,0.154,,122.156,,14.935,,301.787,0.006,,2.362,,0.014,,,16.199,,,,4
2010-04-27 20:17:00,5.009,,0.0439999999999999,,122.23,,14.93,,314.764,0.007,,2.392,,0.016,,,16.09,,,,4
2010-04-27 20:18:00,5.005,,-0.171,,122.245,,14.992,,327.93,0.008,,2.254,,0.0179999999999999,,,15.952,,,,4
2010-04-27 20:19:00,5.003,,0.187,,122.186,,15.015,,306.568,0.005,,2.272,,0.012,,,15.899,,,,4
2010-04-27 20:20:00,4.999,,-0.033,,122.174,,14.918,,305.421,0.008,,2.42,,0.0179999999999999,,,15.86,,,,4
2010-04-27 20:21:00,5.002,,0.0219999999999999,,122.194,,14.842,,321.685,0.006,,2.33,,0.012,,,15.92,,,,4
2010-04-27 20:22:00,5.002,,0.0769999999999999,,122.196,,15.35,,323.79,0.008,,2.414,,0.02,,,15.967,,,,4
2010-04-27 20:23:00,5.002,,-0.248,,122.316,,15.205,,323.874,0.008,,2.348,,0.0179999999999999,,,15.859,,,,4
2010-04-27 20:24:00,5.001,,-0.199,,122.309,,15.013,,317.881,0.01,,2.05,,0.02,,,15.741,,,,4
2010-04-27 20:25:00,5.004,,0.2089999999999999,,122.354,,14.729,,323.314,0.008,,2.216,,0.016,,,15.69,,,,4
2010-04-27 20:26:00,5.011,,0.033,,122.324,,14.416,,321.669,0.007,,2.254,,0.016,,,15.675,,,,4
2010-04-27 20:27:00,5.016,,-0.055,,122.374,,14.283,,332.347,0.007,,2.24,,0.016,,,15.688,,,,4
2010-04-27 20:28:00,5.008,,-0.254,,122.388,,14.396,,331.629,0.006,,2.252,,0.014,,,15.669,,,,4
2010-04-27 20:29:00,5.012,,-0.171,,122.372,,14.736,,324.936,0.008,,2.282,,0.0179999999999999,,,15.743,,,,4
2010-04-27 20:30:00,5.008,,-0.0439999999999999,,122.341,,14.801,,328.609,0.006,,2.05,,0.012,,,15.662,,,,4
2010-04-27 20:31:00,5.009,,0.3569999999999999,,122.268,,14.75,,316.043,0.006,,2.028,,0.012,,,15.602,,,,4
2010-04-27 20:32:00,5.004,,-0.0109999999999999,,122.346,,14.733,,330.779,0.007,,2.348,,0.0179999999999999,,,15.526,,,,4
2010-04-27 20:33:00,5.011,,0.055,,122.425,,14.807,,318.675,0.008,,2.284,,0.0179999999999999,,,15.517,,,,4
2010-04-27 20:34:00,5.004,,0.066,,122.352,,14.973,,331.265,0.007,,2.342,,0.016,,,15.496,,,,4
2010-04-27 20:35:00,5.005,,0.033,,122.437,,14.966,,318.357,0.007,,2.294,,0.014,,,15.383,,,,4
2010-04-27 20:36:00,5.015,,-0.248,,122.469,,14.911,,319.813,0.007,,2.282,,0.016,,,15.316,,,,4
2010-04-27 20:37:00,5.02,,0.28,,122.488,,14.765,,319.972,0.006,,2.164,,0.014,,,15.3,,,,4
2010-04-27 20:38:00,5.017,,0.033,,122.563,,14.833,,320.29,0.005,,2.224,,0.012,,,15.311,,,,4
2010-04-27 20:39:00,5.021,,-0.105,,122.586,,14.836,,324.938,0.008,,2.414,,0.02,,,15.297,,,,4
2010-04-27 20:40:00,5.019,,0.0599999999999999,,122.596,,14.906,,327.912,0.006,,2.224,,0.014,,,15.321,,,,4
2010-04-27 20:41:00,5.021,,-0.133,,122.623,,14.963,,326.918,0.007,,2.2,,0.016,,,15.319,,,,4
2010-04-27 20:42:00,5.029,,0.0439999999999999,,122.758,,14.762,,330.8,0.007,,2.216,,0.016,,,15.28,,,,4
2010-04-27 20:43:00,5.03,,-0.05,,122.782,,14.762,,335.013,0.007,,2.338,,0.016,,,15.269,,,,4
2010-04-27 20:44:00,4.971,,-0.193,,121.547,,14.896,,326.033,0.007,,2.282,,0.016,,,15.315,,,,4
2010-04-27 20:45:00,4.976,,-0.0769999999999999,,121.561,,15.006,,331.357,0.007,,2.128,,0.014,,,15.285,,,,4
2010-04-27 20:46:00,4.978,,0.132,,121.57,,15.049,,327.852,0.006,,2.252,,0.014,,,15.323,,,,4
2010-04-27 20:47:00,4.982,,-0.2369999999999999,,121.545,,14.893,,316.177,0.006,,2.164,,0.012,,,15.23,,,,4
2010-04-27 20:48:00,4.98,,-0.182,,121.551,,14.899,,312.498,0.007,,2.48,,0.016,,,15.199,,,,4
2010-04-27 20:49:00,4.976,,-0.121,,121.539,,14.968,,323.245,0.008,,2.434,,0.02,,,15.211,,,,4
2010-04-27 20:50:00,4.968,,-0.182,,121.337,,15.1,,321.953,0.005,,2.348,,0.012,,,15.173,,,,4
2010-04-27 20:51:00,4.967,,0.0109999999999999,,121.27,,15.029,,339.225,0.007,,2.356,,0.016,,,15.104,,,,4
2010-04-27 20:52:00,4.968,,0.132,,121.228,,14.907,,326.607,0.007,,1.96,,0.014,,,15.094,,,,4
2010-04-27 20:53:00,4.965,,0.0599999999999999,,121.358,,14.638,,318.123,0.006,,2.33,,0.012,,,15.091,,,,4
2010-04-27 20:54:00,4.968,,-0.199,,121.348,,14.587,,339.195,0.006,,2.248,,0.012,,,15.167,,,,4
2010-04-27 20:55:00,4.963,,-0.094,,121.372,,14.543,,339.698,0.0089999999999999,,2.356,,0.02,,,15.166,,,,4
2010-04-27 20:56:00,4.973,,-0.2039999999999999,,121.431,,14.604,,346.239,0.006,,2.192,,0.014,,,15.199,,,,4
2010-04-27 20:57:00,4.975,,0.1809999999999999,,121.469,,14.657,,356.703,0.008,,2.204,,0.016,,,15.16,,,,4
2010-04-27 20:58:00,4.975,,0.082,,121.494,,14.64,,333.293,0.008,,2.354,,0.0179999999999999,,,15.119,,,,4
2010-04-27 20:59:00,4.974,,0.099,,121.484,,14.611,,316.127,0.007,,2.494,,0.0179999999999999,,,15.122,,,,4
2010-04-27 21:00:00,4.986,,-0.083,,121.674,,14.643,,341.419,0.007,,2.428,,0.016,,,15.146,,,,4
2010-04-27 21:01:00,5.0,,0.049,,121.905,,14.641,,356.404,0.008,,2.206,,0.016,,,15.117,,,,4
2010-04-27 21:02:00,4.995,,0.0929999999999999,,121.965,,14.758,,356.624,0.008,,2.47,,0.02,,,15.141,,,,4
2010-04-27 21:03:00,4.997,,-0.259,,122.007,,14.862,,349.859,0.006,,2.336,,0.016,,,15.113,,,,4
2010-04-27 21:04:00,4.998,,-0.055,,122.01,,14.957,,349.862,0.006,,2.468,,0.016,,,15.176,,,,4
2010-04-27 21:05:00,4.998,,-0.3469999999999999,,122.001,,15.085,,359.068,0.003,,2.654,,0.008,,,15.252,,,,4
2010-04-27 21:06:00,5.003,,0.055,,122.066,,15.139,,340.715,0.006,,2.452,,0.014,,,15.308,,,,4
2010-04-27 21:07:00,4.972,,-0.133,,121.382,,15.205,,337.605,0.007,,2.3,,0.016,,,15.375,,,,4
2010-04-27 21:08:00,4.983,,-0.0719999999999999,,121.582,,15.314,,342.061,0.008,,2.686,,0.02,,,15.437,,,,4
2010-04-27 21:09:00,4.994,,0.033,,121.833,,15.418,,349.301,0.007,,2.582,,0.0179999999999999,,,15.52,,,,4
