measured_on,ac_current__319,ac_power__315,ac_voltage__318,ambient_temp__320,das_temp__325,dc_pos_current__317,dc_pos_voltage__316,dc_power__314,module_temp_1__321,system_id
2008-06-22 00:00:00,5.016,-0.057,120.948,18.814,19.912,0.008,1.467,0.012,18.112,4
2008-06-22 00:15:00,5.025,-0.0859999999999999,121.155,18.987,19.95,0.008,1.525,0.012,18.105,4
2008-06-22 00:30:00,5.035,-0.0739999999999999,121.369,19.074,19.944,0.008,1.614,0.0129999999999999,18.23,4
2008-06-22 00:45:00,5.036,-0.0739999999999999,121.398,18.728,19.983,0.007,1.612,0.012,17.791,4
2008-06-22 01:00:00,5.044,-0.0609999999999999,121.548,18.118,19.72,0.008,1.59,0.012,17.295,4
2008-06-22 01:15:00,5.048,-0.0589999999999999,121.64,18.107,19.431,0.008,1.636,0.012,16.954,4
2008-06-22 01:30:00,5.046,-0.0709999999999999,121.581,18.808,19.352,0.008,1.682,0.0129999999999999,16.956,4
2008-06-22 01:45:00,5.043,-0.0739999999999999,121.47,18.773,19.494,0.008,1.707,0.0129999999999999,16.699,4
2008-06-22 02:00:00,5.047,-0.069,121.546,17.955,19.403,0.008,1.638,0.0129999999999999,16.226,4
2008-06-22 02:15:00,5.047,-0.068,121.568,17.262,18.996,0.008,1.684,0.014,15.85,4
2008-06-22 02:30:00,5.045,-0.0869999999999999,121.556,17.575,18.684,0.008,1.732,0.0129999999999999,16.321,4
2008-06-22 02:45:00,5.048,-0.0869999999999999,121.587,16.923,18.513,0.008,1.743,0.014,15.69,4
2008-06-22 03:00:00,5.053,-0.0919999999999999,121.69,16.82,18.114,0.008,1.732,0.014,15.187,4
2008-06-22 03:15:00,5.051,-0.095,121.683,16.908,17.817,0.008,1.711,0.0129999999999999,14.874,4
2008-06-22 03:30:00,5.051,-0.095,121.679,17.048,17.645,0.008,1.743,0.014,14.722,4
2008-06-22 03:45:00,5.049,-0.095,121.642,16.198,17.558,0.008,1.959,0.0149999999999999,14.521,4
2008-06-22 04:00:00,5.052,-0.095,121.688,16.196,17.204,0.008,2.97,0.023,13.942,4
2008-06-22 04:15:00,5.047,-0.095,121.606,16.666,17.085,0.008,7.525,0.063,14.524,4
2008-06-22 04:30:00,5.053,-0.094,121.764,17.012,17.193,0.0149999999999999,20.106,0.329,14.818,4
2008-06-22 04:45:00,5.171,-1.245,121.965,16.397,17.312,0.032,113.568,3.779,14.405,4
2008-06-22 05:00:00,5.333,-1.139,121.301,16.928,17.314,0.068,159.741,10.799,14.048,4
2008-06-22 05:15:00,5.236,3.796,121.331,18.79,18.773,0.098,165.624,16.19,15.035,4
2008-06-22 05:30:00,5.284,10.309,121.082,19.378,21.151,0.116,205.672,23.721,16.933,4
2008-06-22 05:45:00,5.265,13.894,120.995,20.159,23.17,0.135,201.478,27.293,17.815,4
2008-06-22 06:00:00,5.249,17.967,120.891,21.183,24.883,0.1439999999999999,225.159,32.201,19.151,4
2008-06-22 06:15:00,5.255,24.209,121.688,21.834,26.382,0.1759999999999999,222.112,39.156,21.179,4
2008-06-22 06:30:00,5.14,45.071,121.58,22.851,27.583,0.26,238.72,61.747,23.611,4
2008-06-22 06:45:00,4.939,84.399,121.898,23.399,28.747,0.4139999999999999,248.195,102.774,26.005,4
2008-06-22 07:00:00,4.836,135.436,122.092,24.175,29.735,0.5929999999999999,265.847,157.704,28.755,4
2008-06-22 07:15:00,4.812,191.718,121.937,24.829,30.453,0.813,266.315,216.515,31.043,4
2008-06-22 07:30:00,4.917,248.438,122.953,25.468,31.235,1.031,267.538,275.641,33.215,4
2008-06-22 07:45:00,5.021,305.068,123.191,24.796,31.402,1.28,261.832,335.05,34.59,4
2008-06-22 08:00:00,5.119,360.771,123.056,25.71,31.268,1.505,261.539,393.629,36.303,4
2008-06-22 08:15:00,5.275,415.053,123.574,26.311,31.297,1.72,262.193,450.893,37.522,4
2008-06-22 08:30:00,5.472,466.909,123.535,26.941,31.653,1.943,260.534,506.115,39.06,4
2008-06-22 08:45:00,5.653,509.311,123.354,27.611,32.158,2.132,258.673,551.192,40.688,4
2008-06-22 09:00:00,5.855,552.35,123.147,28.247,32.696,2.308,258.628,596.955,41.824,4
2008-06-22 09:15:00,6.055,592.964,123.948,28.92,33.242,2.521,254.073,640.365,44.439,4
2008-06-22 09:30:00,6.296,640.707,124.083,29.286,33.886,2.713,254.882,691.395,45.102,4
2008-06-22 09:45:00,6.107,566.505,123.402,29.472,34.649,2.408,254.512,613.945,44.27,4
2008-06-22 10:00:00,4.75,163.353,121.059,28.916,35.054,0.746,248.697,185.619,38.223,4
2008-06-22 10:15:00,5.378,372.642,122.129,28.751,34.618,1.525,265.301,408.06,38.068,4
2008-06-22 10:30:00,7.123,776.038,125.313,30.303,34.97,3.301,253.828,838.8189999999998,48.919,4
2008-06-22 10:45:00,4.794,128.101,121.116,29.574,35.648,0.6059999999999999,245.708,148.703,40.565,4
2008-06-22 11:00:00,4.781,203.396,121.509,29.04,35.046,0.906,251.142,227.463,36.226,4
2008-06-22 11:15:00,4.928,279.26,121.815,29.129,34.659,1.208,254.71,307.969,38.698,4
2008-06-22 11:30:00,5.834,521.955,122.954,30.032,34.713,2.262,250.691,564.843,42.898,4
2008-06-22 11:45:00,6.387,650.957,123.509,30.861,35.563,2.664,264.697,704.075,47.223,4
2008-06-22 12:00:00,7.34,820.784,124.257,31.491,36.419,3.439,258.166,886.4109999999998,49.993,4
2008-06-22 12:15:00,7.356,827.2609999999999,124.929,32.759,37.842,3.605,247.834,893.23,55.051,4
2008-06-22 12:30:00,5.225,366.357,122.607,31.359,39.169,1.587,251.181,399.648,49.367,4
2008-06-22 12:45:00,4.782,130.502,121.235,30.242,38.325,0.5959999999999999,254.919,151.092,39.588,4
2008-06-22 13:00:00,4.813,105.269,121.198,29.84,36.529,0.4939999999999999,253.267,125.025,37.705,4
2008-06-22 13:15:00,4.795,123.012,121.465,29.117,34.96,0.559,257.241,143.741,35.466,4
2008-06-22 13:30:00,5.102,214.609,122.337,27.974,31.296,0.916,263.608,242.309,32.669,4
2008-06-22 13:45:00,5.561,414.493,123.42,28.925,31.687,1.719,262.993,454.815,39.367,4
2008-06-22 14:00:00,4.81,203.289,122.17,28.318,32.419,0.876,260.524,228.275,34.953,4
2008-06-22 14:15:00,5.01,288.648,122.499,28.813,32.829,1.226,258.457,318.885,36.847,4
2008-06-22 14:30:00,4.788,173.698,121.833,28.765,33.35,0.762,258.257,196.724,35.324,4
2008-06-22 14:45:00,4.826,198.638,121.879,29.02,33.751,0.8619999999999999,259.169,223.188,36.778,4
2008-06-22 15:00:00,4.949,68.548,121.118,28.738,33.815,0.3469999999999999,249.155,86.733,34.339,4
2008-06-22 15:15:00,5.036,56.888,121.08,28.547,33.251,0.308,241.819,74.36,33.006,4
2008-06-22 15:30:00,4.941,74.634,120.986,27.733,32.309,0.395,234.896,92.511,32.673,4
2008-06-22 15:45:00,4.81,139.875,121.917,26.132,31.307,0.626,258.855,162.08,32.713,4
2008-06-22 16:00:00,4.798,178.105,122.313,25.875,30.509,0.781,258.402,201.613,33.025,4
2008-06-22 16:15:00,4.795,164.296,122.045,25.821,30.028,0.7189999999999999,260.673,187.289,32.322,4
2008-06-22 16:30:00,4.81,115.987,121.422,25.54,29.463,0.529,258.807,136.741,31.107,4
2008-06-22 16:45:00,4.869,87.028,121.342,25.571,29.085,0.4089999999999999,260.417,106.631,30.268,4
2008-06-22 17:00:00,4.96,59.346,121.056,25.81,28.968,0.3039999999999999,253.961,77.235,29.487,4
2008-06-22 17:15:00,4.954,61.69,121.127,25.878,28.934,0.316,252.975,79.78499999999998,29.159,4
2008-06-22 17:30:00,4.973,61.662,121.176,25.995,28.815,0.318,250.017,79.464,29.103,4
2008-06-22 17:45:00,5.114,37.38,121.127,25.834,28.546,0.2119999999999999,255.391,54.134,28.528,4
2008-06-22 18:00:00,5.088,41.92,121.26,25.633,28.242,0.233,255.256,59.136,28.244,4
2008-06-22 18:15:00,5.135,38.068,121.449,25.522,27.967,0.2349999999999999,230.088,53.987,27.896,4
2008-06-22 18:30:00,5.247,8.679999999999998,120.644,24.861,27.392,0.099,219.811,22.004,27.214,4
2008-06-22 18:45:00,5.323,-2.952,120.604,24.474,26.69,0.0519999999999999,163.415,8.473,26.627,4
2008-06-22 19:00:00,5.108,-1.614,120.688,23.996,26.197,0.027,186.084,4.982,25.989,4
2008-06-22 19:15:00,5.039,-0.945,120.7,23.442,25.728,0.023,143.219,3.337,25.475,4
2008-06-22 19:30:00,4.984,-0.032,120.51,23.117,25.26,0.0129999999999999,13.475,0.1799999999999999,24.863,4
2008-06-22 19:45:00,4.981,-0.032,120.469,23.028,25.04,0.0089999999999999,9.216,0.0859999999999999,24.163,4
2008-06-22 20:00:00,4.971,-0.033,120.221,22.918,24.822,0.0089999999999999,4.624,0.04,23.864,4
2008-06-22 20:15:00,4.976,-0.032,120.331,23.417,24.717,0.008,2.562,0.0219999999999999,23.414,4
2008-06-22 20:30:00,4.982,-0.032,120.446,22.847,24.663,0.0089999999999999,2.017,0.017,23.173,4
2008-06-22 20:45:00,4.993,-0.032,120.707,22.468,24.381,0.0089999999999999,1.581,0.014,22.754,4
2008-06-22 21:00:00,5.002,-0.032,120.863,22.069,24.021,0.0089999999999999,1.502,0.0129999999999999,22.37,4
2008-06-22 21:15:00,5.004,-0.032,120.858,21.689,23.654,0.008,1.461,0.012,21.895,4
2008-06-22 21:30:00,5.011,-0.032,121.007,21.468,23.301,0.008,1.479,0.012,21.401,4
2008-06-22 21:45:00,5.021,-0.033,121.257,20.937,22.946,0.008,1.505,0.012,21.414,4
2008-06-22 22:00:00,5.024,-0.032,121.298,20.702,22.546,0.008,1.323,0.0109999999999999,21.203,4
2008-06-22 22:15:00,5.029,-0.032,121.408,20.378,22.209,0.008,1.273,0.01,20.656,4
2008-06-22 22:30:00,5.031,-0.032,121.388,20.225,21.878,0.008,1.189,0.0089999999999999,20.136,4
2008-06-22 22:45:00,5.036,-0.033,121.477,20.569,21.597,0.008,1.188,0.01,20.052,4
2008-06-22 23:00:00,5.041,-0.032,121.609,20.56,21.613,0.008,1.113,0.0089999999999999,19.996,4
2008-06-22 23:15:00,5.028,-0.032,121.264,20.404,21.549,0.008,1.132,0.01,19.635,4
2008-06-22 23:30:00,5.016,-0.0379999999999999,121.002,20.557,21.501,0.008,1.165,0.0089999999999999,19.761,4
2008-06-22 23:45:00,5.056,-0.069,121.834,18.684,19.345,0.008,1.28,0.01,17.902,4
