measured_on,ac_current__319,ac_power__315,ac_voltage__318,ambient_temp__320,das_battery_voltage__326,das_temp__325,dc_pos_current__317,dc_pos_voltage__316,dc_power__314,inverter_temp__324,module_temp_1__321,module_temp_2__322,module_temp_3__323,poa_irradiance__313,power_factor__327,system_id
2015-11-08 00:00:00,0.1840092999999999,2.802233,122.4411,3.240424,13.69163,1.181362,-0.0050193929999999,1.865161,-0.0082960159999999,1.040437,-0.6506056,-1.431461,-0.6123562999999999,-1.862801,0.1237234,4
2015-11-08 00:01:00,0.1840682999999999,2.774295,122.4486,3.201489,13.69164,1.181362,-0.009354324,1.756788,-0.0177245099999999,1.046911,-0.659999,-1.465456,-0.621031,-1.802709,0.1224648,4
2015-11-08 00:02:00,0.1840838999999999,2.782922,122.4085,3.0457,13.69164,1.181362,-0.007985399,1.89368,-0.01739657,1.037558,-0.7329071,-1.491494,-0.6895999999999999,-1.742618,0.1229611,4
2015-11-08 00:03:00,0.1841596,2.791651,122.4079,3.110748,13.69164,1.201698,-0.0063883189999999,1.836641,-0.01361742,1.0766,-0.6115068,-1.304134,-0.5884146999999998,-1.862792,0.1231428,4
2015-11-08 00:04:00,0.1841018,2.779572,122.3939,3.104282,13.69165,1.201698,-0.006616473,1.791011,-0.01175908,1.096741,-0.5776166999999999,-1.307068,-0.5833905,-1.802698,0.1228611,4
2015-11-08 00:05:00,0.1839983,2.765672,122.3661,3.15725,13.69165,1.218641,-0.0045630849999999,1.591376,-0.0083703409999999,1.138864,-0.4718826999999999,-1.202614,-0.4877555,-1.802696,0.1222982,4
2015-11-08 00:06:00,0.1839986,2.790924,122.439,3.268183,13.69165,1.224289,-0.009126171,1.848049,-0.01811492,1.165372,-0.3955219999999999,-1.209953,-0.4662216,-1.802695,0.1233844999999999,4
2015-11-08 00:07:00,0.1841484999999999,2.781732,122.4437,3.450069,13.69166,1.241233,-0.00319416,1.711157,-0.0045911939999999,1.194548,-0.3070446,-1.154513,-0.3625799,-1.86276,0.1227543,4
2015-11-08 00:08:00,0.1841309999999999,2.78095,122.4152,3.482828,13.69166,1.25027,-0.005932011,1.716861,-0.0084328059999999,1.20934,-0.4213049999999999,-1.319568,-0.5425119,-1.742573,0.1223812,4
2015-11-08 00:09:00,0.1840183,2.780843,122.3938,3.090163,13.69166,1.267216,-0.008669862,1.865161,-0.01625658,1.189608,-0.5738754,-1.38931,-0.6352162999999998,-1.98291,0.1220518,4
2015-11-08 00:10:00,0.1840328,2.784594,122.4113,2.764292,13.6912,1.26891,-0.004106776,1.853753,-0.006246523,1.169726,-0.6883726,-1.454126,-0.7490077,-2.16317,0.1230989,4
2015-11-08 00:11:00,0.1842659,2.778015,122.4569,2.721782,13.69078,1.284159,0.0006844628,1.67123,0.0009682112,1.174908,-0.7322813999999999,-1.471366,-0.7459978,-2.463595,0.1230984,4
2015-11-08 00:12:00,0.184182,2.78718,122.473,2.804558,13.6912,1.287548,-0.0075290909999999,1.979238,-0.0141327599999999,1.177578,-0.7397101999999999,-1.462176,-0.7216635,-2.58377,0.1231599,4
2015-11-08 00:13:00,0.184117,2.797293,122.5035,2.885298,13.69038,1.301103,-0.0088980159999999,1.910792,-0.0190519,1.188252,-0.7522257,-1.429932,-0.7580021,-2.403483,0.1235577,4
2015-11-08 00:14:00,0.1839328,2.769545,122.3546,2.867518,13.69084,1.30788,-0.003878622,1.882272,-0.0069648729999999,1.177768,-0.7706869,-1.506265,-0.7807973999999999,-2.523658,0.1218796999999999,4
2015-11-08 00:15:00,0.1839074,2.788822,122.308,2.772218,13.69091,1.30788,-0.01163587,1.785307,-0.02078531,1.170578,-0.8154046999999999,-1.461371,-0.8392340999999999,-2.583732,0.1233062,4
2015-11-08 00:16:00,0.1839109999999999,2.779952,122.3821,2.78347,13.69138,1.309763,-0.0027378509999999,1.813826,-0.0040133909999999,1.168867,-0.8467063999999999,-1.523806,-0.8741472,-2.463557,0.1224255,4
2015-11-08 00:17:00,0.1839467999999999,2.770676,122.3798,2.567563,13.69097,1.328592,-0.005247548,1.927903,-0.01336756,1.168289,-0.9143364,-1.636343,-0.91217,-2.763971,0.1223265999999999,4
2015-11-08 00:18:00,0.183959,2.784951,122.3516,2.490743,13.69098,1.330475,-0.004106776,1.899384,-0.0069336409999999,1.144278,-0.9976776,-1.692332,-0.9825107,-2.703888,0.1231040999999999,4
2015-11-08 00:19:00,0.1838186,2.786024,122.3487,2.397607,13.69102,1.330475,-0.0063883189999999,1.870865,-0.01108758,1.129888,-1.135708,-1.806709,-1.104641,-2.763992,0.123611,4
2015-11-08 00:20:00,0.1838246,2.767644,122.352,2.552146,13.69149,1.330475,-0.001825234,1.705453,-0.001108758,1.140678,-1.158823,-1.821174,-1.113305,-3.18459,0.12246,4
2015-11-08 00:21:00,0.1839356,2.775434,122.3554,2.434926,13.69152,1.333864,-0.004334931,1.808122,-0.0088232139999999,1.139754,-1.234889,-1.850307,-1.240673,-3.244642,0.1233146,4
2015-11-08 00:22:00,0.1841356,2.775735,122.447,2.450107,13.69153,1.333864,-0.004791239,1.665526,-0.008885679,1.133997,-1.288398,-1.818502,-1.239976,-3.424908,0.1230431,4
2015-11-08 00:23:00,0.1841213999999999,2.805238,122.4042,2.593111,13.69155,1.333864,-0.0050193929999999,1.716861,-0.00854212,1.13687,-1.352065,-1.814227,-1.272554,-3.66527,0.1224731,4
2015-11-08 00:24:00,0.1840048,2.784011,122.3887,2.560127,13.69156,1.330475,-0.0150581799999999,1.768195,-0.0287027699999999,1.138515,-1.448017,-1.883498,-1.387294,-3.785462,0.1228836,4
2015-11-08 00:25:00,0.1839819,2.7997,122.4054,2.4287,13.69157,1.330475,-0.002053388,1.608487,-0.003997775,1.132041,-1.558656,-1.917518,-1.52756,-3.725415,0.1241466,4
2015-11-08 00:26:00,0.1839196999999999,2.777537,122.4046,2.419287,13.69158,1.330475,-0.0068446269999999,1.751084,-0.01194648,1.118379,-1.599802,-1.948554,-1.579554,-3.845581,0.1230633,4
2015-11-08 00:27:00,0.1839048,2.78651,122.4001,2.339804,13.69159,1.330475,-0.0070727819999999,1.785307,-0.01239935,1.111192,-1.622145,-1.913724,-1.677844,-3.78548,0.1232801,4
2015-11-08 00:28:00,0.1839955,2.771008,122.4207,2.201821,13.69137,1.330475,-0.007757245,1.89368,-0.01382043,1.098964,-1.668428,-1.821807,-1.772606,-3.965724,0.1232264,4
2015-11-08 00:29:00,0.1839417999999999,2.776291,122.426,2.336325,13.69115,1.324826,-0.003422314,1.762491,-0.006027895,1.093314,-1.669036,-1.783342,-1.663254,-3.845533,0.1232263,4
2015-11-08 00:30:00,0.1839330999999999,2.779343,122.4362,2.411852,13.69121,1.30788,-0.008669862,1.768195,-0.01496042,1.079958,-1.701989,-1.718628,-1.828605,-4.025784,0.1228306,4
2015-11-08 00:31:00,0.1840235,2.789829,122.5277,2.237773,13.69125,1.30788,-0.01437372,1.836641,-0.0245176,1.085713,-1.716449,-1.722962,-1.919781,-4.025778,0.1227099,4
2015-11-08 00:32:00,0.1841818,2.775157,122.5482,2.151807,13.69131,1.30788,-0.009354324,1.67123,-0.01622534,1.105847,-1.65868,-1.574056,-1.973452,-4.266121,0.1226393,4
2015-11-08 00:33:00,0.1841865,2.786243,122.4889,1.733056,13.69134,1.306186,-0.0104951,1.899384,-0.0193486,1.094797,-1.726991,-1.60691,-2.046161,-4.626638,0.122323,4
2015-11-08 00:34:00,0.1840178,2.807727,122.4673,1.724542,13.69184,1.287548,-0.0098106329999999,1.825234,-0.0171779399999999,1.067523,-1.775349,-1.68998,-1.998988,-4.686731,0.1231762,4
2015-11-08 00:35:00,0.1836393,2.782734,122.3585,2.037323,13.69186,1.285854,-0.002509697,1.562857,-0.0046380429999999,1.073023,-1.745923,-1.660561,-2.016598,-4.746821,0.1232524,4
2015-11-08 00:36:00,0.1837767999999999,2.767184,122.3261,2.346882,13.69328,1.26891,-0.007985399,1.836641,-0.0140702899999999,1.108594,-1.58123,-1.491563,-1.906076,-4.806942,0.1232232999999999,4
2015-11-08 00:37:00,0.183704,2.777404,122.3114,3.027326,13.69467,1.267216,-0.006616473,1.751084,-0.01343002,1.220537,-1.256863,-1.439002,-1.512035,-4.686781,0.1230058,4
2015-11-08 00:38:00,0.1837930999999999,2.792949,122.3275,3.213443,13.69425,1.267216,-0.0104951,1.905088,-0.0214411899999999,1.291727,-1.044485,-1.293032,-1.272801,-4.626734,0.1236284,4
2015-11-08 00:39:00,0.1838505,2.782647,122.3804,3.536263,13.69609,1.244621,-0.0027378509999999,1.67123,-0.0040602399999999,1.371953,-0.9436803,-1.187117,-1.246372,-4.686831,0.1230072,4
2015-11-08 00:40:00,0.1838524,2.799208,122.406,3.653747,13.69704,1.244621,-0.004791239,1.648414,-0.0072772,1.475474,-0.8498206,-1.077314,-1.11416,-4.506602,0.1238896,4
2015-11-08 00:41:00,0.1840305,2.794966,122.4754,3.729632,13.69704,1.241233,-0.008898015,1.830938,-0.01685,1.508747,-0.9023254,-1.080721,-1.051103,-4.626781,0.1235535,4
2015-11-08 00:42:00,0.184147,2.792123,122.4641,3.459136,13.69707,1.224289,-0.0068446269999999,1.728268,-0.01299277,1.534232,-0.9317101,-0.9736002,-1.193221,-4.506584,0.1233873999999999,4
