measured_on,ac_current__319,ac_power__315,ac_voltage__318,ambient_temp__320,das_temp__325,dc_pos_current__317,dc_pos_voltage__316,dc_power__314,module_temp_1__321,system_id
2008-07-13 00:00:00,5.023,-0.0909999999999999,121.298,17.102,18.979,0.007,1.2,0.0089999999999999,16.677,4
2008-07-13 00:15:00,5.024,-0.094,121.336,16.877,18.638,0.007,1.169,0.0089999999999999,16.41,4
2008-07-13 00:30:00,5.003,-0.095,120.867,17.393,18.496,0.008,1.141,0.0089999999999999,16.548,4
2008-07-13 00:45:00,4.99,-0.095,120.584,16.846,18.421,0.007,1.127,0.008,16.01,4
2008-07-13 01:00:00,5.0,-0.094,120.83,16.233,18.149,0.008,1.114,0.008,15.633,4
2008-07-13 01:15:00,5.037,-0.094,121.672,16.85,17.934,0.008,1.151,0.0089999999999999,15.785,4
2008-07-13 01:30:00,5.042,-0.0909999999999999,121.727,16.598,17.882,0.007,1.248,0.0089999999999999,15.663,4
2008-07-13 01:45:00,5.042,-0.0909999999999999,121.738,16.116,17.735,0.007,1.119,0.008,15.346,4
2008-07-13 02:00:00,5.047,-0.0899999999999999,121.835,15.94,17.531,0.007,1.197,0.0089999999999999,15.118,4
2008-07-13 02:15:00,5.047,-0.0869999999999999,121.838,16.341,17.445,0.007,1.193,0.0089999999999999,15.4,4
2008-07-13 02:30:00,5.039,-0.0889999999999999,121.626,15.973,17.396,0.007,1.229,0.008,15.289,4
2008-07-13 02:45:00,5.019,-0.094,121.203,15.854,17.286,0.007,1.173,0.008,15.256,4
2008-07-13 03:00:00,5.018,-0.094,121.193,16.026,17.151,0.007,1.149,0.008,15.252,4
2008-07-13 03:15:00,5.019,-0.094,121.209,15.878,17.134,0.007,1.21,0.0089999999999999,14.911,4
2008-07-13 03:30:00,5.019,-0.095,121.227,15.952,17.034,0.007,1.081,0.008,14.861,4
2008-07-13 03:45:00,5.021,-0.095,121.23,15.829,16.995,0.007,1.256,0.0089999999999999,14.847,4
2008-07-13 04:00:00,5.017,-0.095,121.168,15.59,16.925,0.007,1.613,0.012,14.879,4
2008-07-13 04:15:00,5.015,-0.095,121.161,14.988,16.714,0.008,3.51,0.0259999999999999,14.372,4
2008-07-13 04:30:00,5.026,-0.094,121.412,14.692,16.437,0.0089999999999999,9.163,0.083,13.966,4
2008-07-13 04:45:00,5.034,-0.081,121.676,14.769,16.172,0.0179999999999999,29.959,0.6019999999999999,14.06,4
2008-07-13 05:00:00,5.285,-2.166,121.842,14.868,16.124,0.0429999999999999,145.384,6.277,14.23,4
2008-07-13 05:15:00,5.274,1.013,121.765,15.182,16.418,0.082,158.522,12.979,14.294,4
2008-07-13 05:30:00,5.253,7.562999999999999,121.798,15.586,17.648,0.11,189.15,20.847,14.743,4
2008-07-13 05:45:00,5.3,14.667,121.841,16.444,19.267,0.134,210.966,28.353,15.687,4
2008-07-13 06:00:00,5.273,18.878,121.793,16.96,20.86,0.1499999999999999,220.907,33.057,17.078,4
2008-07-13 06:15:00,5.247,25.135,121.843,17.762,22.088,0.1759999999999999,227.264,40.092,18.712,4
2008-07-13 06:30:00,5.133,41.706,121.639,18.721,23.151,0.254,227.416,57.817,20.321,4
2008-07-13 06:45:00,4.966,76.587,121.522,19.077,24.26,0.3689999999999999,259.552,95.337,22.28,4
2008-07-13 07:00:00,4.832,126.363,121.855,20.275,25.329,0.549,269.723,147.915,24.619,4
2008-07-13 07:15:00,4.804,178.789,122.014,20.904,26.523,0.763,265.066,202.437,27.233,4
2008-07-13 07:30:00,4.86,235.174,122.106,20.912,27.366,0.979,267.098,261.635,28.941,4
2008-07-13 07:45:00,4.979,292.491,122.469,21.284,27.492,1.212,265.106,321.313,30.895,4
2008-07-13 08:00:00,5.123,348.412,123.32,21.618,27.151,1.427,266.81,380.703,32.571,4
2008-07-13 08:15:00,5.229,401.616,123.268,21.814,27.252,1.669,261.844,437.039,33.904,4
2008-07-13 08:30:00,5.408,453.227,123.322,22.474,27.575,1.871,262.64,491.114,35.808,4
2008-07-13 08:45:00,5.604,500.346,123.301,22.774,28.013,2.085,259.682,541.289,37.346,4
2008-07-13 09:00:00,5.805,543.572,123.258,23.212,28.448,2.28,257.602,587.22,38.875,4
2008-07-13 09:15:00,6.012,585.505,123.151,23.689,28.951,2.461,257.193,632.774,39.802,4
2008-07-13 09:30:00,6.218,625.293,123.865,23.891,29.467,2.629,256.857,675.062,40.116,4
2008-07-13 09:45:00,6.384,655.849,124.018,24.508,29.972,2.765,256.129,708.068,41.739,4
2008-07-13 10:00:00,6.548,684.974,124.041,25.036,30.527,2.898,255.077,739.033,43.27,4
2008-07-13 10:15:00,6.689,710.213,124.084,25.526,31.101,3.013,254.188,765.8719999999998,44.63,4
