measured_on,ac_energy_inv_14538,ac_other_meter_1864,ac_other_meter_1864_2,ac_other_meter_1864_3,ac_power_meter_1864,ac_power_meter_1864_2,ac_power_meter_1864_3,ac_power_meter_1864_4,ac_power_meter_1864_5,ac_power_other_meter_1864,ac_power_other_meter_1864_2,ac_power_other_meter_1864_3,ac_power_other_meter_1864_4,ac_voltage_other_meter_1864,ac_voltage_other_meter_1864_2,ac_voltage_other_meter_1864_3,ac_voltage_other_meter_1864_4,ac_voltage_other_meter_1864_5,ac_voltage_other_meter_1864_6,battery_a_avg__82673,battery_v_min__82672,chgsource_min__82676,chgstate_min__82675,ckbatt_max__82677,cr1000temp_c_avg__82591,dooropen_min__82592,irradiance_ghi_o_2202,irradiance_poa_o_2203,irradiance_poa_o_2204,irradiance_poa_o_2206,load_a_avg__82674,qloss_ah_max__82678,rtd_c_avg_10__82688,rtd_c_avg_1__82679,rtd_c_avg_2__82680,rtd_c_avg_3__82681,rtd_c_avg_4__82682,rtd_c_avg_5__82683,rtd_c_avg_6__82684,rtd_c_avg_7__82685,rtd_c_avg_8__82686,rtd_c_avg_9__82687,shuntcurrent_a_avg_1__82644,shuntcurrent_a_avg_2__82645,shuntcurrent_a_avg_3__82646,shuntcurrent_a_avg_4__82647,shuntcurrent_a_avg_5__82648,shuntcurrent_a_avg_6__82649,shuntcurrent_a_avg_7__82650,shuntetot_kwh_max_1__82658,shuntetot_kwh_max_2__82659,shuntetot_kwh_max_3__82660,shuntetot_kwh_max_4__82661,shuntetot_kwh_max_5__82662,shuntetot_kwh_max_6__82663,shuntetot_kwh_max_7__82664,shuntpdc_kw_avg_1__82651,shuntpdc_kw_avg_2__82652,shuntpdc_kw_avg_3__82653,shuntpdc_kw_avg_4__82654,shuntpdc_kw_avg_5__82655,shuntpdc_kw_avg_6__82656,shuntpdc_kw_avg_7__82657,system_other_inv_14538,system_other_inv_14538_10,system_other_inv_14538_11,system_other_inv_14538_3,system_other_inv_14538_5,system_other_inv_14538_7,system_other_inv_14538_8,system_other_inv_14538_9,system_other_meter_1864,system_other_meter_1864_2,system_other_meter_1864_3,temperature_ambient_o_2205,temperature_ambient_o_2206,temperature_inverter_inv_14538,temperature_module_o_2206,wind_direction_o_2206,wind_other_o_2206,wind_other_o_2206_2,wind_other_o_2206_3,wind_other_o_2206_4,wind_speed_o_2206,wind_speed_o_2206_2,system_id
2016-06-30 00:00:00,-2147484000.0,74.7,59.9,60.0,41836.0,609.0,129723.0,1404241.0,0.0,1.0,0.0,0.0,0.0,0.979,274.0,0.748,274.0,0.921,274.9,0.018,13.76,2.0,3.0,0.0,17.23,0.0,-0.0429999999999999,-0.026,0.4829999999999999,-0.0379999999999999,0.215,0.0,27.81,13.72,14.22,13.64,13.93,14.29,16.45,13.61,13.98,13.79,0.005,0.005,0.0069999999999999,0.0069999999999999,0.012,0.008,0.01,47725.0,48445.0,47959.0,47813.0,48737.0,46323.0,42090.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-7999.0,0.54,-7999.0,-7999.0,-7999.0,-7999.0,-7999.0,-7999.0,0.0,0.0,0.0,17.32,16.56,-7999.0,13.15,152.4,10.31,2.0,3.531,-1.0,0.392,0.5,4902
2016-06-30 00:01:00,-2147484000.0,74.7,59.9,60.0,41836.0,609.0,129723.0,1404241.0,0.0,1.0,0.0,0.0,0.0,0.979,274.0,0.748,274.0,0.921,274.0,0.018,13.76,2.0,3.0,0.0,17.21,0.0,-0.0429999999999999,-0.027,0.4859999999999999,-0.037,0.215,0.0,27.81,13.64,14.19,13.62,13.93,14.2,16.27,13.54,13.96,13.75,0.004,0.006,0.006,0.008,0.011,0.0069999999999999,0.01,47725.0,48445.0,47959.0,47813.0,48737.0,46323.0,42090.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-7999.0,0.54,-7999.0,-7999.0,-7999.0,-7999.0,-7999.0,-7999.0,0.0,0.0,0.0,17.33,16.56,-7999.0,13.11,177.0,7.655,2.0,3.531,-1.0,0.503,0.6999999999999998,4902
2016-06-30 00:02:00,-2147484000.0,74.7,59.9,60.0,41836.0,609.0,129723.0,1404241.0,0.0,1.0,0.0,0.0,0.0,0.979,274.0,0.748,274.0,0.921,274.0,0.018,13.76,2.0,3.0,0.0,17.19,0.0,-0.0409999999999999,-0.025,0.4829999999999999,-0.037,0.215,0.0,27.79,13.68,14.13,13.54,13.9,14.26,16.22,13.47,13.93,13.75,0.004,0.006,0.0069999999999999,0.008,0.011,0.008,0.009,47725.0,48445.0,47959.0,47813.0,48737.0,46323.0,42090.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-7999.0,0.54,-7999.0,-7999.0,-7999.0,-7999.0,-7999.0,-7999.0,0.0,0.0,0.0,17.48,16.66,-7999.0,13.07,191.4,12.2,2.0,3.531,-1.0,0.28,0.4,4902
2016-06-30 00:03:00,-2147484000.0,74.7,59.9,60.0,41836.0,609.0,129723.0,1404241.0,0.0,1.0,0.0,0.0,0.0,0.979,274.8,0.748,274.8,0.921,274.8,0.018,13.76,2.0,3.0,0.0,17.17,0.0,-0.0409999999999999,-0.024,0.456,-0.037,0.215,0.0,27.71,13.72,14.13,13.52,13.85,14.15,16.06,13.44,13.93,13.65,0.004,0.006,0.006,0.008,0.012,0.008,0.009,47725.0,48445.0,47959.0,47813.0,48737.0,46323.0,42090.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-7999.0,0.54,-7999.0,-7999.0,-7999.0,-7999.0,-7999.0,-7999.0,0.0,0.0,0.0,17.57,16.81,-7999.0,13.09,104.1,55.34,2.0,3.531,-1.0,0.335,0.5,4902
2016-06-30 00:04:00,-2147484000.0,74.7,59.9,60.0,41836.0,609.0,129723.0,1404241.0,0.0,1.0,0.0,0.0,0.0,0.979,275.0,0.748,275.0,0.921,275.0,0.018,13.76,2.0,3.0,0.0,17.15,0.0,-0.0409999999999999,-0.024,0.46,-0.037,0.215,0.0,27.69,13.72,14.09,13.54,13.83,14.14,16.23,13.44,13.93,13.65,0.004,0.005,0.0069999999999999,0.008,0.012,0.008,0.01,47725.0,48445.0,47959.0,47813.0,48737.0,46323.0,42090.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-7999.0,0.54,-7999.0,-7999.0,-7999.0,-7999.0,-7999.0,-7999.0,0.0,0.0,0.0,17.58,16.78,-7999.0,13.1,82.2,21.23,2.0,3.531,-1.0,0.375,0.5,4902
2016-06-30 00:05:00,-2147484000.0,74.7,59.9,60.0,41836.0,609.0,129723.0,1404241.0,0.0,1.0,0.0,0.0,0.0,0.979,275.0,0.748,275.0,0.921,275.0,0.017,13.75,2.0,3.0,0.0,17.13,0.0,-0.0409999999999999,-0.027,0.466,-0.0379999999999999,0.215,0.0,27.61,13.79,14.06,13.52,13.83,14.09,16.24,13.42,13.83,13.63,0.004,0.005,0.0069999999999999,0.008,0.012,0.008,0.009,47725.0,48445.0,47959.0,47813.0,48737.0,46323.0,42090.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-7999.0,0.54,-7999.0,-7999.0,-7999.0,-7999.0,-7999.0,-7999.0,0.0,0.0,0.0,17.65,16.84,-7999.0,13.12,124.8,32.59,2.0,3.531,-1.0,0.2969999999999999,0.6999999999999998,4902
2016-06-30 00:06:00,-2147484000.0,74.7,59.9,60.0,41836.0,609.0,129723.0,1404241.0,0.0,1.0,0.0,0.0,0.0,0.979,275.0,0.748,275.0,0.921,275.0,0.017,13.75,2.0,3.0,0.0,17.11,0.0,-0.0409999999999999,-0.027,0.445,-0.0379999999999999,0.215,0.0,27.61,13.82,14.03,13.44,13.83,14.03,16.26,13.34,13.83,13.58,0.004,0.005,0.006,0.0069999999999999,0.012,0.009,0.009,47725.0,48445.0,47959.0,47813.0,48737.0,46323.0,42090.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-7999.0,0.54,-7999.0,-7999.0,-7999.0,-7999.0,-7999.0,-7999.0,0.0,0.0,0.0,17.71,16.97,-7999.0,13.16,48.07,22.67,2.0,3.53,-1.0,0.547,1.2,4902
2016-06-30 00:07:00,-2147484000.0,74.7,59.9,60.0,41836.0,609.0,129723.0,1404241.0,0.0,1.0,0.0,0.0,0.0,0.979,275.0,0.748,275.0,0.921,275.0,0.017,13.75,2.0,3.0,0.0,17.09,0.0,-0.0409999999999999,-0.027,0.4539999999999999,-0.037,0.215,0.0,27.61,13.77,14.03,13.44,13.76,14.05,16.18,13.33,13.83,13.58,0.004,0.0069999999999999,0.0069999999999999,0.0069999999999999,0.012,0.0069999999999999,0.008,47725.0,48445.0,47959.0,47813.0,48737.0,46323.0,42090.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-7999.0,0.54,-7999.0,-7999.0,-7999.0,-7999.0,-7999.0,-7999.0,0.0,0.0,0.0,17.66,16.95,-7999.0,13.17,350.1,27.58,2.0,3.531,-1.0,0.5949999999999999,1.4,4902
2016-06-30 00:08:00,-2147484000.0,74.7,59.9,60.0,41836.0,609.0,129723.0,1404241.0,0.0,1.0,0.0,0.0,0.0,0.979,275.0,0.748,275.0,0.921,275.0,0.017,13.76,2.0,3.0,0.0,17.07,0.0,-0.0409999999999999,-0.027,0.481,-0.0379999999999999,0.215,0.0,27.53,13.74,13.99,13.39,13.73,14.01,16.27,13.26,13.82,13.6,0.004,0.005,0.0069999999999999,0.008,0.013,0.008,0.01,47725.0,48445.0,47959.0,47813.0,48737.0,46323.0,42090.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-7999.0,0.54,-7999.0,-7999.0,-7999.0,-7999.0,-7999.0,-7999.0,0.0,0.0,0.0,17.64,16.98,-7999.0,13.18,259.6,40.79,2.0,3.531,-1.0,0.403,0.8,4902
2016-06-30 00:09:00,-2147484000.0,74.7,59.9,60.0,41836.0,609.0,129723.0,1404241.0,0.0,1.0,0.0,0.0,0.0,0.979,275.0,0.748,275.0,0.921,275.0,0.017,13.75,2.0,3.0,0.0,17.05,0.0,-0.0409999999999999,-0.027,0.4639999999999999,-0.0379999999999999,0.215,0.0,27.52,13.72,14.01,13.36,13.73,14.06,16.36,13.26,13.88,13.65,0.003,0.006,0.006,0.0069999999999999,0.012,0.008,0.009,47725.0,48445.0,47959.0,47813.0,48737.0,46323.0,42090.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-7999.0,0.54,-7999.0,-7999.0,-7999.0,-7999.0,-7999.0,-7999.0,0.0,0.0,0.0,17.67,16.93,-7999.0,13.18,310.5,18.74,2.0,3.531,-1.0,0.4829999999999999,1.6,4902
