measured_on,ac_current__251,ac_current__319,ac_power__247,ac_power__315,ac_voltage__250,ac_voltage__318,ambient_temp__252,ambient_temp__320,das_battery_voltage__326,das_temp__325,dc_pos_current__249,dc_pos_current__317,dc_pos_voltage__248,dc_pos_voltage__316,dc_power__246,dc_power__314,inverter_temp__256,inverter_temp__324,module_temp_1__253,module_temp_1__321,module_temp_2__254,module_temp_2__322,module_temp_3__255,module_temp_3__323,module_temp_4__257,module_temp_5__258,module_temp_6__259,module_temp_7__260,poa_irradiance__245,power_factor__327,system_id
2011-05-31 05:43:00,,0.5871,,19.2664,,122.8777,,9.9921,13.4776,12.5885,,0.1383,,210.8738,,29.1631,,14.0048,,7.3181,,7.538999999999999,,7.3686,,,,,,0.2685,4
2011-05-31 05:44:00,,0.5848999999999999,,19.6104,,122.8657,,10.5364,13.4771,12.6817,,0.1408,,210.8112,,29.6868,,14.2274,,7.4336,,7.6189,,7.5011,,,,,,0.2732999999999999,4
2011-05-31 05:45:00,,0.5779999999999998,,19.6964,,122.8486,,11.098,13.4741,12.7708,,0.1414999999999999,,210.5321,,29.7875,,14.5459,,7.5357,,7.6834,,7.5627,,,,,,0.2798999999999999,4
2011-05-31 05:46:00,,0.5696,,19.5459,,122.7905,,11.4862,13.4741,12.87,,0.1439999999999999,,210.5435,,30.3177,,14.8409,,7.636599999999999,,7.8361,,7.611799999999999,,,,,,0.2858,4
2011-05-31 05:47:00,,0.5672,,19.7179,,122.7649,,11.6604,13.4725,12.9773,,0.1421999999999999,,210.6517,,29.9478,,15.1087,,7.673199999999999,,7.7634,,7.5909,,,,,,0.2902,4
2011-05-31 05:48:00,,0.5651,,19.4599,,122.8401,,12.099,13.4706,13.0925,,0.1489999999999999,,210.8795,,31.4238,,15.3738,,7.7222,,7.8223,,7.6086,,,,,,0.2927,4
2011-05-31 05:49:00,,0.5617999999999999,,20.062,,122.8008,,12.2877,13.4672,13.2115,,0.1454,,210.777,,30.6408,,15.6026,,7.8562,,7.9782,,7.697899999999998,,,,,,0.2992,4
2011-05-31 05:50:00,,0.5523,,20.234,,122.7734,,12.4546,13.4626,13.3386,,0.1378,,210.7827,,29.0538,,15.8437,,7.947,,8.0328,,7.7525,,,,,,0.3049999999999999,4
2011-05-31 05:51:00,,0.5724,,20.7285,,122.6606,,12.6928,13.4625,13.4704,,0.1524,,210.7827,,32.1297,,16.1578,,7.9893,,8.0716,,7.7253,,,,,,0.2968,4
2011-05-31 05:52:00,,0.5656999999999999,,20.75,,122.7324,,12.1562,13.4584,13.6025,,0.1532999999999999,,211.5061,,32.4261,,16.3911,,7.9881,,8.0888,,7.7575,,,,,,0.3054,4
2011-05-31 05:53:00,,0.5856,,21.9542,,122.6504,,11.4342,13.4555,13.7375,,0.1454,,235.6574,,34.2294,,16.4333,,7.9699,,8.1125,,7.7868,,,,,,0.3095999999999999,4
2011-05-31 05:54:00,,0.5834,,19.3309,,122.6521,,11.081,13.4518,13.8682,,0.1114,,269.9762,,29.9607,,16.5095,,8.0403,,8.209799999999998,,7.9296,,,,,,0.2748999999999999,4
2011-05-31 05:55:00,,0.5826,,21.5886,,122.6829,,10.761,13.4513,14.0047,,0.1312,,260.9935,,34.1279,,16.5407,,8.1415,,8.2897,,8.0705,,,,,,0.3054,4
2011-05-31 05:56:00,,0.5903,,23.2228,,122.6709,,10.7279,13.4497,14.1178,,0.1507999999999999,,229.4088,,34.5385,,16.6442,,8.189199999999998,,8.302699999999998,,8.1843,,,,,,0.3251,4
2011-05-31 05:57:00,,0.5877999999999999,,23.0723,,122.6658,,10.9344,13.4466,14.225,,0.1527,,224.1172,,34.212,,16.9084,,8.186899999999998,,8.3068,,8.2451,,,,,,0.3224,4
2011-05-31 05:58:00,,0.5867,,23.4164,,122.6111,,11.3073,13.4451,14.3304,,0.1555999999999999,,223.8893,,34.844,,17.1581,,8.214299999999998,,8.3476,,8.294399999999998,,,,,,0.3294,4
2011-05-31 05:59:00,,0.5791,,23.8679,,122.5154,,11.8432,13.4421,14.4437,,0.1577,,224.1855,,35.3463,,17.4755,,8.2391,,8.3922,,8.2781,,,,,,0.34,4
2011-05-31 06:00:00,,0.5633,,24.3625,,122.5034,,12.299,13.4392,14.5618,,0.159,,223.9292,,35.6125,,17.8148,,8.2651,,8.4005,,8.2934,,,,,,0.3594999999999999,4
2011-05-31 06:01:00,,0.5726,,24.685,,122.5547,,12.3266,13.4381,14.6815,,0.1676999999999999,,224.0659,,37.5753,,18.1612,,8.3083,,8.422499999999998,,8.2991,,,,,,0.3589999999999999,4
2011-05-31 06:02:00,,0.572,,25.7817,,122.7461,,12.2149,13.4343,14.8099,,0.1661,,223.9235,,37.1947,,18.4422,,8.3442,,8.4718,,8.3442,,,,,,0.3716999999999999,4
2011-05-31 06:03:00,,0.5617999999999999,,26.2332,,122.7444,,12.2618,13.4319,14.9383,,0.1693,,223.8438,,37.8975,,18.6801,,8.3906,,8.5473,,8.4495,,,,,,0.3876999999999999,4
2011-05-31 06:04:00,,0.5609,,26.6203,,122.676,,12.311,13.4281,15.0711,,0.1701999999999999,,224.0203,,38.1278,,18.9062,,8.4635,,8.6555,,8.563399999999998,,,,,,0.3936,4
2011-05-31 06:05:00,,0.5637999999999999,,26.8998,,122.6179,,12.4104,13.4275,15.2002,,0.1719999999999999,,224.1001,,38.5481,,19.1114,,8.5199,,8.719699999999998,,8.559599999999998,,,,,,0.401,4
2011-05-31 06:06:00,,0.5628999999999998,,27.7814,,122.6231,,12.506,13.4256,15.3341,,0.1761,,223.9007,,39.435,,19.2942,,8.569,,8.7872,,8.6172,,,,,,0.4088,4
2011-05-31 06:07:00,,0.5626999999999999,,28.663,,122.6624,,12.6163,13.4232,15.4593,,0.1893,,224.2311,,42.454,,19.5863,,8.627,,8.8077,,8.650399999999998,,,,,,0.4195999999999999,4
2011-05-31 06:08:00,,0.5625,,29.3511,,122.6658,,12.9387,13.4208,15.5892,,0.1898,,224.0146,,42.5182,,19.9222,,8.773799999999998,,8.933899999999998,,8.7002,,,,,,0.4353,4
2011-05-31 06:09:00,,0.5612,,30.5122,,122.6179,,13.1026,13.4167,15.7255,,0.1973,,223.9976,,44.1955,,20.2123,,8.8079,,9.043,,8.7902,,,,,,0.4551,4
2011-05-31 06:10:00,,0.5633,,31.4368,,122.5257,,12.9841,13.4147,15.8642,,0.2066999999999999,,224.0488,,46.302,,20.5207,,8.932399999999998,,9.1242,,8.8715,,,,,,0.4707,4
2011-05-31 06:11:00,,0.5614,,33.0495,,122.4214,,13.3863,13.412,15.9992,,0.2122999999999999,,224.2083,,47.6089,,20.8073,,9.0211,,9.2384,,8.9326,,,,,,0.4863,4
2011-05-31 06:12:00,,0.5614,,33.9526,,122.418,,13.3592,13.4096,16.1338,,0.216,,223.8324,,48.3488,,21.0877,,9.0962,,9.2646,,9.005599999999998,,,,,,0.5063999999999999,4
2011-05-31 06:13:00,,0.5628999999999998,,35.5869,,122.3821,,13.2279,13.4059,16.2745,,0.2243999999999999,,224.214,,50.3172,,21.3271,,9.1886,,9.4079,,9.1277,,,,,,0.5262999999999999,4
2011-05-31 06:14:00,,0.5692,,37.3501,,122.3257,,13.2029,13.4049,16.4091,,0.2298999999999999,,223.8609,,51.464,,21.4195,,9.3732,,9.6066,,9.3407,,,,,,0.543,4
2011-05-31 06:15:00,,0.5785,,38.9628,,122.3001,,13.0966,13.4036,16.552,,0.2445,,224.3051,,54.8381,,21.485,,9.533,,9.796,,9.5097,,,,,,0.5591,4
2011-05-31 06:16:00,,0.5867,,40.5755,,122.3343,,13.1257,13.4003,16.7032,,0.2567999999999999,,223.7469,,57.457,,21.6437,,9.7187,,10.0311,,9.6812,,,,,,0.5742,4
2011-05-31 06:17:00,,0.5983,,42.5967,,122.4043,,12.8287,13.3985,16.8336,,0.2626999999999999,,224.0716,,58.8641,,21.6024,,9.892,,10.2262,,9.8673,,,,,,0.5864,4
2011-05-31 06:18:00,,0.6089,,44.0589,,122.3257,,12.6024,13.3948,16.9562,,0.2667999999999999,,223.9577,,59.7525,,21.5088,,10.0498,,10.4171,,10.0329,,,,,,0.6025,4
2011-05-31 06:19:00,,0.6135,,45.7791,,122.3684,,12.5946,13.3938,17.0761,,0.2775,,223.7754,,62.1006,,21.453,,10.199,,10.6205,,10.194,,,,,,0.6159,4
2011-05-31 06:20:00,,0.6167,,47.7573,,122.3343,,12.7832,13.3933,17.188,,0.2837,,224.0602,,63.5574,,21.5341,,10.3301,,10.786,,10.3336,,,,,,0.6351,4
2011-05-31 06:21:00,,0.6269,,49.5421,,122.3257,,12.6417,13.3901,17.2994,,0.2979999999999999,,223.8039,,66.6985,,21.5589,,10.4261,,10.906,,10.4621,,,,,,0.6537,4
2011-05-31 06:22:00,,0.6327,,51.6063,,122.2676,,12.6268,13.3883,17.4058,,0.3078,,223.6102,,68.8335,,21.7119,,10.5278,,11.0463,,10.5863,,,,,,0.6716999999999999,4
2011-05-31 06:23:00,,0.6427,,53.52,,122.2215,,12.5134,13.386,17.5114,,0.3150999999999999,,223.9178,,70.559,,21.8014,,10.6404,,11.1751,,10.7301,,,,,,0.6856999999999999,4
2011-05-31 06:24:00,,0.6583999999999999,,55.6273,,122.2027,,12.3596,13.3832,17.6121,,0.321,,223.9178,,71.8841,,21.8461,,10.7404,,11.3059,,10.8744,,,,,,0.698,4
2011-05-31 06:25:00,,0.6699,,58.1216,,122.1651,,12.3794,13.3827,17.7138,,0.3287999999999999,,225.9228,,74.28329999999998,,21.9794,,10.8631,,11.4482,,11.0429,,,,,,0.7156,4
2011-05-31 06:26:00,,0.685,,60.4439,,122.1805,,12.4658,13.3827,17.8064,,0.3508999999999999,,225.6266,,79.1624,,22.1548,,10.9779,,11.5946,,11.1873,,,,,,0.7293,4
2011-05-31 06:27:00,,0.6961,,62.7877,,122.2061,,12.4208,13.3823,17.9081,,0.3548,,225.7462,,80.06959999999998,,22.3396,,11.1108,,11.7245,,11.3413,,,,,,0.7459,4
2011-05-31 06:28:00,,0.7056,,64.8089,,122.0113,,12.4412,13.3813,18.0077,,0.3648,,222.7216,,81.2294,,22.6144,,11.26,,11.9179,,11.5242,,,,,,0.7581999999999999,4
2011-05-31 06:29:00,,0.7095,,66.7227,,122.0301,,12.3343,13.3791,18.1077,,0.3739,,221.3717,,82.75589999999998,,22.8904,,11.4002,,12.0642,,11.6643,,,,,,0.7708,4
2011-05-31 06:30:00,,0.7285,,68.9804,,122.0421,,12.5083,13.3768,18.2103,,0.3998999999999999,,221.816,,88.69119999999998,,23.1708,,11.5479,,12.2265,,11.824,,,,,,0.786,4
2011-05-31 06:31:00,,0.7434,,71.7543,,122.0096,,12.629,13.374,18.317,,0.3987,,223.0349,,88.93479999999998,,23.5082,,11.7005,,12.3979,,11.9483,,,,,,0.7958,4
2011-05-31 06:32:00,,0.7598,,73.8185,,121.9822,,12.7077,13.3712,18.4255,,0.4181,,220.8932,,92.3516,,23.7791,,11.8492,,12.5527,,12.1229,,,,,,0.8049,4
2011-05-31 06:33:00,,0.7698,,75.36669999999998,,121.8626,,12.5695,13.3714,18.5286,,0.4308,,217.5268,,93.7215,,23.89,,12.0143,,12.6761,,12.2648,,,,,,0.8099,4
2011-05-31 06:34:00,,0.7791,,76.0548,,121.9002,,12.6216,13.368,18.6269,,0.4413,,211.7681,,93.4592,,23.9845,,12.1807,,12.8697,,12.4635,,,,,,0.8069,4
2011-05-31 06:35:00,,0.7954999999999999,,78.6333,,122.6117,,12.7789,13.3658,18.7286,,0.4542999999999999,,211.8088,,96.2256,,24.1854,,12.3603,,13.0827,,12.6591,,,,,,0.8122,4
2011-05-31 06:36:00,,0.8176999999999999,,82.0297,,122.7043,,12.8714,13.3654,18.8446,,0.4746,,214.7284,,101.9058,,24.4484,,12.5529,,13.2701,,12.8607,,,,,,0.8241,4
2011-05-31 06:37:00,,0.8374,,84.6705,,122.6867,,12.7464,13.3628,18.9359,,0.4773,,217.5322,,103.8297,,24.5822,,12.7111,,13.3958,,13.0462,,,,,,0.8317999999999999,4
2011-05-31 06:38:00,,0.8429999999999999,,86.0023,,122.6438,,12.7035,13.3618,19.0351,,0.4854999999999999,,215.3759,,104.5713,,24.6966,,12.8749,,13.5573,,13.2316,,,,,,0.8356,4
2011-05-31 06:39:00,,0.8765,,90.6238,,122.497,,12.8665,13.3597,19.1324,,0.5005,,216.6832,,108.4526,,24.9861,,13.081,,13.8149,,13.4832,,,,,,0.8475,4
2011-05-31 06:40:00,,0.9028,,94.19260000000001,,122.4984,,12.9523,13.3592,19.2269,,0.5247,,216.3978,,113.5488,,25.2323,,13.2749,,13.9722,,13.6475,,,,,,0.8544,4
2011-05-31 06:41:00,,0.94,,98.9188,,122.439,,13.0472,13.3585,19.3156,,0.5379,,221.1735,,118.9462,,25.3931,,13.437,,14.1481,,13.8333,,,,,,0.8640999999999999,4
2011-05-31 06:42:00,,0.9674,,102.3579,,122.4381,,12.9333,13.3562,19.4098,,0.542,,225.7905,,122.3717,,25.4607,,13.6109,,14.3118,,13.9482,,,,,,0.8690999999999999,4
2011-05-31 06:43:00,,0.9933,,105.9877,,122.3912,,13.0147,13.3537,19.4969,,0.5542,,227.4857,,126.0714,,25.5418,,13.7904,,14.5191,,14.1415,,,,,,0.8752999999999999,4
2011-05-31 06:44:00,,1.0108,,108.6317,,122.3874,,13.0204,13.3519,19.5848,,0.569,,226.4314,,128.8548,,25.5362,,13.8905,,14.6191,,14.2325,,,,,,0.8787,4
2011-05-31 06:45:00,,1.0467,,112.9925,,122.4692,,13.0153,13.3494,19.6652,,0.5726999999999999,,233.6286,,133.7828,,25.5331,,14.0221,,14.8331,,14.392,,,,,,0.8845,4
2011-05-31 06:46:00,,1.0797,,117.0554,,122.4587,,13.3171,13.348,19.749,,0.5910999999999998,,233.1555,,137.8197,,25.7554,,14.1657,,14.9492,,14.593,,,,,,0.8898,4
2011-05-31 06:47:00,,1.1024,,120.5354,,122.5176,,13.4921,13.3479,19.8287,,0.6142999999999998,,232.4101,,142.8021,,25.7557,,14.2578,,15.0558,,14.7857,,,,,,0.8959,4
2011-05-31 06:48:00,,1.135,,124.555,,122.5633,,13.3146,13.347,19.9121,,0.6255,,233.8501,,146.2678,,25.5116,,14.2883,,14.9393,,14.8056,,,,,,0.9009,4
2011-05-31 06:49:00,,1.1776,,130.7442,,122.5733,,12.8614,13.3442,19.9919,,0.6369,,240.1617,,152.9618,,25.1754,,14.3152,,14.95,,14.9004,,,,,,0.9057,4
2011-05-31 06:50:00,,1.253,,136.8704,,122.4859,,12.6259,13.3422,20.0644,,0.6432999999999999,,249.5514,,160.5291,,24.55,,14.2708,,14.8778,,14.9414,,,,,,0.8981,4
2011-05-31 06:51:00,,1.2878,,141.5765,,122.5527,,12.5251,13.3418,20.1161,,0.6508,,256.8257,,167.1434,,23.886,,14.2623,,14.8931,,15.0197,,,,,,0.8992999999999999,4
2011-05-31 06:52:00,,1.3433,,148.5839,,122.6309,,12.7354,13.3403,20.1659,,0.6569,,263.3736,,173.0117,,23.5567,,14.3533,,15.0657,,15.1622,,,,,,0.9063,4
2011-05-31 06:53:00,,1.3856,,154.623,,122.6366,,12.6632,13.34,20.202,,0.6631,,270.865,,179.5766,,23.0527,,14.3227,,14.9198,,15.1506,,,,,,0.9118,4
2011-05-31 06:54:00,,1.4183,,158.7283,,122.6277,,12.3871,13.3385,20.2291,,0.6719,,273.8195,,183.9663,,22.5627,,14.2478,,14.8561,,15.1401,,,,,,0.9147,4
2011-05-31 06:55:00,,1.4613,,163.3059,,122.5978,,12.2927,13.3406,20.2562,,0.7025,,268.6473,,188.711,,22.0591,,14.2569,,14.8351,,15.1919,,,,,,0.9153,4
2011-05-31 06:56:00,,1.4971,,167.7551,,122.6419,,12.0881,13.3396,20.263,,0.7163,,271.1177,,194.207,,21.5698,,14.245,,14.8351,,15.1989,,,,,,0.9182,4
2011-05-31 06:57:00,,1.5136,,170.1834,,122.6721,,12.1769,13.3408,20.263,,0.7216,,275.1652,,198.51,,21.2667,,14.3138,,14.92,,15.2669,,,,,,0.9198,4
2011-05-31 06:58:00,,1.557,,175.2989,,122.7093,,12.1331,13.3407,20.263,,0.7472999999999999,,267.9326,,200.2059,,20.9316,,14.3272,,14.9354,,15.3641,,,,,,0.9215,4
2011-05-31 06:59:00,,1.5859,,179.1246,,122.7618,,12.3129,13.3401,20.2449,,0.7726,,267.6015,,206.7427,,20.832,,14.5407,,15.2899,,15.6288,,,,,,0.9232,4
2011-05-31 07:00:00,,1.6175,,182.9257,,122.6023,,12.4926,13.3418,20.2246,,0.7687,,273.1366,,209.9686,,20.9403,,14.7407,,15.4708,,15.8088,,,,,,0.9245,4
2011-05-31 07:01:00,,1.6427,,185.695,,122.5862,,12.4823,13.3427,20.2088,,0.7775999999999998,,274.7712,,213.6344,,21.053,,14.9648,,15.6665,,15.994,,,,,,0.9255,4
2011-05-31 07:02:00,,1.652,,186.8776,,122.5113,,12.5086,13.3426,20.193,,0.7726,,277.5617,,214.3615,,21.1477,,15.1034,,15.844,,16.1769,,,,,,0.9256,4
2011-05-31 07:03:00,,1.7147,,194.4225,,122.4977,,12.6493,13.3425,20.1546,,0.817,,270.8431,,221.2115,,21.4194,,15.3169,,16.1243,,16.4312,,,,,,0.9283,4
2011-05-31 07:04:00,,1.7471,,198.2704,,122.5389,,12.6986,13.3424,20.1421,,0.8490999999999999,,267.148,,226.8279,,21.7749,,15.5307,,16.397,,16.7288,,,,,,0.9298,4
2011-05-31 07:05:00,,1.7778,,202.2472,,122.5014,,12.7793,13.3415,20.1297,,0.8579999999999999,,266.4422,,228.5809,,22.0874,,15.8792,,16.6807,,17.0215,,,,,,0.9311,4
2011-05-31 07:06:00,,1.8095,,206.2241,,122.505,,12.8114,13.3401,20.1297,,0.8637,,270.8441,,233.9155,,22.5345,,16.2862,,17.1192,,17.3538,,,,,,0.9326,4
2011-05-31 07:07:00,,1.8422,,209.5774,,122.4094,,13.0366,13.34,20.1139,,0.8878,,267.2569,,237.2767,,22.9648,,16.6365,,17.5467,,17.6622,,,,,,0.9325,4
2011-05-31 07:08:00,,1.8705,,213.5757,,122.4386,,13.304,13.34,20.1094,,0.8841999999999999,,271.767,,240.2781,,23.373,,16.8306,,17.6494,,17.9832,,,,,,0.9346,4
2011-05-31 07:09:00,,1.9072,,217.6384,,122.4728,,13.3902,13.3377,20.1094,,0.9206,,265.9477,,244.8266,,23.7819,,17.0821,,18.0332,,18.3355,,,,,,0.9336,4
2011-05-31 07:10:00,,1.9461,,222.0881,,122.3687,,13.5341,13.3358,20.1252,,0.9357,,268.5217,,251.2335,,24.2136,,17.2659,,18.1847,,18.5479,,,,,,0.9349,4
2011-05-31 07:11:00,,1.9826,,226.0648,,122.3978,,13.5853,13.3349,20.1297,,0.9427,,270.3381,,254.8443,,24.5543,,17.537,,18.474,,18.8746,,,,,,0.9361,4
2011-05-31 07:12:00,,2.0049,,229.0743,,122.4184,,13.6545,13.3344,20.1297,,0.9468,,272.6615,,258.1316,,24.8505,,17.7693,,18.6337,,18.9897,,,,,,0.9375,4
2011-05-31 07:13:00,,2.0328,,232.621,,122.4765,,13.6156,13.3344,20.1401,,0.96,,271.6936,,260.7996,,25.2547,,18.226,,19.118,,19.3143,,,,,,0.9377,4
2011-05-31 07:14:00,,2.0647,,236.9336,,122.703,,13.8078,13.3339,20.1546,,0.9866,,268.9173,,265.2611,,25.6479,,18.601,,19.4189,,19.5464,,,,,,0.9377,4
2011-05-31 07:15:00,,2.0949,,240.7813,,122.9849,,13.9609,13.3311,20.1546,,1.0071,,269.0996,,271.0081,,26.061,,18.9196,,19.8339,,19.9066,,,,,,0.9384,4
2011-05-31 07:16:00,,2.1213,,244.308,,122.9225,,14.038,13.3293,20.1546,,1.0226,,269.2096,,275.229,,26.5282,,19.2795,,20.2603,,20.3683,,,,,,0.9393,4
2011-05-31 07:17:00,,2.1628,,249.2305,,122.9637,,14.3455,13.3283,20.1659,,1.045,,266.7729,,278.7558,,27.0821,,19.6658,,20.6216,,20.7709,,,,,,0.9403,4
2011-05-31 07:18:00,,2.19,,252.7784,,122.9899,,14.3877,13.3265,20.1817,,1.0696,,265.6753,,284.1581,,27.4475,,19.7641,,20.6561,,20.8254,,,,,,0.9413,4
2011-05-31 07:19:00,,2.2214,,256.4542,,122.9729,,14.2798,13.3237,20.1817,,1.0677,,268.2492,,286.419,,27.7392,,19.9462,,20.8558,,21.1142,,,,,,0.9418,4
2011-05-31 07:20:00,,2.24,,258.8197,,123.0263,,14.3588,13.3233,20.1817,,1.0677,,272.1164,,290.5336,,28.0933,,20.1809,,21.233,,21.3635,,,,,,0.9424,4
2011-05-31 07:21:00,,2.2797,,263.7852,,123.0521,,14.4377,13.3223,20.1817,,1.0955,,269.2355,,294.9322,,28.5213,,20.4652,,21.5775,,21.6741,,,,,,0.9433,4
2011-05-31 07:22:00,,2.2998,,266.1075,,123.0439,,14.5718,13.3196,20.1839,,1.0928,,271.1552,,296.2723,,29.0613,,20.9168,,22.0736,,22.1252,,,,,,0.9438,4
2011-05-31 07:23:00,,2.3284,,270.2348,,123.4096,,14.6494,13.3177,20.1862,,1.1386,,265.1767,,301.8351,,29.6286,,21.3915,,22.5113,,22.4762,,,,,,0.9436,4
2011-05-31 07:24:00,,2.3679,,274.8782,,123.5345,,14.7072,13.3177,20.1884,,1.1554,,263.9189,,304.9406,,30.0563,,21.7933,,22.8317,,22.63,,,,,,0.9445,4
2011-05-31 07:25:00,,2.396,,278.6401,,123.5603,,14.6983,13.3173,20.2088,,1.1707,,264.443,,309.5726,,30.3865,,22.0887,,23.0026,,22.3416,,,,,,0.9446,4
2011-05-31 07:26:00,,2.417,,281.005,,123.5724,,14.3602,13.3131,20.2088,,1.1536,,271.6521,,313.3473,,30.2161,,22.139,,22.9915,,22.2616,,,,,,0.946,4
2011-05-31 07:27:00,,2.425,,283.1333,,123.564,,14.3206,13.3122,20.1884,,1.1636,,273.2638,,317.8964,,30.1047,,22.3909,,23.331,,22.7696,,,,,,0.9463,4
2011-05-31 07:28:00,,2.4889,,289.883,,123.5829,,14.5477,13.3122,20.1817,,1.2083,,265.8275,,321.1486,,30.2554,,22.389,,23.3353,,22.8806,,,,,,0.946,4
2011-05-31 07:29:00,,2.5296,,294.7411,,123.5557,,14.6966,13.3122,20.1749,,1.2322,,264.8997,,326.3974,,30.4709,,22.688,,23.6681,,23.3718,,,,,,0.9468,4
2011-05-31 07:30:00,,2.5507,,297.0628,,123.5541,,14.812,13.3122,20.1546,,1.219,,270.2694,,329.401,,30.78,,22.985,,23.9006,,23.5104,,,,,,0.947,4
2011-05-31 07:31:00,,2.5609,,299.1266,,123.5644,,15.0283,13.3122,20.1338,,1.2201,,272.1543,,332.0212,,31.1807,,23.265,,24.3915,,23.7963,,,,,,0.9479,4
2011-05-31 07:32:00,,2.6097,,305.1239,,123.5969,,15.0579,13.3122,20.1297,,1.2557,,268.9942,,337.7521,,31.3681,,23.4218,,24.4607,,23.7111,,,,,,0.9482,4
2011-05-31 07:33:00,,2.6516,,309.717,,123.5908,,15.0844,13.3122,20.1094,,1.2905,,266.3349,,343.6949,,31.4621,,23.6532,,24.5628,,23.5756,,,,,,0.9479,4
2011-05-31 07:34:00,,2.6863,,313.7116,,123.5843,,15.125,13.3117,20.0981,,1.3046,,267.1917,,348.5639,,31.1699,,23.6146,,24.3863,,24.0425,,,,,,0.9485,4
2011-05-31 07:35:00,,2.7163,,317.7892,,123.5408,,14.9601,13.3099,20.0755,,1.3312,,263.8784,,351.2577,,30.9729,,23.7391,,24.3727,,24.2135,,,,,,0.9494,4
2011-05-31 07:36:00,,2.7543,,321.9569,,123.5007,,15.0642,13.3104,20.0732,,1.3319,,266.6153,,355.0922,,30.8446,,23.543,,24.1397,,24.308,,,,,,0.9501,4
2011-05-31 07:37:00,,2.7781,,325.249,,123.5619,,14.8479,13.3076,20.0529,,1.3428,,266.9996,,358.5209,,30.6143,,23.5187,,24.1417,,24.4388,,,,,,0.9507,4
2011-05-31 07:38:00,,2.8121,,329.0111,,123.5399,,14.9561,13.3076,20.038,,1.3875,,261.7676,,363.146,,30.7575,,23.9272,,24.891,,25.0809,,,,,,0.9512,4
2011-05-31 07:39:00,,2.8302,,331.7867,,123.5085,,15.1878,13.3085,20.0235,,1.4146,,258.9685,,366.3273,,30.9017,,23.8503,,24.7868,,25.0446,,,,,,0.9519,4
2011-05-31 07:40:00,,2.8722,,336.817,,123.4199,,15.2833,13.3067,20.0213,,1.4107,,264.2016,,372.6936,,31.0862,,23.938,,25.0464,,25.4806,,,,,,0.9526,4
2011-05-31 07:41:00,,2.9085,,340.9895,,123.3662,,15.4281,13.3072,20.0009,,1.4426,,261.3452,,376.9952,,31.2788,,23.8704,,24.7309,,25.3804,,,,,,0.9528,4
2011-05-31 07:42:00,,2.9392,,343.9775,,123.2911,,15.3412,13.3072,19.9964,,1.454,,262.3988,,381.5191,,31.3474,,23.8234,,24.6037,,25.6004,,,,,,0.9529,4
2011-05-31 07:43:00,,2.9841,,349.9338,,123.3807,,15.0968,13.3062,19.9964,,1.4538,,264.8034,,384.9568,,31.1383,,23.8153,,24.3515,,25.4371,,,,,,0.9536,4
2011-05-31 07:44:00,,3.0058,,352.8572,,123.4064,,15.0404,13.3062,19.9941,,1.4561,,267.0241,,388.7854,,31.1381,,24.2573,,25.0335,,25.747,,,,,,0.9542,4
2011-05-31 07:45:00,,3.044,,357.1794,,123.3763,,15.1543,13.3053,19.9716,,1.4918,,264.1955,,394.104,,31.2171,,24.5284,,25.4589,,25.9864,,,,,,0.9541,4
2011-05-31 07:46:00,,3.0356,,355.804,,123.4464,,15.1492,13.3062,19.9693,,1.5198,,258.1999,,392.4239,,31.3062,,24.8278,,25.308,,26.1482,,,,,,0.952,4
2011-05-31 07:47:00,,3.0974,,364.4032,,123.4912,,15.2322,13.3062,19.9693,,1.5296,,262.0329,,400.8064,,31.4204,,25.1841,,25.9738,,26.8135,,,,,,0.955,4
2011-05-31 07:48:00,,3.1313,,368.0146,,123.4469,,15.2365,13.3039,19.9693,,1.5374,,262.6423,,403.7585,,31.6671,,25.5128,,26.2309,,26.9036,,,,,,0.9556,4
2011-05-31 07:49:00,,3.1672,,371.8417,,123.4285,,15.5691,13.303,19.9693,,1.547,,263.9698,,408.3245,,31.8948,,25.5723,,26.2282,,27.0456,,,,,,0.9552,4
2011-05-31 07:50:00,,3.183,,374.1849,,123.4063,,15.9824,13.3049,19.9693,,1.5547,,263.8504,,410.193,,32.1447,,26.0088,,26.8722,,27.5223,,,,,,0.9565,4
2011-05-31 07:51:00,,3.212,,377.6464,,123.3366,,15.9156,13.3026,19.9693,,1.6066,,259.4039,,416.7234,,32.3716,,26.0649,,26.69,,27.5707,,,,,,0.9563,4
2011-05-31 07:52:00,,3.2489,,382.6335,,123.3691,,15.6428,13.3017,19.9693,,1.6041,,261.2091,,419.0066,,32.2462,,25.985,,26.3752,,27.5436,,,,,,0.9569,4
2011-05-31 07:53:00,,3.2714,,385.0845,,123.2856,,15.3963,13.3012,19.9738,,1.6249,,259.3874,,421.4505,,32.01,,26.0799,,26.1783,,27.3321,,,,,,0.9569,4
2011-05-31 07:54:00,,3.3204,,389.9212,,123.243,,15.4276,13.3012,19.9964,,1.6451,,260.8224,,429.0697,,31.6082,,26.1479,,26.2271,,27.4579,,,,,,0.9575,4
2011-05-31 07:55:00,,3.3392,,392.9309,,123.2687,,15.626,13.3012,19.9964,,1.6203,,265.4748,,430.1369,,31.3788,,26.1074,,26.4225,,27.5525,,,,,,0.9577,4
2011-05-31 07:56:00,,3.3753,,397.4452,,123.2517,,15.7322,13.3012,19.9964,,1.6465,,265.959,,437.842,,31.1812,,26.1258,,26.2741,,27.5878,,,,,,0.9582,4
