measured_on,ac_current__319,ac_current__379,ac_power__315,ac_power__375,ac_voltage__318,ac_voltage__378,ambient_temp__320,ambient_temp__380,das_battery_voltage__386,das_temp__325,das_temp__385,dc_pos_current__317,dc_pos_current__377,dc_pos_voltage__316,dc_pos_voltage__376,dc_power__314,dc_power__374,inverter_temp__384,module_temp_1__321,module_temp_1__381,module_temp_2__382,module_temp_3__383,poa_irradiance__373,power_factor__387,system_id
2010-03-03 07:14:00,4.464,,118.222,,122.732,,2.876,,,4.37,,0.643,,210.52,,135.266,,,5.934,,,,,,4
2010-03-03 07:15:00,4.422,,121.135,,122.559,,2.766,,,4.403,,0.642,,217.992,,139.956,,,6.102,,,,,,4
2010-03-03 07:16:00,3.315,,95.931,,105.027,,2.754,,,4.415,,0.6099999999999999,,207.362,,133.6,,,6.248,,,,,,4
2010-03-03 07:17:00,3.521,,80.031,,102.835,,2.733,,,4.443,,0.5789999999999998,,205.508,,127.718,,,6.393,,,,,,4
2010-03-03 07:18:00,4.455,,141.092,,122.627,,2.86,,,4.474,,0.7119999999999999,,226.214,,161.158,,,6.558,,,,,,4
2010-03-03 07:19:00,4.366,,147.445,,122.571,,3.161,,,4.506,,0.7119999999999999,,232.166,,165.216,,,6.717,,,,,,4
2010-03-03 07:20:00,4.455,,158.329,,122.733,,3.321,,,4.524,,0.75,,236.648,,177.492,,,6.882,,,,,,4
2010-03-03 07:21:00,4.428,,168.619,,122.699,,3.414,,,4.552,,0.764,,246.822,,188.526,,,7.015,,,,,,4
2010-03-03 07:22:00,3.31,,114.798,,100.636,,3.405,,,4.593,,0.5869999999999999,,214.342,,143.1,,,7.129,,,,,,4
2010-03-03 07:23:00,3.033,,114.457,,98.818,,3.345,,,4.612,,0.6059999999999999,,227.81,,149.644,,,7.258,,,,,,4
2010-03-03 07:24:00,4.252,,176.409,,122.367,,3.456,,,4.661,,0.814,,248.81,,202.594,,,7.404,,,,,,4
2010-03-03 07:25:00,2.956,,78.936,,92.551,,3.62,,,4.701,,0.555,,234.81,,140.588,,,7.474,,,,,,4
2010-03-03 07:26:00,4.418,,104.398,,110.418,,3.724,,,4.746,,0.747,,260.142,,194.626,,,7.457,,,,,,4
2010-03-03 07:27:00,4.41,,203.842,,122.779,,3.8,,,4.793,,0.8529999999999999,,263.288,,224.616,,,7.707,,,,,,4
2010-03-03 07:28:00,1.233,,36.632,,64.98,,3.793,,,4.82,,0.3489999999999999,,192.028,,91.754,,,7.809999999999999,,,,,,4
2010-03-03 07:29:00,4.396,,208.406,,122.622,,3.819,,,4.881,,0.8669999999999999,,267.982,,232.19,,,8.035999999999998,,,,,,4
2010-03-03 07:30:00,2.566,,117.617,,91.004,,3.864,,,4.935,,0.5879999999999999,,243.362,,162.28,,,8.205999999999998,,,,,,4
2010-03-03 07:31:00,4.05,,199.889,,113.515,,3.851,,,4.982,,0.927,,285.506,,264.722,,,8.448,,,,,,4
2010-03-03 07:32:00,3.511,,176.959,,106.404,,3.867,,,5.053,,0.775,,269.612,,221.95,,,8.673999999999998,,,,,,4
2010-03-03 07:33:00,4.033,,223.248,,117.434,,3.84,,,5.089,,0.982,,278.58,,273.402,,,8.836,,,,,,4
2010-03-03 07:34:00,3.901,,214.528,,112.523,,3.823,,,5.147,,0.91,,265.466,,254.27,,,9.01,,,,,,4
2010-03-03 07:35:00,3.375,,194.648,,105.038,,3.856,,,5.21,,0.8529999999999999,,265.878,,235.226,,,9.201,,,,,,4
2010-03-03 07:36:00,4.015,,198.937,,112.36,,3.978,,,5.28,,0.879,,260.744,,242.628,,,9.382,,,,,,4
2010-03-03 07:37:00,3.657,,91.527,,110.954,,4.079,,,5.327,,0.4209999999999999,,277.62,,116.87,,,9.26,,,,,,4
2010-03-03 07:38:00,4.714,,47.66,,122.254,,3.663,,,5.412,,0.233,,277.108,,64.596,,,8.509,,,,,,4
2010-03-03 07:39:00,4.435,,115.926,,122.111,,2.765,,,5.457,,0.4859999999999999,,277.324,,134.93,,,8.058,,,,,,4
2010-03-03 07:40:00,2.47,,53.567,,82.60299999999998,,2.602,,,5.548,,0.526,,256.342,,148.61,,,8.24,,,,,,4
2010-03-03 07:41:00,4.497,,270.237,,120.791,,2.752,,,5.621,,1.104,,286.914,,316.502,,,8.801,,,,,,4
2010-03-03 07:42:00,3.841,,255.515,,111.022,,2.925,,,5.685,,1.019,,274.31,,289.824,,,9.541,,,,,,4
2010-03-03 07:43:00,2.692,,160.129,,90.23500000000001,,2.998,,,5.747,,0.791,,244.964,,221.984,,,10.088,,,,,,4
2010-03-03 07:44:00,1.935,,104.707,,79.498,,2.997,,,5.802,,0.797,,258.362,,229.46,,,10.562,,,,,,4
2010-03-03 07:45:00,3.124,,210.619,,99.456,,3.253,,,5.854,,1.11,,274.564,,320.248,,,11.025,,,,,,4
2010-03-03 07:46:00,3.821,,268.772,,110.594,,3.379,,,5.917,,1.095,,284.114,,310.272,,,11.452,,,,,,4
2010-03-03 07:47:00,3.437,,243.194,,104.081,,3.434,,,5.981,,0.936,,277.222,,269.85,,,11.866,,,,,,4
2010-03-03 07:48:00,3.789,,272.323,,110.763,,3.592,,,6.032,,1.065,,284.494,,304.306,,,12.419,,,,,,4
2010-03-03 07:49:00,4.129,,277.091,,113.694,,3.931,,,6.109,,1.169,,270.266,,329.704,,,12.832,,,,,,4
2010-03-03 07:50:00,3.923,,262.045,,109.831,,4.334,,,6.192,,1.186,,264.654,,332.132,,,13.259,,,,,,4
2010-03-03 07:51:00,4.16,,284.854,,113.586,,4.617,,,6.25,,1.199,,275.45,,336.618,,,13.597,,,,,,4
2010-03-03 07:52:00,3.413,,262.072,,105.944,,4.559,,,6.331,,1.11,,258.572,,313.162,,,13.808,,,,,,4
2010-03-03 07:53:00,4.49,,351.606,,122.692,,4.099,,,6.399,,1.36,,277.338,,377.252,,,14.004,,,,,,4
2010-03-03 07:54:00,4.644,,355.945,,122.79,,3.882,,,6.475,,1.391,,276.44,,384.508,,,14.184,,,,,,4
2010-03-03 07:55:00,2.729,,201.64,,91.154,,3.79,,,6.559,,0.961,,236.082,,265.06,,,14.419,,,,,,4
2010-03-03 07:56:00,4.657,,369.829,,122.89,,3.634,,,6.635,,1.399,,282.068,,394.632,,,14.813,,,,,,4
2010-03-03 07:57:00,3.424,,250.555,,102.189,,3.881,,,6.704,,1.203,,261.61,,334.02,,,15.157,,,,,,4
2010-03-03 07:58:00,4.716,,378.676,,122.637,,3.998,,,6.781,,1.456,,279.542,,406.874,,,15.388,,,,,,4
2010-03-03 07:59:00,3.559,,257.916,,101.258,,4.011,,,6.854,,1.227,,261.468,,344.192,,,15.314,,,,,,4
2010-03-03 08:00:00,3.926,,281.231,,107.492,,4.099,,,6.947,,1.26,,253.846,,347.03,,,15.645,,,,,,4
2010-03-03 08:01:00,3.718,,295.171,,105.676,,4.3,,,7.043,,1.385,,264.046,,384.922,,,16.078,,,,,,4
2010-03-03 08:02:00,3.485,,266.141,,101.053,,4.459,,,7.132,,1.397,,264.02,,388.806,,,16.449,,,,,,4
2010-03-03 08:03:00,3.627,,269.009,,102.857,,4.638,,,7.227,,1.396,,276.864,,386.18,,,16.866,,,,,,4
2010-03-03 08:04:00,4.135,,324.448,,111.874,,4.869,,,7.333999999999999,,1.456,,262.492,,397.678,,,16.967,,,,,,4
2010-03-03 08:05:00,3.969,,340.921,,110.998,,4.898,,,7.437,,1.428,,275.594,,400.718,,,16.942,,,,,,4
2010-03-03 08:06:00,4.225,,342.886,,113.04,,4.85,,,7.549,,1.475,,260.45,,406.304,,,16.849,,,,,,4
2010-03-03 08:07:00,3.999,,338.878,,109.481,,4.616,,,7.652,,1.335,,270.792,,370.218,,,16.653,,,,,,4
2010-03-03 08:08:00,4.403,,327.449,,112.769,,4.364,,,7.76,,1.466,,266.604,,408.7,,,16.527,,,,,,4
2010-03-03 08:09:00,3.578,,258.472,,98.438,,4.222,,,7.881,,1.287,,255.398,,357.0,,,16.657,,,,,,4
2010-03-03 08:10:00,4.31,,333.797,,111.853,,4.241,,,8.034,,1.522,,263.788,,421.262,,,16.951,,,,,,4
2010-03-03 08:11:00,3.957,,312.92,,106.98,,4.293,,,8.153,,1.394,,266.71,,385.662,,,17.141,,,,,,4
2010-03-03 08:12:00,4.385,,348.033,,112.481,,4.414,,,8.268,,1.514,,270.978,,421.362,,,17.559,,,,,,4
2010-03-03 08:13:00,4.882,,449.509,,123.147,,4.689,,,8.42,,1.725,,280.454,,483.878,,,18.013,,,,,,4
2010-03-03 08:14:00,4.947,,453.775,,123.592,,4.699,,,8.558,,1.736,,280.414,,486.762,,,18.396,,,,,,4
2010-03-03 08:15:00,4.104,,294.163,,106.197,,4.685,,,8.679999999999998,,1.417,,258.086,,396.298,,,18.689,,,,,,4
2010-03-03 08:16:00,4.196,,384.43,,112.13,,4.691,,,8.782,,1.652,,260.18,,450.01,,,18.992,,,,,,4
2010-03-03 08:17:00,3.313,,256.033,,97.247,,4.789,,,8.913,,1.36,,251.934,,367.614,,,18.878,,,,,,4
2010-03-03 08:18:00,3.608,,316.339,,100.632,,4.845,,,9.043,,1.446,,256.33,,393.006,,,19.021,,,,,,4
2010-03-03 08:19:00,5.033,,459.831,,123.051,,4.971,,,9.2,,1.868,,272.862,,509.81,,,19.509,,,,,,4
2010-03-03 08:20:00,3.365,,247.219,,93.969,,5.273,,,9.323,,1.417,,256.21,,393.63,,,20.082,,,,,,4
2010-03-03 08:21:00,4.27,,403.418,,110.644,,5.516,,,9.448,,1.761,,260.964,,483.54,,,20.523,,,,,,4
2010-03-03 08:22:00,3.72,,322.032,,100.274,,5.704,,,9.592,,1.563,,258.208,,430.616,,,21.137,,,,,,4
2010-03-03 08:23:00,3.346,,219.246,,91.001,,5.995,,,9.751,,1.45,,253.276,,400.148,,,21.683,,,,,,4
2010-03-03 08:24:00,5.14,,506.974,,122.629,,6.422,,,9.901,,1.964,,274.946,,539.958,,,21.715,,,,,,4
2010-03-03 08:25:00,3.489,,248.601,,92.655,,6.35,,,10.066,,1.616,,263.138,,445.344,,,22.16,,,,,,4
2010-03-03 08:26:00,4.779,,458.295,,116.185,,6.101,,,10.217,,1.881,,267.12,,504.044,,,22.681,,,,,,4
2010-03-03 08:27:00,4.805,,481.022,,116.466,,6.164,,,10.355,,1.891,,268.448,,513.126,,,22.458,,,,,,4
2010-03-03 08:28:00,2.91,,182.789,,83.05899999999998,,6.131,,,10.518,,1.448,,243.902,,389.54,,,22.352,,,,,,4
2010-03-03 08:29:00,4.456,,291.064,,101.925,,6.072,,,10.697,,2.099,,273.216,,573.578,,,22.321,,,,,,4
2010-03-03 08:30:00,4.07,,315.634,,99.873,,5.846,,,10.865,,1.78,,256.036,,486.556,,,22.511,,,,,,4
2010-03-03 08:31:00,4.66,,422.318,,110.328,,5.873,,,11.033,,1.981,,260.9,,541.702,,,23.165,,,,,,4
2010-03-03 08:32:00,4.987,,469.967,,113.959,,5.971,,,11.23,,2.027,,261.378,,549.29,,,23.887,,,,,,4
2010-03-03 08:33:00,4.659,,477.63,,111.214,,6.156,,,11.373,,2.038,,263.434,,555.838,,,24.314,,,,,,4
2010-03-03 08:34:00,5.147,,397.263,,116.516,,6.36,,,11.538,,2.261,,273.192,,617.702,,,24.576,,,,,,4
2010-03-03 08:35:00,5.516,,503.583,,123.025,,6.429,,,11.689,,2.254,,267.822,,603.614,,,25.179,,,,,,4
2010-03-03 08:36:00,5.156,,495.28,,122.887,,6.565,,,11.845,,2.014,,262.068,,527.688,,,25.012,,,,,,4
2010-03-03 08:37:00,4.657,,390.243,,122.74,,6.145,,,12.002,,1.614,,260.772,,420.74,,,23.994,,,,,,4
2010-03-03 08:38:00,3.066,,263.988,,90.781,,5.811,,,12.155,,1.496,,238.926,,385.002,,,23.925,,,,,,4
2010-03-03 08:39:00,4.238,,279.772,,97.01,,5.596,,,12.336,,1.622,,251.532,,429.43,,,24.343,,,,,,4
2010-03-03 08:40:00,2.68,,193.305,,90.822,,5.693,,,12.477,,0.914,,224.098,,243.886,,,24.068,,,,,,4
2010-03-03 08:41:00,4.464,,270.347,,122.4,,5.748,,,12.627,,1.088,,268.85,,292.512,,,23.261,,,,,,4
2010-03-03 08:42:00,4.416,,241.719,,122.444,,5.901,,,12.796,,0.999,,265.854,,265.374,,,22.443,,,,,,4
2010-03-03 08:43:00,4.547,,317.446,,122.545,,5.716,,,12.934,,1.328,,257.152,,340.682,,,21.291,,,,,,4
2010-03-03 08:44:00,2.371,,132.239,,84.188,,5.616,,,13.035,,1.171,,232.98,,300.31,,,21.122,,,,,,4
2010-03-03 08:45:00,4.946,,448.072,,122.781,,5.606,,,13.158,,1.892,,252.064,,475.946,,,21.534,,,,,,4
2010-03-03 08:46:00,4.755,,400.401,,122.6,,5.93,,,13.303,,1.716,,248.798,,426.888,,,22.46,,,,,,4
2010-03-03 08:47:00,1.569,,5.747,,62.289,,6.151,,,13.408,,0.7189999999999999,,214.446,,179.106,,,22.204,,,,,,4
2010-03-03 08:48:00,0.0219999999999999,,0.55,,46.636,,6.086,,,13.515,,0.271,,153.308,,69.01,,,22.691,,,,,,4
2010-03-03 08:49:00,3.515,,290.772,,91.671,,6.231,,,13.592,,1.986,,245.0,,521.2,,,23.541,,,,,,4
2010-03-03 08:50:00,3.347,,333.362,,93.206,,6.628,,,13.682,,1.78,,243.996,,481.586,,,24.179,,,,,,4
2010-03-03 08:51:00,5.295,,527.735,,123.139,,6.941,,,13.773,,2.054,,273.208,,561.052,,,24.387,,,,,,4
2010-03-03 08:52:00,2.101,,43.129,,71.855,,6.853,,,13.865,,0.8359999999999999,,253.852,,227.494,,,23.531,,,,,,4
2010-03-03 08:53:00,0.027,,0.567,,52.603,,6.38,,,13.983,,0.7369999999999999,,220.628,,195.926,,,22.445,,,,,,4
2010-03-03 08:54:00,4.618,,365.497,,122.646,,6.123,,,14.075,,1.45,,269.852,,391.108,,,22.199,,,,,,4
2010-03-03 08:55:00,2.254,,116.604,,83.552,,6.23,,,14.172,,1.341,,279.32,,374.654,,,22.193,,,,,,4
2010-03-03 08:56:00,2.64,,171.344,,81.342,,6.458,,,14.266,,1.155,,236.908,,320.714,,,22.403,,,,,,4
2010-03-03 08:57:00,2.911,,183.186,,79.21299999999998,,6.746,,,14.356,,1.5,,263.228,,422.758,,,23.497,,,,,,4
2010-03-03 08:58:00,5.466,,495.814,,111.389,,6.88,,,14.425,,2.254,,267.36,,626.85,,,23.883,,,,,,4
2010-03-03 08:59:00,4.785,,485.035,,108.533,,6.969,,,14.524,,2.253,,265.46,,623.004,,,24.218,,,,,,4
2010-03-03 09:00:00,5.407,,562.22,,117.341,,7.0,,,14.63,,2.263,,268.526,,625.556,,,24.227,,,,,,4
2010-03-03 09:01:00,4.512,,384.275,,98.889,,7.049,,,14.698,,2.127,,261.214,,580.576,,,24.62,,,,,,4
2010-03-03 09:02:00,3.381,,368.998,,93.346,,6.962,,,14.81,,1.577,,258.88,,427.958,,,24.948,,,,,,4
2010-03-03 09:03:00,4.89,,477.427,,109.238,,7.039,,,14.904,,2.083,,253.912,,553.932,,,25.598,,,,,,4
2010-03-03 09:04:00,2.525,,268.453,,80.173,,7.108,,,14.98,,1.306,,195.618,,344.088,,,26.163,,,,,,4
2010-03-03 09:05:00,4.977,,509.385,,111.076,,7.168,,,15.104,,2.386,,259.44,,636.292,,,26.465,,,,,,4
2010-03-03 09:06:00,4.476,,425.384,,102.101,,7.068,,,15.195,,2.013,,248.23,,549.554,,,27.226,,,,,,4
2010-03-03 09:07:00,4.837,,502.498,,107.449,,6.983,,,15.296,,2.328,,256.66,,625.056,,,27.658,,,,,,4
2010-03-03 09:08:00,5.042,,554.964,,111.766,,6.843,,,15.401,,2.351,,251.166,,626.284,,,27.667,,,,,,4
2010-03-03 09:09:00,5.598,,513.294,,111.098,,6.815,,,15.497,,2.499,,254.942,,656.846,,,28.148,,,,,,4
2010-03-03 09:10:00,6.05,,677.36,,123.081,,6.889,,,15.617,,2.672,,270.536,,722.75,,,28.247,,,,,,4
2010-03-03 09:11:00,6.137,,685.304,,122.907,,7.08,,,15.7,,2.737,,267.544,,732.2039999999998,,,28.371,,,,,,4
2010-03-03 09:12:00,4.713,,484.429,,102.927,,7.068,,,15.815,,2.28,,262.242,,614.792,,,28.641,,,,,,4
2010-03-03 09:13:00,2.624,,205.367,,77.658,,6.947,,,15.902,,1.605,,241.458,,427.568,,,28.842,,,,,,4
2010-03-03 09:14:00,4.055,,439.918,,98.85700000000001,,7.052,,,16.012,,1.992,,247.022,,534.902,,,28.795,,,,,,4
2010-03-03 09:15:00,4.56,,407.761,,99.676,,7.057,,,16.088,,2.069,,256.762,,568.806,,,28.584,,,,,,4
2010-03-03 09:16:00,3.883,,155.94,,82.911,,7.08,,,16.184,,2.417,,271.774,,656.85,,,28.675,,,,,,4
2010-03-03 09:17:00,3.023,,212.375,,82.50799999999998,,7.202,,,16.286,,1.45,,234.552,,391.278,,,28.253,,,,,,4
2010-03-03 09:18:00,3.023,,265.656,,83.607,,6.964,,,16.379,,1.929,,245.55,,521.988,,,28.123,,,,,,4
2010-03-03 09:19:00,6.299,,715.457,,123.463,,6.982,,,16.47,,2.832,,266.298,,754.2039999999998,,,28.33,,,,,,4
2010-03-03 09:20:00,6.321,,714.345,,123.328,,7.274,,,16.56,,2.797,,271.954,,760.518,,,28.471,,,,,,4
2010-03-03 09:21:00,6.244,,702.443,,123.134,,7.418999999999999,,,16.642,,2.803,,274.418,,769.2759999999998,,,28.558,,,,,,4
2010-03-03 09:22:00,6.324,,717.885,,122.717,,7.55,,,16.732,,2.82,,270.014,,761.142,,,28.802,,,,,,4
2010-03-03 09:23:00,6.384,,724.134,,122.993,,7.319,,,16.81,,2.892,,265.694,,768.416,,,29.413,,,,,,4
2010-03-03 09:24:00,6.417,,727.547,,123.038,,7.684999999999999,,,16.9,,2.878,,268.988,,774.08,,,29.739,,,,,,4
2010-03-03 09:25:00,6.446,,706.307,,123.055,,7.705,,,16.979,,2.943,,264.87,,779.442,,,30.66,,,,,,4
2010-03-03 09:26:00,4.848,,539.142,,105.376,,7.582,,,17.069,,2.47,,246.028,,651.814,,,31.701,,,,,,4
2010-03-03 09:27:00,3.402,,227.768,,82.811,,7.787,,,17.14,,2.251,,257.87,,590.97,,,32.23,,,,,,4
2010-03-03 09:28:00,4.176,,250.484,,87.557,,8.191,,,17.222,,2.847,,266.06,,757.76,,,32.332,,,,,,4
2010-03-03 09:29:00,6.522,,751.0499999999998,,123.255,,8.201,,,17.322,,3.003,,267.144,,802.374,,,32.468,,,,,,4
2010-03-03 09:30:00,4.391,,414.5,,96.411,,8.317999999999998,,,17.445,,2.257,,233.982,,605.802,,,33.06,,,,,,4
2010-03-03 09:31:00,5.146,,508.559,,103.381,,8.175,,,17.514,,2.54,,250.384,,675.384,,,33.414,,,,,,4
2010-03-03 09:32:00,6.682,,772.691,,123.081,,7.904,,,17.593,,3.081,,265.394,,817.668,,,34.221,,,,,,4
2010-03-03 09:33:00,6.676,,755.316,,122.981,,8.086999999999998,,,17.697,,3.084,,265.19,,817.898,,,34.092,,,,,,4
2010-03-03 09:34:00,6.536,,750.174,,122.988,,8.429,,,17.767,,3.087,,257.142,,793.796,,,34.957,,,,,,4
2010-03-03 09:35:00,3.197,,242.071,,82.46299999999998,,8.883,,,17.832,,2.371,,251.614,,595.922,,,35.326,,,,,,4
2010-03-03 09:36:00,6.626,,732.0779999999999,,121.115,,8.711,,,17.937,,3.223,,252.188,,812.726,,,35.796,,,,,,4
2010-03-03 09:37:00,5.609,,634.743,,110.696,,8.736,,,18.029,,2.839,,254.94,,731.682,,,36.028,,,,,,4
2010-03-03 09:38:00,5.968,,614.004,,112.257,,8.713,,,18.122,,2.955,,246.126,,769.582,,,35.442,,,,,,4
2010-03-03 09:39:00,6.9,,796.904,,123.229,,8.606,,,18.208,,3.187,,265.964,,847.4819999999999,,,35.023,,,,,,4
2010-03-03 09:40:00,5.09,,581.974,,106.658,,8.455,,,18.304,,2.749,,257.98,,738.946,,,34.888,,,,,,4
2010-03-03 09:41:00,6.744,,767.571,,122.936,,8.202999999999998,,,18.413,,3.005,,271.454,,815.64,,,34.277,,,,,,4
2010-03-03 09:42:00,3.899,,322.538,,90.225,,7.772999999999999,,,18.506,,1.816,,248.36,,492.986,,,33.366,,,,,,4
2010-03-03 09:43:00,2.424,,181.804,,77.95399999999998,,7.756,,,18.591,,1.045,,239.172,,288.242,,,33.111,,,,,,4
2010-03-03 09:44:00,3.889,,378.153,,105.297,,8.143,,,18.675,,1.677,,270.728,,474.916,,,33.309,,,,,,4
2010-03-03 09:45:00,5.643,,591.482,,122.93,,8.227,,,18.783,,2.27,,278.02,,630.782,,,32.093,,,,,,4
2010-03-03 09:46:00,5.177,,541.718,,103.056,,8.304999999999998,,,18.901,,2.528,,267.048,,708.968,,,32.634,,,,,,4
2010-03-03 09:47:00,3.517,,358.956,,84.754,,8.368,,,18.994,,1.702,,235.96,,466.888,,,33.279,,,,,,4
2010-03-03 09:48:00,3.056,,150.275,,72.65699999999998,,8.615,,,19.088,,1.852,,221.698,,494.386,,,33.806,,,,,,4
2010-03-03 09:49:00,6.61,,757.942,,122.949,,8.638999999999998,,,19.165,,3.034,,264.924,,803.792,,,34.383,,,,,,4
2010-03-03 09:50:00,6.234,,692.962,,122.799,,8.814999999999998,,,19.254,,2.774,,267.466,,741.7899999999998,,,34.507,,,,,,4
2010-03-03 09:51:00,4.253,,274.316,,93.276,,8.933,,,19.351,,2.091,,255.714,,567.238,,,34.215,,,,,,4
2010-03-03 09:52:00,0.4229999999999999,,0.457,,50.908,,8.918,,,19.469,,0.322,,219.886,,86.96599999999998,,,33.967,,,,,,4
2010-03-03 09:53:00,2.359,,204.205,,75.477,,8.740999999999998,,,19.556,,1.092,,217.848,,291.4,,,33.297,,,,,,4
2010-03-03 09:54:00,5.698,,610.277,,122.658,,8.468,,,19.64,,2.435,,265.934,,647.422,,,32.942,,,,,,4
2010-03-03 09:55:00,4.69,,448.986,,104.878,,8.486,,,19.745,,2.192,,252.076,,581.496,,,32.815,,,,,,4
2010-03-03 09:56:00,5.74,,611.918,,122.68,,8.361,,,19.816,,2.464,,265.362,,653.89,,,33.045,,,,,,4
2010-03-03 09:57:00,5.295,,549.619,,122.262,,8.538999999999998,,,19.921,,2.23,,263.236,,586.972,,,33.448,,,,,,4
2010-03-03 09:58:00,5.001,,512.523,,103.737,,8.544,,,20.018,,2.52,,244.952,,652.056,,,33.358,,,,,,4
2010-03-03 09:59:00,5.073,,391.256,,93.99,,9.048,,,20.097,,2.583,,241.188,,663.706,,,35.154,,,,,,4
2010-03-03 10:00:00,5.118,,429.805,,110.808,,8.884,,,20.19,,2.492,,261.79,,652.276,,,34.086,,,,,,4
2010-03-03 10:01:00,4.884,,453.93,,122.382,,8.955,,,20.291,,1.838,,264.512,,486.25,,,33.935,,,,,,4
2010-03-03 10:02:00,1.519,,100.253,,75.708,,8.886,,,20.37,,1.217,,243.588,,319.214,,,33.718,,,,,,4
2010-03-03 10:03:00,4.782,,398.87,,120.972,,8.973,,,20.465,,1.656,,269.654,,446.864,,,32.63,,,,,,4
2010-03-03 10:04:00,3.493,,190.613,,93.713,,9.028,,,20.555,,1.695,,260.486,,457.502,,,32.006,,,,,,4
2010-03-03 10:05:00,0.014,,0.468,,49.896,,8.737999999999998,,,20.651,,0.523,,205.318,,141.448,,,31.973,,,,,,4
2010-03-03 10:06:00,2.091,,105.714,,70.731,,8.499,,,20.732,,1.79,,243.124,,484.234,,,32.672,,,,,,4
2010-03-03 10:07:00,6.966,,817.7419999999998,,123.063,,8.782999999999998,,,20.816,,3.209,,270.59,,868.2899999999998,,,33.194,,,,,,4
2010-03-03 10:08:00,4.436,,445.435,,94.863,,8.784,,,20.907,,1.994,,235.072,,542.862,,,33.522,,,,,,4
2010-03-03 10:09:00,0.563,,0.4729999999999999,,49.784,,8.947,,,20.964,,0.4939999999999999,,200.426,,134.144,,,34.04,,,,,,4
2010-03-03 10:10:00,5.453,,602.982,,106.809,,8.839,,,21.034,,2.941,,260.696,,796.562,,,33.923,,,,,,4
2010-03-03 10:11:00,6.919,,810.998,,123.185,,8.676,,,21.115,,3.174,,273.058,,866.7799999999999,,,34.254,,,,,,4
2010-03-03 10:12:00,4.638,,465.915,,100.048,,8.976,,,21.196,,2.553,,273.1,,697.034,,,34.912,,,,,,4
2010-03-03 10:13:00,6.198,,704.27,,122.993,,8.968,,,21.266,,2.748,,271.932,,747.042,,,34.645,,,,,,4
2010-03-03 10:14:00,5.96,,649.536,,122.695,,8.952999999999998,,,21.333,,2.604,,266.38,,693.616,,,34.562,,,,,,4
2010-03-03 10:15:00,4.966,,447.912,,112.067,,8.891999999999998,,,21.44,,2.233,,251.556,,591.346,,,34.553,,,,,,4
2010-03-03 10:16:00,5.513,,585.806,,122.42,,8.715999999999998,,,21.516,,2.346,,265.814,,623.806,,,34.517,,,,,,4
2010-03-03 10:17:00,5.831,,646.122,,122.603,,8.65,,,21.586,,2.632,,263.554,,693.278,,,34.502,,,,,,4
2010-03-03 10:18:00,6.924,,811.02,,122.533,,8.606999999999998,,,21.672,,3.378,,255.874,,863.3039999999999,,,35.309,,,,,,4
2010-03-03 10:19:00,7.218,,858.801,,122.949,,8.868,,,21.793,,3.558,,258.808,,920.682,,,36.715,,,,,,4
2010-03-03 10:20:00,5.65,,583.658,,107.676,,9.336,,,21.888,,2.691,,245.976,,704.302,,,37.631,,,,,,4
2010-03-03 10:21:00,6.009,,654.375,,122.843,,9.083,,,21.955,,2.647,,264.118,,699.278,,,37.663,,,,,,4
2010-03-03 10:22:00,5.338,,536.967,,122.485,,8.968999999999998,,,22.044,,2.146,,265.674,,570.024,,,36.932,,,,,,4
2010-03-03 10:23:00,5.885,,642.786,,122.363,,8.887,,,22.114,,2.544,,269.312,,685.014,,,36.31,,,,,,4
2010-03-03 10:24:00,6.39,,730.096,,122.894,,8.945999999999998,,,22.233,,2.904,,268.318,,778.8579999999998,,,36.085,,,,,,4
2010-03-03 10:25:00,6.216,,703.885,,122.622,,8.999,,,22.321,,2.877,,260.702,,750.0119999999998,,,36.67,,,,,,4
2010-03-03 10:26:00,1.44,,53.468,,61.337,,9.118,,,22.447,,0.895,,219.352,,232.168,,,36.491,,,,,,4
2010-03-03 10:27:00,3.34,,235.107,,96.912,,9.083,,,22.544,,1.685,,255.84,,430.948,,,35.975,,,,,,4
2010-03-03 10:28:00,5.78,,627.002,,122.167,,9.326,,,22.641,,2.657,,252.778,,670.498,,,36.088,,,,,,4
2010-03-03 10:29:00,6.74,,787.638,,122.935,,9.664,,,22.732,,3.258,,256.69,,836.422,,,36.804,,,,,,4
2010-03-03 10:30:00,5.387,,532.018,,100.722,,9.772,,,22.811,,2.908,,237.214,,733.974,,,37.857,,,,,,4
2010-03-03 10:31:00,7.51,,494.895,,121.35,,9.658,,,22.892,,3.744,,255.898,,958.072,,,38.739,,,,,,4
2010-03-03 10:32:00,7.402999999999999,,528.247,,118.691,,9.53,,,22.984,,3.634,,257.744,,936.506,,,39.384,,,,,,4
2010-03-03 10:33:00,6.534,,773.644,,123.058,,9.564,,,23.081,,3.177,,259.316,,824.02,,,39.499,,,,,,4
2010-03-03 10:34:00,5.695,,621.304,,122.684,,9.421,,,23.183,,2.565,,259.736,,666.506,,,38.672,,,,,,4
2010-03-03 10:35:00,5.761,,620.269,,122.57,,9.107,,,23.271,,2.554,,257.082,,656.678,,,37.185,,,,,,4
2010-03-03 10:36:00,6.437,,730.977,,122.656,,9.073,,,23.366,,3.072,,253.904,,779.7419999999998,,,36.642,,,,,,4
2010-03-03 10:37:00,6.594,,755.5309999999998,,122.72,,8.871,,,23.486,,3.243,,248.516,,806.212,,,36.584,,,,,,4
