measured_on,ac_current__319,ac_current__379,ac_power__315,ac_power__375,ac_voltage__318,ac_voltage__378,ambient_temp__320,ambient_temp__380,das_battery_voltage__386,das_temp__325,das_temp__385,dc_pos_current__317,dc_pos_current__377,dc_pos_voltage__316,dc_pos_voltage__376,dc_power__314,dc_power__374,inverter_temp__384,module_temp_1__321,module_temp_1__381,module_temp_2__382,module_temp_3__383,poa_irradiance__373,power_factor__387,system_id
2010-03-03 10:38:00,5.528,,578.869,,99.088,,9.137,,,23.599,,3.025,,247.424,,772.84,,,37.735,,,,,,4
2010-03-03 10:39:00,7.46,,906.9620000000002,,123.046,,9.259,,,23.716,,3.782,,255.632,,966.92,,,38.717,,,,,,4
2010-03-03 10:40:00,4.577,,491.603,,92.665,,9.266,,,23.824,,2.944,,237.17,,753.778,,,39.704,,,,,,4
2010-03-03 10:41:00,6.274,,743.7,,111.296,,9.258,,,23.94,,3.288,,248.134,,850.056,,,38.971,,,,,,4
2010-03-03 10:42:00,7.57,,864.95,,121.693,,9.197,,,24.028,,3.676,,261.616,,961.682,,,39.311,,,,,,4
2010-03-03 10:43:00,4.114,,343.772,,83.827,,9.212,,,24.117,,2.649,,249.006,,694.912,,,39.529,,,,,,4
2010-03-03 10:44:00,6.365,,716.536,,111.216,,9.154000000000002,,,24.225,,3.474,,260.726,,905.912,,,39.644,,,,,,4
2010-03-03 10:45:00,5.584,,474.299,,101.434,,9.291,,,24.348,,3.333,,261.382,,870.494,,,40.23,,,,,,4
2010-03-03 10:46:00,6.65,,604.463,,113.214,,9.661,,,24.468,,3.257,,246.646,,839.746,,,39.305,,,,,,4
2010-03-03 10:47:00,6.434,,717.021,,112.165,,9.773,,,24.62,,3.277,,253.13,,850.4299999999998,,,39.528,,,,,,4
2010-03-03 10:48:00,7.478,,891.519,,123.107,,9.877,,,24.736,,3.672,,260.612,,957.004,,,40.358,,,,,,4
2010-03-03 10:49:00,7.222,,853.879,,123.054,,9.91,,,24.839,,3.531,,258.854,,914.072,,,41.173,,,,,,4
2010-03-03 10:50:00,7.255,,854.964,,123.119,,10.096,,,24.984,,3.439,,265.568,,913.248,,,41.186,,,,,,4
2010-03-03 10:51:00,7.378,,878.8959999999998,,122.836,,9.839,,,25.057,,3.564,,263.11,,937.638,,,41.056,,,,,,4
2010-03-03 10:52:00,4.374,,383.422,,90.045,,9.983,,,25.156,,2.193,,227.624,,561.638,,,40.678,,,,,,4
2010-03-03 10:53:00,7.541,,857.9919999999998,,121.965,,9.771,,,25.283,,3.706,,258.07,,956.468,,,41.036,,,,,,4
2010-03-03 10:54:00,5.381,,479.711,,97.60700000000001,,9.617,,,25.393,,2.879,,242.0,,749.344,,,41.871,,,,,,4
2010-03-03 10:55:00,7.469,,888.855,,123.111,,9.724,,,25.484,,3.576,,265.824,,950.604,,,43.018,,,,,,4
2010-03-03 10:56:00,5.494,,609.187,,103.565,,10.195,,,25.574,,2.98,,250.208,,774.716,,,44.008,,,,,,4
2010-03-03 10:57:00,6.17,,695.297,,107.155,,10.436,,,25.689,,3.358,,250.764,,863.9099999999999,,,43.227,,,,,,4
2010-03-03 10:58:00,5.704,,616.625,,102.314,,10.359,,,25.775,,3.155,,246.16,,810.9439999999998,,,42.823,,,,,,4
2010-03-03 10:59:00,5.425,,599.63,,100.986,,10.529,,,25.916,,3.192,,235.254,,810.2619999999998,,,43.305,,,,,,4
2010-03-03 11:00:00,5.024,,535.321,,98.273,,10.426,,,26.037,,3.117,,239.016,,770.842,,,43.087,,,,,,4
2010-03-03 11:01:00,6.263,,754.832,,110.791,,10.534,,,26.132,,3.428,,248.066,,859.0359999999998,,,42.725,,,,,,4
2010-03-03 11:02:00,5.862,,694.801,,105.748,,9.803,,,26.214,,3.224,,238.994,,815.552,,,41.226,,,,,,4
2010-03-03 11:03:00,5.927,,638.954,,109.66,,9.897,,,26.357,,3.11,,242.182,,779.864,,,41.366,,,,,,4
2010-03-03 11:04:00,6.434,,629.722,,106.353,,9.942,,,26.485,,3.62,,238.358,,892.8859999999999,,,42.534,,,,,,4
2010-03-03 11:05:00,5.937,,639.422,,106.814,,10.05,,,26.617,,3.355,,234.486,,837.7319999999999,,,43.728,,,,,,4
2010-03-03 11:06:00,7.085,,815.8089999999999,,114.155,,10.284,,,26.703,,4.042,,247.708,,1000.964,,,43.659,,,,,,4
2010-03-03 11:07:00,5.414,,586.4,,98.538,,10.003,,,26.829,,3.073,,233.12,,779.5359999999998,,,45.004,,,,,,4
2010-03-03 11:08:00,7.054,,828.698,,122.829,,9.918,,,26.951,,3.427,,258.584,,885.6839999999999,,,45.644,,,,,,4
2010-03-03 11:09:00,5.625,,523.281,,113.271,,10.286,,,27.091,,2.466,,263.996,,650.864,,,45.49,,,,,,4
2010-03-03 11:10:00,2.101,,72.12,,67.83,,10.647,,,27.224,,1.887,,264.514,,501.568,,,45.044,,,,,,4
2010-03-03 11:11:00,6.347,,665.865,,117.051,,10.56,,,27.307,,3.001,,271.088,,813.61,,,44.531,,,,,,4
2010-03-03 11:12:00,6.214,,728.654,,110.932,,10.618,,,27.408,,3.09,,276.912,,857.0399999999998,,,45.316,,,,,,4
2010-03-03 11:13:00,7.458,,774.525,,113.508,,10.77,,,27.533,,3.577,,271.43,,970.854,,,46.781,,,,,,4
2010-03-03 11:14:00,4.287,,428.737,,93.064,,11.133,,,27.642,,2.656,,251.814,,719.27,,,46.658,,,,,,4
2010-03-03 11:15:00,5.722,,603.665,,123.049,,10.922,,,27.738,,2.373,,272.706,,646.822,,,45.152,,,,,,4
2010-03-03 11:16:00,6.835,,795.8909999999998,,122.572,,10.711,,,27.859,,3.226,,262.846,,846.6939999999998,,,44.955,,,,,,4
2010-03-03 11:17:00,7.527,,765.2759999999998,,122.451,,10.918,,,27.987,,3.767,,254.234,,957.796,,,45.157,,,,,,4
2010-03-03 11:18:00,5.92,,644.735,,122.364,,10.759,,,28.082,,2.74,,249.75,,684.436,,,44.943,,,,,,4
2010-03-03 11:19:00,6.165,,694.355,,122.355,,10.628,,,28.175,,2.876,,256.09,,736.8859999999999,,,45.199,,,,,,4
2010-03-03 11:20:00,7.085,,837.363,,122.724,,10.732,,,28.304,,3.389,,264.704,,897.522,,,44.955,,,,,,4
2010-03-03 11:21:00,6.367,,629.992,,122.559,,10.698,,,28.41,,2.832,,268.396,,760.298,,,44.731,,,,,,4
2010-03-03 11:22:00,0.447,,23.386,,56.126,,10.827,,,28.504,,0.524,,214.864,,139.014,,,44.345,,,,,,4
2010-03-03 11:23:00,3.104,,175.137,,74.58799999999998,,10.674,,,28.558,,1.888,,222.026,,474.79,,,44.683,,,,,,4
2010-03-03 11:24:00,4.91,,493.607,,93.106,,10.528,,,28.669,,2.704,,235.936,,695.268,,,44.932,,,,,,4
2010-03-03 11:25:00,5.071,,457.838,,88.61,,10.686,,,28.753,,2.753,,244.074,,711.79,,,44.646,,,,,,4
2010-03-03 11:26:00,7.97,,954.512,,123.392,,10.859,,,28.834,,3.888,,262.368,,1020.032,,,44.363,,,,,,4
2010-03-03 11:27:00,2.236,,71.382,,65.137,,10.536,,,28.919,,1.649,,199.946,,430.172,,,43.988,,,,,,4
2010-03-03 11:28:00,5.995,,655.493,,102.813,,10.509,,,29.003,,3.314,,256.65,,856.418,,,44.18,,,,,,4
2010-03-03 11:29:00,7.812,,945.324,,123.105,,10.644,,,29.106,,3.898,,258.728,,1008.374,,,44.515,,,,,,4
2010-03-03 11:30:00,5.146,,562.65,,96.98500000000001,,10.37,,,29.206,,3.216,,248.584,,827.296,,,44.324,,,,,,4
2010-03-03 11:31:00,7.774,,939.488,,123.075,,10.312,,,29.31,,3.901,,256.414,,1000.162,,,45.259,,,,,,4
2010-03-03 11:32:00,5.506,,414.032,,95.164,,10.378,,,29.405,,3.043,,244.602,,785.5639999999999,,,46.322,,,,,,4
2010-03-03 11:33:00,7.144,,743.4579999999999,,113.459,,10.594,,,29.557,,3.521,,251.26,,910.434,,,47.569,,,,,,4
2010-03-03 11:34:00,6.362,,762.782,,110.901,,11.118,,,29.634,,3.263,,251.142,,834.548,,,48.6,,,,,,4
2010-03-03 11:35:00,7.681,,924.1,,123.089,,11.463,,,29.75,,3.903,,252.352,,984.948,,,48.688,,,,,,4
2010-03-03 11:36:00,6.981,,770.941,,115.957,,11.344,,,29.87,,3.568,,245.818,,906.528,,,47.135,,,,,,4
2010-03-03 11:37:00,7.525,,828.477,,119.692,,11.343,,,29.993,,3.847,,258.278,,993.612,,,46.322,,,,,,4
2010-03-03 11:38:00,2.306,,87.28199999999998,,62.314,,11.095,,,30.084,,1.854,,232.106,,479.534,,,46.305,,,,,,4
2010-03-03 11:39:00,6.969,,632.32,,107.13,,10.996,,,30.202,,3.853,,262.068,,1009.732,,,46.404,,,,,,4
2010-03-03 11:40:00,5.638,,531.236,,98.33600000000001,,11.122,,,30.307,,2.942,,245.53,,757.26,,,46.002,,,,,,4
2010-03-03 11:41:00,7.739,,931.703,,123.05,,11.19,,,30.428,,3.884,,254.984,,990.262,,,45.594,,,,,,4
2010-03-03 11:42:00,7.067,,807.772,,117.502,,11.0,,,30.548,,3.791,,257.458,,975.886,,,45.584,,,,,,4
2010-03-03 11:43:00,6.463,,743.1,,109.448,,10.705,,,30.638,,3.309,,243.02,,847.418,,,44.386,,,,,,4
2010-03-03 11:44:00,7.647,,934.3900000000002,,122.701,,10.501,,,30.719,,3.806,,262.432,,998.652,,,44.333,,,,,,4
2010-03-03 11:45:00,5.909,,505.311,,102.822,,10.874,,,30.796,,3.73,,257.576,,960.472,,,45.413,,,,,,4
2010-03-03 11:46:00,5.21,,502.245,,95.949,,11.128,,,30.903,,2.971,,237.482,,760.73,,,45.121,,,,,,4
2010-03-03 11:47:00,7.740999999999999,,936.498,,122.893,,11.468,,,31.019,,3.856,,259.07,,998.906,,,45.584,,,,,,4
2010-03-03 11:48:00,5.819,,621.398,,101.894,,11.19,,,31.059,,3.037,,235.11,,776.726,,,45.618,,,,,,4
2010-03-03 11:49:00,7.753999999999999,,903.026,,121.637,,11.457,,,31.127,,3.833,,259.34,,994.0820000000001,,,46.32,,,,,,4
2010-03-03 11:50:00,7.756999999999999,,934.0100000000001,,123.127,,11.533,,,31.232,,3.827,,260.084,,995.326,,,46.609,,,,,,4
2010-03-03 11:51:00,1.521,,115.954,,64.977,,11.248,,,31.276,,2.039,,241.696,,524.108,,,46.595,,,,,,4
2010-03-03 11:52:00,7.743,,890.8479999999998,,120.88,,10.945,,,31.354,,3.819,,261.258,,997.768,,,47.309,,,,,,4
2010-03-03 11:53:00,7.728,,934.192,,123.008,,10.912,,,31.474,,3.808,,261.406,,995.28,,,48.118,,,,,,4
2010-03-03 11:54:00,7.71,,898.831,,121.956,,11.03,,,31.571,,3.795,,262.378,,995.738,,,48.515,,,,,,4
2010-03-03 11:55:00,5.813,,568.772,,104.794,,11.306,,,31.656,,3.183,,245.406,,817.376,,,48.428,,,,,,4
2010-03-03 11:56:00,6.594,,639.378,,108.287,,11.529,,,31.731,,3.859,,257.376,,993.168,,,48.696,,,,,,4
2010-03-03 11:57:00,7.737,,934.544,,123.011,,11.925,,,31.803,,3.848,,258.62,,995.054,,,48.416,,,,,,4
2010-03-03 11:58:00,7.728,,932.083,,123.055,,12.029,,,31.828,,3.787,,262.104,,992.43,,,47.875,,,,,,4
2010-03-03 11:59:00,2.641,,149.454,,70.203,,11.767,,,31.916,,1.9,,206.032,,491.832,,,47.042,,,,,,4
2010-03-03 12:00:00,7.780999999999999,,898.1699999999998,,123.145,,11.717,,,31.962,,3.843,,259.058,,995.536,,,47.441,,,,,,4
2010-03-03 12:01:00,6.451,,679.259,,108.233,,11.626,,,32.025,,3.174,,249.626,,828.378,,,47.227,,,,,,4
2010-03-03 12:02:00,6.49,,780.971,,111.864,,11.499,,,32.07,,3.486,,251.646,,905.52,,,47.065,,,,,,4
2010-03-03 12:03:00,6.789,,731.544,,112.767,,11.39,,,32.114,,3.554,,252.036,,917.372,,,46.081,,,,,,4
2010-03-03 12:04:00,6.472,,704.182,,108.099,,11.471,,,32.163,,3.234,,262.02,,841.496,,,46.246,,,,,,4
2010-03-03 12:05:00,7.722,,932.182,,123.212,,11.406,,,32.218,,3.835,,259.754,,996.146,,,46.691,,,,,,4
2010-03-03 12:06:00,3.247,,368.084,,80.03799999999998,,11.381,,,32.228,,2.19,,223.962,,569.716,,,46.654,,,,,,4
2010-03-03 12:07:00,0.0179999999999999,,0.7209999999999999,,47.256,,11.499,,,32.281,,0.195,,136.19,,52.118,,,47.206,,,,,,4
2010-03-03 12:08:00,5.835,,620.434,,104.249,,11.848,,,32.302,,3.216,,254.822,,833.292,,,46.5,,,,,,4
2010-03-03 12:09:00,0.529,,2.582,,48.815,,11.494,,,32.316,,0.398,,152.738,,98.936,,,46.591,,,,,,4
2010-03-03 12:10:00,7.698,,880.8719999999998,,123.096,,11.401,,,32.3,,3.892,,253.826,,987.836,,,47.215,,,,,,4
2010-03-03 12:11:00,7.644999999999999,,921.425,,123.051,,11.767,,,32.391,,3.879,,253.516,,983.4,,,48.326,,,,,,4
2010-03-03 12:12:00,5.98,,659.423,,104.598,,12.025,,,32.435,,3.277,,251.904,,846.3719999999998,,,49.268,,,,,,4
2010-03-03 12:13:00,4.02,,462.204,,85.518,,12.229,,,32.493,,2.217,,204.73,,570.106,,,49.815,,,,,,4
2010-03-03 12:14:00,7.615999999999999,,920.511,,122.98,,11.841,,,32.519,,3.872,,253.334,,980.884,,,49.368,,,,,,4
2010-03-03 12:15:00,7.551,,927.58,,123.251,,11.371,,,32.563,,3.817,,259.298,,989.776,,,47.661,,,,,,4
2010-03-03 12:16:00,7.658,,758.311,,123.054,,11.333,,,32.633,,3.825,,258.062,,986.946,,,47.918,,,,,,4
2010-03-03 12:17:00,7.674,,781.621,,121.574,,11.468,,,32.7,,3.806,,258.848,,985.068,,,47.263,,,,,,4
2010-03-03 12:18:00,4.109,,415.777,,85.25799999999998,,11.423,,,32.696,,2.187,,225.082,,576.112,,,46.528,,,,,,4
2010-03-03 12:19:00,7.599,,788.0789999999998,,116.168,,11.24,,,32.721,,3.771,,260.714,,983.244,,,45.989,,,,,,4
2010-03-03 12:20:00,4.477,,372.268,,86.31699999999998,,11.603,,,32.783,,2.741,,248.772,,716.352,,,46.249,,,,,,4
2010-03-03 12:21:00,4.851,,415.518,,92.994,,11.566,,,32.823,,2.901,,243.172,,765.702,,,45.845,,,,,,4
2010-03-03 12:22:00,7.668999999999999,,920.626,,122.917,,11.704,,,32.857,,3.694,,265.56,,980.816,,,45.991,,,,,,4
2010-03-03 12:23:00,7.72,,924.04,,123.335,,12.237,,,32.916,,3.759,,261.67,,983.5340000000001,,,46.382,,,,,,4
2010-03-03 12:24:00,5.083,,547.042,,96.83,,12.568,,,32.956,,3.025,,244.41,,785.4439999999998,,,47.58,,,,,,4
2010-03-03 12:25:00,7.633,,927.321,,123.04,,12.432,,,32.997,,3.799,,260.034,,987.748,,,47.187,,,,,,4
2010-03-03 12:26:00,4.251,,417.809,,87.662,,12.439,,,32.974,,2.353,,229.162,,613.544,,,47.415,,,,,,4
2010-03-03 12:27:00,7.69,,925.427,,123.035,,12.306,,,32.979,,3.757,,262.714,,986.968,,,47.41,,,,,,4
2010-03-03 12:28:00,6.357,,635.42,,104.711,,12.255,,,32.975,,3.126,,253.424,,825.498,,,48.05,,,,,,4
2010-03-03 12:29:00,7.711,,884.225,,120.924,,12.327,,,32.989,,3.811,,259.836,,990.1400000000002,,,48.66,,,,,,4
2010-03-03 12:30:00,6.132,,612.072,,105.779,,12.093,,,33.005,,3.192,,256.074,,836.462,,,48.406,,,,,,4
2010-03-03 12:31:00,7.716,,923.005,,123.122,,12.024,,,33.042,,3.761,,263.062,,989.384,,,47.756,,,,,,4
2010-03-03 12:32:00,5.425,,480.108,,97.941,,12.333,,,33.098,,2.937,,245.53,,760.5399999999998,,,47.94,,,,,,4
2010-03-03 12:33:00,7.660999999999999,,921.502,,122.977,,12.314,,,33.119,,3.835,,256.906,,985.242,,,47.522,,,,,,4
2010-03-03 12:34:00,6.402,,594.884,,106.369,,11.938,,,33.163,,3.161,,252.796,,823.24,,,46.387,,,,,,4
2010-03-03 12:35:00,5.404,,512.127,,96.191,,11.523,,,33.194,,2.851,,243.998,,743.422,,,45.739,,,,,,4
2010-03-03 12:36:00,7.667,,923.77,,122.873,,11.637,,,33.23,,3.775,,262.326,,990.226,,,46.136,,,,,,4
2010-03-03 12:37:00,7.573,,902.899,,123.29,,11.84,,,33.277,,3.767,,261.37,,984.504,,,46.701,,,,,,4
2010-03-03 12:38:00,3.541,,373.138,,84.486,,12.456,,,33.284,,2.44,,237.5,,632.426,,,47.066,,,,,,4
2010-03-03 12:39:00,6.94,,697.46,,113.681,,12.63,,,33.317,,3.503,,262.528,,919.922,,,47.558,,,,,,4
2010-03-03 12:40:00,7.559,,908.564,,123.222,,12.329,,,33.357,,3.699,,263.51,,974.758,,,47.33,,,,,,4
2010-03-03 12:41:00,7.57,,911.234,,123.05,,12.4,,,33.373,,3.653,,265.658,,970.218,,,47.642,,,,,,4
2010-03-03 12:42:00,7.586,,908.08,,123.121,,12.599,,,33.385,,3.734,,260.666,,973.286,,,48.734,,,,,,4
2010-03-03 12:43:00,7.561,,901.4570000000001,,123.12,,12.454,,,33.402,,3.752,,257.638,,966.612,,,48.94,,,,,,4
2010-03-03 12:44:00,7.522,,903.246,,122.818,,12.519,,,33.429,,3.716,,259.286,,963.41,,,49.243,,,,,,4
2010-03-03 12:45:00,7.558,,908.4380000000002,,123.154,,12.663,,,33.501,,3.74,,258.62,,967.144,,,48.795,,,,,,4
2010-03-03 12:46:00,4.424,,397.918,,89.09999999999998,,12.84,,,33.553,,2.566,,228.38,,665.28,,,49.348,,,,,,4
2010-03-03 12:47:00,7.551,,903.037,,123.141,,12.687,,,33.614,,3.702,,260.718,,965.094,,,49.522,,,,,,4
2010-03-03 12:48:00,7.546,,905.101,,123.006,,12.705,,,33.678,,3.682,,262.23,,965.384,,,49.473,,,,,,4
2010-03-03 12:49:00,7.29,,697.141,,116.851,,12.6,,,33.728,,3.685,,262.752,,968.3,,,49.456,,,,,,4
2010-03-03 12:50:00,5.928,,620.704,,107.238,,12.653,,,33.738,,3.516,,259.728,,912.008,,,50.37,,,,,,4
2010-03-03 12:51:00,7.432,,898.0159999999998,,122.939,,12.794,,,33.786,,3.742,,257.004,,961.746,,,50.167,,,,,,4
2010-03-03 12:52:00,5.805,,582.266,,103.509,,12.723,,,33.82,,3.052,,241.72,,787.976,,,49.849,,,,,,4
2010-03-03 12:53:00,6.178,,688.393,,107.14,,12.498,,,33.851,,3.252,,254.372,,847.24,,,49.477,,,,,,4
2010-03-03 12:54:00,5.103,,552.828,,97.652,,12.901,,,33.926,,2.981,,240.796,,768.118,,,49.884,,,,,,4
2010-03-03 12:55:00,4.879,,550.274,,100.985,,13.086,,,33.952,,3.208,,257.406,,825.1219999999998,,,49.523,,,,,,4
2010-03-03 12:56:00,4.39,,493.034,,94.136,,12.98,,,33.969,,2.784,,245.668,,717.218,,,49.498,,,,,,4
2010-03-03 12:57:00,7.484,,893.964,,122.912,,12.931,,,34.03,,3.666,,259.772,,952.3080000000001,,,49.819,,,,,,4
2010-03-03 12:58:00,7.47,,894.008,,122.931,,12.827,,,34.054,,3.65,,260.876,,952.134,,,49.438,,,,,,4
2010-03-03 12:59:00,2.734,,145.32,,69.405,,12.913,,,34.121,,1.883,,233.174,,494.552,,,48.986,,,,,,4
2010-03-03 13:00:00,7.530999999999999,,879.0879999999999,,123.125,,12.786,,,34.149,,3.656,,261.06,,954.468,,,49.184,,,,,,4
2010-03-03 13:01:00,5.557,,628.902,,103.02,,12.783,,,34.203,,2.945,,239.444,,756.394,,,48.741,,,,,,4
2010-03-03 13:02:00,7.345,,782.9149999999998,,118.906,,12.559,,,34.259,,3.676,,257.488,,946.564,,,48.616,,,,,,4
2010-03-03 13:03:00,5.807,,620.418,,104.756,,12.215,,,34.28,,3.161,,262.39,,828.3039999999999,,,48.543,,,,,,4
2010-03-03 13:04:00,5.545,,548.523,,103.132,,11.913,,,34.337,,3.283,,250.554,,861.224,,,47.65,,,,,,4
2010-03-03 13:05:00,6.187,,666.542,,110.083,,11.865,,,34.419,,3.262,,248.702,,850.402,,,48.295,,,,,,4
2010-03-03 13:06:00,6.424,,683.427,,111.105,,12.344,,,34.439,,3.37,,257.424,,866.614,,,49.343,,,,,,4
2010-03-03 13:07:00,1.578,,39.556,,61.258,,12.427,,,34.465,,1.745,,227.438,,463.45,,,49.333,,,,,,4
2010-03-03 13:08:00,7.384,,879.793,,122.768,,12.762,,,34.506,,3.582,,261.952,,938.25,,,48.919,,,,,,4
2010-03-03 13:09:00,7.365,,873.643,,122.626,,12.387,,,34.582,,3.548,,263.752,,935.792,,,48.565,,,,,,4
2010-03-03 13:10:00,7.348,,874.64,,122.729,,12.515,,,34.601,,3.576,,261.078,,933.54,,,50.135,,,,,,4
2010-03-03 13:11:00,7.06,,870.643,,123.442,,13.066,,,34.658,,3.586,,260.484,,934.214,,,51.145,,,,,,4
2010-03-03 13:12:00,7.28,,863.4199999999998,,122.73,,13.622,,,34.705,,3.513,,262.09,,920.59,,,52.047,,,,,,4
2010-03-03 13:13:00,4.813,,393.915,,90.501,,13.525,,,34.758,,2.767,,241.67,,716.972,,,51.511,,,,,,4
2010-03-03 13:14:00,6.809,,581.027,,107.044,,12.862,,,34.814,,3.553,,258.92,,919.918,,,50.268,,,,,,4
2010-03-03 13:15:00,7.213,,858.7949999999998,,122.946,,12.4,,,34.877,,3.541,,259.38,,918.352,,,49.228,,,,,,4
2010-03-03 13:16:00,1.833,,137.827,,64.105,,12.064,,,34.949,,0.97,,164.696,,251.638,,,49.629,,,,,,4
2010-03-03 13:17:00,4.385,,377.652,,89.781,,12.412,,,35.005,,2.487,,247.222,,653.106,,,50.105,,,,,,4
2010-03-03 13:18:00,7.177,,794.52,,120.107,,12.529,,,35.047,,3.52,,260.996,,918.722,,,48.553,,,,,,4
2010-03-03 13:19:00,5.746,,623.98,,105.925,,12.207,,,35.145,,2.938,,247.442,,764.2799999999999,,,47.406,,,,,,4
2010-03-03 13:20:00,5.061,,551.711,,101.05,,12.236,,,35.172,,2.932,,249.176,,765.7619999999998,,,47.128,,,,,,4
2010-03-03 13:21:00,7.288,,866.129,,122.888,,12.392,,,35.204,,3.474,,265.706,,922.952,,,47.302,,,,,,4
2010-03-03 13:22:00,6.121,,699.393,,110.329,,12.767,,,35.243,,3.077,,254.028,,806.0159999999998,,,47.495,,,,,,4
2010-03-03 13:23:00,1.339,,105.637,,63.595,,12.747,,,35.282,,1.413,,205.322,,369.786,,,47.718,,,,,,4
2010-03-03 13:24:00,7.187,,857.8429999999998,,123.022,,12.949,,,35.324,,3.494,,262.65,,917.554,,,47.81,,,,,,4
2010-03-03 13:25:00,5.82,,598.991,,107.293,,12.683,,,35.325,,2.954,,250.924,,768.99,,,47.848,,,,,,4
2010-03-03 13:26:00,5.34,,527.812,,100.213,,12.936,,,35.364,,2.793,,251.118,,733.3039999999999,,,48.661,,,,,,4
2010-03-03 13:27:00,6.371,,697.24,,113.435,,13.163,,,35.37,,3.243,,260.706,,846.7079999999999,,,48.867,,,,,,4
2010-03-03 13:28:00,7.154,,841.6409999999998,,122.719,,12.852,,,35.41,,3.463,,261.45,,905.418,,,48.396,,,,,,4
2010-03-03 13:29:00,5.925,,637.292,,107.66,,12.683,,,35.448,,3.182,,247.736,,826.4339999999999,,,47.675,,,,,,4
2010-03-03 13:30:00,5.844,,606.985,,107.208,,12.677,,,35.44,,3.139,,251.212,,823.722,,,47.856,,,,,,4
2010-03-03 13:31:00,6.526,,730.861,,116.122,,13.004,,,35.43,,3.343,,266.518,,890.8619999999999,,,47.82,,,,,,4
2010-03-03 13:32:00,1.207,,108.213,,61.756,,13.082,,,35.454,,1.046,,237.49,,272.822,,,47.607,,,,,,4
2010-03-03 13:33:00,5.877,,678.957,,110.471,,12.876,,,35.448,,2.877,,250.912,,750.128,,,47.484,,,,,,4
2010-03-03 13:34:00,6.423,,585.448,,117.252,,12.796,,,35.464,,3.344,,263.632,,881.438,,,48.332,,,,,,4
2010-03-03 13:35:00,7.037,,826.969,,122.684,,13.078,,,35.453,,3.395,,260.414,,883.996,,,48.971,,,,,,4
2010-03-03 13:36:00,2.512,,46.487,,68.059,,13.497,,,35.435,,1.668,,198.154,,436.958,,,49.536,,,,,,4
2010-03-03 13:37:00,5.843,,602.85,,110.302,,13.277,,,35.406,,2.984,,257.14,,778.226,,,48.186,,,,,,4
2010-03-03 13:38:00,4.103,,396.288,,91.051,,12.972,,,35.381,,2.42,,230.598,,625.412,,,47.32,,,,,,4
2010-03-03 13:39:00,7.016,,735.508,,121.797,,13.163,,,35.407,,3.404,,257.32,,875.952,,,47.799,,,,,,4
2010-03-03 13:40:00,1.504,,109.045,,62.16,,12.836,,,35.391,,1.241,,195.666,,324.362,,,47.548,,,,,,4
2010-03-03 13:41:00,6.986,,821.364,,123.075,,12.713,,,35.386,,3.391,,258.988,,878.1599999999999,,,47.973,,,,,,4
2010-03-03 13:42:00,5.246,,494.587,,98.35100000000001,,12.927,,,35.383,,2.634,,248.342,,686.064,,,49.092,,,,,,4
2010-03-03 13:43:00,4.568,,450.109,,98.279,,12.98,,,35.351,,2.732,,246.628,,707.916,,,48.369,,,,,,4
2010-03-03 13:44:00,5.185,,467.302,,100.279,,12.858,,,35.351,,2.607,,248.042,,675.706,,,47.273,,,,,,4
2010-03-03 13:45:00,6.934,,797.196,,122.712,,12.546,,,35.358,,3.287,,263.27,,865.37,,,47.227,,,,,,4
2010-03-03 13:46:00,6.95,,812.369,,122.445,,12.941,,,35.331,,3.258,,265.892,,866.32,,,47.361,,,,,,4
2010-03-03 13:47:00,5.822,,627.118,,110.736,,13.08,,,35.341,,2.917,,255.294,,769.164,,,46.92,,,,,,4
2010-03-03 13:48:00,6.863,,817.307,,122.76,,12.917,,,35.371,,3.363,,259.608,,872.928,,,46.595,,,,,,4
2010-03-03 13:49:00,6.885,,729.931,,118.495,,12.97,,,35.363,,3.331,,261.064,,869.61,,,46.398,,,,,,4
2010-03-03 13:50:00,1.173,,22.203,,58.766,,12.858,,,35.366,,0.916,,198.798,,239.61,,,46.234,,,,,,4
2010-03-03 13:51:00,6.953,,763.2659999999998,,123.138,,12.879,,,35.384,,3.3,,260.346,,859.2,,,46.219,,,,,,4
2010-03-03 13:52:00,6.882,,807.001,,123.569,,12.794,,,35.437,,3.314,,259.928,,861.4539999999998,,,45.877,,,,,,4
2010-03-03 13:53:00,6.73,,801.038,,122.566,,12.917,,,35.454,,3.271,,261.712,,856.14,,,46.268,,,,,,4
2010-03-03 13:54:00,5.143,,500.522,,103.307,,13.15,,,35.433,,2.664,,251.778,,702.994,,,46.575,,,,,,4
2010-03-03 13:55:00,6.847,,638.938,,116.629,,12.967,,,35.412,,3.223,,263.314,,848.7619999999998,,,46.993,,,,,,4
2010-03-03 13:56:00,6.822,,790.8809999999999,,122.579,,13.182,,,35.376,,3.196,,264.436,,845.166,,,47.599,,,,,,4
2010-03-03 13:57:00,4.791,,496.035,,98.801,,13.229,,,35.338,,2.55,,244.362,,666.032,,,47.311,,,,,,4
2010-03-03 13:58:00,6.197,,691.883,,116.068,,12.942,,,35.319,,3.093,,261.772,,809.748,,,47.065,,,,,,4
2010-03-03 13:59:00,5.703,,621.205,,109.839,,13.137,,,35.313,,2.972,,264.478,,784.542,,,47.266,,,,,,4
2010-03-03 14:00:00,6.722,,790.149,,122.68,,12.931,,,35.291,,3.177,,265.824,,844.404,,,46.501,,,,,,4
