measured_on,ac_current_other_inv_14538,ac_current_other_inv_14538_2,ac_current_other_inv_14538_3,ac_energy_inv_14538,ac_other_meter_1864,ac_other_meter_1864_2,ac_other_meter_1864_3,ac_power_inv_14538,ac_power_meter_1864,ac_power_meter_1864_2,ac_power_meter_1864_3,ac_power_meter_1864_4,ac_power_meter_1864_5,ac_power_other_meter_1864,ac_power_other_meter_1864_2,ac_power_other_meter_1864_3,ac_power_other_meter_1864_4,ac_voltage_other_inv_14538,ac_voltage_other_inv_14538_2,ac_voltage_other_inv_14538_3,ac_voltage_other_meter_1864,ac_voltage_other_meter_1864_2,ac_voltage_other_meter_1864_3,ac_voltage_other_meter_1864_4,ac_voltage_other_meter_1864_5,ac_voltage_other_meter_1864_6,battery_a_avg__82673,battery_v_min__82672,chgsource_min__82676,chgstate_min__82675,ckbatt_max__82677,cr1000temp_c_avg__82591,dc_power_inv_14538,dc_voltage_other_inv_14538,dc_voltage_other_inv_14538_2,dooropen_min__82592,irradiance_ghi_o_2202,irradiance_poa_o_2203,irradiance_poa_o_2204,irradiance_poa_o_2206,load_a_avg__82674,qloss_ah_max__82678,rtd_c_avg_10__82688,rtd_c_avg_1__82679,rtd_c_avg_2__82680,rtd_c_avg_3__82681,rtd_c_avg_4__82682,rtd_c_avg_5__82683,rtd_c_avg_6__82684,rtd_c_avg_7__82685,rtd_c_avg_8__82686,rtd_c_avg_9__82687,shuntcurrent_a_avg_1__82644,shuntcurrent_a_avg_2__82645,shuntcurrent_a_avg_3__82646,shuntcurrent_a_avg_4__82647,shuntcurrent_a_avg_5__82648,shuntcurrent_a_avg_6__82649,shuntcurrent_a_avg_7__82650,shuntetot_kwh_max_1__82658,shuntetot_kwh_max_2__82659,shuntetot_kwh_max_3__82660,shuntetot_kwh_max_4__82661,shuntetot_kwh_max_5__82662,shuntetot_kwh_max_6__82663,shuntetot_kwh_max_7__82664,shuntpdc_kw_avg_1__82651,shuntpdc_kw_avg_2__82652,shuntpdc_kw_avg_3__82653,shuntpdc_kw_avg_4__82654,shuntpdc_kw_avg_5__82655,shuntpdc_kw_avg_6__82656,shuntpdc_kw_avg_7__82657,system_other_inv_14538,system_other_inv_14538_10,system_other_inv_14538_11,system_other_inv_14538_2,system_other_inv_14538_3,system_other_inv_14538_4,system_other_inv_14538_5,system_other_inv_14538_6,system_other_inv_14538_7,system_other_inv_14538_8,system_other_inv_14538_9,system_other_meter_1864,system_other_meter_1864_2,system_other_meter_1864_3,temperature_ambient_o_2205,temperature_ambient_o_2206,temperature_inverter_inv_14538,temperature_module_o_2206,wind_direction_o_2206,wind_other_o_2206,wind_other_o_2206_2,wind_other_o_2206_3,wind_other_o_2206_4,wind_speed_o_2206,wind_speed_o_2206_2,system_id
2017-12-30 00:00:00,0.0,0.0,0.0,1973023.0,74.7,53.6,60.0,0.0,54182.0,795.0,185477.0,1960861.0,0.0,1.0,0.0,0.0,0.0,271.2,269.7,266.9,0.979,269.0,0.748,270.0,0.921,271.0,0.0069999999999999,14.11,2.0,3.0,0.0,-6.907,0.0,12.05,21.23,0.0,-0.003,0.0,0.2739999999999999,-0.0379999999999999,0.6559999999999999,0.0,-1.86,-7.723,-7.337999999999998,-7.421,-7.433,-7.468,-7.514999999999999,-7.436,-7.631,-7.59,-0.003,-0.001,-0.001,0.0,0.006,0.001,0.002,73392.0,74951.0,74146.0,74023.0,75250.0,72927.0,64360.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.61,0.0,60.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6.348,-7.032,0.0,-8.31,131.4,35.03,4.0,3.509,-1.0,1.032,2.0,4902
2017-12-30 00:01:00,0.0,0.0,0.0,1973023.0,74.7,53.6,60.0,0.0,54182.0,795.0,185477.0,1960861.0,0.0,1.0,0.0,0.0,0.0,270.8,269.9,267.1,0.979,269.0,0.748,270.0,0.921,271.0,0.0069999999999999,14.11,2.0,3.0,0.0,-6.885,0.0,11.94,21.28,0.0,-0.002,0.0,0.271,-0.0379999999999999,0.6559999999999999,0.0,-1.86,-7.657999999999999,-7.337999999999998,-7.32,-7.436,-7.436,-7.417999999999998,-7.436,-7.631,-7.538999999999999,-0.003,-0.003,-0.001,0.001,0.005,0.001,0.001,73392.0,74951.0,74146.0,74023.0,75250.0,72927.0,64360.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.61,0.0,60.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6.329,-6.984,0.0,-8.25,117.4,14.9,4.0,3.51,-1.0,1.327,2.3,4902
2017-12-30 00:02:00,0.0,0.0,0.0,1973023.0,74.7,53.6,60.0,0.0,54182.0,795.0,185477.0,1960861.0,0.0,1.0,0.0,0.0,0.0,271.1,270.1,267.3,0.979,269.4,0.748,270.0,0.921,271.0,0.006,14.11,2.0,3.0,0.0,-6.8660000000000005,0.0,11.88,21.21,0.0,-0.002,0.0,0.271,-0.0379999999999999,0.544,0.0,-1.86,-7.611,-7.337999999999998,-7.337999999999998,-7.436,-7.436,-7.436,-7.436,-7.631,-7.441,-0.003,-0.002,-0.001,0.0,0.005,0.001,0.001,73392.0,74951.0,74146.0,74023.0,75250.0,72927.0,64360.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.5,0.0,60.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6.347,-6.971,0.0,-8.199999999999998,128.1,20.16,3.5,3.51,-1.0,0.888,1.5,4902
2017-12-30 00:03:00,0.0,0.0,0.0,1973023.0,74.7,53.6,60.0,0.0,54182.0,795.0,185477.0,1960861.0,0.0,1.0,0.0,0.0,0.0,271.0,270.3,267.4,0.979,270.0,0.748,270.0,0.921,271.0,0.0069999999999999,14.11,2.0,3.0,0.0,-6.853,0.0,11.65,21.21,0.0,-0.002,0.0,0.272,-0.0379999999999999,0.6559999999999999,0.0,-1.86,-7.625,-7.287,-7.337999999999998,-7.436,-7.436,-7.436,-7.436,-7.602,-7.441,-0.002,-0.002,-0.001,0.0,0.005,0.001,0.002,73392.0,74951.0,74146.0,74023.0,75250.0,72927.0,64360.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.340000000000002,0.0,60.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6.331,-6.979,0.0,-8.199999999999998,133.2,11.41,4.0,3.509,-1.0,0.767,1.1,4902
2017-12-30 00:04:00,0.0,0.0,0.0,1973023.0,74.7,53.6,60.0,0.0,54182.0,795.0,185477.0,1960861.0,0.0,1.0,0.0,0.0,0.0,271.4,270.1,267.2,0.979,270.0,0.748,270.0,0.921,271.0,0.0069999999999999,14.11,2.0,3.0,0.0,-6.83,0.0,11.39,21.22,0.0,-0.003,0.0,0.2689999999999999,-0.0379999999999999,0.6559999999999999,0.0,-1.86,-7.625,-7.287,-7.337999999999998,-7.436,-7.436,-7.436,-7.436,-7.583999999999999,-7.458999999999999,-0.003,-0.002,-0.001,0.001,0.005,0.001,0.002,73392.0,74951.0,74146.0,74023.0,75250.0,72927.0,64360.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.13,0.0,60.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6.348,-6.99,0.0,-8.189999999999998,132.0,9.32,4.0,3.509,-1.0,0.712,1.0,4902
2017-12-30 00:05:00,0.0,0.0,0.0,1973023.0,74.7,53.6,60.0,0.0,54182.0,795.0,185477.0,1960861.0,0.0,1.0,0.0,0.0,0.0,271.4,270.4,267.4,0.979,270.0,0.748,270.0,0.921,271.0,0.0069999999999999,14.11,2.0,3.0,0.0,-6.816,0.0,11.28,21.22,0.0,-0.003,0.0,0.267,-0.0379999999999999,0.6559999999999999,0.0,-1.86,-7.625,-7.287,-7.337999999999998,-7.436,-7.417999999999998,-7.436,-7.436,-7.602,-7.441,-0.003,-0.003,-0.002,0.0,0.006,0.001,0.002,73392.0,74951.0,74146.0,74023.0,75250.0,72927.0,64360.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.07,0.0,60.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6.325,-7.004,0.0,-8.189999999999998,119.7,10.53,4.0,3.509,-1.0,0.63,1.0,4902
2017-12-30 00:06:00,0.0,0.0,0.0,1973023.0,74.7,53.6,60.0,0.0,54182.0,795.0,185477.0,1960861.0,0.0,1.0,0.0,0.0,0.0,270.6,269.4,266.5,0.979,269.1,0.748,269.2,0.921,270.2,0.0069999999999999,14.11,2.0,3.0,0.0,-6.792999999999999,0.0,11.23,21.22,0.0,-0.003,-0.001,0.265,-0.0379999999999999,0.6559999999999999,0.0,-1.842,-7.625,-7.24,-7.337999999999998,-7.436,-7.417999999999998,-7.436,-7.417999999999998,-7.598,-7.441,-0.003,-0.003,-0.002,0.0,0.005,0.0,0.002,73392.0,74951.0,74146.0,74023.0,75250.0,72927.0,64360.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.8,0.0,60.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6.357,-7.004,0.0,-8.22,122.1,28.37,4.0,3.51,-1.0,0.79,1.5,4902
2017-12-30 00:07:00,0.0,0.0,0.0,1973023.0,74.7,53.6,60.0,0.0,54182.0,795.0,185477.0,1960861.0,0.0,1.0,0.0,0.0,0.0,270.3,269.0,266.2,0.979,268.4,0.748,269.0,0.921,270.0,0.0069999999999999,14.12,2.0,3.0,0.0,-6.776,0.0,11.16,21.2,0.0,-0.003,-0.001,0.337,-0.0379999999999999,0.6559999999999999,0.0,-1.86,-7.607999999999999,-7.24,-7.24,-7.337999999999998,-7.337999999999998,-7.436,-7.406,-7.569,-7.441,-0.003,-0.002,-0.001,0.0,0.005,0.001,0.002,73392.0,74951.0,74146.0,74023.0,75250.0,72927.0,64360.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.55,0.0,60.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6.355,-6.997000000000001,0.0,-8.189999999999998,97.8,27.23,4.0,3.51,-1.0,0.822,1.3,4902
2017-12-30 00:08:00,0.0,0.0,0.0,1973023.0,74.7,53.6,60.0,0.0,54182.0,795.0,185477.0,1960861.0,0.0,1.0,0.0,0.0,0.0,270.1,268.7,265.9,0.979,268.1,0.748,269.0,0.921,270.0,0.0069999999999999,14.11,2.0,3.0,0.0,-6.7620000000000005,0.0,11.23,21.27,0.0,-0.003,-0.003,0.267,-0.0379999999999999,0.544,0.0,-1.86,-7.625,-7.24,-7.255,-7.337999999999998,-7.337999999999998,-7.417999999999998,-7.353,-7.566,-7.441,-0.003,-0.003,-0.002,0.0,0.006,0.0,0.002,73392.0,74951.0,74146.0,74023.0,75250.0,72927.0,64360.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.75,0.0,60.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6.309,-6.992000000000001,0.0,-8.199999999999998,145.2,18.6,3.5,3.51,-1.0,0.427,0.6999999999999998,4902
2017-12-30 00:09:00,0.0,0.0,0.0,1973023.0,74.7,53.6,60.0,0.0,54182.0,795.0,185477.0,1960861.0,0.0,1.0,0.0,0.0,0.0,269.7,268.9,266.0,0.979,268.0,0.748,269.0,0.921,269.6,0.006,14.11,2.0,3.0,0.0,-6.7410000000000005,0.0,11.22,21.22,0.0,-0.003,-0.003,0.265,-0.0379999999999999,0.6089999999999999,0.0,-1.86,-7.611,-7.24,-7.255,-7.337999999999998,-7.337999999999998,-7.436,-7.353,-7.547999999999998,-7.441,-0.004,-0.002,0.0,0.001,0.006,0.001,0.001,73392.0,74951.0,74146.0,74023.0,75250.0,72927.0,64360.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.79,0.0,60.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6.3260000000000005,-7.002000000000001,0.0,-8.199999999999998,192.7,29.01,3.833,3.509,-1.0,0.518,0.9,4902
2017-12-30 00:10:00,0.0,0.0,0.0,1973023.0,74.7,53.6,60.0,0.0,54182.0,795.0,185477.0,1960861.0,0.0,1.0,0.0,0.0,0.0,269.9,268.6,265.8,0.979,268.0,0.748,268.9,0.921,269.5,0.008,14.11,2.0,3.0,0.0,-6.731,0.0,11.25,21.21,0.0,-0.003,-0.003,0.264,-0.0379999999999999,0.5899999999999999,0.0,-1.86,-7.527999999999999,-7.24,-7.24,-7.337999999999998,-7.337999999999998,-7.37,-7.337999999999998,-7.532999999999999,-7.441,-0.003,-0.003,-0.002,0.001,0.006,0.0,0.002,73392.0,74951.0,74146.0,74023.0,75250.0,72927.0,64360.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.8,0.0,60.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6.337000000000001,-6.987,0.0,-8.179999999999998,150.8,43.1,4.0,3.51,-1.0,0.675,1.5,4902
2017-12-30 00:11:00,0.0,0.0,0.0,1973023.0,74.7,53.6,60.0,0.0,54182.0,795.0,185477.0,1960861.0,0.0,1.0,0.0,0.0,0.0,270.0,268.7,265.8,0.979,268.0,0.748,269.0,0.921,269.7,0.0069999999999999,14.11,2.0,3.0,0.0,-6.707999999999999,0.0,11.45,21.23,0.0,-0.003,-0.003,0.263,-0.0379999999999999,0.655,0.0,-1.86,-7.527999999999999,-7.24,-7.24,-7.337999999999998,-7.337999999999998,-7.353,-7.304999999999999,-7.532999999999999,-7.441,-0.003,-0.003,-0.002,0.0,0.006,0.001,0.002,73392.0,74951.0,74146.0,74023.0,75250.0,72927.0,64360.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.170000000000002,0.0,60.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6.336,-6.981,0.0,-8.14,147.8,43.25,4.0,3.509,-1.0,0.923,1.5,4902
