measured_on,ac_current__319,ac_power__315,ac_voltage__318,ambient_temp__320,ambient_temp_f__17,das_battery_voltage__326,das_temp__325,dc_pos_current__317,dc_pos_voltage__316,dc_power__314,intsolirrad__16,inverter_temp__324,module_temp_1__321,module_temp_2__322,module_temp_3__323,module_temp_f__18,poa_irradiance__313,power_factor__327,wind_speed_mph__19,system_id
2012-10-02 00:00:00,0.1862,3.248,121.5966,8.8647,,13.5498,9.6716,0.0033999999999999,2.3248,0.0091,,9.2486,6.5634,6.7206,6.9339,,-3.3869,0.13,,4
2012-10-02 00:01:00,0.187,3.1835,121.5692,8.745699999999998,,13.5498,9.6603,0.0066,2.3989,0.0148,,9.2097,6.5143,6.6317,6.8728,,-3.4463,0.1298999999999999,,4
2012-10-02 00:02:00,0.1862,3.2695,121.5402,8.679999999999998,,13.5503,9.6396,0.0106999999999999,2.5926,0.0281999999999999,,9.1656,6.445,6.5645,6.7993,,-3.5057,0.129,,4
2012-10-02 00:03:00,0.1877,3.205,121.5145,8.6624,,13.5512,9.617,0.005,2.2678,0.0112999999999999,,9.1324,6.4045,6.5127,6.7432,,-3.6246,0.1303999999999999,,4
2012-10-02 00:04:00,0.1872999999999999,3.205,121.547,8.682,,13.5517,9.5982,0.0041,2.4786,0.0114,,9.0994,6.3921,6.4939,6.7535,,-3.6245,0.1290999999999999,,4
2012-10-02 00:05:00,0.1864,3.162,121.5538,8.745,,13.5512,9.5756,0.0002,2.3419,0.0016,,9.069,6.4085,6.4832,6.782,,-3.7434,0.1298,,4
2012-10-02 00:06:00,0.1867999999999999,3.1405,121.4564,8.849199999999998,,13.5535,9.5643,0.0073,2.416,0.0156999999999999,,9.0506,6.4399,6.5224,6.8147,,-3.684,0.129,,4
2012-10-02 00:07:00,0.1867999999999999,3.2265,121.4068,8.902599999999998,,13.554,9.538,0.0018,2.4103,0.0047999999999999,,9.021400000000002,6.4098,6.4653,6.7761,,-3.5651,0.1298,,4
2012-10-02 00:08:00,0.1864,3.1405,121.4171,8.9374,,13.5558,9.522900000000002,0.0077,2.2108,0.0195,,9.0042,6.3996,6.4622,6.7631,,-3.4463,0.1298,,4
2012-10-02 00:09:00,0.1865999999999999,3.205,121.4188,9.0125,,13.5563,9.494700000000002,0.0155,1.9259,0.0305999999999999,,8.9795,6.4559,6.5064,6.83,,-3.4463,0.13,,4
2012-10-02 00:10:00,0.1857,3.1189,121.4872,9.0844,,13.5567,9.4796,0.0097999999999999,2.3647,0.0227,,8.973599999999998,6.5084,6.5262,6.8675,,-3.4463,0.1298999999999999,,4
2012-10-02 00:11:00,0.1865999999999999,3.205,121.5367,9.166200000000002,,13.5567,9.461,0.0082,2.3533,0.0179999999999999,,8.961299999999998,6.5756,6.577,6.934,,-3.2087,0.13,,4
2012-10-02 00:12:00,0.1865999999999999,3.1835,121.5299,9.1924,,13.5567,9.4367,0.0073,2.5983,0.0201999999999999,,8.9412,6.581,6.5419,6.9011,,-3.2681,0.1300999999999999,,4
2012-10-02 00:13:00,0.1862,3.162,121.5008,9.1757,,13.5567,9.4178,0.0066,2.2621,0.0138999999999999,,8.9281,6.5593,6.5223,6.8915,,-3.3275,0.1297,,4
2012-10-02 00:14:00,0.1865999999999999,3.291,121.5196,9.1648,,13.5567,9.399,0.0032,2.3248,0.007,,8.906399999999998,6.539,6.5319,6.8605,,-3.0898,0.1302,,4
2012-10-02 00:15:00,0.1867999999999999,3.1189,121.547,9.1708,,13.5568,9.3915,0.0097999999999999,2.5869,0.0282999999999999,,8.898099999999998,6.513,6.5058,6.8174,,-2.9116,0.1298,,4
2012-10-02 00:16:00,0.1879,3.2265,121.5367,9.1605,,13.5572,9.367,0.0074999999999999,2.5413,0.0184999999999999,,8.8765,6.4585,6.494,6.7793,,-3.4464,0.1298,,4
2012-10-02 00:17:00,0.1862,3.162,121.482,9.1882,,13.559,9.3463,0.0045999999999999,2.3761,0.0112,,8.8579,6.4654,6.4761,6.8139,,-3.2087,0.1295999999999999,,4
2012-10-02 00:18:00,0.1864,3.205,121.4718,9.3021,,13.5604,9.3312,0.0025,2.3134,0.0057,,8.8506,6.557,6.5676,6.9815,,-3.2087,0.1303999999999999,,4
2012-10-02 00:19:00,0.187,3.248,121.4581,9.4799,,13.5595,9.3068,0.0067999999999999,2.2963,0.0167999999999999,,8.8629,6.6796,6.6817,7.1169,,-3.0898,0.1287,,4
2012-10-02 00:20:00,0.1872999999999999,3.248,121.4444,9.5355,,13.5613,9.301100000000002,0.0112,2.5698,0.0279,,8.8899,6.7678,6.7401,7.151,,-2.9116,0.1293999999999999,,4
2012-10-02 00:21:00,0.1865999999999999,3.1405,121.4598,9.5129,,13.5613,9.2785,0.0045999999999999,2.5755,0.0135,,8.8892,6.8545,6.772,7.2298,,-2.7927,0.1300999999999999,,4
2012-10-02 00:22:00,0.187,3.2265,121.3914,9.4699,,13.5618,9.2633,0.0054999999999999,2.2735,0.0112999999999999,,8.886699999999998,6.8463,6.7418,7.169,,-2.7333,0.1297,,4
2012-10-02 00:23:00,0.1872999999999999,3.2265,121.3931,9.4577,,13.5618,9.2582,0.0023,2.4103,0.0066,,8.8802,6.8192,6.7253,7.1114,,-2.8522,0.1298999999999999,,4
2012-10-02 00:24:00,0.1864,3.2695,121.3572,9.4429,,13.5623,9.2356,0.0074999999999999,2.3761,0.0178,,8.856099999999998,6.7567,6.6749,7.0588,,-2.7333,0.1307,,4
2012-10-02 00:25:00,0.1867999999999999,3.1835,121.3778,9.4667,,13.5623,9.2281,0.0032,2.5356,0.0067999999999999,,8.8578,6.759,6.7249,7.0726,,-2.7928,0.1292,,4
2012-10-02 00:26:00,0.1865999999999999,3.2695,121.3931,9.5727,,13.5623,9.213,0.0023,2.5413,0.0071,,8.8732,6.8264,6.8456,7.1534,,-2.8522,0.1297,,4
