measured_on,ac_current__319,ac_power__315,ac_voltage__318,ambient_temp__320,battery_pack_voltage__1363,control_module_voltage__1371,das_battery_voltage__1369,das_battery_voltage__326,das_temp__1368,das_temp__325,dc_pos_current__317,dc_pos_voltage__316,dc_power__314,dcdc_1_voltage__1364,dcdc_2_voltage__1365,dcdc_exhaust_temp__1367,interior_temp__1366,inverter_temp__324,module_temp_1__321,module_temp_2__322,module_temp_3__323,poa_irradiance__313,power_factor__327,program_codeset__1373,resistor_box_3_temp__1370,vcm_above_threshold__1372,system_id
2011-11-12 00:00:00,0.1870999999999999,3.2276,121.9648,10.6542,,,,13.5902,,7.901099999999999,0.0027,2.2287,0.0067999999999999,,,,,9.3769,8.979699999999998,8.4602,8.8281,-1.2481,0.1303,,,,4
2011-11-12 00:01:00,0.1872999999999999,3.2177,121.9604,10.4218,,,,13.5898,,7.946399999999999,0.0020999999999999,2.3466,0.0043,,,,,9.3747,8.8792,8.343999999999998,8.7262,-1.3715,0.1298999999999999,,,,4
2011-11-12 00:02:00,0.1869,3.3137,121.9648,10.3501,,,,13.5898,,7.9855,0.0002,2.2686,0.0016,,,,,9.386,8.8464,8.3148,8.6749,-1.4858,0.1303999999999999,,,,4
2011-11-12 00:03:00,0.1869,3.2061,121.9511,10.232,,,,13.5898,,8.0325,0.0064,2.4168,0.0155999999999999,,,,,9.394,8.7864,8.2653,8.6163,-1.6641,0.1305999999999999,,,,4
2011-11-12 00:04:00,0.1862,3.2061,121.857,10.276,,,,13.5898,,8.068099999999998,0.0022,2.4111,0.0048999999999999,,,,,9.3863,8.731899999999998,8.2995,8.643399999999998,-1.6641,0.1300999999999999,,,,4
2011-11-12 00:05:00,0.1857999999999999,3.163,121.9203,10.4211,,,,13.5898,,8.113099999999998,0.003,2.223,0.0080999999999999,,,,,9.4234,8.745,8.260799999999998,8.6288,-2.0207,0.1313,,,,4
2011-11-12 00:06:00,0.1857999999999999,3.2061,121.9579,10.4387,,,,13.5884,,8.1436,0.0061999999999999,2.1888,0.0124,,,,,9.4319,8.767699999999998,8.3083,8.672,-1.7235,0.1305,,,,4
2011-11-12 00:07:00,0.1869,3.12,121.9579,10.5901,,,,13.5879,,8.1881,0.0041,2.2002,0.0083,,,,,9.4628,8.8276,8.337099999999998,8.721299999999998,-1.8424,0.1302,,,,4
2011-11-12 00:08:00,0.1867,3.2491,121.8314,10.5494,,,,13.5866,,8.2229,0.005,2.1717,0.0145,,,,,9.474900000000002,8.7923,8.3152,8.692299999999998,-1.7235,0.1303,,,,4
2011-11-12 00:09:00,0.1867,3.1846,121.922,10.5439,,,,13.5843,,8.263,0.0038999999999999,2.0463,0.0085,,,,,9.5021,8.808199999999998,8.3595,8.6821,-1.783,0.1308999999999999,,,,4
2011-11-12 00:10:00,0.1870999999999999,3.163,121.8109,10.5397,,,,13.5843,,8.304399999999998,0.0043,2.0862,0.0091999999999999,,,,,9.5152,8.7873,8.2747,8.641299999999998,-1.783,0.1303,,,,4
2011-11-12 00:11:00,0.1867,3.2061,121.7733,10.4807,,,,13.5838,,8.3422,0.0006999999999999,2.1147,0.0023,,,,,9.509,8.7145,8.2196,8.5607,-1.9613,0.1303999999999999,,,,4
2011-11-12 00:12:00,0.1867,3.1846,121.7921,10.392,,,,13.5833,,8.3831,0.0074999999999999,2.0919,0.0152,,,,,9.501,8.6136,8.125,8.4222,-2.0207,0.13,,,,4
2011-11-12 00:13:00,0.1862,3.2061,121.8228,10.2852,,,,13.5811,,8.4151,0.0035999999999999,2.2515,0.0071999999999999,,,,,9.4806,8.513099999999998,8.0549,8.3152,-2.1395,0.1305999999999999,,,,4
2011-11-12 00:14:00,0.1867,3.1846,121.8092,10.2378,,,,13.5801,,8.445999999999998,0.0033999999999999,2.1774,0.0067999999999999,,,,,9.471,8.4425,7.985,8.2482,-2.0801,0.1307,,,,4
2011-11-12 00:15:00,0.188,3.1846,121.804,10.1491,,,,13.5788,,8.4769,0.0045999999999999,2.3256,0.0099,,,,,9.4545,8.3748,7.9151,8.145699999999998,-2.1989,0.1305,,,,4
2011-11-12 00:16:00,0.1870999999999999,3.2276,121.7972,10.0445,,,,13.5788,,8.503199999999998,-0.0025999999999999,2.2401,0.0022,,,,,9.4235,8.292,7.835,8.0699,-2.2584,0.1300999999999999,,,,4
2011-11-12 00:17:00,0.1867,3.1846,121.7869,9.9744,,,,13.5788,,8.531499999999998,0.0041,2.0748,0.0085,,,,,9.395,8.2422,7.8037,8.0415,-2.3772,0.1310999999999999,,,,4
2011-11-12 00:18:00,0.1870999999999999,3.163,121.8741,9.9154,,,,13.5788,,8.5601,0.0041,2.1261,0.0068999999999999,,,,,9.3733,8.1659,7.6925,7.9402,-2.5555,0.1300999999999999,,,,4
2011-11-12 00:19:00,0.1867,3.163,121.8399,9.9973,,,,13.5788,,8.5744,0.0061999999999999,2.1147,0.0126,,,,,9.3451,8.1681,7.7807,8.0731,-2.4367,0.1295999999999999,,,,4
2011-11-12 00:20:00,0.1870999999999999,3.1415,121.8468,10.469,,,,13.5788,,8.6045,0.0058999999999999,2.0121,0.0124,,,,,9.4,8.3827,8.0188,8.279199999999998,-2.4367,0.1303,,,,4
2011-11-12 00:21:00,0.1867,3.2706,121.7938,10.6076,,,,13.5788,,8.625199999999998,0.0064,2.2914,0.0129,,,,,9.437,8.453799999999998,8.044499999999998,8.3304,-2.3178,0.1300999999999999,,,,4
2011-11-12 00:22:00,0.1870999999999999,3.1846,121.7801,10.5881,,,,13.5788,,8.653499999999998,0.0121,2.1489,0.025,,,,,9.4574,8.4586,8.0522,8.3083,-2.1395,0.1298999999999999,,,,4
2011-11-12 00:23:00,0.1867,3.2061,121.8451,10.6062,,,,13.5788,,8.6894,0.0067999999999999,2.0235,0.0162999999999999,,,,,9.4862,8.480399999999998,8.0903,8.3428,-2.1395,0.1303999999999999,,,,4
2011-11-12 00:24:00,0.1870999999999999,3.2061,121.9631,10.651,,,,13.5788,,8.726499999999998,0.0083999999999999,2.2515,0.02,,,,,9.5239,8.5097,8.1189,8.382099999999998,-2.0206,0.13,,,,4
2011-11-12 00:25:00,0.1870999999999999,3.1415,121.9596,10.6957,,,,13.5788,,8.758499999999998,0.01,2.1318,0.0202999999999999,,,,,9.5566,8.5828,8.202,8.4481,-2.0206,0.1312,,,,4
2011-11-12 00:26:00,0.1865,3.206,121.9579,10.8719,,,,13.5788,,8.779199999999998,0.0043,2.0805,0.0119,,,,,9.6105,8.6936,8.346199999999998,8.5766,-2.0206,0.1310999999999999,,,,4
2011-11-12 00:27:00,0.1870999999999999,3.1629,121.9127,10.8403,,,,13.5788,,8.8075,0.0103,2.24,0.0246,,,,,9.6536,8.7232,8.3071,8.545999999999998,-1.8423,0.1303,,,,4
2011-11-12 00:28:00,0.1869,3.2059,121.9521,10.7325,,,,13.5788,,8.844699999999998,0.0032,2.2286,0.0074999999999999,,,,,9.6724,8.7393,8.343,8.5677,-1.6046,0.1302,,,,4
2011-11-12 00:29:00,0.1872999999999999,3.2704,121.9521,10.8258,,,,13.5769,,8.869199999999998,0.0083999999999999,2.1602,0.0184,,,,,9.7061,8.763,8.3731,8.5745,-1.9018,0.1298,,,,4
2011-11-12 00:30:00,0.1869,3.2489,121.9491,10.9098,,,,13.5756,,8.8993,0.0027,2.0575,0.0073,,,,,9.7524,8.8484,8.5316,8.6996,-1.9018,0.1300999999999999,,,,4
