measured_on,ac_current__319,ac_power__315,ac_voltage__318,ambient_temp__320,ambient_temp_f__17,battery_pack_voltage__1363,control_module_voltage__1371,das_battery_voltage__1369,das_battery_voltage__326,das_temp__1368,das_temp__325,dc_pos_current__317,dc_pos_voltage__316,dc_power__314,dcdc_1_voltage__1364,dcdc_2_voltage__1365,dcdc_exhaust_temp__1367,interior_temp__1366,intsolirrad__16,inverter_temp__324,module_temp_1__321,module_temp_2__322,module_temp_3__323,module_temp_f__18,poa_irradiance__313,power_factor__327,program_codeset__1373,resistor_box_3_temp__1370,vcm_above_threshold__1372,wind_speed_mph__19,system_id
2012-02-06 00:00:00,0.1842999999999999,3.4259,122.2053,-7.5259,,,,,14.0977,,-8.969799999999998,-0.0067999999999999,2.9452,-0.0201999999999999,,,,,,-8.8987,-11.3797,-11.9378,-11.5531,,-2.0834,0.1208999999999999,,,,,4
2012-02-06 00:01:00,0.1845999999999999,3.5768,122.1609,-7.553,,,,,14.0977,,-8.983,-0.0146,3.0993,-0.0448,,,,,,-8.8824,-11.3159,-11.8843,-11.5648,,-1.6072,0.12,,,,,4
2012-02-06 00:02:00,0.1842999999999999,3.4475,122.1609,-7.5925,,,,,14.0977,,-9.005599999999998,-0.0158,2.9281,-0.0451999999999999,,,,,,-8.865299999999998,-11.1173,-11.6765,-11.3875,,-1.9049,0.1206,,,,,4
2012-02-06 00:03:00,0.1847999999999999,3.4044,122.1711,-7.4988,,,,,14.0977,,-9.005599999999998,-0.0173999999999999,3.1393,-0.0539,,,,,,-8.8167,-10.9138,-11.4535,-11.195,,-2.0239,0.1195,,,,,4
2012-02-06 00:04:00,0.1845999999999999,3.4475,122.166,-7.4518,,,,,14.0977,,-9.0244,-0.0225999999999999,3.1221,-0.0711999999999999,,,,,,-8.788399999999998,-10.801,-11.4006,-11.0363,,-2.1429,0.1193,,,,,4
2012-02-06 00:05:00,0.1845999999999999,3.3613,122.1541,-7.3249,,,,,14.0977,,-9.0282,-0.0217,3.1906,-0.0689,,,,,,-8.7649,-10.6621,-11.2207,-10.8781,,-2.1429,0.1199,,,,,4
2012-02-06 00:06:00,0.1847999999999999,3.4259,122.1386,-7.1436,,,,,14.0977,,-9.0395,-0.0178,3.2477,-0.058,,,,,,-8.7453,-10.5618,-11.1728,-10.8206,,-2.1429,0.1203,,,,,4
2012-02-06 00:07:00,0.185,3.3828,122.1369,-6.9403,,,,,14.0977,,-9.0508,-0.0187,2.8425,-0.0517999999999999,,,,,,-8.721299999999998,-10.4468,-11.0547,-10.6715,,-2.143,0.1201,,,,,4
2012-02-06 00:08:00,0.185,3.5552,122.1489,-6.7207,,,,,14.0977,,-9.0508,-0.0114,3.0993,-0.0367999999999999,,,,,,-8.677099999999998,-10.3721,-10.9525,-10.5946,,-1.9644,0.1197,,,,,4
2012-02-06 00:09:00,0.1845999999999999,3.4475,122.1489,-6.7273,,,,,14.0977,,-9.0508,-0.016,3.0651,-0.0488,,,,,,-8.6499,-10.4031,-11.025,-10.6737,,-2.143,0.1202,,,,,4
2012-02-06 00:10:00,0.1847999999999999,3.469,122.1643,-6.706,,,,,14.0977,,-9.0508,-0.021,2.8938,-0.0638999999999999,,,,,,-8.6234,-10.3802,-10.988,-10.6323,,-1.7858,0.1203999999999999,,,,,4
2012-02-06 00:11:00,0.1852,3.5552,122.1849,-6.7333,,,,,14.0977,,-9.0508,-0.0137,3.282,-0.0425999999999999,,,,,,-8.618299999999998,-10.3366,-11.0124,-10.5664,,-1.9644,0.12,,,,,4
2012-02-06 00:12:00,0.1845999999999999,3.469,122.1746,-6.7377,,,,,14.0977,,-9.0508,-0.0109999999999999,3.0879,-0.0347,,,,,,-8.6197,-10.3551,-11.0753,-10.6064,,-2.143,0.1199,,,,,4
2012-02-06 00:13:00,0.1847999999999999,3.4906,122.2038,-6.7944,,,,,14.0973,,-9.0508,-0.0132,3.1564,-0.0417999999999999,,,,,,-8.635899999999998,-10.4852,-11.1686,-10.7158,,-2.2025,0.1201,,,,,4
2012-02-06 00:14:00,0.1841,3.469,122.0719,-6.7826,,,,,14.0973,,-9.0508,-0.0148,2.9737,-0.0468,,,,,,-8.639599999999998,-10.5872,-11.2412,-10.8889,,-2.2025,0.12,,,,,4
2012-02-06 00:15:00,0.1842999999999999,3.4906,122.0873,-6.8297,,,,,14.0968,,-9.0508,-0.0158,2.7911,-0.0417,,,,,,-8.6264,-10.6663,-11.2678,-10.9658,,-2.2025,0.1203999999999999,,,,,4
2012-02-06 00:16:00,0.1837,3.4259,122.0565,-6.8783,,,,,14.0968,,-9.0508,-0.021,2.9623,-0.0609999999999999,,,,,,-8.6286,-10.7343,-11.3308,-11.0273,,-2.3216,0.1205,,,,,4
2012-02-06 00:17:00,0.1847999999999999,3.469,122.0479,-6.9071,,,,,14.0964,,-9.0508,-0.016,2.9224,-0.0459999999999999,,,,,,-8.63,-10.8046,-11.3923,-11.0968,,-2.3811,0.1202,,,,,4
2012-02-06 00:18:00,0.1845999999999999,3.3398,122.0171,-6.9638,,,,,14.0955,,-9.0508,-0.0183,3.1735,-0.0580999999999999,,,,,,-8.6521,-10.9037,-11.5056,-11.2501,,-2.3216,0.1202,,,,,4
2012-02-06 00:19:00,0.1847999999999999,3.469,121.9949,-6.9956,,,,,14.0959,,-9.0508,-0.0138999999999999,3.008,-0.0417999999999999,,,,,,-8.6712,-10.9636,-11.6471,-11.3159,,-2.5597,0.1201,,,,,4
2012-02-06 00:20:00,0.1847999999999999,3.4906,122.0017,-7.0332,,,,,14.095,,-9.0508,-0.0129999999999999,3.1735,-0.0381,,,,,,-8.6948,-11.116,-11.7798,-11.4071,,-2.6192,0.1207,,,,,4
2012-02-06 00:21:00,0.1842999999999999,3.4906,122.0068,-7.0587,,,,,14.0964,,-9.0602,-0.0121,3.0537,-0.0379,,,,,,-8.7233,-11.2477,-11.9369,-11.4084,,-2.7383,0.1205,,,,,4
2012-02-06 00:22:00,0.1845999999999999,3.4906,122.0274,-7.1604,,,,,14.0973,,-9.0734,-0.0178,3.0993,-0.0548999999999999,,,,,,-8.7475,-11.4053,-12.0191,-11.6676,,-2.4407,0.1206,,,,,4
2012-02-06 00:23:00,0.1847999999999999,3.4906,122.0051,-7.3817,,,,,14.0959,,-9.0734,-0.0144,2.9795,-0.0427,,,,,,-8.7659,-11.5357,-12.1542,-11.8634,,-2.7978,0.1203,,,,,4
2012-02-06 00:24:00,0.1847999999999999,3.4475,121.9949,-7.5647,,,,,14.0968,,-9.0734,-0.0183,3.0308,-0.0539999999999999,,,,,,-8.7887,-11.7195,-12.3115,-12.0666,,-2.7383,0.1196,,,,,4
