measured_on,ac_current__319,ac_current_a__3647,ac_current_b__3648,ac_current_c__3649,ac_power__315,ac_va__3652,ac_vars__3651,ac_voltage__318,ac_voltage_a-bn__3644,ac_voltage_a-n__3641,ac_voltage_b-c__3645,ac_voltage_b-n__3642,ac_voltage_c-a__3646,ac_voltage_c-n__3643,ac_w_total__3650,ambient_temp__320,ambient_temp__3603,das_battery_voltage__326,das_battery_voltage__3656,das_temp__325,das_temp__3657,dc_pos_current__317,dc_pos_voltage__316,dc_power__314,frequency__3654,inv1_string1_dc_current__3614,inv1_string1_dc_voltage__3627,inv1_string2_dc_current__3615,inv1_string2_dc_voltage__3628,inv2_string1_dc_current__3616,inv2_string1_dc_voltage__3629,inv2_string2_dc_current__3617,inv2_string2_dc_voltage__3630,inv3_string1_dc_current__3618,inv3_string1_dc_voltage__3631,inv3_string2_dc_current__3619,inv3_string2_dc_voltage__3632,inv4_string1_dc_current__3620,inv4_string1_dc_voltage__3633,inv4_string2_dc_current__3621,inv4_string2_dc_voltage__3634,inv5_string1_dc_current__3622,inv5_string1_dc_voltage__3635,inv5_string2_dc_current__3623,inv5_string2_dc_voltage__3636,inv6_string1_dc_current__3624,inv6_string2_dc_current__3625,inv6_string2_dc_voltage__3638,inv7_string1_dc_current__3626,inv7_string1_dc_voltage__3639,inv7_string2_dc_voltage__3640,inverter_temp__324,licor1_irradiance__3605,licor2_irradiance__3606,licor3_irradiance__3607,licor4_irradiance__3608,licor5_irradiance__3609,module_temp_10__3668,module_temp_11__3669,module_temp_13__3670,module_temp_14__3671,module_temp_15__3672,module_temp_18__3675,module_temp_19__3676,module_temp_1__321,module_temp_1__3658,module_temp_2__322,module_temp_2__3659,module_temp_3__323,module_temp_3__3660,module_temp_4__3661,module_temp_5__3662,module_temp_6__3663,module_temp_7__3664,module_temp_8__3666,module_temp_9__3667,neutral_current__3655,poa_irradiance__313,poa_irradiance__3604,power_factor__327,power_factor__3653,referencemodule1_irradiance__3610,referencemodule1_temp__3611,referencemodule2_irradiance__3612,referencemodule2_temp__3613,system_id
2011-08-08 00:00:00,0.1893,,,,3.159,,,122.029,,,,,,,,23.3272,,13.2558,,22.6149,,0.0235,1.1784,0.0270999999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.8832,,,,,,,,,,,,,21.3712,,21.1682,,21.5485,,,,,,,,,-3.799,,0.1348999999999999,,,,,,4
2011-08-08 00:01:00,0.189,,,,3.331,,,121.8985,,,,,,,,23.3618,,13.2552,,22.6149,,0.0262,1.1329,0.0296,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.9142,,,,,,,,,,,,,21.4299,,21.2131,,21.5706,,,,,,,,,-4.0364,,0.135,,,,,,4
2011-08-08 00:02:00,0.1893,,,,3.2451,,,121.8727,,,,,,,,23.3106,,13.2559,,22.6149,,0.0276,1.0077,0.0261,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.9183,,,,,,,,,,,,,21.423,,21.2283,,21.5865,,,,,,,,,-3.8583,,0.1356,,,,,,4
2011-08-08 00:03:00,0.1888,,,,3.2237,,,121.882,,,,,,,,23.3972,,13.2555,,22.6081,,0.0236999999999999,1.1272,0.0254999999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.9322,,,,,,,,,,,,,21.4224,,21.236,,21.6018,,,,,,,,,-3.8583,,0.1353,,,,,,4
2011-08-08 00:04:00,0.1885999999999999,,,,3.3741,,,121.8538,,,,,,,,23.3875,,13.2559,,22.59,,0.0189,0.9849,0.0195,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.9251,,,,,,,,,,,,,21.4215,,21.2192,,21.5912,,,,,,,,,-3.977,,0.135,,,,,,4
2011-08-08 00:05:00,0.1888,,,,3.2021,,,121.8577,,,,,,,,23.3223,,13.2558,,22.5878,,0.0236999999999999,1.0873,0.0279,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.9312,,,,,,,,,,,,,21.4247,,21.1796,,21.5634,,,,,,,,,-3.977,,0.1346,,,,,,4
2011-08-08 00:06:00,0.1895,,,,3.1807,,,121.8702,,,,,,,,23.4014,,13.256,,22.5755,,0.0296,1.002,0.0273,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.9196,,,,,,,,,,,,,21.4263,,21.2102,,21.5815,,,,,,,,,-3.9177,,0.1353,,,,,,4
2011-08-08 00:07:00,0.1884,,,,3.2452,,,121.8749,,,,,,,,23.5876,,13.2561,,22.5584,,0.0205,0.8767,0.0156999999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.9396,,,,,,,,,,,,,21.5188,,21.3525,,21.7424,,,,,,,,,-4.0364,,0.1343,,,,,,4
2011-08-08 00:08:00,0.1895,,,,3.4171,,,121.8886,,,,,,,,23.6858,,13.2563,,22.5584,,0.0236999999999999,1.1044,0.0263,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.9809,,,,,,,,,,,,,21.5885,,21.3518,,21.7362,,,,,,,,,-3.799,,0.1355,,,,,,4
2011-08-08 00:09:00,0.1884,,,,3.1377,,,121.9118,,,,,,,,23.3275,,13.2563,,22.5584,,0.0202999999999999,1.0418,0.0242999999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.9582,,,,,,,,,,,,,21.4781,,21.1716,,21.5823,,,,,,,,,-3.799,,0.1351,,,,,,4
2011-08-08 00:10:00,0.189,,,,3.2666,,,121.9331,,,,,,,,23.0748,,13.2565,,22.5561,,0.0262,1.1272,0.0287,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.9147,,,,,,,,,,,,,21.3648,,21.0741,,21.4697,,,,,,,,,-4.0365,,0.1356,,,,,,4
2011-08-08 00:11:00,0.189,,,,3.2451,,,121.9383,,,,,,,,23.0456,,13.2565,,22.5381,,0.0194,1.1614,0.0223,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.8622,,,,,,,,,,,,,21.241,,20.9855,,21.3805,,,,,,,,,-4.0958,,0.1348,,,,,,4
