measured_on,ac_current__319,ac_current__379,ac_power__315,ac_power__375,ac_voltage__318,ac_voltage__378,ambient_temp__320,ambient_temp__380,das_battery_voltage__326,das_battery_voltage__386,das_temp__325,das_temp__385,dc_pos_current__317,dc_pos_current__377,dc_pos_voltage__316,dc_pos_voltage__376,dc_power__314,dc_power__374,inverter_temp__324,inverter_temp__384,module_temp_1__321,module_temp_1__381,module_temp_2__322,module_temp_2__382,module_temp_3__323,module_temp_3__383,poa_irradiance__313,poa_irradiance__373,power_factor__327,power_factor__387,system_id
2012-06-17 00:00:00,0.1887,,3.2899,,122.6606,,19.5954,,13.3433,,17.9699,,0.0198,,1.3443,,0.0273,,18.3562,,16.2467,,16.3136,,16.5884,,-2.9096,,0.132,,4
2012-06-17 00:01:00,0.1880999999999999,,3.2469,,122.6999,,19.5619,,13.3433,,17.9699,,0.0134,,1.2987,,0.0159,,18.377,,16.3311,,16.3778,,16.6379,,-2.7908,,0.1328,,4
2012-06-17 00:02:00,0.1883,,3.2039,,122.6008,,19.6923,,13.3433,,17.974,,0.0166,,1.3841,,0.0252,,18.3861,,16.4224,,16.4405,,16.702,,-2.8502,,0.1315999999999999,,4
2012-06-17 00:03:00,0.1885,,3.0534,,122.6333,,19.8176,,13.3433,,17.9926,,0.0115999999999999,,1.424,,0.0179999999999999,,18.4151,,16.5255,,16.5798,,16.8092,,-2.7908,,0.1312,,4
2012-06-17 00:04:00,0.1885,,3.2899,,122.6538,,19.8127,,13.3437,,17.9947,,0.0235,,1.5208,,0.0374,,18.4533,,16.5973,,16.6314,,16.8461,,-2.8502,,0.1325,,4
2012-06-17 00:05:00,0.1885,,3.2254,,122.7119,,19.7143,,13.3433,,17.9947,,0.0161999999999999,,1.4069,,0.024,,18.4727,,16.6482,,16.6719,,16.9381,,-2.7908,,0.1326,,4
2012-06-17 00:06:00,0.1887,,3.2039,,122.7187,,19.7666,,13.3428,,17.9947,,0.0175,,1.4639,,0.0264999999999999,,18.5186,,16.7695,,16.7716,,17.0552,,-2.8502,,0.1327,,4
2012-06-17 00:07:00,0.1883,,3.2684,,122.6521,,19.7316,,13.3419,,18.003,,0.0175,,1.162,,0.0219999999999999,,18.5428,,16.837,,16.7792,,17.0628,,-2.7314,,0.1318,,4
2012-06-17 00:08:00,0.1885,,3.2254,,122.6589,,19.7412,,13.3414,,18.0196,,0.0115999999999999,,1.3955,,0.0172999999999999,,18.5545,,16.8878,,16.816,,17.0989,,-2.7908,,0.1318,,4
2012-06-17 00:09:00,0.1889,,3.2039,,122.8093,,19.8682,,13.34,,18.0309,,0.0141,,1.5493,,0.0217,,18.5804,,17.0029,,16.966,,17.2689,,-2.7315,,0.1328,,4
2012-06-17 00:10:00,0.1889,,3.2039,,122.799,,20.0888,,13.3391,,18.0467,,0.0168999999999999,,1.3044,,0.0242999999999999,,18.658,,17.1727,,17.1546,,17.4672,,-2.8502,,0.1328,,4
