measured_on,ac_current__319,ac_power__315,ac_voltage__318,ambient_temp__320,biased_module_3_10_mv__1209,biased_module_3_11_mv__1210,biased_module_3_12_mv__1211,biased_module_3_13_mv__1212,biased_module_3_14_mv__1213,biased_module_3_15_mv__1214,biased_module_3_16_mv__1215,biased_module_3_4_mv__1203,biased_module_3_5_mv__1204,biased_module_3_6_mv__1205,biased_module_3_7_mv__1206,biased_module_3_8_mv__1207,biased_module_3_9_mv__1208,biased_module_voltage__1202,das_battery_voltage__326,das_temp__325,dc_pos_current__317,dc_pos_voltage__316,dc_power__314,hviv_load_temp_1__1191,hviv_load_temp_2__1192,hviv_load_temp_3__1193,inverter_temp__324,module_temp_1__321,module_temp_2__322,module_temp_3__323,poa_irradiance__313,power_factor__327,unbiased_module_3_1_mv__1199,unbiased_module_3_2_mv__1200,unbiased_module_3_3_mv__1201,unbiased_module_temp_3_1__1195,unbiased_module_temp_3_2__1196,unbiased_module_temp_3_3__1197,system_id
2012-05-28 00:00:00,0.1855,3.0964,122.5735,13.0984,,,,,,,,,,,,,,,13.4862,12.0235,0.0125,1.3841,0.0187,,,,12.1847,9.4358,9.3721,9.7307,-4.2776,0.131,,,,,,,4
2012-05-28 00:01:00,0.1877999999999999,3.1609,122.5257,13.0365,,,,,,,,,,,,,,,13.4862,12.0103,0.0095999999999999,1.4012,0.0147,,,,12.1483,9.3525,9.2711,9.6495,-4.337,0.1315,,,,,,,4
2012-05-28 00:02:00,0.1875999999999999,3.3114,122.5479,12.9946,,,,,,,,,,,,,,,13.4862,12.0009,0.0086999999999999,1.5493,0.0149999999999999,,,,12.1347,9.3762,9.2906,9.676100000000002,-4.3964,0.1313,,,,,,,4
2012-05-28 00:03:00,0.1862999999999999,3.0964,122.5205,12.8859,,,,,,,,,,,,,,,13.4862,11.9934,0.0082,1.35,0.0117,,,,12.1103,9.2738,9.1825,9.5073,-4.337,0.1303999999999999,,,,,,,4
2012-05-28 00:04:00,0.1872,3.2254,122.6094,12.7292,,,,,,,,,,,,,,,13.4862,11.9802,0.0064,1.4354,0.0094999999999999,,,,12.0767,9.2259,9.1749,9.5223,-4.5153,0.1303,,,,,,,4
2012-05-28 00:05:00,0.1875999999999999,3.1824,122.6179,12.6427,,,,,,,,,,,,,,,13.4866,11.9708,0.0095999999999999,1.5095,0.0144,,,,12.0511,9.1774,9.075500000000002,9.452,-4.6341,0.1303,,,,,,,4
2012-05-28 00:06:00,0.1857,3.1179,122.6043,12.6687,,,,,,,,,,,,,,,13.4871,11.9557,0.0109,1.4582,0.0151,,,,12.0128,9.1233,9.0978,9.5181,-4.8123,0.1313,,,,,,,4
2012-05-28 00:07:00,0.1872,3.1394,122.635,13.0958,,,,,,,,,,,,,,,13.4885,11.9557,0.0091,1.2076,0.012,,,,12.0339,9.2153,9.2309,9.7699,-4.8717,0.1308999999999999,,,,,,,4
2012-05-28 00:08:00,0.1877999999999999,3.3114,122.6982,13.5615,,,,,,,,,,,,,,,13.4876,11.9388,0.0109,1.3215,0.0152,,,,12.0979,9.2649,9.3102,9.9142,-4.0994,0.1315,,,,,,,4
2012-05-28 00:09:00,0.187,3.3329,122.6965,13.4252,,,,,,,,,,,,,,,13.4898,11.9331,0.0074999999999999,1.4354,0.0122,,,,12.1373,9.2387,9.2281,9.6632,-3.8617,0.131,,,,,,,4
