measured_on,ac_current__319,ac_current__379,ac_power__315,ac_power__375,ac_voltage__318,ac_voltage__378,ambient_temp__320,ambient_temp__380,das_battery_voltage__326,das_battery_voltage__386,das_temp__325,das_temp__385,dc_pos_current__317,dc_pos_current__377,dc_pos_voltage__316,dc_pos_voltage__376,dc_power__314,dc_power__374,inverter_temp__324,inverter_temp__384,module_temp_1__321,module_temp_1__381,module_temp_2__322,module_temp_2__382,module_temp_3__323,module_temp_3__383,poa_irradiance__313,poa_irradiance__373,power_factor__327,power_factor__387,system_id
2010-12-16 00:00:00,0.1855999999999999,,3.3567,,123.0814,,-2.8092,,13.8683,,-1.1937,,-0.0066,,2.4453,,-0.0155,,-2.2788,,-2.8454,,-2.6729,,-2.6243,,-0.3627,,0.1229,,4
2010-12-16 00:01:00,0.1845,,3.3997,,123.16,,-2.8061,,13.8687,,-1.2059,,-0.003,,2.4396,,-0.0067999999999999,,-2.2809,,-2.8548,,-2.6844,,-2.6344,,-0.0604999999999999,,0.1228,,4
2010-12-16 00:02:00,0.1854,,3.3137,,123.1891,,-2.7856,,13.8687,,-1.2247,,-0.0054999999999999,,2.3769,,-0.0131,,-2.2889,,-2.8751,,-2.7026,,-2.6432,,-0.2417999999999999,,0.1229,,4
2010-12-16 00:03:00,0.1842999999999999,,3.3137,,123.2096,,-2.7832,,13.8687,,-1.2383,,-0.0086999999999999,,2.5194,,-0.0248999999999999,,-2.288,,-2.8916,,-2.7046,,-2.6422,,0.0,,0.1223999999999999,,4
2010-12-16 00:04:00,0.1852,,3.3352,,123.2302,,-2.7577,,13.8687,,-1.2507,,-0.0103,,2.736,,-0.0281,,-2.2838,,-2.8968,,-2.7091,,-2.6431,,-0.0604999999999999,,0.1237999999999999,,4
2010-12-16 00:05:00,0.1857999999999999,,3.2706,,123.2404,,-2.7528,,13.8687,,-1.2677,,-0.0067999999999999,,2.2515,,-0.0158,,-2.2849,,-2.9088,,-2.7159,,-2.6471,,-0.1814,,0.1233,,4
2010-12-16 00:06:00,0.1845,,3.3997,,123.2353,,-2.7521,,13.8687,,-1.2727,,-0.0115999999999999,,2.4282,,-0.0286,,-2.2784,,-2.9182,,-2.7116,,-2.6399,,0.0,,0.1234,,4
2010-12-16 00:07:00,0.1854,,3.4213,,123.2079,,-2.7353,,13.8687,,-1.288,,-0.0148,,2.3484,,-0.0345,,-2.2814,,-2.9307,,-2.7117,,-2.6429,,-0.2417999999999999,,0.1222,,4
2010-12-16 00:08:00,0.1854,,3.3567,,123.2473,,-2.7563,,13.8687,,-1.3031,,-0.0073,,2.4909,,-0.0188,,-2.2842,,-2.94,,-2.7232,,-2.6529,,-0.3023,,0.1223999999999999,,4
2010-12-16 00:09:00,0.1852,,3.3567,,123.2558,,-2.7836,,13.8683,,-1.3106,,-0.0071,,2.5194,,-0.0228,,-2.2874,,-2.9447,,-2.7272,,-2.6569,,-0.3627,,0.1232,,4
2010-12-16 00:10:00,0.1854,,3.3997,,123.2336,,-2.8203,,13.8687,,-1.3225,,-0.0083999999999999,,2.7702,,-0.0241999999999999,,-2.2949,,-2.9602,,-2.7507,,-2.6818,,-0.4835999999999999,,0.1228,,4
2010-12-16 00:11:00,0.186,,3.4428,,123.2216,,-2.7828,,13.8687,,-1.3309,,-0.0058999999999999,,2.3427,,-0.0149,,-2.2954,,-2.9694,,-2.7512,,-2.6896,,-0.1814,,0.1223,,4
2010-12-16 00:12:00,0.1854,,3.3782,,123.2712,,-2.8241,,13.8687,,-1.3496,,-0.0092999999999999,,2.4738,,-0.0216,,-2.3141,,-2.9925,,-2.7728,,-2.7184,,-0.3023,,0.1226,,4
2010-12-16 00:13:00,0.1862,,3.3567,,123.2832,,-2.825,,13.8687,,-1.3513,,-0.0097999999999999,,2.5308,,-0.0233,,-2.3151,,-2.9913,,-2.7745,,-2.723,,-0.665,,0.122,,4
2010-12-16 00:14:00,0.1854,,3.4213,,123.3242,,-2.8138,,13.8687,,-1.3531,,-0.0033999999999999,,2.5365,,-0.0094,,-2.3155,,-2.9975,,-2.7764,,-2.7307,,-0.3627,,0.1226,,4
2010-12-16 00:15:00,0.1857999999999999,,3.3352,,123.3533,,-2.8134,,13.8687,,-1.3738,,-0.008,,2.4339,,-0.0208999999999999,,-2.3298,,-3.0278,,-2.8109,,-2.75,,-0.3023,,0.1226,,4
2010-12-16 00:16:00,0.1855999999999999,,3.4213,,123.3652,,-2.8132,,13.8692,,-1.3823,,-0.0074999999999999,,2.5251,,-0.0190999999999999,,-2.3361,,-3.045,,-2.818,,-2.7622,,-0.4232,,0.1227,,4
2010-12-16 00:17:00,0.1857999999999999,,3.3782,,123.3858,,-2.8083,,13.8697,,-1.3942,,-0.0058999999999999,,2.5422,,-0.014,,-2.3436,,-3.0598,,-2.8255,,-2.7748,,-0.4835999999999999,,0.1228,,4
2010-12-16 00:18:00,0.1865,,3.4213,,123.4336,,-2.81,,13.8687,,-1.4017,,-0.0054999999999999,,2.3313,,-0.0123,,-2.3534,,-3.0616,,-2.8201,,-2.7874,,-0.5441,,0.1223999999999999,,4
2010-12-16 00:19:00,0.1855999999999999,,3.3997,,123.4473,,-2.7857,,13.8692,,-1.4168,,-0.0061999999999999,,2.3883,,-0.0134,,-2.3641,,-3.0738,,-2.8475,,-2.8069,,-0.3627,,0.1225,,4
2010-12-16 00:20:00,0.1857999999999999,,3.4213,,123.4234,,-2.7497,,13.8692,,-1.4252,,-0.0088999999999999,,2.2971,,-0.0201,,-2.3661,,-3.0808,,-2.848,,-2.8125,,-0.4837,,0.122,,4
2010-12-16 00:21:00,0.1852,,3.3567,,123.355,,-2.7718,,13.8692,,-1.4371,,-0.01,,2.4168,,-0.0228,,-2.3758,,-3.0949,,-2.8505,,-2.8215,,-0.6046,,0.1225,,4
2010-12-16 00:22:00,0.1855999999999999,,3.4213,,123.2763,,-2.7718,,13.8706,,-1.4371,,-0.0097999999999999,,2.4738,,-0.0270999999999999,,-2.3751,,-3.0949,,-2.8527,,-2.8287,,-0.5441,,0.1232,,4
2010-12-16 00:23:00,0.1854,,3.3352,,123.2626,,-2.7312,,13.8715,,-1.4446,,-0.0067999999999999,,2.4111,,-0.0141,,-2.3768,,-3.1018,,-2.8704,,-2.8283,,-0.4837,,0.1231,,4
2010-12-16 00:24:00,0.1862,,3.3782,,123.3225,,-2.7427,,13.8729,,-1.4597,,-0.0077999999999999,,2.4396,,-0.0179999999999999,,-2.389,,-3.1307,,-2.8869,,-2.842,,-0.4837,,0.1221,,4
2010-12-16 00:25:00,0.1854,,3.3782,,123.3652,,-2.7519,,13.8729,,-1.4733,,-0.0054999999999999,,2.3826,,-0.0118,,-2.3997,,-3.1443,,-2.8984,,-2.8367,,-0.3627,,0.123,,4
2010-12-16 00:26:00,0.1852,,3.2276,,123.3533,,-2.7113,,13.8729,,-1.48,,-0.0061999999999999,,2.2515,,-0.0137,,-2.3957,,-3.1388,,-2.8957,,-2.8261,,-0.3627,,0.1228,,4
2010-12-16 00:27:00,0.1855999999999999,,3.2922,,123.3413,,-2.7018,,13.8738,,-1.4851,,-0.0137,,2.4168,,-0.0364,,-2.3964,,-3.1294,,-2.8668,,-2.8204,,-0.3023,,0.123,,4
2010-12-16 00:28:00,0.1854,,3.3352,,123.3618,,-2.6996,,13.8733,,-1.5004,,-0.0077999999999999,,2.3142,,-0.0182,,-2.3987,,-3.1324,,-2.8821,,-2.8205,,-0.4232,,0.1228,,4
2010-12-16 00:29:00,0.1854,,3.2922,,123.3533,,-2.7078,,13.8742,,-1.5041,,-0.0135,,2.3028,,-0.0286,,-2.401,,-3.1282,,-2.8591,,-2.8156,,-0.4837,,0.1233,,4
2010-12-16 00:30:00,0.1845,,3.3997,,123.331,,-2.7055,,13.8738,,-1.523,,-0.0161999999999999,,2.2686,,-0.0376,,-2.409,,-3.1406,,-2.8946,,-2.8192,,-0.5441,,0.1229,,4
2010-12-16 00:31:00,0.1855999999999999,,3.3352,,123.3738,,-2.688,,13.8742,,-1.523,,-0.0057,,2.4738,,-0.0131,,-2.4068,,-3.1355,,-2.8649,,-2.8076,,-0.4232,,0.1231,,4
2010-12-16 00:32:00,0.1857999999999999,,3.3997,,123.4319,,-2.6654,,13.8742,,-1.528,,-0.005,,2.6334,,-0.0154,,-2.396,,-3.129,,-2.8744,,-2.7917,,-0.4837,,0.1229,,4
2010-12-16 00:33:00,0.1849,,3.3137,,123.4371,,-2.6724,,13.8742,,-1.5416,,-0.0132,,2.4168,,-0.031,,-2.4045,,-3.1237,,-2.864,,-2.7756,,-0.5441,,0.1223,,4
2010-12-16 00:34:00,0.186,,3.3782,,123.4884,,-2.6602,,13.8742,,-1.5433,,-0.0045999999999999,,2.2572,,-0.0083,,-2.3982,,-3.1123,,-2.8534,,-2.7599,,-0.3023,,0.123,,4
2010-12-16 00:35:00,0.1854,,3.3137,,123.3618,,-2.6489,,13.8742,,-1.564,,-0.0077999999999999,,2.3142,,-0.0195999999999999,,-2.4132,,-3.1208,,-2.8582,,-2.7538,,-0.2417999999999999,,0.1231,,4
2010-12-16 00:36:00,0.1862,,3.2922,,123.3328,,-2.6238,,13.8738,,-1.5659,,-0.0092999999999999,,2.4453,,-0.0218999999999999,,-2.4028,,-3.1038,,-2.8543,,-2.7303,,-0.3023,,0.123,,4
2010-12-16 00:37:00,0.1854,,3.2922,,123.355,,-2.6116,,13.8742,,-1.5676,,-0.0103,,2.5878,,-0.0264,,-2.4009,,-3.0939,,-2.835,,-2.7226,,-0.3023,,0.1223999999999999,,4
2010-12-16 00:38:00,0.1849,,3.4213,,123.2832,,-2.6248,,13.8742,,-1.5828,,-0.0033999999999999,,2.3769,,-0.0057999999999999,,-2.406,,-3.0934,,-2.8438,,-2.6996,,-0.3628,,0.1225,,4
2010-12-16 00:39:00,0.1854,,3.3782,,123.3618,,-2.6005,,13.8742,,-1.5862,,-0.0066,,2.5365,,-0.0152,,-2.4044,,-3.0569,,-2.8153,,-2.6725,,-0.4837,,0.1225,,4
2010-12-16 00:40:00,0.186,,3.3352,,123.3601,,-2.58,,13.8742,,-1.5862,,-0.0043,,2.4567,,-0.0104,,-2.3942,,-3.038,,-2.7993,,-2.6485,,-0.3023,,0.1225,,4
2010-12-16 00:41:00,0.1855999999999999,,3.3352,,123.3584,,-2.5715,,13.8742,,-1.6032,,-0.01,,2.4966,,-0.0254999999999999,,-2.4018,,-3.0281,,-2.8004,,-2.6315,,-0.3628,,0.1237,,4
2010-12-16 00:42:00,0.1854,,3.2922,,123.3618,,-2.5589,,13.8742,,-1.6088,,-0.0121,,2.4453,,-0.0315,,-2.3958,,-3.0171,,-2.8068,,-2.6176,,-0.2417999999999999,,0.1234,,4
2010-12-16 00:43:00,0.1855999999999999,,3.3567,,123.302,,-2.5509,,13.8742,,-1.6088,,-0.0097999999999999,,2.4909,,-0.0218999999999999,,-2.3908,,-2.9881,,-2.7705,,-2.5994,,-0.1814,,0.1229,,4
2010-12-16 00:44:00,0.1855999999999999,,3.3567,,123.3088,,-2.5297,,13.8742,,-1.6088,,-0.0103,,2.2458,,-0.0205,,-2.3813,,-2.9547,,-2.748,,-2.5734,,-0.2417999999999999,,0.1233,,4
2010-12-16 00:45:00,0.1849,,3.3997,,123.3293,,-2.5074,,13.8742,,-1.6105,,-0.01,,2.2401,,-0.02,,-2.3744,,-2.9441,,-2.7548,,-2.5642,,-0.2417999999999999,,0.1233,,4
2010-12-16 00:46:00,0.1852,,3.3137,,123.3122,,-2.529,,13.8742,,-1.6241,,-0.0091,,2.4111,,-0.0235,,-2.3807,,-2.9505,,-2.7612,,-2.5771,,-0.1814,,0.1235,,4
2010-12-16 00:47:00,0.1855999999999999,,3.3997,,123.3396,,-2.5217,,13.8742,,-1.6291,,-0.0129999999999999,,2.2116,,-0.0284,,-2.3844,,-2.9541,,-2.7634,,-2.5764,,-0.4232,,0.1228,,4
2010-12-16 00:48:00,0.1854,,3.3352,,123.2575,,-2.5013,,13.8747,,-1.6291,,-0.005,,2.337,,-0.0129,,-2.3764,,-2.9317,,-2.746,,-2.5568,,-0.1814,,0.1229,,4
2010-12-16 00:49:00,0.1857999999999999,,3.3137,,123.2507,,-2.4863,,13.8742,,-1.6367,,-0.0064,,2.5194,,-0.0149999999999999,,-2.3774,,-2.9146,,-2.7398,,-2.5492,,-0.2417999999999999,,0.1233,,4
2010-12-16 00:50:00,0.1854,,3.3137,,123.2815,,-2.4678,,13.8742,,-1.6517,,-0.0086999999999999,,1.995,,-0.0161,,-2.3824,,-2.9093,,-2.7621,,-2.5534,,-0.2417999999999999,,0.1233,,4
