measured_on,ac_current__319,ac_power__315,ac_voltage__318,ambient_temp__320,das_temp__325,dc_pos_current__317,dc_pos_voltage__316,dc_power__314,module_temp_1__321,poa_irradiance__313,system_id
2008-12-02 00:00:00,5.014,-0.095,121.169,12.544,12.997,0.007,2.207,0.016,11.587,26.023,4
2008-12-02 00:15:00,5.001,-0.095,120.929,12.538,13.047,0.007,2.18,0.0149999999999999,11.925,26.945,4
2008-12-02 00:30:00,5.0,-0.095,120.886,12.394,13.139,0.007,2.196,0.0149999999999999,12.033,25.851,4
2008-12-02 00:45:00,5.006,-0.095,121.058,12.345,13.081,0.007,2.09,0.0149999999999999,12.106,26.09,4
2008-12-02 01:00:00,5.007,-0.095,121.064,12.327,13.025,0.007,1.98,0.0129999999999999,12.053,26.047,4
2008-12-02 01:15:00,5.011,-0.095,121.175,12.218,12.948,0.007,1.816,0.0129999999999999,11.928,25.808,4
2008-12-02 01:30:00,5.011,-0.095,121.159,12.449,12.916,0.007,1.725,0.012,11.796,25.605,4
2008-12-02 01:45:00,5.016,-0.095,121.254,12.414,12.993,0.007,1.649,0.012,11.829,25.978,4
2008-12-02 02:00:00,5.016,-0.095,121.268,12.373,13.047,0.007,1.735,0.012,11.881,25.844,4
2008-12-02 02:15:00,5.015,-0.095,121.278,12.513,13.088,0.007,1.831,0.0129999999999999,12.038,25.763,4
2008-12-02 02:30:00,5.017,-0.095,121.324,12.269,13.124,0.007,1.846,0.0129999999999999,11.922,26.043,4
2008-12-02 02:45:00,5.015,-0.095,121.277,12.301,13.001,0.007,1.82,0.0129999999999999,11.928,26.031,4
2008-12-02 03:00:00,5.014,-0.095,121.273,12.214,12.969,0.007,1.83,0.0129999999999999,11.742,25.55,4
2008-12-02 03:15:00,5.016,-0.095,121.276,12.265,12.797,0.007,1.838,0.0129999999999999,11.196,26.054,4
2008-12-02 03:30:00,5.019,-0.095,121.358,12.351,12.714,0.007,1.657,0.012,10.976,25.794,4
2008-12-02 03:45:00,5.014,-0.095,121.268,12.15,12.595,0.007,1.595,0.0109999999999999,10.809,25.57,4
2008-12-02 04:00:00,5.014,-0.095,121.25,12.254,12.609,0.007,1.629,0.0109999999999999,11.221,26.85,4
2008-12-02 04:15:00,5.005,-0.095,121.102,12.264,12.789,0.007,1.632,0.012,11.381,27.59,4
2008-12-02 04:30:00,5.005,-0.095,121.071,12.146,12.812,0.007,1.571,0.0109999999999999,11.404,25.916,4
2008-12-02 04:45:00,4.995,-0.095,120.865,12.195,12.788,0.007,1.566,0.0109999999999999,11.56,27.385,4
2008-12-02 05:00:00,4.999,-0.095,120.943,12.31,12.876,0.007,1.69,0.012,11.596,26.843,4
2008-12-02 05:15:00,4.987,-0.095,120.668,12.234,12.869,0.007,1.646,0.0109999999999999,11.443,26.348,4
2008-12-02 05:30:00,5.005,-0.095,121.081,12.281,12.797,0.007,1.604,0.0109999999999999,11.32,25.99,4
2008-12-02 05:45:00,5.011,-0.095,121.272,12.367,12.777,0.007,1.754,0.012,11.25,25.897,4
2008-12-02 06:00:00,4.995,-0.095,120.945,12.165,12.719,0.007,1.86,0.0129999999999999,10.836,25.763,4
2008-12-02 06:15:00,4.961,-0.101,120.146,11.873,12.508,0.007,2.171,0.016,10.293,25.197,4
2008-12-02 06:30:00,4.97,-0.1019999999999999,120.446,12.135,12.3,0.007,3.552,0.025,10.364,25.77,4
2008-12-02 06:45:00,4.979,-0.095,120.661,12.106,12.343,0.0089999999999999,9.473,0.085,10.367,25.562,4
2008-12-02 07:00:00,5.018,-0.221,121.182,12.401,12.273,0.023,61.311,1.563,10.158,29.243,4
