measured_on,ac_current__251,ac_current__319,ac_power__247,ac_power__315,ac_voltage__250,ac_voltage__318,ambient_temp__252,ambient_temp__320,das_battery_voltage__326,das_temp__325,dc_pos_current__249,dc_pos_current__317,dc_pos_voltage__248,dc_pos_voltage__316,dc_power__246,dc_power__314,inverter_temp__256,inverter_temp__324,module_temp_1__253,module_temp_1__321,module_temp_2__254,module_temp_2__322,module_temp_3__255,module_temp_3__323,module_temp_4__257,module_temp_5__258,module_temp_6__259,module_temp_7__260,poa_irradiance__245,poa_irradiance__313,power_factor__327,system_id
2012-12-04 00:00:00,,0.1814,,2.7246,,121.0805,,2.0202,13.6829,1.3819,,-0.0023,,1.8297,,-0.0025999999999999,,1.208,,-0.5867,,-0.8218999999999999,,-0.4475,,,,,,-3.5687,0.123,4
2012-12-04 00:01:00,,0.1814999999999999,,2.726,,121.0919,,2.1859,13.6838,1.3734,,-0.0016,,1.824,,-0.005,,1.2333,,-0.505,,-0.8737,,-0.4703999999999999,,,,,,-3.3903,0.1233,4
2012-12-04 00:02:00,,0.1814999999999999,,2.7297,,121.1356,,2.0196,13.6861,1.3696,,-0.0027,,1.7556,,-0.0054999999999999,,1.2044,,-0.5375999999999999,,-0.9172,,-0.4885999999999999,,,,,,-3.5092,0.1234,4
2012-12-04 00:03:00,,0.1814999999999999,,2.7319,,121.1278,,1.9971,13.6866,1.3508,,-0.0043,,1.5903,,-0.0067999999999999,,1.1884,,-0.5609,,-0.9333,,-0.5147,,,,,,-3.4498,0.1235,4
2012-12-04 00:04:00,,0.1816,,2.724,,121.17,,2.3929,13.687,1.3508,,-0.0014,,1.6074,,-0.0025999999999999,,1.2337,,-0.4102,,-0.6619,,-0.1260999999999999,,,,,,-3.5092,0.1233,4
2012-12-04 00:05:00,,0.1814999999999999,,2.7313,,121.1523,,2.7067,13.687,1.3339,,-0.0033999999999999,,1.71,,-0.0055999999999999,,1.2973,,-0.2369,,-0.3695,,0.215,,,,,,-3.2713,0.1234,4
2012-12-04 00:06:00,,0.1814,,2.741,,121.192,,3.2182,13.687,1.3305,,0.0014,,1.7442,,0.0038,,1.3945,,0.0091,,-0.3065999999999999,,0.4578999999999999,,,,,,-3.2119,0.1235,4
2012-12-04 00:07:00,,0.1814,,2.7594,,121.2134,,3.2326,13.687,1.3305,,-0.0103,,1.8069,,-0.0182,,1.4535,,0.2203,,-0.2351999999999999,,0.5334999999999999,,,,,,-2.7361,0.1237999999999999,4
2012-12-04 00:08:00,,0.1814,,2.7206,,121.2021,,3.2197,13.687,1.3305,,0.0035,,1.9608,,0.0112,,1.498,,0.3758,,-0.1321,,0.5954,,,,,,-2.5576,0.1232,4
2012-12-04 00:09:00,,0.1816,,2.7431,,121.2354,,3.3761,13.687,1.3305,,0.0011,,1.6986,,0.0045999999999999,,1.5304,,0.46,,-0.0002,,0.8148999999999998,,,,,,-2.4387,0.1237,4
2012-12-04 00:10:00,,0.1817,,2.7342,,121.2704,,3.5425,13.687,1.3305,,0.0041,,1.8525,,0.0071999999999999,,1.59,,0.509,,0.1396,,1.0285,,,,,,-2.4982,0.1231,4
2012-12-04 00:11:00,,0.1816,,2.7468,,121.2755,,3.7169,13.6866,1.3305,,-0.0023,,1.7385,,-0.0051,,1.7157,,0.5493,,0.1711999999999999,,1.1321,,,,,,-2.5576,0.1241,4
2012-12-04 00:12:00,,0.1816,,2.7385,,121.2688,,3.9257,13.6866,1.3305,,-0.0054999999999999,,1.6074,,-0.0083999999999999,,1.8127,,0.6033,,0.2238,,1.1558,,,,,,-2.4981,0.1237,4
2012-12-04 00:13:00,,0.1816,,2.7493,,121.2665,,3.8026,13.6861,1.3305,,-0.0054999999999999,,1.6929,,-0.0079,,1.8213,,0.5867,,0.1403,,1.1062,,,,,,-2.4387,0.1245,4
2012-12-04 00:14:00,,0.1817,,2.7584,,121.3126,,3.5484,13.6861,1.3305,,0.003,,1.8069,,0.0051999999999999,,1.8278,,0.5204999999999999,,0.012,,0.9854,,,,,,-2.5576,0.1227,4
2012-12-04 00:15:00,,0.1817,,2.7495,,121.3137,,3.4612,13.6866,1.3305,,-0.0025,,1.5561,,-0.0063,,1.7933,,0.3044,,-0.254,,0.7314,,,,,,-2.5576,0.1245,4
2012-12-04 00:16:00,,0.1817,,2.7427,,121.2945,,2.9582,13.6848,1.3322,,-0.0066,,1.6929,,-0.0088999999999999,,1.7411,,-0.0015,,-0.5177,,0.3537,,,,,,-3.2119,0.1232,4
2012-12-04 00:17:00,,0.1816,,2.7387,,121.2824,,2.4798,13.6843,1.3322,,-0.0014,,1.8297,,-0.0005999999999999,,1.6815,,-0.3511,,-0.8329999999999999,,-0.0195,,,,,,-3.3904,0.1231,4
2012-12-04 00:18:00,,0.1817,,2.7416,,121.2683,,2.1907,13.6852,1.3305,,-0.0014,,1.6815,,-0.0005999999999999,,1.6195,,-0.6117,,-1.0615,,-0.2475,,,,,,-3.9852,0.1244,4
2012-12-04 00:19:00,,0.1817,,2.7451,,121.3119,,2.0224,13.6852,1.3305,,-0.0025,,1.5219,,-0.0033,,1.567,,-0.8599999999999999,,-1.2182,,-0.5288,,,,,,-4.4015,0.124,4
2012-12-04 00:20:00,,0.1817999999999999,,2.7501,,121.3564,,1.8576,13.6852,1.3305,,-0.0027,,1.8354,,-0.0044,,1.5181,,-1.0932,,-1.3888,,-0.7792,,,,,,-4.6395,0.1246,4
2012-12-04 00:21:00,,0.1817999999999999,,2.7472,,121.3246,,1.8172,13.687,1.3305,,-0.0008999999999999,,1.767,,-0.0002999999999999,,1.4721,,-1.2977,,-1.5109,,-0.9553,,,,,,-4.8774,0.1237999999999999,4
2012-12-04 00:22:00,,0.1817999999999999,,2.7388,,121.35,,1.9887,13.687,1.3192,,-0.0002,,1.7955,,0.0,,1.4299,,-1.3517,,-1.484,,-0.9883,,,,,,-4.9964,0.124,4
2012-12-04 00:23:00,,0.1817999999999999,,2.7469,,121.3954,,2.3882,13.687,1.3062,,-0.0023,,1.8981,,-0.0061,,1.4119,,-1.3164,,-1.5701,,-0.9725,,,,,,-4.9369,0.1237999999999999,4
2012-12-04 00:24:00,,0.1817999999999999,,2.7636,,121.3643,,2.4649,13.6866,1.2875,,-0.005,,1.9608,,-0.0102,,1.3775,,-1.3851,,-1.568,,-1.0448,,,,,,-4.7585,0.1241,4
2012-12-04 00:25:00,,0.1819,,2.7455,,121.3484,,2.2281,13.687,1.2875,,-0.0057,,1.8525,,-0.0112999999999999,,1.3545,,-1.4509,,-1.6714,,-1.1575,,,,,,-4.2826,0.124,4
2012-12-04 00:26:00,,0.182,,2.7631,,121.3876,,1.7694,13.687,1.2689,,0.0045999999999999,,1.653,,0.0068999999999999,,1.2927,,-1.651,,-1.8847,,-1.4283,,,,,,-4.5205,0.1236,4
2012-12-04 00:27:00,,0.182,,2.7327,,121.3778,,1.45,13.687,1.2503,,-0.0083999999999999,,2.0235,,-0.02,,1.2266,,-1.8796,,-2.0858,,-1.6408,,,,,,-4.2826,0.1239,4
2012-12-04 00:28:00,,0.182,,2.7548,,121.3699,,1.6128,13.687,1.2446,,-0.0011,,1.7157,,-0.002,,1.1872,,-1.9236,,-2.0083,,-1.5583,,,,,,-4.3421,0.1234,4
