measured_on,ac_current__319,ac_power__315,ac_voltage__318,ambient_temp__320,ambient_temp_f__17,das_battery_voltage__326,das_temp__325,dc_pos_current__317,dc_pos_voltage__316,dc_power__314,intsolirrad__16,inverter_temp__324,module_temp_1__321,module_temp_2__322,module_temp_3__323,module_temp_f__18,poa_irradiance__313,power_factor__327,wind_speed_mph__19,system_id
2012-10-10 00:00:00,0.1857999999999999,3.1846,122.317,5.7037,,13.6381,6.8487,0.0016,1.3851,0.0028,,5.944,3.6362,3.986,3.8823,,-2.4965,0.1277,,4
2012-10-10 00:01:00,0.1862,3.2922,122.3204,5.6783,,13.6382,6.8205,0.0061999999999999,1.8696,0.0121,,5.9107,3.5398,3.9104,3.7788,,-2.556,0.1279,,4
2012-10-10 00:02:00,0.1862,3.163,122.3222,5.6597,,13.6382,6.7997,0.0002,1.5903,-0.0002999999999999,,5.8878,3.4159,3.7337,3.695,,-2.7343,0.1265999999999999,,4
2012-10-10 00:03:00,0.1869,3.2706,122.3393,5.6527,,13.6382,6.7713,0.005,1.6872,0.0085,,5.8572,3.3086,3.6429,3.5928,,-2.7937,0.1279,,4
2012-10-10 00:04:00,0.1867,3.2706,122.3136,5.6556,,13.6382,6.7399,0.0038999999999999,1.7442,0.0047999999999999,,5.8257,3.1924,3.5976,3.4838,,-2.9721,0.1275,,4
2012-10-10 00:05:00,0.1870999999999999,3.2276,122.3102,5.653,,13.6382,6.7193,0.0011,1.7841,0.0030999999999999,,5.8009,3.105,3.4552,3.375,,-3.0315,0.1277,,4
2012-10-10 00:06:00,0.1855999999999999,3.2922,122.3016,5.6262,,13.6383,6.6875,0.005,1.7841,0.0125,,5.7612,2.9635,3.2801,3.2156,,-3.091,0.1278,,4
2012-10-10 00:07:00,0.1867,3.2061,122.3102,5.5957,,13.6387,6.6578,0.0008999999999999,1.8696,0.0018,,5.7243,2.7996,3.1356,3.0976,,-3.2693,0.1273,,4
2012-10-10 00:08:00,0.1862,3.2491,122.3854,5.5602,,13.6392,6.6295,-0.0033999999999999,1.6815,-0.0073,,5.6903,2.6643,3.0147,2.9882,,-3.6854,0.1275,,4
2012-10-10 00:09:00,0.1867,3.2491,122.3615,5.5109,,13.6429,6.594,0.0018,1.5105,0.003,,5.6468,2.5632,2.8929,2.8585,,-3.8637,0.1285999999999999,,4
2012-10-10 00:10:00,0.1865,3.2491,122.3717,5.463,,13.6429,6.5584,0.0032,1.7499,0.0047,,5.6061,2.4234,2.7876,2.7203,,-4.1015,0.1279,,4
2012-10-10 00:11:00,0.1865,3.3137,122.3717,5.416,,13.6434,6.5322,0.0032,1.482,0.0054999999999999,,5.5749,2.316,2.681,2.638,,-4.1609,0.1283,,4
2012-10-10 00:12:00,0.1867,3.2491,122.3495,5.3796,,13.6438,6.4966,-0.0008999999999999,1.5105,-0.0041,,5.5307,2.2263,2.5734,2.5663,,-4.0421,0.1275999999999999,,4
2012-10-10 00:13:00,0.1865,3.1846,122.3769,5.3399,,13.6443,6.4627,0.003,1.4535,0.0058999999999999,,5.4925,2.152,2.4812,2.4855,,-4.0421,0.1274,,4
2012-10-10 00:14:00,0.1869,3.2276,122.4094,5.3039,,13.6443,6.4255,0.008,1.8069,0.0135999999999999,,5.4515,2.0468,2.3919,2.3998,,-4.1015,0.1285,,4
2012-10-10 00:15:00,0.1869,3.2061,122.394,5.2999,,13.6457,6.3863,-0.0006999999999999,1.7727,-0.0016999999999999,,5.4116,1.9829,2.3324,2.3367,,-4.1015,0.1274,,4
2012-10-10 00:16:00,0.1867,3.2491,122.4213,5.2843,,13.6489,6.3528,0.0043,1.7328,0.0048999999999999,,5.3781,1.9027,2.2608,2.3153,,-3.9826,0.128,,4
2012-10-10 00:17:00,0.1870999999999999,3.1846,122.382,5.2443,,13.6484,6.3172,0.0020999999999999,1.5903,0.0028999999999999,,5.3431,1.8704,2.1869,2.2651,,-3.5665,0.1277,,4
2012-10-10 00:18:00,0.1865,3.2491,122.3769,5.218,,13.6494,6.2816,0.0045999999999999,1.6188,0.0061,,5.3068,1.8431,2.1116,2.2292,,-3.8043,0.1280999999999999,,4
2012-10-10 00:19:00,0.1867,3.3137,122.4248,5.1783,,13.6494,6.2426,0.0054999999999999,1.4934,0.0105,,5.2684,1.7751,2.0845,2.1606,,-3.7449,0.1274,,4
2012-10-10 00:20:00,0.186,3.2491,122.4761,5.165,,13.6494,6.2029,0.0073,1.7727,0.0128,,5.2358,1.7071,2.0682,2.1126,,-3.9232,0.1267,,4
2012-10-10 00:21:00,0.1862,3.2061,122.488,5.1365,,13.6503,6.1666,-0.0027,1.5846,-0.0033999999999999,,5.2022,1.6223,1.9662,2.0164,,-3.8638,0.1268,,4
2012-10-10 00:22:00,0.1870999999999999,3.3137,122.4538,5.0811,,13.6526,6.1271,0.0041,1.596,0.0051999999999999,,5.1626,1.5544,1.8789,1.9644,,-3.8043,0.1275999999999999,,4
2012-10-10 00:23:00,0.186,3.2922,122.4658,5.0677,,13.6535,6.0907,0.0002999999999999,1.7328,0.0033999999999999,,5.1326,1.4947,1.8667,1.8854,,-3.8043,0.127,,4
2012-10-10 00:24:00,0.1869,3.3567,122.3974,5.0647,,13.6544,6.0491,0.0016,1.4535,0.0019,,5.0909,1.434,1.8082,1.8189,,-4.2204,0.1275999999999999,,4
2012-10-10 00:25:00,0.1869,3.2922,122.4419,5.0152,,13.6547,6.0075,0.0032,1.3281,0.0032,,5.0493,1.354,1.7333,1.8043,,-3.626,0.1279,,4
2012-10-10 00:26:00,0.1865,3.3137,122.4658,4.9476,,13.6544,5.9529,0.0032,1.5846,0.0076,,4.996,1.3271,1.6618,1.7788,,-3.6855,0.1280999999999999,,4
2012-10-10 00:27:00,0.1855999999999999,3.1846,122.4572,4.9019,,13.6568,5.9152,0.0008999999999999,1.6074,0.001,,4.964,1.3494,1.7064,1.794,,-3.7449,0.1278,,4
2012-10-10 00:28:00,0.1865,3.2706,122.4624,4.8827,,13.6582,5.8738,0.008,1.5333,0.0129999999999999,,4.9268,1.3738,1.6748,1.8004,,-3.7449,0.1280999999999999,,4
2012-10-10 00:29:00,0.186,3.2706,122.4812,4.8486,,13.6596,5.8377,0.0088999999999999,1.6587,0.0165,,4.8963,1.3689,1.6448,1.7683,,-3.626,0.1275,,4
2012-10-10 00:30:00,0.1867,3.3137,122.4487,4.803,,13.6596,5.8,0.0074999999999999,1.6929,0.0105,,4.8614,1.3855,1.6197,1.7174,,-3.626,0.1272,,4
2012-10-10 00:31:00,0.1870999999999999,3.1846,122.4248,4.7957,,13.6601,5.7597,-0.0002,1.7328,0.0011999999999999,,4.8268,1.4678,1.6919,1.7989,,-3.5666,0.1274,,4
2012-10-10 00:32:00,0.1862,3.2706,122.4538,4.7992,,13.6602,5.7238,0.0002,1.824,-0.001,,4.8,1.5925,1.7591,1.8826,,-3.5072,0.1275999999999999,,4
2012-10-10 00:33:00,0.1869,3.3137,122.4743,4.7756,,13.6602,5.688,0.0018,1.5789,0.0030999999999999,,4.7649,1.6432,1.7294,1.8917,,-3.5666,0.1265999999999999,,4
2012-10-10 00:34:00,0.1869,3.2491,122.4675,4.7587,,13.6602,5.6519,0.0054999999999999,1.5219,0.0097,,4.7301,1.6441,1.7073,1.909,,-3.5666,0.1275,,4
2012-10-10 00:35:00,0.1857999999999999,3.163,122.4897,4.6793,,13.6602,5.6178,0.003,1.368,0.0041,,4.696,1.6702,1.6982,1.971,,-3.5666,0.1280999999999999,,4
2012-10-10 00:36:00,0.1862,3.2706,122.4932,4.5929,,13.6607,5.5796,0.0023,1.6872,0.0038,,4.6548,1.6827,1.7351,2.0029,,-3.4477,0.1279,,4
2012-10-10 00:37:00,0.1869,3.2491,122.447,4.5652,,13.6639,5.5455,0.0038999999999999,1.6245,0.007,,4.6214,1.6778,1.6871,1.9901,,-3.5072,0.1279,,4
2012-10-10 00:38:00,0.1855999999999999,3.3137,122.4675,4.4904,,13.6658,5.5059,0.0002,1.5846,-0.0014,,4.5818,1.6301,1.6401,1.89,,-3.5072,0.1270999999999999,,4
2012-10-10 00:39:00,0.1865,3.2706,122.4624,4.4218,,13.6654,5.4777,0.0008999999999999,1.6302,0.0019,,4.5521,1.6369,1.6024,1.8853,,-3.4477,0.1278,,4
2012-10-10 00:40:00,0.186,3.2706,122.4709,4.3943,,13.6658,5.4352,0.0043,1.6986,0.0074,,4.5102,1.6537,1.6235,1.9243,,-3.4477,0.1269,,4
