measured_on,ac_current__319,ac_current_a__3647,ac_current_b__3648,ac_current_c__3649,ac_power__315,ac_va__3652,ac_vars__3651,ac_voltage__318,ac_voltage_a-bn__3644,ac_voltage_a-n__3641,ac_voltage_b-c__3645,ac_voltage_b-n__3642,ac_voltage_c-a__3646,ac_voltage_c-n__3643,ac_w_total__3650,ambient_temp__320,ambient_temp__3603,das_battery_voltage__326,das_battery_voltage__3656,das_temp__325,das_temp__3657,dc_pos_current__317,dc_pos_voltage__316,dc_power__314,frequency__3654,inv1_string1_dc_current__3614,inv1_string1_dc_voltage__3627,inv1_string2_dc_current__3615,inv1_string2_dc_voltage__3628,inv2_string1_dc_current__3616,inv2_string1_dc_voltage__3629,inv2_string2_dc_current__3617,inv2_string2_dc_voltage__3630,inv3_string1_dc_current__3618,inv3_string1_dc_voltage__3631,inv3_string2_dc_current__3619,inv3_string2_dc_voltage__3632,inv4_string1_dc_current__3620,inv4_string1_dc_voltage__3633,inv4_string2_dc_current__3621,inv4_string2_dc_voltage__3634,inv5_string1_dc_current__3622,inv5_string1_dc_voltage__3635,inv5_string2_dc_current__3623,inv5_string2_dc_voltage__3636,inv6_string1_dc_current__3624,inv6_string2_dc_current__3625,inv6_string2_dc_voltage__3638,inv7_string1_dc_current__3626,inv7_string1_dc_voltage__3639,inv7_string2_dc_voltage__3640,inverter_temp__324,licor1_irradiance__3605,licor2_irradiance__3606,licor3_irradiance__3607,licor4_irradiance__3608,licor5_irradiance__3609,module_temp_10__3668,module_temp_11__3669,module_temp_13__3670,module_temp_14__3671,module_temp_15__3672,module_temp_18__3675,module_temp_19__3676,module_temp_1__321,module_temp_1__3658,module_temp_2__322,module_temp_2__3659,module_temp_3__323,module_temp_3__3660,module_temp_4__3661,module_temp_5__3662,module_temp_6__3663,module_temp_7__3664,module_temp_8__3666,module_temp_9__3667,neutral_current__3655,poa_irradiance__313,poa_irradiance__3604,power_factor__327,power_factor__3653,referencemodule1_irradiance__3610,referencemodule1_temp__3611,referencemodule2_irradiance__3612,referencemodule2_temp__3613,system_id
2011-08-09 00:00:00,0.1882,,,,3.0953,,,122.3265,,,,,,,,19.0742,,13.3172,,19.2328,,0.0121,1.4235,0.0168999999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.0815,,,,,,,,,,,,,17.5053,,17.4935,,17.8816,,,,,,,,,-2.9089,,0.1326,,,,,,4
2011-08-09 00:01:00,0.1884,,,,3.0953,,,122.3111,,,,,,,,18.9898,,13.3172,,19.2328,,0.0198,1.4292,0.0288999999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.0663,,,,,,,,,,,,,17.433,,17.4844,,17.8336,,,,,,,,,-3.0276,,0.1323999999999999,,,,,,4
2011-08-09 00:02:00,0.1889,,,,3.1168,,,122.2719,,,,,,,,19.0205,,13.3177,,19.2286,,0.0239,1.2128,0.0288999999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.0594,,,,,,,,,,,,,17.426,,17.4845,,17.8323,,,,,,,,,-3.0276,,0.1317,,,,,,4
2011-08-09 00:03:00,0.1889,,,,3.1813,,,122.3283,,,,,,,,19.1101,,13.3177,,19.2079,,0.0189,1.3723,0.0273,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.0386,,,,,,,,,,,,,17.3809,,17.4456,,17.7753,,,,,,,,,-3.2057,,0.1318,,,,,,4
2011-08-09 00:04:00,0.1889,,,,3.1168,,,122.3283,,,,,,,,19.1081,,13.3177,,19.1989,,0.0155,1.3495,0.0214999999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.031,,,,,,,,,,,,,17.3266,,17.4226,,17.7183,,,,,,,,,-3.1464,,0.1323999999999999,,,,,,4
2011-08-09 00:05:00,0.1885999999999999,,,,3.1168,,,122.4188,,,,,,,,19.0488,,13.3181,,19.1808,,0.0134,1.3894,0.019,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.0136,,,,,,,,,,,,,17.261,,17.3647,,17.6542,,,,,,,,,-3.1464,,0.1315,,,,,,4
2011-08-09 00:06:00,0.1885999999999999,,,,3.0953,,,122.4598,,,,,,,,18.9894,,13.3178,,19.1808,,0.0212,1.4008,0.0303,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.0073,,,,,,,,,,,,,17.2304,,17.3349,,17.6222,,,,,,,,,-3.1464,,0.131,,,,,,4
2011-08-09 00:07:00,0.1882,,,,3.1813,,,122.4547,,,,,,,,18.978,,13.3181,,19.1582,,0.0155,1.2983,0.0202999999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.9764,,,,,,,,,,,,,17.2043,,17.3213,,17.5989,,,,,,,,,-3.2057,,0.1321,,,,,,4
2011-08-09 00:08:00,0.188,,,,3.0523,,,122.3659,,,,,,,,18.9561,,13.3181,,19.1475,,0.0155,1.2698,0.0190999999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.965,,,,,,,,,,,,,17.1762,,17.2945,,17.5555,,,,,,,,,-3.3838,,0.1323,,,,,,4
2011-08-09 00:09:00,0.1885999999999999,,,,3.1598,,,122.3539,,,,,,,,18.9633,,13.3185,,19.1289,,0.0179999999999999,1.2185,0.0252,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.945,,,,,,,,,,,,,17.1776,,17.2981,,17.5604,,,,,,,,,-3.3839,,0.1331,,,,,,4
