measured_on,ac_current__319,ac_power__315,ac_voltage__318,ambient_temp__320,biased_module_3_10_mv__1209,biased_module_3_11_mv__1210,biased_module_3_12_mv__1211,biased_module_3_13_mv__1212,biased_module_3_14_mv__1213,biased_module_3_15_mv__1214,biased_module_3_16_mv__1215,biased_module_3_4_mv__1203,biased_module_3_5_mv__1204,biased_module_3_6_mv__1205,biased_module_3_7_mv__1206,biased_module_3_8_mv__1207,biased_module_3_9_mv__1208,biased_module_voltage__1202,das_battery_voltage__326,das_temp__325,dc_pos_current__317,dc_pos_voltage__316,dc_power__314,hviv_load_temp_1__1191,hviv_load_temp_2__1192,hviv_load_temp_3__1193,inverter_temp__324,module_temp_1__321,module_temp_2__322,module_temp_3__323,poa_irradiance__313,power_factor__327,unbiased_module_3_1_mv__1199,unbiased_module_3_2_mv__1200,unbiased_module_3_3_mv__1201,unbiased_module_temp_3_1__1195,unbiased_module_temp_3_2__1196,unbiased_module_temp_3_3__1197,system_id
2012-08-19 00:00:00,0.1877999999999999,3.0964,122.1001,16.6128,,,,,,,,,,,,,,,13.3776,16.6058,0.0152999999999999,1.5038,0.0241,,,,16.5221,15.2388,15.1605,15.5351,-2.9097,0.1317,,,,,,,4
2012-08-19 00:01:00,0.1877999999999999,3.0749,121.9309,16.665,,,,,,,,,,,,,,,13.3799,16.5893,0.0148,1.5721,0.0207,,,,16.516,15.2494,15.169,15.5318,-2.9691,0.1318,,,,,,,4
2012-08-19 00:02:00,0.1875999999999999,3.1179,121.9617,16.425,,,,,,,,,,,,,,,13.3795,16.5872,0.0138999999999999,1.4126,0.0176,,,,16.4916,15.2033,15.0998,15.4864,-2.8503,0.132,,,,,,,4
2012-08-19 00:03:00,0.1880999999999999,3.0534,121.9497,16.6731,,,,,,,,,,,,,,,13.3799,16.5665,0.0212,1.3955,0.0298999999999999,,,,16.4869,15.2601,15.1846,15.5551,-2.8503,0.1322,,,,,,,4
2012-08-19 00:04:00,0.1883,3.0749,121.9344,16.6465,,,,,,,,,,,,,,,13.3804,16.5623,0.0155,1.2133,0.0171,,,,16.496,15.2609,15.1448,15.5335,-2.7316,0.1313999999999999,,,,,,,4
2012-08-19 00:05:00,0.1883,3.1179,121.9258,16.8667,,,,,,,,,,,,,,,13.3808,16.5623,0.0105,1.4981,0.0164,,,,16.5232,15.3049,15.228,15.6012,-2.7315,0.1321,,,,,,,4
2012-08-19 00:06:00,0.1877999999999999,3.0534,121.9053,16.9656,,,,,,,,,,,,,,,13.3817,16.5623,0.0118,1.3784,0.0187,,,,16.5511,15.3503,15.2839,15.6802,-2.6722,0.132,,,,,,,4
2012-08-19 00:07:00,0.1875999999999999,3.0534,121.907,16.8942,,,,,,,,,,,,,,,13.3817,16.5541,0.0129999999999999,1.0993,0.0143,,,,16.5679,15.3162,15.2344,15.6194,-2.8503,0.132,,,,,,,4
2012-08-19 00:08:00,0.1883,3.0964,121.9053,16.4455,,,,,,,,,,,,,,,13.3822,16.5375,0.0106999999999999,1.4582,0.0165,,,,16.5242,15.1933,15.101,15.4617,-2.7315,0.1318,,,,,,,4
2012-08-19 00:09:00,0.1883,3.1179,121.9019,16.2721,,,,,,,,,,,,,,,13.3817,16.5354,0.0103,1.5095,0.0165,,,,16.4852,15.1206,15.0633,15.3779,-2.8503,0.1323,,,,,,,4
2012-08-19 00:10:00,0.1875999999999999,3.0319,121.9173,16.2739,,,,,,,,,,,,,,,13.3827,16.5126,0.008,1.6576,0.0126999999999999,,,,16.4373,15.0419,15.0132,15.3013,-2.9096,0.1318,,,,,,,4
2012-08-19 00:11:00,0.1883,3.0319,121.9805,16.1693,,,,,,,,,,,,,,,13.3827,16.5126,0.0149999999999999,1.3898,0.0196999999999999,,,,16.4024,14.9474,14.8971,15.188,-3.0878,0.1307,,,,,,,4
2012-08-19 00:12:00,0.1883,3.0964,121.9344,16.0521,,,,,,,,,,,,,,,13.3827,16.5064,0.0148,1.5265,0.0222,,,,16.3529,14.86,14.837,15.1272,-3.0284,0.1313,,,,,,,4
2012-08-19 00:13:00,0.1883,3.1179,121.9634,16.2245,,,,,,,,,,,,,,,13.3827,16.4878,0.0115999999999999,1.2019,0.0097999999999999,,,,16.3294,14.8728,14.8623,15.1407,-3.2659,0.1323999999999999,,,,,,,4
2012-08-19 00:14:00,0.1885,3.0749,121.9959,16.1327,,,,,,,,,,,,,,,13.3827,16.4733,0.0128,1.3614,0.0166,,,,16.2884,14.8114,14.7596,15.0429,-3.0284,0.1327,,,,,,,4
2012-08-19 00:15:00,0.1874,3.0534,122.0659,16.095,,,,,,,,,,,,,,,13.3827,16.4629,0.0073,1.5038,0.0103,,,,16.2508,14.7492,14.6883,14.9878,-3.0878,0.1317,,,,,,,4
2012-08-19 00:16:00,0.1875999999999999,3.0964,122.0984,16.0269,,,,,,,,,,,,,,,13.3827,16.4609,0.0137,1.2873,0.0193,,,,16.2243,14.6533,14.6001,14.8982,-3.1472,0.1315,,,,,,,4
2012-08-19 00:17:00,0.1875999999999999,3.1609,122.107,15.9893,,,,,,,,,,,,,,,13.3827,16.4381,0.0141,1.4582,0.0204,,,,16.1771,14.5604,14.5422,14.8313,-3.3253,0.1328,,,,,,,4
2012-08-19 00:18:00,0.1883,3.0534,122.1309,15.8877,,,,,,,,,,,,,,,13.3827,16.4215,0.0137,1.2588,0.0161999999999999,,,,16.1319,14.5047,14.4655,14.7567,-3.2066,0.1318999999999999,,,,,,,4
2012-08-19 00:19:00,0.1880999999999999,3.0964,122.0711,15.7608,,,,,,,,,,,,,,,13.3831,16.407,0.0152999999999999,1.5721,0.0257,,,,16.0825,14.4474,14.4082,14.7064,-3.3254,0.1325,,,,,,,4
2012-08-19 00:20:00,0.1872,3.0749,122.0266,15.6409,,,,,,,,,,,,,,,13.3827,16.3884,0.0201,1.5152,0.0339,,,,16.0276,14.3706,14.3251,14.6465,-3.5629,0.1326,,,,,,,4
