measured_on,ac_current__319,ac_current_a__3647,ac_current_b__3648,ac_current_c__3649,ac_power__315,ac_va__3652,ac_vars__3651,ac_voltage__318,ac_voltage_a-bn__3644,ac_voltage_a-n__3641,ac_voltage_b-c__3645,ac_voltage_b-n__3642,ac_voltage_c-a__3646,ac_voltage_c-n__3643,ac_w_total__3650,ambient_temp__320,ambient_temp__3603,das_battery_voltage__326,das_battery_voltage__3656,das_temp__325,das_temp__3657,dc_pos_current__317,dc_pos_voltage__316,dc_power__314,frequency__3654,inv1_string1_dc_current__3614,inv1_string1_dc_voltage__3627,inv1_string2_dc_current__3615,inv1_string2_dc_voltage__3628,inv2_string1_dc_current__3616,inv2_string1_dc_voltage__3629,inv2_string2_dc_current__3617,inv2_string2_dc_voltage__3630,inv3_string1_dc_current__3618,inv3_string1_dc_voltage__3631,inv3_string2_dc_current__3619,inv3_string2_dc_voltage__3632,inv4_string1_dc_current__3620,inv4_string1_dc_voltage__3633,inv4_string2_dc_current__3621,inv4_string2_dc_voltage__3634,inv5_string1_dc_current__3622,inv5_string1_dc_voltage__3635,inv5_string2_dc_current__3623,inv5_string2_dc_voltage__3636,inv6_string1_dc_current__3624,inv6_string1_dc_voltage__3838,inv6_string2_dc_current__3625,inv6_string2_dc_voltage__3638,inv7_string1_dc_current__3626,inv7_string1_dc_voltage__3639,inv7_string2_dc_current__3837,inv7_string2_dc_voltage__3640,inverter_temp__324,licor1_irradiance__3605,licor2_irradiance__3606,licor3_irradiance__3607,licor4_irradiance__3608,licor5_irradiance__3609,module_temp_10__3668,module_temp_11__3669,module_temp_12__3839,module_temp_13__3670,module_temp_14__3671,module_temp_15__3672,module_temp_16__3841,module_temp_17__3842,module_temp_18__3675,module_temp_19__3676,module_temp_1__321,module_temp_1__3658,module_temp_20__3840,module_temp_2__322,module_temp_2__3659,module_temp_3__323,module_temp_3__3660,module_temp_4__3661,module_temp_5__3662,module_temp_6__3663,module_temp_7__3664,module_temp_9__3667,neutral_current__3655,poa_irradiance__313,poa_irradiance__3604,power_factor__327,power_factor__3653,r1_dci__4012,r1_dcv__4016,r2_dci__4013,r2_dcv__4017,referencemodule1_irradiance__3610,referencemodule1_temp__3611,referencemodule2_irradiance__3612,referencemodule2_temp__3613,v1_dci__4010,v1_dcv__4014,v2_dci__4011,v2_dcv__4015,system_id
2012-12-26 00:00:00,0.1842999999999999,,,,2.5908,,,122.0707,,,,,,,,-13.4726,,14.1628,,-14.2719,,-0.0235,2.9637,-0.0695999999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-14.3913,,,,,,,,,,,,,,,,-15.4304,,,-16.0819,,-15.563,,,,,,,,-2.0261,,0.1149,,,,,,,,,,,,,,4
2012-12-26 00:01:00,0.1844,,,,2.6233,,,122.0841,,,,,,,,-13.5656,,14.163,,-14.2719,,-0.0218999999999999,3.2892,-0.0737,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-14.3794,,,,,,,,,,,,,,,,-15.3974,,,-16.0248,,-15.5046,,,,,,,,-1.9069,,0.115,,,,,,,,,,,,,,4
2012-12-26 00:02:00,0.1845,,,,2.6145,,,122.0922,,,,,,,,-13.5483,,14.1629,,-14.2719,,-0.0267,3.0893,-0.0825,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-14.3615,,,,,,,,,,,,,,,,-15.3645,,,-15.9544,,-15.4237,,,,,,,,-1.9069,,0.1155,,,,,,,,,,,,,,4
2012-12-26 00:03:00,0.1842999999999999,,,,2.6006,,,122.0706,,,,,,,,-13.6166,,14.1629,,-14.2719,,-0.0179999999999999,3.2949,-0.0599,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-14.3607,,,,,,,,,,,,,,,,-15.3637,,,-15.9034,,-15.369,,,,,,,,-1.7877,,0.1154,,,,,,,,,,,,,,4
2012-12-26 00:04:00,0.1842999999999999,,,,2.5879,,,122.0835,,,,,,,,-13.5753,,14.1628,,-14.2719,,-0.0214999999999999,3.0951,-0.0691999999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-14.345,,,,,,,,,,,,,,,,-15.3068,,,-15.8283,,-15.2971,,,,,,,,-1.9665,,0.1145999999999999,,,,,,,,,,,,,,4
2012-12-26 00:05:00,0.1845999999999999,,,,2.6316,,,122.1541,,,,,,,,-13.5643,,14.1628,,-14.2698,,-0.0222,3.0951,-0.0661999999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-14.3243,,,,,,,,,,,,,,,,-15.2665,,,-15.7985,,-15.274,,,,,,,,-1.6686,,0.1153,,,,,,,,,,,,,,4
2012-12-26 00:06:00,0.1845,,,,2.6324,,,122.1868,,,,,,,,-13.5955,,14.1627,,-14.2553,,-0.0202999999999999,3.1065,-0.062,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-14.2978,,,,,,,,,,,,,,,,-15.2393,,,-15.7975,,-15.2528,,,,,,,,-2.1453,,0.1158,,,,,,,,,,,,,,4
2012-12-26 00:07:00,0.1845,,,,2.6069,,,122.1829,,,,,,,,-13.6128,,14.1627,,-14.2471,,-0.0167,3.3007,-0.0555999999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-14.2873,,,,,,,,,,,,,,,,-15.2572,,,-15.7756,,-15.2332,,,,,,,,-1.7877,,0.1149,,,,,,,,,,,,,,4
2012-12-26 00:08:00,0.1844,,,,2.6026,,,122.1601,,,,,,,,-13.6218,,14.1618,,-14.2471,,-0.0247,3.0037,-0.0729999999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-14.2888,,,,,,,,,,,,,,,,-15.2856,,,-15.8071,,-15.2924,,,,,,,,-2.0261,,0.1149,,,,,,,,,,,,,,4
2012-12-26 00:09:00,0.1844,,,,2.616,,,122.1187,,,,,,,,-13.6083,,14.1608,,-14.2471,,-0.0202999999999999,2.9465,-0.0628999999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-14.2851,,,,,,,,,,,,,,,,-15.3103,,,-15.8581,,-15.356,,,,,,,,-1.8473,,0.1155999999999999,,,,,,,,,,,,,,4
2012-12-26 00:10:00,0.1844,,,,2.6088,,,122.0952,,,,,,,,-13.5055,,14.1603,,-14.2471,,-0.0206,3.1008,-0.0651,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-14.2836,,,,,,,,,,,,,,,,-15.3029,,,-15.7959,,-15.2422,,,,,,,,-2.0856,,0.1152,,,,,,,,,,,,,,4
2012-12-26 00:11:00,0.1844,,,,2.599,,,122.0751,,,,,,,,-13.5168,,14.1594,,-14.2471,,-0.0114,3.1864,-0.0362,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-14.2806,,,,,,,,,,,,,,,,-15.371,,,-15.8146,,-15.2647,,,,,,,,-2.0261,,0.1144,,,,,,,,,,,,,,4
2012-12-26 00:12:00,0.1844,,,,2.6162,,,122.1025,,,,,,,,-13.7508,,14.1594,,-14.2471,,-0.0195999999999999,3.0893,-0.0627999999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-14.2888,,,,,,,,,,,,,,,,-15.4167,,,-15.8987,,-15.2872,,,,,,,,-2.0856,,0.1162,,,,,,,,,,,,,,4
2012-12-26 00:13:00,0.1844,,,,2.5965,,,122.0659,,,,,,,,-13.9203,,14.1598,,-14.2471,,-0.0230999999999999,3.1578,-0.0704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-14.3157,,,,,,,,,,,,,,,,-15.5711,,,-16.0442,,-15.4684,,,,,,,,-2.2644,,0.1157,,,,,,,,,,,,,,4
2012-12-26 00:14:00,0.1842999999999999,,,,2.6077,,,122.0626,,,,,,,,-13.9489,,14.1584,,-14.2471,,-0.0176,3.1008,-0.0555999999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-14.3411,,,,,,,,,,,,,,,,-15.7457,,,-16.1905,,-15.7314,,,,,,,,-2.5028,,0.1150999999999999,,,,,,,,,,,,,,4
2012-12-26 00:15:00,0.1842999999999999,,,,2.6105,,,122.0756,,,,,,,,-14.0179,,14.1584,,-14.2471,,-0.0138999999999999,3.2493,-0.0448,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-14.371,,,,,,,,,,,,,,,,-15.9579,,,-16.3992,,-16.0141,,,,,,,,-2.5028,,0.1155999999999999,,,,,,,,,,,,,,4
2012-12-26 00:16:00,0.1842999999999999,,,,2.6182,,,122.0648,,,,,,,,-14.0878,,14.1589,,-14.2471,,-0.0187,3.0836,-0.0585,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-14.4016,,,,,,,,,,,,,,,,-16.1852,,,-16.5832,,-16.252,,,,,,,,-2.5028,,0.1149,,,,,,,,,,,,,,4
2012-12-26 00:17:00,0.1842,,,,2.615,,,122.0113,,,,,,,,-14.1298,,14.1602,,-14.2471,,-0.0183,3.1008,-0.0575,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-14.4255,,,,,,,,,,,,,,,,-16.3661,,,-16.7365,,-16.43,,,,,,,,-2.8603,,0.1155,,,,,,,,,,,,,,4
2012-12-26 00:18:00,0.1842999999999999,,,,2.6036,,,122.0316,,,,,,,,-14.1268,,14.1602,,-14.2471,,-0.0161999999999999,3.1408,-0.0488999999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-14.4427,,,,,,,,,,,,,,,,-16.4975,,,-16.8635,,-16.5847,,,,,,,,-2.9795,,0.1150999999999999,,,,,,,,,,,,,,4
2012-12-26 00:19:00,0.1842999999999999,,,,2.615,,,122.0274,,,,,,,,-14.1381,,14.1611,,-14.2471,,-0.0161999999999999,3.0665,-0.0495999999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-14.4614,,,,,,,,,,,,,,,,-16.608,,,-16.9695,,-16.6501,,,,,,,,-3.2775,,0.1155999999999999,,,,,,,,,,,,,,4
2012-12-26 00:20:00,0.1844,,,,2.6076,,,122.0711,,,,,,,,-14.1058,,14.1625,,-14.2471,,-0.0259999999999999,2.9866,-0.0739999999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-14.4763,,,,,,,,,,,,,,,,-16.6245,,,-16.9507,,-16.6576,,,,,,,,-3.1583,,0.1150999999999999,,,,,,,,,,,,,,4
2012-12-26 00:21:00,0.1845,,,,2.6162,,,122.1264,,,,,,,,-14.1664,,14.1625,,-14.2491,,-0.0187,3.0494,-0.057,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-14.4941,,,,,,,,,,,,,,,,-16.683,,,-16.8777,,-16.6544,,,,,,,,-3.2179,,0.1159,,,,,,,,,,,,,,4
2012-12-26 00:22:00,0.1845999999999999,,,,2.6084,,,122.1584,,,,,,,,-14.2823,,14.1625,,-14.2719,,-0.0195999999999999,2.9523,-0.0587999999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-14.5363,,,,,,,,,,,,,,,,-16.7217,,,-16.83,,-16.6608,,,,,,,,-2.8604,,0.1154,,,,,,,,,,,,,,4
2012-12-26 00:23:00,0.1845999999999999,,,,2.6149,,,122.1729,,,,,,,,-14.3274,,14.1625,,-14.2719,,-0.0228,2.958,-0.0685999999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-14.552,,,,,,,,,,,,,,,,-16.6676,,,-16.7352,,-16.654,,,,,,,,-2.9795,,0.1154,,,,,,,,,,,,,,4
2012-12-26 00:24:00,0.1845999999999999,,,,2.6253,,,122.1657,,,,,,,,-14.4221,,14.1625,,-14.2719,,-0.0217,2.8781,-0.0641999999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-14.5722,,,,,,,,,,,,,,,,-16.6878,,,-16.6668,,-16.7028,,,,,,,,-2.9796,,0.1154,,,,,,,,,,,,,,4
2012-12-26 00:25:00,0.1845,,,,2.6121,,,122.1721,,,,,,,,-14.4511,,14.1625,,-14.2926,,-0.0176,3.1522,-0.0539,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-14.6078,,,,,,,,,,,,,,,,-16.7432,,,-16.662,,-16.8402,,,,,,,,-2.7412,,0.1150999999999999,,,,,,,,,,,,,,4
2012-12-26 00:26:00,0.1845,,,,2.6108,,,122.1666,,,,,,,,-14.4229,,14.1625,,-14.2968,,-0.0238,3.1236,-0.0747,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-14.6262,,,,,,,,,,,,,,,,-16.818,,,-16.7782,,-16.9263,,,,,,,,-2.8604,,0.1157,,,,,,,,,,,,,,4
2012-12-26 00:27:00,0.1842,,,,2.5973,,,122.0158,,,,,,,,-14.4169,,14.1625,,-14.2968,,-0.0194,3.0265,-0.0565999999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-14.6396,,,,,,,,,,,,,,,,-16.9075,,,-16.8864,,-17.0556,,,,,,,,-2.8604,,0.1144,,,,,,,,,,,,,,4
2012-12-26 00:28:00,0.1841,,,,2.5919,,,121.9281,,,,,,,,-14.437,,14.1629,,-14.3154,,-0.0202999999999999,3.0093,-0.0611999999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-14.6703,,,,,,,,,,,,,,,,-17.0639,,,-17.0812,,-17.1602,,,,,,,,-2.8604,,0.1148,,,,,,,,,,,,,,4
2012-12-26 00:29:00,0.1842,,,,2.5998,,,121.9166,,,,,,,,-14.4275,,14.1625,,-14.3216,,-0.019,3.038,-0.0580999999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-14.6892,,,,,,,,,,,,,,,,-17.1499,,,-17.2071,,-17.2748,,,,,,,,-2.8604,,0.1155999999999999,,,,,,,,,,,,,,4
2012-12-26 00:30:00,0.1842,,,,2.5891,,,121.9091,,,,,,,,-14.3493,,14.1648,,-14.3299,,-0.0178,2.941,-0.0517999999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-14.7042,,,,,,,,,,,,,,,,-17.1951,,,-17.2771,,-17.308,,,,,,,,-2.8604,,0.1145999999999999,,,,,,,,,,,,,,4
2012-12-26 00:31:00,0.1841,,,,2.606,,,121.9086,,,,,,,,-14.3509,,14.1652,,-14.3465,,-0.0195999999999999,2.8895,-0.0555999999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-14.7298,,,,,,,,,,,,,,,,-17.1705,,,-17.3489,,-17.2533,,,,,,,,-2.8604,,0.1155999999999999,,,,,,,,,,,,,,4
2012-12-26 00:32:00,0.1841,,,,2.6016,,,121.9194,,,,,,,,-14.3066,,14.1666,,-14.3465,,-0.0173999999999999,3.1236,-0.0541999999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-14.7372,,,,,,,,,,,,,,,,-17.1427,,,-17.3602,,-17.2608,,,,,,,,-2.8604,,0.1153,,,,,,,,,,,,,,4
2012-12-26 00:33:00,0.1842,,,,2.6154,,,121.9533,,,,,,,,-14.2801,,14.1675,,-14.3651,,-0.0222,3.0094,-0.0656,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-14.7611,,,,,,,,,,,,,,,,-17.1696,,,-17.4579,,-17.3299,,,,,,,,-2.92,,0.1154,,,,,,,,,,,,,,4
2012-12-26 00:34:00,0.1842999999999999,,,,2.6217,,,122.0156,,,,,,,,-14.2638,,14.168,,-14.3713,,-0.0171,3.0551,-0.0521,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-14.7815,,,,,,,,,,,,,,,,-17.1842,,,-17.5124,,-17.3392,,,,,,,,-3.0988,,0.1152,,,,,,,,,,,,,,4
2012-12-26 00:35:00,0.1842999999999999,,,,2.6189,,,121.9769,,,,,,,,-14.2693,,14.168,,-14.3858,,-0.0225999999999999,3.2435,-0.0732,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-14.7976,,,,,,,,,,,,,,,,-17.1679,,,-17.4246,,-17.2191,,,,,,,,-2.9796,,0.1150999999999999,,,,,,,,,,,,,,4
2012-12-26 00:36:00,0.1842999999999999,,,,2.6009,,,122.0324,,,,,,,,-14.2158,,14.168,,-14.3962,,-0.0201,3.1692,-0.0641,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-14.7974,,,,,,,,,,,,,,,,-17.1618,,,-17.4327,,-17.1783,,,,,,,,-2.8604,,0.115,,,,,,,,,,,,,,4
2012-12-26 00:37:00,0.1842999999999999,,,,2.5974,,,122.0049,,,,,,,,-14.1474,,14.168,,-14.4045,,-0.0212,3.015,-0.0641999999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-14.802,,,,,,,,,,,,,,,,-17.134,,,-17.4215,,-17.0814,,,,,,,,-2.92,,0.1157,,,,,,,,,,,,,,4
2012-12-26 00:38:00,0.1842,,,,2.5923,,,122.0017,,,,,,,,-14.1295,,14.1684,,-14.421,,-0.0173999999999999,3.0321,-0.0546999999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-14.8081,,,,,,,,,,,,,,,,-17.0326,,,-17.153,,-16.8183,,,,,,,,-2.8604,,0.1154,,,,,,,,,,,,,,4
2012-12-26 00:39:00,0.1842,,,,2.5806,,,121.9637,,,,,,,,-14.118,,14.1684,,-14.4314,,-0.0167,2.9635,-0.0473,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-14.7796,,,,,,,,,,,,,,,,-16.8535,,,-17.0355,,-16.5514,,,,,,,,-2.6221,,0.1148,,,,,,,,,,,,,,4
2012-12-26 00:40:00,0.1842999999999999,,,,2.591,,,121.9517,,,,,,,,-14.2362,,14.1685,,-14.4459,,-0.0167,2.9693,-0.0490999999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-14.7971,,,,,,,,,,,,,,,,-16.8884,,,-17.1178,,-16.6163,,,,,,,,-2.8604,,0.1155999999999999,,,,,,,,,,,,,,4
2012-12-26 00:41:00,0.1844,,,,2.6072,,,121.9654,,,,,,,,-14.2602,,14.1688,,-14.4459,,-0.024,3.0492,-0.0735999999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-14.8046,,,,,,,,,,,,,,,,-16.9652,,,-17.1976,,-16.7607,,,,,,,,-2.7413,,0.1149,,,,,,,,,,,,,,4
2012-12-26 00:42:00,0.1842,,,,2.6053,,,121.948,,,,,,,,-14.3224,,14.1697,,-14.4645,,-0.0171,2.8036,-0.0497,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-14.8389,,,,,,,,,,,,,,,,-16.9885,,,-17.2111,,-16.8042,,,,,,,,-2.3837,,0.1157,,,,,,,,,,,,,,4
2012-12-26 00:43:00,0.1842,,,,2.5987,,,121.9628,,,,,,,,-14.2595,,14.1683,,-14.4707,,-0.0144,2.9807,-0.0432,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-14.8422,,,,,,,,,,,,,,,,-16.9435,,,-17.2015,,-16.7886,,,,,,,,-2.8604,,0.1153,,,,,,,,,,,,,,4
2012-12-26 00:44:00,0.1842,,,,2.6181,,,121.9564,,,,,,,,-14.1414,,14.1701,,-14.4894,,-0.027,3.152,-0.0851999999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-14.8661,,,,,,,,,,,,,,,,-16.9728,,,-17.27,,-16.8232,,,,,,,,-2.6221,,0.115,,,,,,,,,,,,,,4
2012-12-26 00:45:00,0.1842999999999999,,,,2.606,,,121.9714,,,,,,,,-14.0373,,14.1696,,-14.4956,,-0.0191999999999999,3.0493,-0.0572,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-14.8685,,,,,,,,,,,,,,,,-17.0152,,,-17.2928,,-16.8257,,,,,,,,-2.5625,,0.1152,,,,,,,,,,,,,,4
2012-12-26 00:46:00,0.1842999999999999,,,,2.6194,,,121.9926,,,,,,,,-13.9637,,14.1696,,-14.4956,,-0.0206,2.7866,-0.0560999999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-14.8596,,,,,,,,,,,,,,,,-17.052,,,-17.3696,,-16.9204,,,,,,,,-2.3241,,0.1154,,,,,,,,,,,,,,4
2012-12-26 00:47:00,0.1842999999999999,,,,2.6054,,,122.0097,,,,,,,,-14.0157,,14.1709,,-14.5184,,-0.0158,2.8323,-0.0434999999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-14.8786,,,,,,,,,,,,,,,,-17.1156,,,-17.4362,,-17.0644,,,,,,,,-2.2645,,0.1159,,,,,,,,,,,,,,4
2012-12-26 00:48:00,0.1842999999999999,,,,2.6231,,,122.0064,,,,,,,,-14.0598,,14.1706,,-14.5204,,-0.0202999999999999,2.9694,-0.0611999999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-14.8814,,,,,,,,,,,,,,,,-17.1177,,,-17.4496,,-17.1034,,,,,,,,-2.2645,,0.1155,,,,,,,,,,,,,,4
2012-12-26 00:49:00,0.1842999999999999,,,,2.6126,,,122.0204,,,,,,,,-14.0816,,14.1704,,-14.5204,,-0.019,3.0207,-0.0572,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-14.8792,,,,,,,,,,,,,,,,-17.0635,,,-17.4089,,-17.0974,,,,,,,,-2.3837,,0.1153,,,,,,,,,,,,,,4
2012-12-26 00:50:00,0.1844,,,,2.6066,,,122.03,,,,,,,,-14.0803,,14.1722,,-14.5432,,-0.0194,3.0093,-0.0570999999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-14.899,,,,,,,,,,,,,,,,-16.997,,,-17.3762,,-17.0895,,,,,,,,-2.4433,,0.1150999999999999,,,,,,,,,,,,,,4
2012-12-26 00:51:00,0.1844,,,,2.6003,,,121.99,,,,,,,,-14.1079,,14.1712,,-14.5453,,-0.0258,2.9408,-0.0744999999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-14.9078,,,,,,,,,,,,,,,,-16.9111,,,-17.3309,,-16.9653,,,,,,,,-2.6221,,0.1150999999999999,,,,,,,,,,,,,,4
2012-12-26 00:52:00,0.1842999999999999,,,,2.6256,,,121.9997,,,,,,,,-14.1425,,14.1714,,-14.5453,,-0.0161999999999999,2.7638,-0.0456999999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-14.9175,,,,,,,,,,,,,,,,-16.8825,,,-17.294,,-16.9449,,,,,,,,-2.4433,,0.116,,,,,,,,,,,,,,4
2012-12-26 00:53:00,0.1842,,,,2.6097,,,121.9967,,,,,,,,-14.1567,,14.1739,,-14.5528,,-0.0233,3.1863,-0.0743999999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-14.9393,,,,,,,,,,,,,,,,-16.9066,,,-17.373,,-16.9863,,,,,,,,-2.4433,,0.1165,,,,,,,,,,,,,,4
2012-12-26 00:54:00,0.1842,,,,2.6112,,,121.9891,,,,,,,,-14.165,,14.1738,,-14.5679,,-0.0171,3.1406,-0.0555,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-14.9671,,,,,,,,,,,,,,,,-16.8992,,,-17.3897,,-16.9593,,,,,,,,-2.6817,,0.1149,,,,,,,,,,,,,,4
2012-12-26 00:55:00,0.1842999999999999,,,,2.624,,,121.9933,,,,,,,,-14.141,,14.1737,,-14.5679,,-0.0173999999999999,3.1692,-0.0558999999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-14.9761,,,,,,,,,,,,,,,,-16.8826,,,-17.3867,,-16.9932,,,,,,,,-2.8605,,0.1157,,,,,,,,,,,,,,4
2012-12-26 00:56:00,0.1842,,,,2.6263,,,122.0094,,,,,,,,-14.1587,,14.1744,,-14.5803,,-0.0183,2.9009,-0.0539999999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-14.993,,,,,,,,,,,,,,,,-16.8696,,,-17.3865,,-16.9967,,,,,,,,-2.8605,,0.1152,,,,,,,,,,,,,,4
2012-12-26 00:57:00,0.1842,,,,2.6217,,,121.9665,,,,,,,,-14.2004,,14.1741,,-14.5927,,-0.0191999999999999,2.7753,-0.0524999999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-15.0174,,,,,,,,,,,,,,,,-16.8738,,,-17.4125,,-16.9994,,,,,,,,-2.5625,,0.1152,,,,,,,,,,,,,,4
2012-12-26 00:58:00,0.1842,,,,2.6064,,,121.9594,,,,,,,,-14.2492,,14.174,,-14.5927,,-0.0259999999999999,2.7753,-0.0724999999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-15.0316,,,,,,,,,,,,,,,,-16.9152,,,-17.4818,,-17.0889,,,,,,,,-2.7413,,0.1155999999999999,,,,,,,,,,,,,,4
2012-12-26 00:59:00,0.1841,,,,2.6108,,,121.927,,,,,,,,-14.3198,,14.1739,,-14.5927,,-0.0263,3.0494,-0.0816999999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-15.0488,,,,,,,,,,,,,,,,-16.9851,,,-17.5835,,-17.1709,,,,,,,,-2.6221,,0.116,,,,,,,,,,,,,,4
2012-12-26 01:00:00,0.1841,,,,2.614,,,121.9311,,,,,,,,-14.3751,,14.1745,,-14.6134,,-0.0218999999999999,2.7125,-0.0611,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-15.0778,,,,,,,,,,,,,,,,-17.0895,,,-17.6557,,-17.2573,,,,,,,,-2.8009,,0.1158,,,,,,,,,,,,,,4
2012-12-26 01:01:00,0.184,,,,2.6204,,,121.9262,,,,,,,,-14.3228,,14.1746,,-14.6176,,-0.0222,3.0951,-0.0694,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-15.0865,,,,,,,,,,,,,,,,-17.1561,,,-17.6862,,-17.3195,,,,,,,,-2.7413,,0.1157,,,,,,,,,,,,,,4
2012-12-26 01:02:00,0.184,,,,2.6059,,,121.9365,,,,,,,,-14.2583,,14.1748,,-14.6259,,-0.0179999999999999,2.8267,-0.0514999999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-15.0865,,,,,,,,,,,,,,,,-17.2585,,,-17.7457,,-17.3533,,,,,,,,-2.7413,,0.1159,,,,,,,,,,,,,,4
2012-12-26 01:03:00,0.1841,,,,2.614,,,121.9646,,,,,,,,-14.2207,,14.1749,,-14.6424,,-0.0238,2.821,-0.066,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-15.0941,,,,,,,,,,,,,,,,-17.3655,,,-17.8197,,-17.3903,,,,,,,,-2.8605,,0.1157,,,,,,,,,,,,,,4
2012-12-26 01:04:00,0.184,,,,2.6143,,,121.9597,,,,,,,,-14.1952,,14.1747,,-14.6424,,-0.0167,3.1751,-0.0493999999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-15.0911,,,,,,,,,,,,,,,,-17.4317,,,-17.8498,,-17.4415,,,,,,,,-2.8605,,0.1154,,,,,,,,,,,,,,4
2012-12-26 01:05:00,0.184,,,,2.6042,,,121.935,,,,,,,,-14.2136,,14.1746,,-14.6549,,-0.0225999999999999,2.8838,-0.0665,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-15.1073,,,,,,,,,,,,,,,,-17.5075,,,-17.9249,,-17.454,,,,,,,,-2.8009,,0.115,,,,,,,,,,,,,,4
2012-12-26 01:06:00,0.1842,,,,2.5976,,,121.9389,,,,,,,,-14.2553,,14.1748,,-14.6673,,-0.0224,3.1295,-0.0714,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-15.1197,,,,,,,,,,,,,,,,-17.5216,,,-17.8697,,-17.4726,,,,,,,,-2.8605,,0.1155,,,,,,,,,,,,,,4
2012-12-26 01:07:00,0.1841,,,,2.62,,,121.924,,,,,,,,-14.2424,,14.1749,,-14.6776,,-0.0206,2.981,-0.0589,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-15.1271,,,,,,,,,,,,,,,,-17.4507,,,-17.7625,,-17.468,,,,,,,,-2.8009,,0.1159,,,,,,,,,,,,,,4
