measured_on,ac_current__319,ac_power__315,ac_voltage__318,ambient_temp__320,das_battery_voltage__326,das_temp__325,dc_pos_current__317,dc_pos_voltage__316,dc_power__314,inverter_temp__324,module_temp_1__321,module_temp_2__322,module_temp_3__323,power_factor__327,system_id
2011-05-29 00:00:00,0.1874,3.2254,122.8332,10.063,13.5143,11.2215,0.008,2.3183,0.0189,10.6587,10.0896,10.3417,10.3897,0.1288999999999999,4
2011-05-29 00:01:00,0.1874,3.1824,122.7324,10.073,13.5149,11.2215,0.0112,2.4322,0.0269,10.653,10.0882,10.3325,10.37,0.1292,4
2011-05-29 00:02:00,0.1860999999999999,3.1824,122.8435,10.0557,13.5148,11.229,0.0092999999999999,2.5917,0.0242999999999999,10.6535,10.0943,10.3373,10.3507,0.1279,4
2011-05-29 00:03:00,0.187,3.1394,122.8452,10.0181,13.5156,11.2441,0.0051999999999999,2.324,0.0118,10.6573,10.0988,10.3333,10.3517,0.1288,4
2011-05-29 00:04:00,0.187,3.1179,122.8212,9.9897,13.5151,11.2441,0.0073,2.4265,0.0173999999999999,10.6488,10.0882,10.3276,10.346,0.1295,4
2011-05-29 00:05:00,0.1880999999999999,3.2039,122.8366,9.974,13.5146,11.2441,0.0071,2.4379,0.0182,10.639,10.0797,10.3156,10.3425,0.129,4
2011-05-29 00:06:00,0.1862999999999999,3.2039,122.8793,9.9249,13.5159,11.2441,0.0018,2.3866,0.005,10.6319,10.0656,10.3064,10.3255,0.1293999999999999,4
2011-05-29 00:07:00,0.1872,3.1824,122.8605,9.8858,13.5154,11.2441,0.0014,2.2101,0.0051999999999999,10.6171,10.0578,10.2874,10.3128,0.1287,4
2011-05-29 00:08:00,0.1880999999999999,3.1609,122.8708,9.8523,13.5154,11.2441,0.0086999999999999,2.4607,0.0214999999999999,10.6043,10.0486,10.2683,10.3113,0.1280999999999999,4
2011-05-29 00:09:00,0.1874,3.0964,122.8554,9.8345,13.5154,11.2441,0.0088999999999999,2.4094,0.0183,10.5923,10.033,10.2541,10.2972,0.1292,4
2011-05-29 00:10:00,0.1867999999999999,3.0534,122.8742,9.8218,13.5148,11.2441,0.0074999999999999,2.3866,0.0212,10.5796,10.0217,10.2527,10.3036,0.1295,4
