measured_on,ac_current__319,ac_power__315,ac_voltage__318,ambient_temp__320,das_temp__325,dc_pos_current__317,dc_pos_voltage__316,dc_power__314,module_temp_1__321,system_id
2010-03-18 00:00:00,5.037,0.0929999999999999,123.021,9.328,11.238,0.007,1.668,0.012,9.452,4
2010-03-18 00:01:00,5.038,0.123,123.065,9.302,11.234,0.007,1.658,0.01,9.485,4
2010-03-18 00:02:00,5.036,0.1469999999999999,123.076,9.131,11.221,0.008,1.842,0.016,9.395,4
2010-03-18 00:03:00,5.037,0.1769999999999999,123.01,8.995,11.211,0.007,1.646,0.012,9.367,4
2010-03-18 00:04:00,5.028,0.063,123.017,8.888,11.2,0.0089999999999999,1.58,0.014,9.251,4
2010-03-18 00:05:00,5.023,0.273,122.997,8.87,11.199,0.005,1.626,0.01,9.212,4
2010-03-18 00:06:00,5.031,0.129,122.987,8.887,11.196,0.0089999999999999,1.76,0.014,9.081,4
2010-03-18 00:07:00,5.031,0.0509999999999999,122.99,8.859,11.199,0.008,1.72,0.014,8.957,4
2010-03-18 00:08:00,5.026,0.195,122.923,8.896,11.192,0.0089999999999999,1.632,0.014,8.871,4
2010-03-18 00:09:00,5.029,0.111,122.953,8.929999999999998,11.181,0.008,1.664,0.014,8.849999999999998,4
2010-03-18 00:10:00,5.031,0.117,122.996,8.878999999999998,11.194,0.008,1.626,0.014,8.766999999999998,4
2010-03-18 00:11:00,5.024,0.0149999999999999,122.936,8.803,11.193,0.006,1.736,0.01,8.72,4
2010-03-18 00:12:00,5.029,0.123,123.0,8.746,11.185,0.008,1.664,0.014,8.698,4
2010-03-18 00:13:00,5.035,0.063,123.021,8.891,11.169,0.008,1.458,0.012,8.817,4
2010-03-18 00:14:00,5.03,0.387,123.032,8.996,11.161,0.007,1.736,0.012,8.899,4
2010-03-18 00:15:00,5.022,0.057,123.013,9.093,11.16,0.006,1.802,0.01,8.974999999999998,4
2010-03-18 00:16:00,5.027,0.1409999999999999,122.938,9.047,11.151,0.006,1.776,0.012,9.033,4
