measured_on,ac_current__319,ac_power__315,ac_voltage__318,ambient_temp__320,ambient_temp_f__17,das_temp__325,dc_pos_current__317,dc_pos_voltage__316,dc_power__314,intsolirrad__16,module_temp_1__321,module_temp_f__18,wind_speed_mph__19,system_id
2010-03-09 00:00:00,5.027,0.115,122.651,6.069,,9.53,0.006,2.188,0.014,,8.609,,,4
2010-03-09 00:01:00,5.03,0.0439999999999999,122.722,6.165,,9.526,0.007,2.004,0.012,,8.627,,,4
2010-03-09 00:02:00,5.032,0.0439999999999999,122.686,6.203,,9.51,0.006,2.058,0.01,,8.593999999999998,,,4
2010-03-09 00:03:00,5.027,0.049,122.829,6.12,,9.496,0.008,2.396,0.0179999999999999,,8.527,,,4
2010-03-09 00:04:00,5.03,0.0769999999999999,122.767,6.034,,9.485,0.007,2.224,0.014,,8.503999999999998,,,4
2010-03-09 00:05:00,5.023,-0.0219999999999999,122.573,6.058,,9.479,0.006,1.992,0.012,,8.522,,,4
2010-03-09 00:06:00,5.034,0.0879999999999999,122.583,6.06,,9.462,0.006,2.188,0.012,,8.51,,,4
2010-03-09 00:07:00,5.027,0.005,122.634,6.106,,9.448,0.007,2.046,0.014,,8.49,,,4
2010-03-09 00:08:00,5.026,0.0109999999999999,122.689,6.213,,9.432,0.004,2.21,0.01,,8.5,,,4
2010-03-09 00:09:00,5.024,-0.017,122.588,6.26,,9.416,0.008,2.216,0.0179999999999999,,8.49,,,4
2010-03-09 00:10:00,5.026,0.0379999999999999,122.6,6.114,,9.402,0.008,2.206,0.016,,8.435,,,4
2010-03-09 00:11:00,5.026,0.121,122.613,5.998,,9.402,0.008,2.15,0.016,,8.436999999999998,,,4
2010-03-09 00:12:00,5.026,0.055,122.618,5.89,,9.368,0.007,1.89,0.012,,8.387,,,4
2010-03-09 00:13:00,5.026,0.0109999999999999,122.574,5.777,,9.375,0.006,2.016,0.012,,8.351,,,4
2010-03-09 00:14:00,5.026,0.066,122.623,5.695,,9.357,0.007,1.918,0.012,,8.309,,,4
2010-03-09 00:15:00,5.032,0.0599999999999999,122.577,5.721,,9.345,0.006,2.088,0.012,,8.287,,,4
2010-03-09 00:16:00,5.023,0.0439999999999999,122.467,5.731,,9.332,0.008,2.022,0.016,,8.229,,,4
2010-03-09 00:17:00,5.016,0.192,122.405,5.653,,9.323,0.007,2.016,0.014,,8.170999999999998,,,4
2010-03-09 00:18:00,5.017,0.0769999999999999,122.352,5.603,,9.313,0.006,1.906,0.01,,8.138,,,4
2010-03-09 00:19:00,5.018,-0.017,122.367,5.779,,9.288,0.008,1.984,0.014,,8.146,,,4
2010-03-09 00:20:00,5.019,0.0219999999999999,122.344,5.898,,9.275,0.006,2.14,0.014,,8.095,,,4
2010-03-09 00:21:00,5.02,-0.017,122.339,5.884,,9.251,0.006,2.38,0.016,,8.047,,,4
2010-03-09 00:22:00,5.013,0.027,122.358,5.831,,9.241,0.006,1.968,0.012,,7.971,,,4
2010-03-09 00:23:00,5.017,0.033,122.329,5.688,,9.214,0.006,2.07,0.014,,7.894,,,4
2010-03-09 00:24:00,5.028,0.126,122.431,5.506,,9.205,0.006,1.99,0.012,,7.859,,,4
2010-03-09 00:25:00,5.02,0.0,122.442,5.404,,9.186000000000002,0.008,2.128,0.016,,7.839,,,4
