measured_on,ac_current__319,ac_power__315,ac_voltage__318,ambient_temp__320,battery_pack_voltage__1363,control_module_voltage__1371,control_module_voltage__1376,das_battery_voltage__1369,das_battery_voltage__326,das_temp__1368,das_temp__325,dc_pos_current__317,dc_pos_voltage__316,dc_power__314,dcdc_1_voltage__1364,dcdc_2_voltage__1365,dcdc_exhaust_temp__1367,hvps_1-1_current__1387,hvps_1-1_disabled__1378,hvps_1-1_mvcontrol__1384,hvps_1-1_vactual__1386,hvps_1-1_vtarget__1385,hvps_1-2_current__1391,hvps_1-2_disabled__1379,hvps_1-2_mvcontrol__1388,hvps_1-2_vactual__1390,hvps_1-2_vtarget__1389,hvps_1-3_current__1395,hvps_1-3_disabled__1380,hvps_1-3_mvcontrol__1392,hvps_1-3_vactual__1394,hvps_1-3_vtarget__1393,hvps_2-1_current__1399,hvps_2-1_disabled__1381,hvps_2-1_mvcontrol__1396,hvps_2-1_vactual__1398,hvps_2-1_vtarget__1397,hvps_2-2_current__1403,hvps_2-2_disabled__1382,hvps_2-2_mvcontrol__1400,hvps_2-2_vactual__1402,hvps_2-2_vtarget__1401,hvps_2-3_current__1407,hvps_2-3_disabled__1383,hvps_2-3_mvcontrol__1404,hvps_2-3_vactual__1406,hvps_2-3_vtarget__1405,interior_temp__1366,inverter_temp__324,module_temp_1__321,module_temp_2__322,module_temp_3__323,poa_irradiance__313,power_factor__327,program_codeset__1373,program_codeset__1377,resistor_box_3_temp__1370,vcm_above_threshold__1372,system_id
2012-01-31 00:00:00,0.1862,3.2922,122.7497,4.9112,,,,,13.6939,,4.1704,-0.0014,1.6131,-0.0027,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5315,2.9995,2.5679,2.9257,-3.0323,0.127,,,,,4
2012-01-31 00:01:00,0.186,3.2061,122.7223,4.8293,,,,,13.6953,,4.1704,0.005,1.7613,0.0089999999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.4929,2.9393,2.5163,2.9128,-2.9134,0.1279,,,,,4
2012-01-31 00:02:00,0.1862,3.2491,122.5359,4.812,,,,,13.6953,,4.1704,-0.0008999999999999,1.6359,-0.003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.4636,2.869,2.4302,2.8475,-3.2701,0.1280999999999999,,,,,4
2012-01-31 00:03:00,0.1865,3.2922,122.4897,4.6639,,,,,13.6971,,4.1704,-0.0023,1.7157,-0.0058999999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.4271,2.7673,2.3198,2.6992,-3.4485,0.1277,,,,,4
2012-01-31 00:04:00,0.186,3.3567,122.5342,4.6819,,,,,13.6962,,4.1704,-0.0016,1.5675,-0.003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.4021,2.7372,2.3356,2.6734,-3.389,0.1288999999999999,,,,,4
2012-01-31 00:05:00,0.186,3.2922,122.5427,4.74,,,,,13.6971,,4.15,-0.0002,1.6758,-0.0016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.3718,2.7483,2.3216,2.7074,-3.2701,0.1278,,,,,4
2012-01-31 00:06:00,0.1872999999999999,3.3567,122.5274,4.9125,,,,,13.6971,,4.15,-0.0011,1.482,-0.0019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.3854,2.878,2.4514,2.8744,-3.2107,0.1283999999999999,,,,,4
2012-01-31 00:07:00,0.1862,3.1846,122.5137,5.2696,,,,,13.6985,,4.135,-0.003,1.6758,-0.0030999999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.4318,3.0636,2.5991,3.0736,-3.2701,0.1283999999999999,,,,,4
2012-01-31 00:08:00,0.1865,3.2061,122.5137,5.0566,,,,,13.6976,,4.1274,0.0051999999999999,1.6872,0.0071999999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.445,3.074,2.5464,3.051,-2.9134,0.1285999999999999,,,,,4
2012-01-31 00:09:00,0.1862,3.2491,122.488,5.0243,,,,,13.6989,,4.1274,-0.0016,1.5219,-0.0027,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.455,3.1234,2.6289,3.1707,-2.9134,0.1283,,,,,4
2012-01-31 00:10:00,0.186,3.2061,122.541,5.2168,,,,,13.698,,4.1274,-0.0035999999999999,1.7214,-0.0083,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.4857,3.2072,2.6669,3.2258,-2.6756,0.1285999999999999,,,,,4
2012-01-31 00:11:00,0.186,3.2276,122.5034,5.3052,,,,,13.6985,,4.1274,-0.0005,1.7214,0.0006999999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5107,3.2466,2.6805,3.248,-2.6161,0.1288,,,,,4
2012-01-31 00:12:00,0.1855999999999999,3.2706,122.4795,5.0822,,,,,13.6989,,4.1257,0.0014,1.8411,0.0041999999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5097,3.1948,2.6394,3.1783,-2.6755,0.1283,,,,,4
2012-01-31 00:13:00,0.1867,3.3137,122.5188,4.8689,,,,,13.6989,,4.1122,-0.0033999999999999,1.7442,-0.0063,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.4762,3.1175,2.6122,3.1375,-2.8539,0.128,,,,,4
2012-01-31 00:14:00,0.1865,3.2276,122.606,5.0414,,,,,13.6989,,4.1071,0.001,1.5048,0.0047999999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.4811,3.1338,2.6451,3.1582,-2.8539,0.1290999999999999,,,,,4
2012-01-31 00:15:00,0.1865,3.2061,122.5598,4.9623,,,,,13.6985,,4.1071,0.0033999999999999,1.6473,0.0080999999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.4768,3.0758,2.5862,3.098,-2.7945,0.1283999999999999,,,,,4
2012-01-31 00:16:00,0.1854,3.2491,122.4932,4.838,,,,,13.698,,4.1071,-0.0006999999999999,1.596,-0.0025999999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.459,3.0615,2.5547,3.1088,-2.9134,0.1282,,,,,4
2012-01-31 00:17:00,0.1862,3.2276,122.4641,4.797,,,,,13.6989,,4.1071,0.0014,1.5675,0.0044,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.4432,3.0708,2.5777,3.1224,-2.9134,0.1283999999999999,,,,,4
2012-01-31 00:18:00,0.1862,3.2276,122.4983,4.92,,,,,13.6989,,4.092,-0.0018,1.6017,-0.0041,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.4375,3.1316,2.6601,3.1983,-2.8539,0.1288999999999999,,,,,4
2012-01-31 00:19:00,0.186,3.2706,122.541,5.0066,,,,,13.6989,,4.0845,-0.0018,1.7499,0.0002999999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.4592,3.2022,2.7529,3.2709,-2.7945,0.1282,,,,,4
2012-01-31 00:20:00,0.1857999999999999,3.2922,122.5564,4.9707,,,,,13.6989,,4.0845,-0.0005,1.7556,-0.0011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.4707,3.2487,2.7579,3.2867,-2.4972,0.1283,,,,,4
2012-01-31 00:21:00,0.1869,3.2706,122.5359,4.9556,,,,,13.6989,,4.0845,-0.0051999999999999,1.5846,-0.0083,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.4785,3.2545,2.7737,3.2924,-2.3783,0.128,,,,,4
2012-01-31 00:22:00,0.1869,3.2276,122.4966,5.0073,,,,,13.6985,,4.0845,-0.0011,1.5333,-0.0018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.4893,3.2552,2.7737,3.2738,-2.4972,0.1280999999999999,,,,,4
2012-01-31 00:23:00,0.1855999999999999,3.1846,122.5154,4.9728,,,,,13.6989,,4.0845,-0.0033999999999999,1.6872,-0.0051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.4993,3.2373,2.7593,3.2394,-2.3783,0.1285999999999999,,,,,4
2012-01-31 00:24:00,0.1862,3.2276,122.4282,4.8025,,,,,13.6989,,4.0845,0.0018,1.4649,0.0030999999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.4743,3.1312,2.6503,3.1033,-2.5566,0.1287,,,,,4
2012-01-31 00:25:00,0.1870999999999999,3.2922,122.3529,4.7687,,,,,13.6989,,4.0845,0.0006999999999999,1.6359,0.0019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.4521,3.0295,2.5599,2.9772,-2.8539,0.1283999999999999,,,,,4
2012-01-31 00:26:00,0.1867,3.3352,122.3632,4.5516,,,,,13.6989,,4.0845,0.0002,1.5276,-0.0016999999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.4142,2.8675,2.4036,2.8023,-2.8539,0.1283999999999999,,,,,4
2012-01-31 00:27:00,0.1862,3.2922,122.3888,4.412,,,,,13.6989,,4.0845,-0.0051999999999999,1.6302,-0.0083,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.3692,2.6941,2.2609,2.6245,-3.1512,0.1287,,,,,4
2012-01-31 00:28:00,0.1869,3.2706,122.37,4.3511,,,,,13.6994,,4.0811,-0.0016,1.6929,-0.0038999999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.3193,2.4554,2.0177,2.3572,-3.508,0.1298,,,,,4
2012-01-31 00:29:00,0.1852,3.2276,122.4316,4.3196,,,,,13.6994,,4.0676,-0.0023,1.71,-0.0038999999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.2701,2.2718,1.9374,2.2273,-3.508,0.1283999999999999,,,,,4
2012-01-31 00:30:00,0.1867,3.3352,122.459,4.3176,,,,,13.7008,,4.0642,-0.0014,1.8126,-0.0011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.2359,2.1479,1.8162,2.079,-3.6268,0.129,,,,,4
2012-01-31 00:31:00,0.1862,3.163,122.4145,4.359,,,,,13.6998,,4.0472,-0.0005,1.8525,0.0002999999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.1925,2.1158,1.8064,2.1094,-3.5674,0.1288999999999999,,,,,4
2012-01-31 00:32:00,0.1855999999999999,3.2491,122.4436,4.5425,,,,,13.7017,,4.0416,-0.0043,1.6245,-0.006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.174,2.1963,1.879,2.2192,-3.6863,0.1275999999999999,,,,,4
2012-01-31 00:33:00,0.1865,3.2922,122.4521,4.9984,,,,,13.7026,,4.0331,0.0008999999999999,1.5789,-0.0004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.2256,2.4984,2.2645,2.6232,-3.6268,0.1278,,,,,4
2012-01-31 00:34:00,0.1862,3.2276,122.4726,5.396,,,,,13.7031,,4.0212,-0.0043,1.5162,-0.0067999999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.351,2.9045,2.5847,2.9876,-3.3296,0.1285999999999999,,,,,4
2012-01-31 00:35:00,0.1857999999999999,3.2922,122.4658,5.1928,,,,,13.704,,4.0212,-0.0018,1.5618,-0.0019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.391,3.0191,2.5725,3.0249,-2.8539,0.1288,,,,,4
2012-01-31 00:36:00,0.1862,3.3137,122.5,4.8608,,,,,13.704,,4.0212,-0.0045999999999999,1.6359,-0.006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.3789,2.9941,2.4951,2.9561,-2.7945,0.1285,,,,,4
2012-01-31 00:37:00,0.1857999999999999,3.2706,122.4778,4.8083,,,,,13.7031,,4.0212,-0.0057,1.5048,-0.0083,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.3739,3.0399,2.5776,3.0399,-2.6756,0.1288999999999999,,,,,4
2012-01-31 00:38:00,0.1857999999999999,3.2061,122.4641,4.8515,,,,,13.7031,,4.0212,-0.0027,1.6815,-0.0047,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.3946,3.093,2.6436,3.0686,-2.4972,0.1283999999999999,,,,,4
2012-01-31 00:39:00,0.186,3.1846,122.5068,4.7041,,,,,13.7035,,4.0212,-0.0011,1.7442,-0.0016999999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.3803,3.0664,2.6307,3.0629,-2.4972,0.1285999999999999,,,,,4
2012-01-31 00:40:00,0.186,3.2922,122.488,4.6182,,,,,13.7026,,4.0137,-0.0018,1.6815,-0.0044,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.3485,2.9629,2.5399,2.9435,-2.735,0.1282,,,,,4
2012-01-31 00:41:00,0.186,3.3567,122.4914,4.716,,,,,13.7035,,3.9987,0.0,1.6758,-0.0027,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.3298,2.9958,2.6259,3.0109,-2.8539,0.1280999999999999,,,,,4
