measured_on,ac_current__319,ac_power__315,ac_voltage__318,ambient_temp__320,das_temp__325,dc_pos_current__317,dc_pos_voltage__316,dc_power__314,module_temp_1__321,system_id
2008-10-12 00:00:00,5.094,-0.095,122.251,2.358,4.735,0.006,2.798,0.017,4.667,4
2008-10-12 00:15:00,5.091,-0.095,122.112,2.392,4.708,0.006,2.734,0.016,4.602,4
2008-10-12 00:30:00,5.089,-0.095,122.062,2.362,4.681,0.006,2.679,0.016,4.565,4
2008-10-12 00:45:00,5.09,-0.095,122.092,2.32,4.564,0.006,2.472,0.0149999999999999,4.435,4
2008-10-12 01:00:00,5.093,-0.095,122.166,2.31,4.483,0.006,2.656,0.0149999999999999,4.412,4
2008-10-12 01:15:00,5.094,-0.095,122.203,2.267,4.449,0.006,2.671,0.0149999999999999,4.384,4
2008-10-12 01:30:00,5.093,-0.095,122.208,2.085,4.371,0.006,2.641,0.0149999999999999,4.318,4
2008-10-12 01:45:00,5.094,-0.095,122.253,2.082,4.24,0.005,2.575,0.014,4.179,4
2008-10-12 02:00:00,5.098,-0.095,122.269,2.108,4.242,0.006,2.511,0.014,4.218,4
2008-10-12 02:15:00,5.098,-0.095,122.26,2.166,4.299,0.005,2.543,0.0129999999999999,4.248,4
2008-10-12 02:30:00,5.1,-0.095,122.31,2.179,4.309,0.005,2.449,0.0129999999999999,4.23,4
2008-10-12 02:45:00,5.099,-0.095,122.315,2.171,4.344,0.006,2.517,0.014,4.17,4
2008-10-12 03:00:00,5.097,-0.095,122.267,2.263,4.403,0.006,2.435,0.014,4.156,4
2008-10-12 03:15:00,5.096,-0.095,122.259,2.368,4.538,0.006,2.441,0.014,4.227,4
2008-10-12 03:30:00,5.096,-0.095,122.23,2.478,4.637,0.006,2.264,0.0129999999999999,4.284,4
2008-10-12 03:45:00,5.096,-0.095,122.255,2.599,4.761,0.005,2.185,0.012,4.313,4
2008-10-12 04:00:00,5.092,-0.095,122.183,2.589,4.869,0.006,2.035,0.0109999999999999,4.291,4
2008-10-12 04:15:00,5.084,-0.095,122.018,2.547,4.937,0.006,2.095,0.012,4.42,4
2008-10-12 04:30:00,5.081,-0.095,121.994,2.575,5.028,0.006,2.324,0.0129999999999999,4.759,4
2008-10-12 04:45:00,5.068,-0.095,121.793,2.558,5.106,0.006,2.394,0.014,4.927,4
2008-10-12 05:00:00,5.066,-0.095,121.763,2.519,5.155,0.006,2.404,0.0129999999999999,5.02,4
2008-10-12 05:15:00,5.059,-0.095,121.602,2.329,5.075,0.006,2.371,0.014,4.965,4
2008-10-12 05:30:00,5.056,-0.095,121.568,1.856,4.751,0.006,2.392,0.0129999999999999,4.771,4
2008-10-12 05:45:00,5.055,-0.095,121.584,1.874,4.408,0.006,2.842,0.016,4.586,4
2008-10-12 06:00:00,5.053,-0.095,121.527,1.831,4.224,0.006,6.58,0.042,4.423,4
2008-10-12 06:15:00,5.06,-0.095,121.657,1.807,4.1,0.01,15.122,0.17,4.293,4
2008-10-12 06:30:00,5.111,-0.6169999999999999,121.943,1.759,4.023,0.023,93.46100000000001,2.389,4.252,4
2008-10-12 06:45:00,5.302,-1.775,121.73,1.594,4.011,0.0449999999999999,180.343,7.771,4.258,4
2008-10-12 07:00:00,5.268,2.533,121.68,1.404,3.927,0.0929999999999999,158.671,14.775,4.347,4
2008-10-12 07:15:00,5.282,7.232999999999999,121.57,0.993,3.802,0.104,190.988,20.344,4.25,4
2008-10-12 07:30:00,5.294,16.751,121.574,0.8339999999999999,3.61,0.138,223.053,30.815,4.228,4
2008-10-12 07:45:00,5.214,29.388,121.609,0.911,3.553,0.198,229.142,45.118,4.422,4
2008-10-12 08:00:00,5.097,43.74,121.496,1.054,3.567,0.246,246.854,60.356,4.594,4
2008-10-12 08:15:00,5.056,48.86,121.4,1.116,3.696,0.271,242.356,65.562,4.8,4
2008-10-12 08:30:00,4.995,72.39,121.617,1.213,3.829,0.3469999999999999,263.771,90.916,5.167,4
2008-10-12 08:45:00,4.896,105.831,121.85,1.347,4.056,0.495,254.507,125.529,5.914,4
2008-10-12 09:00:00,4.841,154.664,122.015,1.62,4.6,0.647,274.34,177.101,7.221,4
2008-10-12 09:15:00,4.88,199.931,122.892,1.894,5.323,0.807,278.581,224.638,8.566,4
2008-10-12 09:30:00,4.875,164.626,122.702,2.108,6.074,0.669,281.532,188.0,9.965000000000002,4
2008-10-12 09:45:00,4.884,138.096,122.426,2.26,6.566,0.57,280.645,159.965,9.746,4
2008-10-12 10:00:00,4.86,158.61,122.53,2.649,7.143,0.661,275.159,181.743,10.979,4
2008-10-12 10:15:00,4.969,83.52299999999998,121.938,2.671,7.543999999999999,0.378,271.473,102.81,10.285,4
2008-10-12 10:30:00,5.061,60.323,121.754,2.727,7.437999999999999,0.2909999999999999,269.072,78.304,9.474,4
2008-10-12 10:45:00,5.142,43.263,121.403,2.721,7.147,0.227,266.251,60.555,8.788,4
2008-10-12 11:00:00,5.132,42.028,121.292,2.75,6.949,0.227,261.165,58.927,8.282,4
2008-10-12 11:15:00,5.136,36.85,121.414,2.702,6.819,0.218,243.301,53.036,7.857999999999999,4
2008-10-12 11:30:00,5.172,32.418,121.212,2.767,6.682,0.195,250.254,48.635,7.666,4
2008-10-12 11:45:00,5.132,35.547,121.143,2.893,6.581,0.2129999999999999,241.29,51.409,7.413999999999999,4
2008-10-12 12:00:00,5.073,46.254,121.475,2.623,6.449,0.257,246.606,62.928,7.408,4
2008-10-12 12:15:00,5.183,31.457,121.249,2.647,6.394,0.192,247.108,47.37,7.101,4
2008-10-12 12:30:00,5.128,38.888,121.394,2.464,6.218,0.226,244.306,55.153,6.778,4
2008-10-12 12:45:00,5.057,52.804,121.459,2.35,5.94,0.277,255.013,70.017,6.882,4
2008-10-12 13:00:00,4.997,70.695,121.799,2.295,5.836,0.3529999999999999,252.222,88.961,7.024,4
2008-10-12 13:15:00,5.04,58.545,121.681,2.379,5.842,0.2929999999999999,261.206,76.601,6.902,4
2008-10-12 13:30:00,5.14,42.234,121.378,2.289,5.832,0.226,261.154,58.928,6.614,4
2008-10-12 13:45:00,5.173,34.316,121.289,2.305,5.761,0.199,255.171,50.627,6.434,4
2008-10-12 14:00:00,5.21,27.996,121.236,2.281,5.684,0.1769999999999999,246.153,43.485,6.293,4
2008-10-12 14:15:00,5.226,28.007,121.298,2.302,5.619,0.1759999999999999,249.218,43.595,6.264,4
2008-10-12 14:30:00,5.211,32.45,121.254,2.184,5.576,0.202,239.346,48.442,6.27,4
2008-10-12 14:45:00,5.237,27.519,121.205,2.194,5.526,0.1769999999999999,244.945,43.093,6.213,4
2008-10-12 15:00:00,5.217,31.317,121.32,2.295,5.515,0.199,235.594,46.952,6.217,4
2008-10-12 15:15:00,5.178,39.09,121.392,2.343,5.646,0.229,244.46,55.395,6.423,4
2008-10-12 15:30:00,5.233,23.391,121.281,2.444,5.664,0.158,242.34,38.337,6.351,4
2008-10-12 15:45:00,5.276,17.551,121.366,2.332,5.68,0.132,242.747,32.166,6.137,4
2008-10-12 16:00:00,5.289,20.284,121.365,2.372,5.676,0.1449999999999999,241.537,34.893,6.225,4
2008-10-12 16:15:00,5.326,5.038,121.231,2.415,5.696,0.079,225.447,17.972,6.029,4
2008-10-12 16:30:00,5.327,-1.991,121.136,2.486,5.697,0.0589999999999999,164.73,9.679,5.89,4
2008-10-12 16:45:00,5.35,-2.804,120.903,2.475,5.607,0.055,157.493,8.737,5.751,4
2008-10-12 17:00:00,5.383,-3.753,120.844,2.503,5.477,0.042,166.923,6.88,5.519,4
2008-10-12 17:15:00,5.08,-0.758,120.852,2.614,5.425,0.021,126.834,2.853,5.266,4
2008-10-12 17:30:00,5.03,-0.096,120.914,2.69,5.41,0.01,13.422,0.137,5.167,4
2008-10-12 17:45:00,5.021,-0.095,120.705,2.76,5.418,0.006,7.264999999999999,0.0429999999999999,5.169,4
2008-10-12 18:00:00,5.017,-0.095,120.607,2.525,5.441,0.006,3.327,0.019,5.184,4
2008-10-12 18:15:00,5.013,-0.098,120.551,2.528,5.366,0.006,3.04,0.0179999999999999,5.153,4
2008-10-12 18:30:00,5.014,-0.096,120.588,2.467,5.213,0.006,3.071,0.0179999999999999,5.078,4
2008-10-12 18:45:00,5.024,-0.095,120.825,2.356,5.001,0.006,2.988,0.017,4.983,4
2008-10-12 19:00:00,5.028,-0.096,120.889,2.259,4.668,0.006,3.006,0.017,4.713,4
2008-10-12 19:15:00,5.029,-0.096,120.89,2.247,4.513,0.006,2.931,0.017,4.567,4
2008-10-12 19:30:00,5.023,-0.096,120.754,1.953,4.45,0.006,2.891,0.017,4.448,4
2008-10-12 19:45:00,5.027,-0.096,120.858,1.066,4.041,0.006,2.965,0.017,4.073,4
2008-10-12 20:00:00,5.034,-0.095,120.977,0.812,3.629,0.006,2.965,0.017,3.766,4
2008-10-12 20:15:00,5.029,-0.098,120.874,0.685,3.395,0.006,2.929,0.017,3.569,4
2008-10-12 20:30:00,5.027,-0.098,120.811,0.696,3.343,0.006,2.849,0.016,3.331,4
2008-10-12 20:45:00,5.038,-0.096,121.038,0.6009999999999999,3.274,0.006,2.732,0.016,2.808,4
2008-10-12 21:00:00,5.049,-0.095,121.271,0.0219999999999999,2.798,0.006,2.834,0.017,2.549,4
2008-10-12 21:15:00,5.063,-0.095,121.591,-0.081,2.293,0.005,2.806,0.0149999999999999,2.343,4
2008-10-12 21:30:00,5.057,-0.105,121.432,-0.063,2.115,0.006,2.678,0.016,2.053,4
2008-10-12 21:45:00,5.068,-0.095,121.653,-0.0909999999999999,2.031,0.005,2.844,0.0149999999999999,1.887,4
2008-10-12 22:00:00,5.051,-0.105,121.316,-0.085,2.007,0.006,2.912,0.017,1.813,4
2008-10-12 22:15:00,5.052,-0.099,121.33,-0.0519999999999999,2.016,0.006,2.745,0.0149999999999999,1.889,4
2008-10-12 22:30:00,5.086,-0.095,122.102,4.427,5.529,0.006,2.92,0.0179999999999999,4.39,4
2008-10-12 22:45:00,5.08,-0.095,121.924,4.461,5.601,0.006,3.044,0.0179999999999999,4.618,4
2008-10-12 23:45:00,5.072,-0.095,121.73,-0.379,2.05,0.006,2.452,0.014,1.998,4
