measured_on,ac_current__319,ac_power__315,ac_voltage__318,ambient_temp__320,das_temp__325,dc_pos_current__317,dc_pos_voltage__316,dc_power__314,module_temp_1__321,poa_irradiance__313,system_id
2007-11-29 00:00:00,4.914,-0.2099999999999999,118.838,-6.004,-4.55,0.006,1.965,0.0109999999999999,-7.093,6.0,4
2007-11-29 00:15:00,4.908,-0.22,118.679,-6.627,-4.899,0.006,1.929,0.012,-7.589,6.0,4
2007-11-29 00:30:00,4.909,-0.221,118.73,-6.139,-5.24,0.006,1.919,0.0109999999999999,-7.607999999999999,7.0,4
2007-11-29 00:45:00,4.911,-0.221,118.757,-4.975,-5.141,0.006,2.013,0.012,-7.836,8.0,4
2007-11-29 01:00:00,4.913,-0.22,118.818,-5.639,-5.034,0.006,2.02,0.012,-7.436,8.0,4
2007-11-29 01:15:00,4.91,-0.221,118.758,-6.568,-5.098,0.006,1.991,0.0109999999999999,-7.077,6.0,4
2007-11-29 01:30:00,4.911,-0.221,118.787,-5.94,-5.389,0.006,2.021,0.012,-7.452,7.0,4
2007-11-29 01:45:00,4.912,-0.22,118.814,-4.904,-5.15,0.006,2.018,0.012,-7.079,8.0,4
2007-11-29 02:00:00,4.914,-0.217,118.867,-4.977,-4.818,0.006,2.084,0.012,-6.83,7.0,4
2007-11-29 02:15:00,4.911,-0.219,118.807,-5.188,-4.617,0.006,2.078,0.0129999999999999,-6.834,7.0,4
2007-11-29 02:30:00,4.911,-0.221,118.805,-6.096,-4.779,0.006,2.113,0.012,-7.045,7.0,4
2007-11-29 02:45:00,4.912,-0.221,118.806,-6.787,-5.076,0.006,2.156,0.0129999999999999,-7.386,6.0,4
2007-11-29 03:00:00,4.912,-0.221,118.807,-6.025,-5.306,0.006,2.138,0.012,-6.795,7.0,4
2007-11-29 03:15:00,4.908,-0.221,118.756,-6.311,-5.254,0.006,2.144,0.0129999999999999,-7.103,8.0,4
2007-11-29 03:30:00,4.905,-0.221,118.691,-6.441,-5.338,0.006,2.132,0.012,-7.284,7.0,4
2007-11-29 03:45:00,4.902,-0.221,118.605,-7.476,-5.589,0.006,2.162,0.012,-7.570999999999999,7.0,4
2007-11-29 04:00:00,4.896,-0.221,118.519,-7.708,-6.036,0.006,2.095,0.012,-7.792,6.0,4
2007-11-29 04:15:00,4.892,-0.221,118.397,-7.189,-6.243,0.006,2.202,0.0129999999999999,-7.969,7.0,4
2007-11-29 04:30:00,4.902,-0.22,118.612,-6.863,-6.287,0.006,2.182,0.0129999999999999,-7.921,8.0,4
2007-11-29 04:45:00,4.926,-0.22,119.085,-7.264,-6.208,0.006,2.207,0.0129999999999999,-8.090999999999998,7.0,4
2007-11-29 05:00:00,4.917,-0.221,118.94,-8.246,-6.381,0.006,2.186,0.012,-8.306,6.0,4
2007-11-29 05:15:00,4.91,-0.218,118.828,-7.687,-6.627,0.006,2.208,0.0129999999999999,-8.322,6.0,4
2007-11-29 05:30:00,4.933,-0.216,119.347,-7.449,-6.668,0.006,2.259,0.0129999999999999,-8.702999999999998,7.0,4
2007-11-29 05:45:00,4.917,-0.22,119.033,-7.274,-6.665,0.006,2.207,0.0129999999999999,-8.941,7.0,4
2007-11-29 06:00:00,4.904,-0.221,118.734,-7.543999999999999,-6.668,0.006,2.254,0.0129999999999999,-9.051,6.0,4
2007-11-29 06:15:00,4.866,-0.221,117.857,-7.833999999999999,-6.666,0.006,2.903,0.016,-8.531,6.0,4
2007-11-29 06:30:00,4.851,-0.221,117.532,-7.578999999999998,-6.727,0.006,5.295,0.032,-8.159,6.0,4
2007-11-29 06:45:00,4.866,-0.221,117.895,-7.381999999999999,-6.607,0.0089999999999999,12.849,0.126,-8.409,7.0,4
2007-11-29 07:00:00,4.955,-0.764,118.349,-7.084,-6.499,0.028,116.001,3.489,-8.409,14.0,4
2007-11-29 07:15:00,4.92,33.065,118.698,-7.127,-6.304,0.2909999999999999,156.084,45.993,-7.378,93.0,4
2007-11-29 07:30:00,4.732,122.689,119.33,-6.333,-5.64,0.765,179.823,139.192,-3.231,230.0,4
2007-11-29 07:45:00,4.969,273.839,120.221,-5.097,-4.513,1.104,270.687,300.847,0.8629999999999999,335.0,4
2007-11-29 08:00:00,5.157,384.228,120.76,-4.16,-3.069,1.429,291.98,417.264,4.109,433.0,4
2007-11-29 08:15:00,5.328,400.47,120.648,-3.444,-1.57,1.512,287.248,434.5,7.799,453.0,4
2007-11-29 08:30:00,5.459,433.192,120.631,-3.187,-0.4269999999999999,1.62,289.371,469.654,8.391,484.0,4
2007-11-29 08:45:00,6.082,576.652,121.114,-2.289,0.624,2.159,288.23,622.129,12.423,643.0,4
2007-11-29 09:00:00,6.286,614.944,121.272,-0.626,2.117,2.308,287.338,663.023,15.908,691.0,4
2007-11-29 09:15:00,6.584,666.867,121.502,-0.184,3.756,2.54,283.251,719.081,19.498,757.0,4
2007-11-29 09:30:00,6.4,631.846,121.371,-0.041,5.06,2.423,281.494,682.139,17.97,716.0,4
2007-11-29 09:45:00,6.929,722.674,121.843,0.2079999999999999,5.455,2.847,273.686,779.296,18.956,823.0,4
