measured_on,ac_current__319,ac_power__315,ac_voltage__318,ambient_temp__320,biased_module_3_10_mv__1209,biased_module_3_11_mv__1210,biased_module_3_12_mv__1211,biased_module_3_13_mv__1212,biased_module_3_14_mv__1213,biased_module_3_15_mv__1214,biased_module_3_16_mv__1215,biased_module_3_4_mv__1203,biased_module_3_5_mv__1204,biased_module_3_6_mv__1205,biased_module_3_7_mv__1206,biased_module_3_8_mv__1207,biased_module_3_9_mv__1208,biased_module_voltage__1202,das_battery_voltage__326,das_temp__325,dc_pos_current__317,dc_pos_voltage__316,dc_power__314,hviv_load_temp_1__1191,hviv_load_temp_2__1192,hviv_load_temp_3__1193,inverter_temp__324,module_temp_1__321,module_temp_2__322,module_temp_3__323,module_temp_5_1__4821,poa_irradiance__313,power_factor__327,unbiased_module_3_1_mv__1199,unbiased_module_3_2_mv__1200,unbiased_module_3_3_mv__1201,unbiased_module_temp_3_1__1195,unbiased_module_temp_3_2__1196,unbiased_module_temp_3_3__1197,system_id
2013-05-13 00:00:00,0.1834,2.9212,122.8163,18.4059,,,,,,,,,,,,,,,13.2727,18.1359,0.0190999999999999,1.5607,0.0308,,,,18.2304,16.8203,16.6293,16.883,,-2.9099,0.1288999999999999,,,,,,,4
2013-05-13 00:01:00,0.1834,2.893,122.8315,18.3134,,,,,,,,,,,,,,,13.2727,18.1463,0.0194,1.3443,0.0285,,,,18.2268,16.7728,16.5602,16.8028,,-3.1474,0.1293999999999999,,,,,,,4
2013-05-13 00:02:00,0.1836,2.9093,122.8903,18.4113,,,,,,,,,,,,,,,13.2727,18.1483,0.0187,1.236,0.0223,,,,18.2261,16.8049,16.6327,16.9039,,-2.9693,0.1283,,,,,,,4
2013-05-13 00:03:00,0.1836,2.9127,122.9028,18.4204,,,,,,,,,,,,,,,13.2727,18.1483,0.0171,1.5095,0.0244,,,,18.2254,16.7394,16.5079,16.7909,,-3.0287,0.1283,,,,,,,4
2013-05-13 00:04:00,0.1834,2.9342,122.8225,18.4134,,,,,,,,,,,,,,,13.2732,18.1483,0.0202999999999999,1.2873,0.0233,,,,18.2115,16.708,16.5281,16.7889,,-3.0287,0.1292,,,,,,,4
2013-05-13 00:05:00,0.1831,2.9086,122.7287,18.5651,,,,,,,,,,,,,,,13.2727,18.1483,0.0156999999999999,1.6177,0.025,,,,18.2233,16.7694,16.5658,16.8523,,-3.0881,0.1288999999999999,,,,,,,4
2013-05-13 00:06:00,0.1832,2.9024,122.7502,18.5371,,,,,,,,,,,,,,,13.2727,18.1483,0.0137,1.4297,0.0204,,,,18.2275,16.7666,16.5428,16.8251,,-2.9693,0.1293,,,,,,,4
2013-05-13 00:07:00,0.183,2.9293,122.7132,18.4854,,,,,,,,,,,,,,,13.2727,18.1483,0.0198,1.4696,0.0304999999999999,,,,18.2351,16.7959,16.5707,16.8474,,-3.0881,0.1293999999999999,,,,,,,4
2013-05-13 00:08:00,0.1831,2.9146,122.7188,18.4547,,,,,,,,,,,,,,,13.2727,18.1483,0.0175,1.1791,0.0235999999999999,,,,18.2393,16.8132,16.5594,16.885,,-3.0881,0.1290999999999999,,,,,,,4
2013-05-13 00:09:00,0.1832999999999999,2.9039,122.7215,18.4495,,,,,,,,,,,,,,,13.2727,18.1649,0.0155,1.6405,0.0284,,,,18.251,16.8493,16.6116,16.9176,,-3.2662,0.1297,,,,,,,4
2013-05-13 00:10:00,0.1834,2.9087,122.7467,18.5215,,,,,,,,,,,,,,,13.2727,18.1711,0.0155,1.481,0.024,,,,18.2704,16.887,16.6535,16.9302,,-3.1474,0.1283,,,,,,,4
2013-05-13 00:11:00,0.1835,2.926,122.7652,18.4019,,,,,,,,,,,,,,,13.2727,18.1732,0.0253,1.3784,0.0378,,,,18.2676,16.811,16.5203,16.8284,,-3.1474,0.129,,,,,,,4
2013-05-13 00:12:00,0.1832999999999999,2.9114,122.7662,18.2753,,,,,,,,,,,,,,,13.2727,18.1732,0.0083999999999999,1.2474,0.0094,,,,18.2454,16.7587,16.5349,16.7964,,-3.1474,0.1287,,,,,,,4
2013-05-13 00:13:00,0.1835,2.9159,122.7937,18.3305,,,,,,,,,,,,,,,13.2727,18.1732,0.0125,1.5152,0.0184999999999999,,,,18.2454,16.8006,16.5872,16.8493,,-3.5037,0.1295999999999999,,,,,,,4
2013-05-13 00:14:00,0.1835,2.9351,122.8044,18.3697,,,,,,,,,,,,,,,13.2727,18.1732,0.0146,1.3557,0.0182,,,,18.2371,16.818,16.5803,16.8473,,-3.2068,0.1298,,,,,,,4
2013-05-13 00:15:00,0.1835,2.9312,122.7763,18.4221,,,,,,,,,,,,,,,13.2727,18.1732,0.0132,1.612,0.0222,,,,18.2468,16.8236,16.5517,16.8396,,-3.385,0.1292,,,,,,,4
2013-05-13 00:16:00,0.1834,2.9478,122.7804,18.3473,,,,,,,,,,,,,,,13.2727,18.1732,0.0168999999999999,1.5949,0.0281,,,,18.2405,16.8229,16.5573,16.8598,,-3.2068,0.1287,,,,,,,4
2013-05-13 00:17:00,0.1834,2.9264,122.7939,18.2494,,,,,,,,,,,,,,,13.2727,18.1732,0.0159,1.4753,0.0258999999999999,,,,18.2225,16.7636,16.5112,16.7852,,-3.3256,0.1295,,,,,,,4
2013-05-13 00:18:00,0.1834,2.9148,122.7862,18.22,,,,,,,,,,,,,,,13.2727,18.1732,0.0134,1.4126,0.0190999999999999,,,,18.2113,16.7524,16.4951,16.7859,,-3.385,0.1298,,,,,,,4
2013-05-13 00:19:00,0.1836,2.9118,122.777,18.2487,,,,,,,,,,,,,,,13.2727,18.1732,0.0194,1.4981,0.0304,,,,18.1967,16.7197,16.4826,16.7957,,-3.3256,0.1287,,,,,,,4
2013-05-13 00:20:00,0.1832999999999999,2.9123,122.7693,18.3529,,,,,,,,,,,,,,,13.2727,18.1732,0.0179999999999999,1.5095,0.0281,,,,18.2044,16.6939,16.4757,16.7288,,-3.0286,0.1280999999999999,,,,,,,4
2013-05-13 00:21:00,0.1832999999999999,2.895,122.7657,18.2823,,,,,,,,,,,,,,,13.2727,18.1732,0.0201,1.3443,0.0259999999999999,,,,18.1822,16.6688,16.4436,16.7351,,-3.2068,0.1293999999999999,,,,,,,4
2013-05-13 00:22:00,0.1834,2.9252,122.7787,18.3074,,,,,,,,,,,,,,,13.2727,18.1732,0.0148,1.4924,0.0207,,,,18.1842,16.719,16.489,16.8055,,-3.2662,0.1295,,,,,,,4
2013-05-13 00:23:00,0.1834,2.9308,122.7985,18.2431,,,,,,,,,,,,,,,13.2727,18.1732,0.0161999999999999,1.5208,0.023,,,,18.1662,16.7197,16.4813,16.7908,,-3.3256,0.1297,,,,,,,4
2013-05-13 00:24:00,0.1834,2.953,122.8014,18.2802,,,,,,,,,,,,,,,13.2732,18.1732,0.0212,1.4411,0.0309,,,,18.1634,16.7337,16.4862,16.8076,,-3.385,0.13,,,,,,,4
2013-05-13 00:25:00,0.1834,2.9326,122.8209,18.2382,,,,,,,,,,,,,,,13.2732,18.1732,0.0175,1.3728,0.0236999999999999,,,,18.1606,16.7295,16.4813,16.7748,,-3.2662,0.1298999999999999,,,,,,,4
2013-05-13 00:26:00,0.1835,2.9449,122.8076,18.2305,,,,,,,,,,,,,,,13.2736,18.1732,0.0159,1.4981,0.0246,,,,18.1523,16.7483,16.5064,16.7978,,-3.1474,0.1297,,,,,,,4
2013-05-13 00:27:00,0.1835,2.9221,122.7972,18.3361,,,,,,,,,,,,,,,13.2727,18.1732,0.0138999999999999,1.3841,0.0178,,,,18.1648,16.8145,16.5796,16.8884,,-3.1474,0.1287,,,,,,,4
2013-05-13 00:28:00,0.1832999999999999,2.9393,122.801,18.22,,,,,,,,,,,,,,,13.2732,18.1732,0.0161999999999999,1.3101,0.0239,,,,18.1578,16.774,16.4833,16.7866,,-3.2662,0.1298999999999999,,,,,,,4
2013-05-13 00:29:00,0.1836,2.9243,122.8022,18.1353,,,,,,,,,,,,,,,13.2727,18.1732,0.0189,1.5493,0.0294999999999999,,,,18.1356,16.7211,16.4736,16.7734,,-3.2662,0.1290999999999999,,,,,,,4
