measured_on,ac_current_other_inv_14537,ac_current_other_inv_14537_2,ac_current_other_inv_14537_3,ac_energy_inv_14537,ac_other_meter_1863,ac_other_meter_1863_2,ac_other_meter_1863_3,ac_power_inv_14537,ac_power_meter_1863,ac_power_meter_1863_2,ac_power_meter_1863_3,ac_power_meter_1863_4,ac_power_meter_1863_5,ac_power_other_meter_1863,ac_power_other_meter_1863_2,ac_power_other_meter_1863_3,ac_power_other_meter_1863_4,ac_voltage_other_inv_14537,ac_voltage_other_inv_14537_2,ac_voltage_other_inv_14537_3,ac_voltage_other_meter_1863,ac_voltage_other_meter_1863_2,ac_voltage_other_meter_1863_3,ac_voltage_other_meter_1863_4,ac_voltage_other_meter_1863_5,ac_voltage_other_meter_1863_6,battery_a_avg__82575,battery_v_min__82574,chgsource_min__82578,chgstate_min__82577,ckbatt_max__82579,cr1000temp_c_avg__82491,dc_power_inv_14537,dc_voltage_other_inv_14537,dc_voltage_other_inv_14537_2,dooropen_min__82492,irradiance_ghi_o_2196,irradiance_poa_o_2195,irradiance_poa_o_2197,irradiance_poa_o_2198,irradiance_poa_o_2199,load_a_avg__82576,qloss_ah_max__82580,rtd_c_avg_10__82590,rtd_c_avg_1__82581,rtd_c_avg_2__82582,rtd_c_avg_3__82583,rtd_c_avg_4__82584,rtd_c_avg_5__82585,rtd_c_avg_6__82586,rtd_c_avg_7__82587,rtd_c_avg_8__82588,rtd_c_avg_9__82589,sewspoairrad_wm2_avg__82524,shuntcurrent_a_avg_1__82546,shuntcurrent_a_avg_2__82547,shuntcurrent_a_avg_3__82548,shuntcurrent_a_avg_4__82549,shuntcurrent_a_avg_5__82550,shuntcurrent_a_avg_6__82551,shuntcurrent_a_avg_7__82552,shuntetot_kwh_max_1__82560,shuntetot_kwh_max_2__82561,shuntetot_kwh_max_3__82562,shuntetot_kwh_max_4__82563,shuntetot_kwh_max_5__82564,shuntetot_kwh_max_6__82565,shuntetot_kwh_max_7__82566,shuntpdc_kw_avg_1__82553,shuntpdc_kw_avg_2__82554,shuntpdc_kw_avg_3__82555,shuntpdc_kw_avg_4__82556,shuntpdc_kw_avg_5__82557,shuntpdc_kw_avg_6__82558,shuntpdc_kw_avg_7__82559,system_other_inv_14537,system_other_inv_14537_10,system_other_inv_14537_11,system_other_inv_14537_2,system_other_inv_14537_3,system_other_inv_14537_4,system_other_inv_14537_5,system_other_inv_14537_6,system_other_inv_14537_7,system_other_inv_14537_8,system_other_inv_14537_9,system_other_meter_1863,system_other_meter_1863_2,system_other_meter_1863_3,temperature_ambient_o_2200,temperature_ambient_o_2201,temperature_inverter_inv_14537,temperature_module_o_2201,wind_direction_o_2201,wind_other_o_2201,wind_other_o_2201_2,wind_other_o_2201_4,system_id
2015-10-31 00:00:00,0.0,0.0,0.0,1033062.0,62.9,59.9,60.0,0.0,37960.0,474.0,90900.0,991947.0,0.0,1.0,0.0,0.0,0.0,275.2,275.6,276.7,0.772,272.2,0.531,273.0,0.842,274.7,0.017,13.5,2.0,1.0,0.0,5.489,0.0,21.11,10.79,0.0,-0.0459999999999999,-0.023,-0.024,-0.258,-0.0299999999999999,0.221,0.001,11.63,0.8629999999999999,1.055,0.7349999999999999,1.3430000000000002,1.215,0.882,1.1,1.3430000000000002,1.233,0.01,0.002,0.001,0.002,0.004,0.01,0.005,0.006,2496.0,3508.0,3489.0,3545.0,3002.0,3005.0,2414.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.45,0.0,60.22,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,5.268,4.7410000000000005,0.0,1.134,0.0,0.0,5.0,-1.0,4901
2015-10-31 00:01:00,0.0,0.0,0.0,1033062.0,62.9,59.9,60.0,0.0,37960.0,474.0,90900.0,991947.0,0.0,1.0,0.0,0.0,0.0,275.1,275.4,276.5,0.772,272.0,0.531,273.0,0.842,274.1,0.002,13.92,2.0,3.0,0.0,5.485,0.0,21.01,10.81,0.0,-0.047,-0.023,-0.024,-0.261,-0.017,0.2189999999999999,0.0,11.63,0.8629999999999999,1.055,0.7209999999999999,1.247,1.151,0.782,1.1,1.357,1.134,0.018,0.001,0.001,0.003,0.004,0.011,0.006,0.006,2496.0,3508.0,3489.0,3545.0,3002.0,3005.0,2414.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.5,0.0,60.18,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,5.238,4.825,0.0,1.19,0.0,0.0,5.0,-1.0,4901
2015-10-31 00:02:00,0.0,0.0,0.0,1033062.0,62.9,59.9,60.0,0.0,37960.0,474.0,90900.0,991947.0,0.0,1.0,0.0,0.0,0.0,274.9,275.3,276.5,0.772,272.0,0.531,273.0,0.842,274.0,0.002,13.92,2.0,3.0,0.0,5.481,0.0,21.11,10.82,0.0,-0.047,-0.023,-0.023,-0.26,-0.0289999999999999,0.2189999999999999,0.0,11.63,0.8629999999999999,1.151,0.7029999999999998,1.197,1.151,0.8469999999999999,1.021,1.4069999999999998,1.087,0.011,0.002,0.001,0.003,0.003,0.01,0.004,0.006,2496.0,3508.0,3489.0,3545.0,3002.0,3005.0,2414.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.58,0.0,60.15,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,5.214,4.881,0.0,1.221,0.0,0.0,5.0,-1.0,4901
2015-10-31 00:03:00,0.0,0.0,0.0,1033062.0,62.9,59.9,60.0,0.0,37960.0,474.0,90900.0,991947.0,0.0,1.0,0.0,0.0,0.0,275.1,275.1,276.3,0.772,272.0,0.531,273.0,0.842,274.0,0.002,13.92,2.0,3.0,0.0,5.462999999999999,0.0,21.11,10.85,0.0,-0.047,-0.023,-0.023,-0.259,-0.026,0.2189999999999999,0.0,11.61,0.8629999999999999,1.311,0.767,1.151,1.137,0.879,0.992,1.439,1.023,0.006,0.001,0.001,0.002,0.003,0.011,0.005,0.006,2496.0,3508.0,3489.0,3545.0,3002.0,3005.0,2414.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.590000000000002,0.0,60.14,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,5.189,5.212999999999999,0.0,1.3119999999999998,0.0,0.0,5.0,-1.0,4901
2015-10-31 00:04:00,0.0,0.0,0.0,1033062.0,62.9,59.9,60.0,0.0,37960.0,474.0,90900.0,991947.0,0.0,1.0,0.0,0.0,0.0,275.1,275.3,276.5,0.772,272.0,0.531,273.0,0.842,274.0,0.002,13.92,2.0,3.0,0.0,5.462999999999999,0.0,21.12,10.85,0.0,-0.047,-0.023,-0.022,-0.258,-0.0299999999999999,0.2189999999999999,0.0,11.56,0.959,1.442,0.7349999999999999,1.151,1.055,0.879,1.007,1.439,1.027,0.01,0.001,0.001,0.003,0.003,0.01,0.005,0.006,2496.0,3508.0,3489.0,3545.0,3002.0,3005.0,2414.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.590000000000002,0.0,60.15,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,5.222,5.446000000000001,0.0,1.455,0.0,0.0,5.0,-1.0,4901
2015-10-31 00:05:00,0.0,0.0,0.0,1033062.0,62.9,59.9,60.0,0.0,37960.0,474.0,90900.0,991947.0,0.0,1.0,0.0,0.0,0.0,275.3,275.4,276.6,0.772,272.9,0.531,273.0,0.842,274.7,-0.012,13.5,2.0,1.0,0.0,5.447,0.0,20.88,10.89,0.0,-0.047,-0.023,-0.02,-0.228,-0.018,0.2189999999999999,0.001,11.58,0.959,1.439,0.767,1.151,1.009,0.914,0.946,1.535,0.959,0.004,0.002,0.001,0.003,0.003,0.011,0.005,0.006,2496.0,3508.0,3489.0,3545.0,3002.0,3005.0,2414.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.590000000000002,0.0,60.12,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,5.2010000000000005,5.31,0.0,1.38,0.0,0.0,5.0,-1.0,4901
2015-10-31 00:06:00,0.0,0.0,0.0,1033062.0,62.9,59.9,60.0,0.0,37960.0,474.0,90900.0,991947.0,0.0,1.0,0.0,0.0,0.0,275.4,275.7,276.8,0.772,273.0,0.531,273.0,0.842,275.0,0.016,13.53,2.0,1.0,0.0,5.44,0.0,21.14,10.91,0.0,-0.047,-0.023,-0.02,-0.249,-0.016,0.22,0.001,11.55,0.976,1.439,0.753,1.151,0.959,0.929,0.932,1.453,1.024,0.0139999999999999,0.001,0.001,0.003,0.004,0.01,0.005,0.005,2496.0,3508.0,3489.0,3545.0,3002.0,3005.0,2414.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.590000000000002,0.0,60.13,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,5.222,5.283,0.0,1.34,0.0,0.0,5.0,-1.0,4901
2015-10-31 00:07:00,0.0,0.0,0.0,1033062.0,62.9,59.9,60.0,0.0,37960.0,474.0,90900.0,991947.0,0.0,1.0,0.0,0.0,0.0,275.4,275.8,276.8,0.772,273.0,0.531,273.0,0.842,275.0,0.002,13.92,2.0,3.0,0.0,5.44,0.0,21.2,10.94,0.0,-0.047,-0.023,-0.022,-0.257,-0.0279999999999999,0.2189999999999999,0.0,11.53,0.959,1.439,0.7349999999999999,1.137,0.959,0.882,0.943,1.439,0.931,0.011,0.001,0.001,0.002,0.003,0.01,0.005,0.006,2496.0,3508.0,3489.0,3545.0,3002.0,3005.0,2414.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.64,0.0,60.15,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,5.183,5.183,0.0,1.32,0.0,0.0,5.0,-1.0,4901
2015-10-31 00:08:00,0.0,0.0,0.0,1033062.0,62.9,59.9,60.0,0.0,37960.0,474.0,90900.0,991947.0,0.0,1.0,0.0,0.0,0.0,275.5,275.6,276.7,0.772,273.0,0.531,273.3,0.842,275.0,0.002,13.91,2.0,3.0,0.0,5.44,0.0,21.0,11.03,0.0,-0.047,-0.023,-0.023,-0.256,-0.025,0.2189999999999999,0.0,11.53,0.941,1.421,0.6999999999999998,1.087,0.895,0.8029999999999999,0.8959999999999999,1.439,0.995,0.006,0.001,0.001,0.003,0.004,0.01,0.005,0.006,2496.0,3508.0,3489.0,3545.0,3002.0,3005.0,2414.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.71,0.0,60.13,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,5.191,5.046,0.0,1.2919999999999998,0.0,0.0,5.0,-1.0,4901
2015-10-31 00:09:00,0.0,0.0,0.0,1033062.0,62.9,59.9,60.0,0.0,37960.0,474.0,90900.0,991947.0,0.0,1.0,0.0,0.0,0.0,275.6,275.6,276.6,0.772,273.0,0.531,273.0,0.842,274.8,0.002,13.91,2.0,3.0,0.0,5.422000000000001,0.0,21.13,11.05,0.0,-0.047,-0.02,-0.023,-0.256,-0.023,0.2189999999999999,0.0,11.53,0.895,1.357,0.6709999999999999,1.055,0.8459999999999999,0.818,0.943,1.439,1.041,0.019,0.002,0.001,0.003,0.004,0.011,0.005,0.006,2496.0,3508.0,3489.0,3545.0,3002.0,3005.0,2414.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.72,0.0,60.15,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,5.257999999999999,4.959,0.0,1.289,0.0,0.0,5.0,-1.0,4901
