measured_on,ac_current__251,ac_current__319,ac_power__247,ac_power__315,ac_voltage__250,ac_voltage__318,ambient_temp__252,ambient_temp__320,das_temp__325,dc_pos_current__249,dc_pos_current__317,dc_pos_voltage__248,dc_pos_voltage__316,dc_power__246,dc_power__314,inverter_temp__256,module_temp_1__253,module_temp_1__321,module_temp_2__254,module_temp_3__255,module_temp_4__257,module_temp_5__258,module_temp_6__259,module_temp_7__260,poa_irradiance__245,system_id
2010-04-29 00:00:00,,5.025,,0.154,,122.726,,5.855,312.025,,0.006,,2.848,,0.0179999999999999,,,10.269,,,,,,,,4
2010-04-29 00:01:00,,5.027,,0.0219999999999999,,122.766,,5.775,386.03,,0.006,,2.848,,0.016,,,10.215,,,,,,,,4
2010-04-29 00:02:00,,5.017,,0.104,,122.714,,5.729,374.738,,0.006,,2.75,,0.016,,,10.171,,,,,,,,4
2010-04-29 00:03:00,,5.02,,0.0709999999999999,,122.714,,5.728,339.13,,0.008,,2.96,,0.024,,,10.102,,,,,,,,4
2010-04-29 00:04:00,,5.017,,-0.0719999999999999,,122.703,,5.723,228.941,,0.008,,3.026,,0.0259999999999999,,,10.015,,,,,,,,4
2010-04-29 00:05:00,,5.015,,0.0709999999999999,,122.711,,5.732,314.758,,0.008,,3.22,,0.028,,,9.935,,,,,,,,4
2010-04-29 00:06:00,,5.016,,-0.033,,122.513,,5.701,358.71,,0.007,,2.864,,0.02,,,9.851,,,,,,,,4
2010-04-29 00:07:00,,5.007,,0.165,,122.554,,5.685,363.271,,0.007,,2.89,,0.0219999999999999,,,9.78,,,,,,,,4
2010-04-29 00:08:00,,5.017,,0.2089999999999999,,122.55,,5.684,416.24,,0.007,,3.064,,0.0219999999999999,,,9.726,,,,,,,,4
2010-04-29 00:09:00,,5.015,,0.0709999999999999,,122.548,,5.544,263.87,,0.008,,2.582,,0.02,,,9.632,,,,,,,,4
2010-04-29 00:10:00,,5.018,,0.0379999999999999,,122.549,,5.467,346.031,,0.0089999999999999,,2.846,,0.0259999999999999,,,9.548,,,,,,,,4
