measured_on,ac_current__319,ac_power__315,ac_voltage__318,ambient_temp__320,das_temp__325,dc_pos_current__317,dc_pos_voltage__316,dc_power__314,module_temp_1__321,system_id
2008-05-09 00:00:00,4.981,-0.096,121.45,6.857,8.359999999999998,0.006,1.543,0.01,7.102,4
2008-05-09 00:15:00,4.982,-0.095,121.478,6.987,8.297,0.006,1.678,0.0109999999999999,7.503,4
2008-05-09 00:30:00,4.985,-0.096,121.522,7.248,8.441,0.006,1.824,0.012,7.47,4
2008-05-09 00:45:00,4.987,-0.095,121.572,7.312,8.415,0.006,1.608,0.01,6.463,4
2008-05-09 01:00:00,4.982,-0.096,121.506,7.127,8.194,0.007,1.429,0.0089999999999999,5.559,4
2008-05-09 01:15:00,4.974,-0.1019999999999999,121.318,6.548,7.836,0.007,1.458,0.01,5.193,4
2008-05-09 01:30:00,4.971,-0.1019999999999999,121.268,6.561,7.461,0.006,1.433,0.0089999999999999,4.897,4
2008-05-09 01:45:00,4.969,-0.096,121.183,5.997,7.151,0.007,1.484,0.01,4.678,4
2008-05-09 02:00:00,4.971,-0.095,121.245,5.912,6.862,0.006,1.498,0.0089999999999999,4.768,4
2008-05-09 02:15:00,4.97,-0.095,121.234,5.551,6.654,0.006,1.506,0.01,4.471,4
2008-05-09 02:30:00,4.972,-0.097,121.243,5.143,6.365,0.006,1.528,0.01,4.145,4
2008-05-09 02:45:00,4.973,-0.095,121.23,4.776,6.043,0.007,1.473,0.01,3.964,4
2008-05-09 03:00:00,4.972,-0.095,121.252,4.549,5.705,0.006,1.492,0.01,3.767,4
2008-05-09 03:15:00,4.965,-0.096,121.12,5.144,5.612,0.006,1.526,0.01,4.075,4
2008-05-09 03:30:00,4.963,-0.097,121.081,4.809,5.614,0.006,1.484,0.0089999999999999,4.099,4
2008-05-09 03:45:00,4.961,-0.096,121.017,5.0,5.579,0.006,1.475,0.01,3.988,4
2008-05-09 04:00:00,4.959,-0.098,120.868,4.632,5.535,0.006,1.578,0.01,3.817,4
2008-05-09 04:15:00,4.981,-0.099,121.451,4.409,5.34,0.006,2.0,0.0129999999999999,3.574,4
2008-05-09 04:30:00,4.987,-0.095,121.645,4.704,5.293,0.007,4.511,0.029,3.681,4
2008-05-09 04:45:00,4.969,-0.1,121.355,4.125,5.208,0.01,11.496,0.115,3.295,4
2008-05-09 05:00:00,4.994,-0.3529999999999999,121.432,4.141,5.052,0.024,66.774,1.708,3.574,4
2008-05-09 05:15:00,5.302,-2.006,120.886,3.953,5.127,0.0609999999999999,158.405,9.634,2.995,4
2008-05-09 05:30:00,5.158,3.814,120.77,3.933,5.68,0.1029999999999999,157.427,16.235,3.276,4
2008-05-09 05:45:00,5.238,15.493,121.128,5.273,6.609,0.131,226.36,29.502,4.353,4
