measured_on,ac_current__319,ac_power__315,ac_voltage__318,ambient_temp__320,das_battery_voltage__326,das_temp__325,dc_pos_current__317,dc_pos_voltage__316,dc_power__314,inverter_temp__324,module_temp_1__321,module_temp_2__322,module_temp_3__323,poa_irradiance__313,power_factor__327,system_id
2018-02-11 00:00:00,0.1828519,2.71782,121.7002,-9.91678,14.01145,-9.730816,-0.02101255,1.878568,-0.0379033299999999,-10.33088,-10.9768,-7999.0,-10.95458,-2.16624,0.1215749,4
2018-02-11 00:01:00,0.1830379,2.728085,121.7624,-10.08701,14.01195,-9.730816,-0.01530252,1.867139,-0.0276211999999999,-10.34347,-11.03089,-7999.0,-11.00052,-2.166258,0.1212397,4
2018-02-11 00:02:00,0.1832332,2.739667,121.8141,-10.18789,14.01334,-9.74023,-0.01370374,1.792905,-0.0246007999999999,-10.36695,-11.00184,-7999.0,-10.97444,-2.166266,0.1223661999999999,4
2018-02-11 00:03:00,0.1830778,2.742769,121.8236,-10.20109,14.01291,-9.75341,-0.0232962399999999,1.844286,-0.04276929,-10.3831,-11.01727,-7999.0,-11.00246,-2.166284,0.1231315,4
2018-02-11 00:04:00,0.1831973,2.709902,121.8384,-10.02785,14.01338,-9.75341,-0.0134752599999999,2.078387,-0.0291231199999999,-10.38015,-10.95359,-7999.0,-10.92249,-2.166293,0.1212276999999999,4
2018-02-11 00:05:00,0.1831859,2.751517,121.8305,-9.882808,14.01341,-9.774118,-0.02329613,1.787178,-0.0417986399999999,-10.38607,-10.95726,-7999.0,-10.93209,-2.166302,0.1226248,4
2018-02-11 00:06:00,0.1831465999999999,2.719963,121.821,-9.785873,14.01342,-9.776001,-0.0166726999999999,1.707239,-0.02791787,-10.38499,-10.92064,-7999.0,-10.89917,-2.166305,0.1222889,4
2018-02-11 00:07:00,0.1830471999999999,2.729473,121.6765,-9.570339,14.01344,-9.778071,-0.01210479,1.987014,-0.02272222,-10.35158,-10.78356,-7999.0,-10.77912,-2.166317,0.1212416,4
2018-02-11 00:08:00,0.1829503,2.73521,121.6884,-9.359419,14.01344,-9.798782,-0.01827138,1.895656,-0.0341146199999999,-10.33905,-10.77398,-7999.0,-10.73994,-2.16632,0.1223689,4
2018-02-11 00:09:00,0.1829836,2.723331,121.7163,-9.406018,14.01346,-9.800854,-0.01941328,1.792874,-0.0345682199999999,-10.33669,-10.78864,-7999.0,-10.75756,-2.166336,0.1220765,4
2018-02-11 00:10:00,0.1831183,2.722564,121.7307,-9.463912,14.01346,-9.800854,-0.01553062,1.947038,-0.02996747,-10.34112,-10.78716,-7999.0,-10.72204,-2.166338,0.1211801,4
2018-02-11 00:11:00,0.18314,2.72617,121.768,-9.493054,14.01348,-9.815917,-0.01667311,1.91855,-0.03136221,-10.3407,-10.75716,-7999.0,-10.71349,-2.166347,0.1215233,4
2018-02-11 00:12:00,0.1832785,2.732856,121.7725,-9.532504,14.01348,-9.823448,-0.01575951,1.855739,-0.0294059599999999,-10.33863,-10.70994,-7999.0,-10.66185,-2.166347,0.1214266,4
2018-02-11 00:13:00,0.183199,2.714232,121.7532,-9.441933,14.01349,-9.823448,-0.02261128,1.678717,-0.0374023799999999,-10.30758,-10.65741,-7999.0,-10.61893,-2.166374,0.1210393,4
2018-02-11 00:14:00,0.1831463999999999,2.717856,121.7112,-9.485732,14.01349,-9.823448,-0.01735838,1.724413,-0.0284672,-10.30093,-10.65444,-7999.0,-10.59156,-2.166373,0.1214539,4
2018-02-11 00:15:00,0.1832447,2.7336,121.6944,-9.631274,14.01305,-9.823448,-0.0201001599999999,1.855838,-0.0346992699999999,-10.30313,-10.67884,-7999.0,-10.60781,-2.166359,0.1218885,4
2018-02-11 00:16:00,0.1829678,2.729995,121.686,-9.621616,14.01259,-9.823448,-0.01667396,1.83299,-0.03084889,-10.29944,-10.65147,-7999.0,-10.58636,-2.166358,0.1225113,4
2018-02-11 00:17:00,0.1829674,2.751502,121.6798,-9.697367,14.01213,-9.823448,-0.0196429499999999,1.827251,-0.0360752,-10.31276,-10.67813,-7999.0,-10.62411,-2.166355,0.1224367,4
2018-02-11 00:18:00,0.1830963999999999,2.724754,121.7039,-9.741192000000002,14.00984,-9.823448,-0.0171304099999999,1.695911,-0.02992418,-10.33198,-10.72993,-7999.0,-10.66555,-2.166356,0.1213502999999999,4
2018-02-11 00:19:00,0.1830238999999999,2.727091,121.6988,-9.827377,14.01122,-9.823448,-0.0159882,1.758702,-0.03009565,-10.34159,-10.78099,-7999.0,-10.71587,-2.166359,0.1214957,4
2018-02-11 00:20:00,0.1829973,2.726298,121.7017,-10.09719,14.00985,-9.823448,-0.01324748,1.924307,-0.0256357,-10.36156,-10.83282,-7999.0,-10.81431,-2.166373,0.1218791999999999,4
2018-02-11 00:21:00,0.1829133,2.741586,121.6592,-10.46765,14.01123,-9.823448,-0.02238397,1.764451,-0.0405205599999999,-10.39855,-10.94686,-7999.0,-10.92983,-2.166403,0.1228461,4
2018-02-11 00:22:00,0.1830081,2.716455,121.6668,-10.80457,14.01215,-9.825331,-0.0166740699999999,1.907245,-0.0301135499999999,-10.44259,-11.00577,-7999.0,-11.00059,-2.16642,0.1210043,4
2018-02-11 00:23:00,0.183085,2.724623,121.6567,-10.89291,14.01261,-9.830978,-0.02261355,1.673174,-0.03690899,-10.47413,-11.07662,-7999.0,-11.06181,-2.166456,0.1219345,4
2018-02-11 00:24:00,0.1830141999999999,2.737536,121.6708,-10.72104,14.01307,-9.846039,-0.01735994,1.873048,-0.0324481599999999,-10.50251,-11.09095,-7999.0,-11.0591,-2.166455,0.1213214,4
2018-02-11 00:25:00,0.1830089,2.718894,121.669,-10.57359,14.01399,-9.846039,-0.0157610699999999,1.758844,-0.0288013199999999,-10.52247,-11.15389,-7999.0,-11.11907,-2.166454,0.1213259,4
2018-02-11 00:26:00,0.1830529999999999,2.718497,121.6817,-10.41905,14.01354,-9.864867,-0.01827347,1.758817,-0.0326195999999999,-10.54799,-11.15502,-7999.0,-11.16391,-2.407171,0.1215444,4
2018-02-11 00:27:00,0.1829385,2.727665,121.6753,-10.22643,14.01538,-9.868633,-0.02101416,1.770215,-0.03950564,-10.56509,-11.13363,-7999.0,-11.09955,-2.467351,0.1225021,4
2018-02-11 00:28:00,0.1829668,2.736659,121.6698,-9.990878,14.01676,-9.879929,-0.01964381,1.810199,-0.0336679299999999,-10.5631,-11.08423,-7999.0,-11.05535,-2.828455,0.1226098,4
2018-02-11 00:29:00,0.1830486,2.7269,121.6864,-9.845355,14.01905,-9.891224,-0.0175881399999999,1.775945,-0.03265081,-10.56036,-11.05484,-7999.0,-11.04447,-2.647935,0.1219964,4
2018-02-11 00:30:00,0.1830141999999999,2.751948,121.7324,-9.862945000000002,14.01906,-9.900638,-0.01850194,1.924428,-0.03589135,-10.56537,-11.06207,-7999.0,-11.0443,-2.40724,0.1215188,4
2018-02-11 00:31:00,0.182959,2.757286,121.7226,-10.07013,14.01906,-9.913818,-0.02238511,1.850198,-0.03958553,-10.58523,-11.10641,-7999.0,-11.08567,-2.347073,0.1224817,4
2018-02-11 00:32:00,0.1830536,2.740007,121.7633,-10.32152,14.01906,-9.913818,-0.0196441699999999,1.718866,-0.0339039599999999,-10.60521,-11.1642,-7999.0,-11.15013,-2.467436,0.121306,4
2018-02-11 00:33:00,0.1830768,2.733589,121.7523,-10.62084,14.01906,-9.925114,-0.0248979099999999,1.718869,-0.04354628,-10.63872,-11.19999,-7999.0,-11.19554,-2.527617,0.1214845,4
2018-02-11 00:34:00,0.1830180999999999,2.74354,121.7566,-10.70063,14.01906,-9.936409,-0.01667483,1.63893,-0.02643798,-10.6663,-11.2224,-7999.0,-11.22165,-2.166517,0.1229469,4
2018-02-11 00:35:00,0.1831054,2.739641,121.7391,-10.72619,14.01906,-9.955237,-0.02147172,1.72459,-0.0396804899999999,-10.69329,-11.2435,-7999.0,-11.23831,-2.166513,0.1222594999999999,4
2018-02-11 00:36:00,0.1829563999999999,2.746138,121.7323,-10.74186,14.01906,-9.959003,-0.0182744,1.713226,-0.03245097,-10.71111,-11.27985,-7999.0,-11.27022,-2.166505,0.1222831,4
2018-02-11 00:37:00,0.1829745,2.750294,121.6916,-10.6959,14.01906,-9.97557,-0.01873137,1.884559,-0.03550389,-10.73732,-11.29721,-7999.0,-11.2772,-2.166503,0.1223092,4
2018-02-11 00:38:00,0.1830348,2.732216,121.7089,-10.6074,14.01906,-9.983852,-0.02010191,1.736074,-0.0360516,-10.74783,-11.29439,-7999.0,-11.28105,-2.166503,0.121855,4
2018-02-11 00:39:00,0.1830106,2.71374,121.7129,-10.71267,14.01906,-10.00645,-0.0141627,1.690387,-0.0255632699999999,-10.77861,-11.33855,-7999.0,-11.32669,-2.166503,0.1211089,4
2018-02-11 00:40:00,0.1829867,2.744583,121.7186,-10.79203,14.01952,-10.00833,-0.02032959,1.821668,-0.0369098299999999,-10.79385,-11.36643,-7999.0,-11.35605,-2.166538,0.1215866,4
2018-02-11 00:41:00,0.183031,2.743737,121.6997,-10.81611,14.02136,-10.02715,-0.0153043,1.770273,-0.0255144399999999,-10.82011,-11.40311,-7999.0,-11.38977,-2.226719,0.1228112,4
2018-02-11 00:42:00,0.1829418999999999,2.744776,121.7091,-10.92502,14.02366,-10.03845,-0.0185022999999999,1.75886,-0.0319324799999999,-10.84476,-11.45004,-7999.0,-11.43521,-2.16658,0.1223982,4
2018-02-11 00:43:00,0.1830421999999999,2.730937,121.6989,-10.91289,14.02458,-10.05163,-0.0143906799999999,1.770283,-0.0267043299999999,-10.86388,-11.42174,-7999.0,-11.43211,-2.16658,0.1216762,4
2018-02-11 00:44:00,0.1831802999999999,2.732753,121.6769,-10.89557,14.02458,-10.06857,-0.0212434599999999,1.758867,-0.0371296299999999,-10.8912,-11.47428,-7999.0,-11.46094,-2.166581,0.1227833,4
2018-02-11 00:45:00,0.1830795,2.721673,121.6379,-10.94712,14.02458,-10.07987,-0.01918751,1.867358,-0.0379586199999999,-10.90696,-11.50268,-7999.0,-11.4923,-2.16658,0.1214974,4
2018-02-11 00:46:00,0.1828000999999999,2.742803,121.5742,-10.99019,14.02458,-10.09682,-0.01301978,1.633183,-0.0204106299999999,-10.93655,-11.50488,-7999.0,-11.52268,-2.166579,0.1228696,4
2018-02-11 00:47:00,0.1828395999999999,2.731706,121.5817,-10.82381,14.02503,-10.10623,-0.0221565399999999,1.91871,-0.0433103099999999,-10.9408,-11.42684,-7999.0,-11.4691,-2.166579,0.1220924,4
2018-02-11 00:48:00,0.1828075,2.725708,121.5811,-10.67673,14.02458,-10.12148,-0.0139335799999999,1.815934,-0.02754861,-10.94571,-11.43695,-7999.0,-11.47476,-2.16658,0.1221289,4
