measured_on,ac_current__319,ac_power__315,ac_voltage__318,ambient_temp__320,das_temp__325,dc_pos_current__317,dc_pos_voltage__316,dc_power__314,module_temp_1__321,system_id
2010-04-28 00:00:00,5.006,-0.276,122.297,13.129,337.304,0.006,2.86,0.0179999999999999,14.232,4
2010-04-28 00:01:00,5.016,-0.3029999999999999,122.295,12.974,324.037,0.007,2.86,0.02,14.07,4
2010-04-28 00:02:00,5.01,0.165,122.288,12.554,334.794,0.008,2.882,0.0219999999999999,13.891,4
2010-04-28 00:03:00,5.011,-0.105,122.327,12.209,329.845,0.006,2.764,0.016,13.774,4
2010-04-28 00:04:00,5.009,0.11,122.321,11.993,344.867,0.006,3.074,0.0179999999999999,13.688,4
2010-04-28 00:05:00,5.012,0.027,122.36,11.98,352.925,0.008,2.83,0.024,13.708,4
2010-04-28 00:06:00,5.009,-0.083,122.311,12.137,349.963,0.006,2.674,0.014,13.829,4
2010-04-28 00:07:00,5.012,-0.1439999999999999,122.308,12.438,357.57,0.007,2.908,0.02,13.994,4
2010-04-28 00:08:00,5.006,-0.1439999999999999,122.344,12.683,347.731,0.006,2.644,0.016,14.118,4
2010-04-28 00:09:00,5.01,0.28,122.35,13.474,352.574,0.006,2.726,0.016,14.206,4
2010-04-28 00:10:00,5.009,-0.171,122.347,13.785,355.101,0.003,2.762,0.008,14.09,4
2010-04-28 00:11:00,5.01,0.0929999999999999,122.292,13.621,346.373,0.007,2.45,0.016,13.95,4
2010-04-28 00:12:00,5.008,-0.0439999999999999,122.343,13.23,352.742,0.008,2.702,0.02,13.79,4
2010-04-28 00:13:00,5.011,0.0379999999999999,122.388,12.804,339.538,0.007,2.774,0.0179999999999999,13.686,4
2010-04-28 00:14:00,5.012,0.132,122.351,12.379,338.924,0.008,2.506,0.02,13.688,4
2010-04-28 00:15:00,5.007,-0.116,122.288,12.906,341.934,0.008,2.396,0.02,13.922,4
2010-04-28 00:16:00,5.003,0.099,122.251,13.631,334.33,0.007,2.222,0.016,13.966,4
