measured_on,ac_current__251,ac_current__319,ac_power__247,ac_power__315,ac_voltage__250,ac_voltage__318,ambient_temp__252,ambient_temp__320,battery_pack_voltage__1363,control_module_voltage__1371,das_battery_voltage__1369,das_battery_voltage__326,das_temp__1368,das_temp__325,dc_pos_current__249,dc_pos_current__317,dc_pos_voltage__248,dc_pos_voltage__316,dc_power__246,dc_power__314,dcdc_1_voltage__1364,dcdc_2_voltage__1365,dcdc_exhaust_temp__1367,interior_temp__1366,inverter_temp__256,inverter_temp__324,module_temp_1__253,module_temp_1__321,module_temp_2__254,module_temp_2__322,module_temp_3__255,module_temp_3__323,module_temp_4__257,module_temp_5__258,module_temp_6__259,module_temp_7__260,poa_irradiance__245,poa_irradiance__313,power_factor__327,program_codeset__1373,resistor_box_3_temp__1370,vcm_above_threshold__1372,system_id
2011-03-12 00:47:00,,0.1857999999999999,,3.2491,,122.8676,,4.6198,,,,13.704,,3.7637,,0.0014,,1.2768,,0.001,,,,,,3.8575,,2.2252,,1.8104,,2.5256,,,,,,-2.7189,0.1252999999999999,,,,4
2011-03-12 00:48:00,,0.186,,3.1846,,122.9036,,4.7341,,,,13.704,,3.7486,,-0.0035999999999999,,1.4877,,-0.0083,,,,,,3.8832,,2.2545,,1.9625,,2.6976,,,,,,-2.7189,0.1255999999999999,,,,4
2011-03-12 00:49:00,,0.1869,,3.3352,,122.8694,,4.4649,,,,13.7041,,3.7411,,0.005,,1.3167,,0.0063,,,,,,3.8857,,2.204,,1.8287,,2.5898,,,,,,-2.3564,0.1255,,,,4
2011-03-12 00:50:00,,0.1857999999999999,,3.2922,,122.8608,,4.237,,,,13.7036,,3.736,,0.003,,1.4364,,0.0044,,,,,,3.8706,,2.1989,,1.8279,,2.5531,,,,,,-2.7189,0.1259,,,,4
2011-03-12 00:51:00,,0.1870999999999999,,3.3782,,122.8745,,4.4993,,,,13.7042,,3.7208,,0.0027,,1.4592,,0.0041999999999999,,,,,,3.8818,,2.2538,,1.8628,,2.6131,,,,,,-2.7794,0.1257,,,,4
2011-03-12 00:52:00,,0.1862,,3.3137,,122.8676,,4.4479,,,,13.7042,,3.7038,,0.0025,,1.4877,,0.0035,,,,,,3.8749,,2.2333,,1.8838,,2.6241,,,,,,-2.8398,0.1260999999999999,,,,4
2011-03-12 00:53:00,,0.1857999999999999,,3.2491,,122.8762,,4.4351,,,,13.7042,,3.6982,,-0.0002,,1.4364,,0.0012999999999999,,,,,,3.865,,2.1924,,1.9765,,2.7324,,,,,,-2.7794,0.1258,,,,4
2011-03-12 00:54:00,,0.1865,,3.2922,,122.9275,,4.4556,,,,13.7042,,3.6863,,-0.0025,,1.4079,,-0.0044999999999999,,,,,,3.8817,,2.1892,,2.0055,,2.8043,,,,,,-3.0815,0.1264,,,,4
2011-03-12 00:55:00,,0.1870999999999999,,3.2276,,122.9207,,4.368,,,,13.7043,,3.6778,,0.0020999999999999,,1.5675,,0.0068999999999999,,,,,,3.8997,,2.1871,,1.9345,,2.8431,,,,,,-2.9002,0.1262,,,,4
2011-03-12 00:56:00,,0.186,,3.3137,,122.9121,,4.2354,,,,13.7043,,3.6552,,0.0043,,1.6074,,0.0064,,,,,,3.8914,,2.1644,,2.0647,,2.8262,,,,,,-3.0815,0.1246,,,,4
2011-03-12 00:57:00,,0.1869,,3.2922,,122.9651,,4.4102,,,,13.7043,,3.6552,,-0.0025,,1.2768,,-0.0023,,,,,,3.8972,,2.1673,,2.1572,,2.9279,,,,,,-3.0815,0.1259,,,,4
2011-03-12 00:58:00,,0.186,,3.2922,,122.9053,,4.5465,,,,13.7043,,3.6535,,0.0005,,1.6986,,0.0028,,,,,,3.9141,,2.1563,,2.1541,,2.9341,,,,,,-2.9002,0.1258,,,,4
2011-03-12 00:59:00,,0.1849,,3.1846,,122.9839,,4.6558,,,,13.7057,,3.6349,,0.0038999999999999,,1.5618,,0.0063,,,,,,3.9176,,2.1017,,2.068,,2.8919,,,,,,-2.9607,0.1255,,,,4
2011-03-12 01:00:00,,0.1865,,3.2922,,123.0404,,4.5956,,,,13.7053,,3.6293,,-0.0016,,1.596,,-0.0028999999999999,,,,,,3.9241,,2.0681,,2.0616,,2.8977,,,,,,-3.0211,0.1255999999999999,,,,4
2011-03-12 01:01:00,,0.1855999999999999,,3.3137,,122.9873,,4.2867,,,,13.7057,,3.6123,,0.0025,,1.5447,,0.0020999999999999,,,,,,3.9022,,1.9937,,1.9908,,2.7675,,,,,,-3.2023,0.1255,,,,4
2011-03-12 01:02:00,,0.1865,,3.2276,,122.9463,,4.5264,,,,13.7057,,3.6089,,0.0027,,1.4706,,0.0032,,,,,,3.9088,,1.9666,,2.0276,,2.8551,,,,,,-3.0815,0.125,,,,4
2011-03-12 01:03:00,,0.1865,,3.3137,,122.9514,,4.5806,,,,13.7076,,3.592,,-0.0011,,1.5447,,-0.0020999999999999,,,,,,3.899,,1.8979,,1.8857,,2.7134,,,,,,-3.2023,0.1247999999999999,,,,4
2011-03-12 01:04:00,,0.1875,,3.2706,,122.9549,,3.8715,,,,13.7069,,3.5863,,0.0083999999999999,,1.5618,,0.0123,,,,,,3.844,,1.8248,,1.7243,,2.5157,,,,,,-2.9607,0.1254,,,,4
2011-03-12 01:05:00,,0.1862,,3.2061,,122.9207,,3.5522,,,,13.7094,,3.5694,,0.0041,,1.4478,,0.0041,,,,,,3.7827,,1.7913,,1.8702,,2.5066,,,,,,-3.444,0.1246,,,,4
2011-03-12 01:06:00,,0.1875,,3.2706,,122.8813,,3.1824,,,,13.7086,,3.5677,,-0.0023,,1.6017,,-0.0025999999999999,,,,,,3.7202,,1.7091,,1.8857,,2.4819,,,,,,-2.9002,0.1260999999999999,,,,4
2011-03-12 01:07:00,,0.1865,,3.2706,,122.907,,3.141,,,,13.7095,,3.5472,,0.0038999999999999,,1.5561,,0.0055999999999999,,,,,,3.6482,,1.6002,,1.8113,,2.4491,,,,,,-2.9003,0.1255999999999999,,,,4
2011-03-12 01:08:00,,0.1857999999999999,,3.1846,,122.9429,,3.1704,,,,13.711,,3.5283,,0.0006999999999999,,1.5276,,0.0,,,,,,3.5922,,1.5138,,1.7214,,2.3858,,,,,,-3.4441,0.1250999999999999,,,,4
2011-03-12 01:09:00,,0.1854,,3.2491,,122.948,,3.3964,,,,13.7137,,3.5129,,-0.0061999999999999,,1.2597,,-0.0083999999999999,,,,,,3.5495,,1.4854,,1.6319,,2.4206,,,,,,-3.4441,0.1259,,,,4
2011-03-12 01:10:00,,0.1869,,3.2706,,122.948,,3.436,,,,13.7152,,3.4892,,0.0051999999999999,,1.5276,,0.0073,,,,,,3.4979,,1.4616,,1.4501,,2.4621,,,,,,-3.5045,0.1255,,,,4
2011-03-12 01:11:00,,0.1842999999999999,,3.2276,,122.9754,,3.6896,,,,13.7152,,3.4764,,0.0002,,1.2426,,0.0004,,,,,,3.4751,,1.5371,,1.545,,2.5654,,,,,,-3.6254,0.1259,,,,4
2011-03-12 01:12:00,,0.1854,,3.3567,,122.9702,,3.9794,,,,13.7148,,3.453,,-0.0018,,1.482,,-0.0023,,,,,,3.4911,,1.5352,,1.6968,,2.6295,,,,,,-3.6253,0.1247999999999999,,,,4
2011-03-12 01:13:00,,0.186,,3.2706,,122.9497,,4.1702,,,,13.7152,,3.4316,,0.0014,,1.6872,,0.0033999999999999,,,,,,3.5061,,1.5547,,1.6782,,2.661,,,,,,-3.6253,0.1259,,,,4
2011-03-12 01:14:00,,0.1862,,3.3782,,122.9189,,4.4772,,,,13.7154,,3.4135,,-0.0035999999999999,,1.3452,,-0.0055999999999999,,,,,,3.5188,,1.5695,,1.7103,,2.7203,,,,,,-3.5649,0.1254,,,,4
2011-03-12 01:15:00,,0.1862,,3.2922,,122.948,,4.7599,,,,13.7172,,3.3999,,-0.0043,,1.4991,,-0.008,,,,,,3.549,,1.6442,,1.6363,,2.6738,,,,,,-3.3232,0.1257,,,,4
2011-03-12 01:16:00,,0.1857999999999999,,3.2491,,122.9788,,4.7745,,,,13.7183,,3.3887,,0.0074999999999999,,1.311,,0.0099,,,,,,3.5613,,1.7104,,1.7154,,2.7384,,,,,,-3.6254,0.1265,,,,4
2011-03-12 01:17:00,,0.1865,,3.2276,,122.9873,,4.599,,,,13.7188,,3.3655,,-0.0033999999999999,,1.6131,,-0.0068999999999999,,,,,,3.551,,1.7274,,1.7769,,2.8034,,,,,,-3.5045,0.1257,,,,4
2011-03-12 01:18:00,,0.1865,,3.2922,,122.9702,,4.5445,,,,13.7195,,3.357,,-0.0016,,1.6131,,-0.0027,,,,,,3.5554,,1.734,,1.7922,,2.8114,,,,,,-3.2629,0.1255999999999999,,,,4
2011-03-12 01:19:00,,0.1865,,3.2922,,122.9993,,4.5438,,,,13.7195,,3.3476,,-0.0006999999999999,,1.2369,,-0.0006999999999999,,,,,,3.5825,,1.731,,1.7332,,2.7898,,,,,,-2.9003,0.1247999999999999,,,,4
2011-03-12 01:20:00,,0.1857999999999999,,3.2706,,123.0062,,4.5006,,,,13.7197,,3.331,,0.0002,,1.4763,,0.0022,,,,,,3.6067,,1.7431,,1.6965,,2.7302,,,,,,-3.0816,0.1249,,,,4
2011-03-12 01:21:00,,0.1847,,3.2706,,122.9839,,4.3543,,,,13.7197,,3.3141,,-0.0035999999999999,,1.5846,,-0.007,,,,,,3.6213,,1.7534,,1.762,,2.729,,,,,,-3.4442,0.1252,,,,4
2011-03-12 01:22:00,,0.1862,,3.2922,,123.0404,,4.3867,,,,13.7203,,3.3141,,-0.0008999999999999,,1.4592,,-0.0027,,,,,,3.6349,,1.813,,1.8396,,2.787,,,,,,-3.2629,0.1262,,,,4
2011-03-12 01:23:00,,0.1852,,3.2061,,123.0301,,4.2773,,,,13.7208,,3.2953,,-0.0051999999999999,,1.3281,,-0.0051,,,,,,3.6211,,1.8322,,1.8731,,2.794,,,,,,-3.5046,0.1259,,,,4
2011-03-12 01:24:00,,0.1869,,3.2706,,123.0438,,3.9341,,,,13.7214,,3.2881,,-0.0032,,1.4364,,-0.006,,,,,,3.6103,,1.8401,,1.7597,,2.7345,,,,,,-3.1421,0.1252,,,,4
2011-03-12 01:25:00,,0.1862,,3.3137,,123.0352,,3.6977,,,,13.7228,,3.2712,,0.0014,,1.5732,,0.0032,,,,,,3.5734,,1.8669,,1.6328,,2.6896,,,,,,-3.1421,0.1255999999999999,,,,4
2011-03-12 01:26:00,,0.1862,,3.3567,,123.0318,,3.1179,,,,13.7228,,3.2655,,0.0051999999999999,,1.5447,,0.0057999999999999,,,,,,3.4926,,1.8023,,1.6048,,2.4208,,,,,,-3.1421,0.1247999999999999,,,,4
2011-03-12 01:27:00,,0.1869,,3.2922,,123.0472,,2.6741,,,,13.7219,,3.2486,,-0.0025,,1.254,,-0.0038999999999999,,,,,,3.3711,,1.702,,1.5045,,2.2231,,,,,,-3.0212,0.1258,,,,4
2011-03-12 01:28:00,,0.1867,,3.2706,,123.0574,,2.7036,,,,13.7238,,3.2333,,0.0,,1.425,,-0.0001,,,,,,3.2843,,1.6063,,1.375,,2.0873,,,,,,-3.2025,0.1250999999999999,,,,4
2011-03-12 01:29:00,,0.1872999999999999,,3.3137,,123.0044,,2.5253,,,,13.7257,,3.2282,,-0.0018,,1.4478,,-0.0015,,,,,,3.1983,,1.4813,,1.3362,,1.9423,,,,,,-3.4443,0.1257,,,,4
2011-03-12 01:30:00,,0.1857999999999999,,3.2922,,122.9805,,2.7297,,,,13.7262,,3.2075,,-0.0082,,1.5162,,-0.0125,,,,,,3.1203,,1.49,,1.3571,,1.933,,,,,,-3.5047,0.1262,,,,4
2011-03-12 01:31:00,,0.1865,,3.2922,,122.9651,,2.9176,,,,13.7258,,3.187,,-0.0105,,1.3908,,-0.0138999999999999,,,,,,3.0819,,1.5333,,1.3429,,1.9153,,,,,,-3.3839,0.1260999999999999,,,,4
2011-03-12 01:32:00,,0.1854,,3.1846,,122.8899,,3.0191,,,,13.7262,,3.1718,,-0.0097999999999999,,1.2084,,-0.012,,,,,,3.0466,,1.541,,1.2759,,1.9402,,,,,,-3.5651,0.1257,,,,4
2011-03-12 01:33:00,,0.1865,,3.2491,,122.9412,,2.8216,,,,13.7263,,3.148,,-0.0047999999999999,,1.6245,,-0.008,,,,,,2.9935,,1.3979,,1.1479,,1.8705,,,,,,-3.4443,0.1257,,,,4
2011-03-12 01:34:00,,0.1855999999999999,,3.2491,,122.9207,,2.6505,,,,13.7263,,3.1356,,0.0006999999999999,,1.311,,0.0019,,,,,,2.9488,,1.2554,,1.0628,,1.7676,,,,,,-3.6256,0.1258,,,,4
2011-03-12 01:35:00,,0.1849,,3.2276,,123.0044,,2.7625,,,,13.7281,,3.107,,0.0,,1.6416,,0.0006999999999999,,,,,,2.9015,,1.1799,,1.0757,,1.7661,,,,,,-3.6256,0.1260999999999999,,,,4
2011-03-12 01:36:00,,0.1857999999999999,,3.2706,,122.9497,,2.857,,,,13.7309,,3.0876,,-0.0045999999999999,,1.6359,,-0.0083999999999999,,,,,,2.8821,,1.1669,,1.0692,,1.7668,,,,,,-3.8673,0.1255999999999999,,,,4
2011-03-12 01:37:00,,0.1865,,3.2706,,122.9856,,2.8176,,,,13.7318,,3.0641,,-0.0045999999999999,,1.4364,,-0.0071999999999999,,,,,,2.8593,,1.1613,,1.07,,1.7224,,,,,,-3.7464,0.1255999999999999,,,,4
2011-03-12 01:38:00,,0.1854,,3.2061,,122.9446,,2.8639,,,,13.7319,,3.0498,,-0.0057,,1.6758,,-0.0080999999999999,,,,,,2.8436,,1.2009,,1.1319,,1.7813,,,,,,-3.686,0.1254,,,,4
2011-03-12 01:39:00,,0.186,,3.2706,,122.9942,,2.7601,,,,13.7319,,3.0268,,0.0016,,1.4535,,0.0004,,,,,,2.8191,,1.1555,,1.0872,,1.7231,,,,,,-3.5652,0.1257,,,,4
2011-03-12 01:40:00,,0.1854,,3.2706,,122.9617,,2.6709,,,,13.7332,,3.0068,,0.0014,,1.4307,,0.0030999999999999,,,,,,2.7834,,1.1254,,1.042,,1.6894,,,,,,-3.5652,0.1249,,,,4
2011-03-12 01:41:00,,0.1862,,3.2706,,122.948,,2.6549,,,,13.7342,,2.9858,,-0.0025,,1.5276,,-0.0041,,,,,,2.7544,,1.0777,,1.0015,,1.6554,,,,,,-3.263,0.1249,,,,4
2011-03-12 01:42:00,,0.1855999999999999,,3.2706,,122.9549,,2.5859,,,,13.7319,,2.9673,,0.0032,,1.4364,,0.0051,,,,,,2.7245,,1.0412,,0.9894,,1.6383,,,,,,-3.3839,0.1258,,,,4
2011-03-12 01:43:00,,0.1867,,3.2706,,122.9549,,2.7207,,,,13.7365,,2.947,,0.0043,,1.425,,0.0053,,,,,,2.707,,1.0373,,0.9784,,1.689,,,,,,-3.263,0.1250999999999999,,,,4
2011-03-12 01:44:00,,0.1867,,3.3137,,122.9514,,2.6758,,,,13.7374,,2.9281,,-0.0041,,1.4535,,-0.0068999999999999,,,,,,2.6882,,1.0134,,0.9307,,1.6263,,,,,,-3.0213,0.1262,,,,4
2011-03-12 01:45:00,,0.186,,3.1846,,122.9754,,2.5945,,,,13.7374,,2.9074,,-0.0033999999999999,,1.5276,,-0.0055999999999999,,,,,,2.6589,,1.0119,,0.9961,,1.6306,,,,,,-3.2026,0.126,,,,4
