measured_on,ac_current__319,ac_power__315,ac_voltage__318,ambient_temp__320,das_temp__325,dc_pos_current__317,dc_pos_voltage__316,dc_power__314,module_temp_1__321,system_id
2010-03-24 00:00:00,5.005,0.081,122.529,-1.558,2.677,0.008,2.438,0.0179999999999999,3.051,4
2010-03-24 00:01:00,5.013,0.189,122.55,-1.556,2.672,0.008,2.238,0.0179999999999999,3.051,4
2010-03-24 00:02:00,5.01,0.039,122.574,-1.561,2.674,0.006,2.412,0.016,3.049,4
2010-03-24 00:03:00,5.013,0.183,122.577,-1.543,2.685,0.006,2.378,0.014,3.058,4
2010-03-24 00:04:00,5.015,0.183,122.566,-1.564,2.666,0.007,2.068,0.014,3.041,4
2010-03-24 00:05:00,5.012,0.165,122.523,-1.54,2.685,0.0089999999999999,2.404,0.0219999999999999,3.065,4
2010-03-24 00:06:00,5.009,0.201,122.52,-1.551,2.678,0.007,2.162,0.014,3.051,4
2010-03-24 00:07:00,5.016,0.123,122.48,-1.551,2.675,0.008,2.32,0.0179999999999999,3.05,4
2010-03-24 00:08:00,5.008,0.225,122.516,-1.565,2.66,0.006,2.294,0.016,3.034,4
2010-03-24 00:09:00,5.021,0.327,122.597,-1.566,2.663,0.007,2.324,0.016,3.033,4
2010-03-24 00:10:00,5.012,0.2129999999999999,122.57,-1.55,2.664,0.005,2.15,0.01,3.043,4
2010-03-24 00:11:00,5.015,0.111,122.593,-1.55,2.673,0.007,2.238,0.016,3.039,4
2010-03-24 00:12:00,5.011,0.105,122.625,-1.55,2.662,0.006,2.264,0.014,3.041,4
2010-03-24 00:13:00,5.016,0.069,122.703,-1.554,2.658,0.0089999999999999,2.274,0.02,3.031,4
2010-03-24 00:14:00,5.014,0.189,122.58,-1.556,2.666,0.006,2.238,0.014,3.035,4
2010-03-24 00:15:00,5.015,0.069,122.591,-1.557,2.648,0.007,2.13,0.014,3.018,4
2010-03-24 00:16:00,5.014,0.225,122.611,-1.558,2.663,0.008,2.288,0.02,3.028,4
2010-03-24 00:17:00,5.022,0.135,122.732,-1.563,2.651,0.005,2.13,0.012,3.017,4
2010-03-24 00:18:00,5.025,0.189,122.699,-1.556,2.659,0.006,2.26,0.012,3.029,4
2010-03-24 00:19:00,5.02,0.189,122.724,-1.554,2.642,0.006,2.26,0.012,3.023,4
2010-03-24 00:20:00,5.021,0.099,122.717,-1.552,2.641,0.005,2.306,0.012,3.007,4
2010-03-24 00:21:00,5.024,0.279,122.738,-1.579,2.643,0.007,2.278,0.016,3.015,4
2010-03-24 00:22:00,5.019,0.2969999999999999,122.737,-1.579,2.641,0.0089999999999999,1.996,0.0179999999999999,3.003,4
2010-03-24 00:23:00,5.016,0.201,122.616,-1.575,2.642,0.0089999999999999,2.1,0.0179999999999999,3.022,4
2010-03-24 00:24:00,5.012,0.2069999999999999,122.673,-1.573,2.643,0.007,2.248,0.016,3.015,4
2010-03-24 00:25:00,5.021,0.129,122.677,-1.572,2.638,0.005,2.468,0.012,3.013,4
2010-03-24 00:26:00,5.021,0.105,122.728,-1.562,2.65,0.007,2.352,0.016,3.012,4
2010-03-24 00:27:00,5.019,0.0749999999999999,122.697,-1.572,2.645,0.005,2.45,0.012,3.013,4
2010-03-24 00:28:00,5.021,0.225,122.686,-1.578,2.644,0.008,2.26,0.0179999999999999,3.015,4
2010-03-24 00:29:00,5.021,0.111,122.662,-1.575,2.644,0.004,2.278,0.01,3.008,4
2010-03-24 00:30:00,5.02,0.135,122.735,-1.569,2.639,0.007,2.224,0.016,3.012,4
2010-03-24 00:31:00,5.021,0.171,122.718,-1.576,2.645,0.007,2.17,0.014,3.009,4
2010-03-24 00:32:00,5.018,0.1469999999999999,122.718,-1.578,2.642,0.0089999999999999,2.3,0.02,3.003,4
2010-03-24 00:33:00,5.022,0.069,122.714,-1.577,2.647,0.007,2.29,0.016,3.012,4
2010-03-24 00:34:00,5.025,0.195,122.687,-1.584,2.656,0.007,2.278,0.016,3.014,4
2010-03-24 00:35:00,5.024,0.171,122.674,-1.583,2.655,0.008,2.264,0.02,3.008,4
2010-03-24 00:36:00,5.022,0.105,122.681,-1.591,2.632,0.005,2.192,0.012,2.999,4
2010-03-24 00:37:00,5.02,0.201,122.684,-1.584,2.637,0.007,2.098,0.016,3.01,4
2010-03-24 00:38:00,5.021,0.1769999999999999,122.695,-1.589,2.648,0.006,2.294,0.014,2.993,4
2010-03-24 00:39:00,5.026,0.2369999999999999,122.822,-1.598,2.645,0.007,2.144,0.014,2.999,4
2010-03-24 00:40:00,5.014,0.195,122.749,-1.602,2.631,0.008,2.244,0.02,2.991,4
2010-03-24 00:41:00,5.016,0.165,122.69,-1.601,2.63,0.006,2.186,0.014,2.987,4
2010-03-24 00:42:00,5.02,0.201,122.658,-1.606,2.624,0.007,2.336,0.016,2.98,4
2010-03-24 00:43:00,5.016,0.153,122.644,-1.612,2.627,0.007,2.36,0.0179999999999999,2.982,4
2010-03-24 00:44:00,5.014,0.1409999999999999,122.615,-1.62,2.623,0.007,1.99,0.014,2.981,4
2010-03-24 00:45:00,5.015,0.111,122.659,-1.618,2.625,0.008,2.186,0.016,2.983,4
2010-03-24 00:46:00,5.016,0.0449999999999999,122.664,-1.619,2.617,0.008,2.034,0.016,2.987,4
2010-03-24 00:47:00,5.019,0.159,122.683,-1.627,2.614,0.01,2.35,0.024,2.98,4
2010-03-24 00:48:00,5.014,0.081,122.767,-1.631,2.618,0.008,2.238,0.0179999999999999,2.977,4
2010-03-24 00:49:00,5.02,0.2369999999999999,122.691,-1.62,2.62,0.007,2.26,0.016,2.983,4
2010-03-24 00:50:00,5.023,0.033,122.622,-1.627,2.616,0.008,2.008,0.016,2.975,4
2010-03-24 00:51:00,5.012,0.1409999999999999,122.612,-1.63,2.604,0.007,1.944,0.014,2.969,4
2010-03-24 00:52:00,5.016,0.153,122.67,-1.63,2.616,0.008,2.378,0.0179999999999999,2.975,4
2010-03-24 00:53:00,5.017,0.135,122.7,-1.627,2.627,0.007,2.33,0.016,2.974,4
2010-03-24 00:54:00,5.014,0.123,122.645,-1.633,2.614,0.007,1.894,0.014,2.977,4
2010-03-24 00:55:00,5.015,0.1469999999999999,122.641,-1.621,2.621,0.007,2.234,0.014,2.978,4
2010-03-24 00:56:00,5.012,0.057,122.704,-1.632,2.619,0.007,1.986,0.014,2.979,4
2010-03-24 00:57:00,5.011,0.039,122.571,-1.636,2.608,0.008,2.434,0.02,2.967,4
2010-03-24 00:58:00,5.019,0.225,122.647,-1.635,2.605,0.008,2.35,0.0179999999999999,2.958,4
2010-03-24 00:59:00,5.016,0.0869999999999999,122.615,-1.637,2.621,0.008,2.378,0.0179999999999999,2.972,4
2010-03-24 01:00:00,5.011,0.111,122.632,-1.656,2.625,0.007,2.208,0.014,2.97,4
