measured_on,ac_current__319,ac_power__315,ac_voltage__318,ambient_temp__320,ambient_temp_f__17,das_temp__325,dc_pos_current__317,dc_pos_voltage__316,dc_power__314,intsolirrad__16,module_temp_1__321,module_temp_f__18,wind_speed_mph__19,system_id
2010-03-22 00:00:00,5.043,0.081,123.213,8.688,,10.628,0.007,1.95,0.014,,8.896,,,4
2010-03-22 00:01:00,5.041,0.0929999999999999,123.161,8.653,,10.62,0.008,1.91,0.016,,8.986,,,4
2010-03-22 00:02:00,5.04,0.117,123.119,8.665,,10.614,0.008,1.904,0.016,,8.971,,,4
2010-03-22 00:03:00,5.031,0.0869999999999999,123.171,8.74,,10.599,0.007,1.888,0.014,,9.037,,,4
2010-03-22 00:04:00,5.04,0.063,123.219,8.733,,10.605,0.007,2.098,0.014,,9.104,,,4
2010-03-22 00:05:00,5.04,0.153,123.18,9.104,,10.597,0.008,2.038,0.016,,9.157,,,4
2010-03-22 00:06:00,5.047,0.057,123.196,9.492,,10.574,0.008,2.116,0.0179999999999999,,9.16,,,4
2010-03-22 00:07:00,5.041,0.081,123.169,9.568,,10.562,0.008,2.028,0.016,,9.198,,,4
2010-03-22 00:08:00,5.035,0.1769999999999999,123.164,9.367,,10.573,0.006,2.006,0.012,,9.143,,,4
2010-03-22 00:09:00,5.035,-0.003,123.203,9.458,,10.574,0.006,2.11,0.014,,9.156,,,4
2010-03-22 00:10:00,5.037,0.159,123.202,9.453,,10.564,0.008,2.172,0.016,,9.083,,,4
2010-03-22 00:11:00,5.043,0.0749999999999999,123.243,9.401,,10.571,0.007,2.062,0.014,,9.174,,,4
2010-03-22 00:12:00,5.039,0.2069999999999999,123.237,9.54,,10.556,0.0089999999999999,2.162,0.02,,9.21,,,4
2010-03-22 00:13:00,5.043,0.069,123.201,9.429,,10.57,0.006,2.202,0.014,,9.204,,,4
2010-03-22 00:14:00,5.039,0.117,123.192,9.458,,10.596,0.007,2.084,0.016,,9.242,,,4
2010-03-22 00:15:00,5.044,0.123,123.175,9.477,,10.59,0.008,2.044,0.016,,9.277,,,4
2010-03-22 00:16:00,5.041,0.1769999999999999,123.187,9.751,,10.609,0.008,2.176,0.0179999999999999,,9.415,,,4
2010-03-22 00:17:00,5.043,0.057,123.245,9.849,,10.612,0.008,2.196,0.016,,9.446,,,4
2010-03-22 00:18:00,5.041,0.099,123.223,9.769,,10.62,0.006,2.116,0.012,,9.419,,,4
2010-03-22 00:19:00,5.038,0.231,123.225,9.446,,10.646,0.008,2.238,0.0179999999999999,,9.424,,,4
2010-03-22 00:20:00,5.042,0.123,123.262,9.171,,10.645,0.008,2.392,0.0179999999999999,,9.411,,,4
2010-03-22 00:21:00,5.042,0.0869999999999999,123.285,9.032,,10.674,0.0089999999999999,2.126,0.0179999999999999,,9.452,,,4
2010-03-22 00:22:00,5.036,0.123,123.174,8.838,,10.695,0.006,2.366,0.014,,9.472,,,4
2010-03-22 00:23:00,5.031,0.0929999999999999,123.111,8.909,,10.719,0.007,2.032,0.014,,9.525,,,4
2010-03-22 00:24:00,5.041,0.219,123.171,9.084,,10.753,0.006,2.248,0.014,,9.553,,,4
2010-03-22 00:25:00,5.042,0.1469999999999999,123.118,8.910999999999998,,10.747,0.0089999999999999,2.402,0.02,,9.513000000000002,,,4
2010-03-22 00:26:00,5.043,0.159,123.228,8.840999999999998,,10.769,0.007,2.212,0.016,,9.577,,,4
2010-03-22 00:27:00,5.042,0.105,123.181,8.97,,10.8,0.006,2.248,0.014,,9.622000000000002,,,4
2010-03-22 00:28:00,5.036,0.201,123.184,9.074,,10.822,0.006,2.332,0.014,,9.613,,,4
2010-03-22 00:29:00,5.042,0.2069999999999999,123.17,9.278,,10.838,0.007,2.13,0.016,,9.65,,,4
2010-03-22 00:30:00,5.035,0.159,123.204,9.3,,10.856,0.007,2.336,0.016,,9.629,,,4
2010-03-22 00:31:00,5.042,0.099,123.214,9.407,,10.865,0.006,2.45,0.016,,9.645,,,4
2010-03-22 00:32:00,5.04,0.0869999999999999,123.223,9.27,,10.881,0.007,2.238,0.016,,9.595,,,4
2010-03-22 00:33:00,5.037,0.153,123.206,9.19,,10.907,0.007,2.304,0.0179999999999999,,9.606000000000002,,,4
2010-03-22 00:34:00,5.039,0.099,123.227,9.170000000000002,,10.926,0.008,2.018,0.016,,9.609,,,4
2010-03-22 00:35:00,5.039,0.033,123.231,9.413,,10.968,0.007,2.306,0.014,,9.709,,,4
2010-03-22 00:36:00,5.037,0.135,123.265,9.456,,10.975,0.008,2.314,0.0179999999999999,,9.699,,,4
2010-03-22 00:37:00,5.04,0.123,123.201,9.72,,10.99,0.007,2.27,0.016,,9.718,,,4
2010-03-22 00:38:00,5.04,0.249,123.162,9.423,,10.995,0.008,2.35,0.0179999999999999,,9.670000000000002,,,4
2010-03-22 00:39:00,5.042,0.0929999999999999,123.221,9.491,,11.042,0.006,2.222,0.014,,9.686000000000002,,,4
2010-03-22 00:40:00,5.036,0.0749999999999999,123.184,9.317,,11.033,0.008,2.198,0.0179999999999999,,9.596,,,4
2010-03-22 00:41:00,5.041,0.111,123.284,9.3,,11.044,0.006,2.208,0.012,,9.6,,,4
2010-03-22 00:42:00,5.038,0.063,123.286,9.313,,11.048,0.01,2.078,0.02,,9.61,,,4
2010-03-22 00:43:00,5.042,0.1469999999999999,123.251,9.249,,11.029,0.008,2.15,0.0179999999999999,,9.603,,,4
2010-03-22 00:44:00,5.044,0.195,123.271,9.252,,11.027,0.006,2.224,0.014,,9.641,,,4
2010-03-22 00:45:00,5.043,0.0929999999999999,123.266,9.392,,11.041,0.008,2.244,0.0179999999999999,,9.713,,,4
2010-03-22 00:46:00,5.042,0.1409999999999999,123.251,9.559,,11.03,0.008,2.382,0.0179999999999999,,9.743,,,4
2010-03-22 00:47:00,5.041,0.1469999999999999,123.286,9.775,,11.036,0.007,2.464,0.0179999999999999,,9.78,,,4
2010-03-22 00:48:00,5.043,0.117,123.274,9.593,,11.048,0.008,2.176,0.016,,9.729,,,4
2010-03-22 00:49:00,5.043,0.039,123.248,9.556,,11.066,0.006,2.166,0.014,,9.714,,,4
2010-03-22 00:50:00,5.038,0.0749999999999999,123.207,9.708,,11.084,0.006,2.386,0.014,,9.711,,,4
2010-03-22 00:51:00,5.042,0.0449999999999999,123.197,9.767,,11.095,0.008,1.91,0.016,,9.659,,,4
2010-03-22 00:52:00,5.041,0.1409999999999999,123.259,9.62,,11.099,0.008,1.898,0.016,,9.593,,,4
2010-03-22 00:53:00,5.041,0.1769999999999999,123.236,9.466,,11.093,0.008,2.296,0.0179999999999999,,9.554,,,4
2010-03-22 00:54:00,5.04,0.0929999999999999,123.27,9.471,,11.113,0.006,2.326,0.016,,9.595,,,4
2010-03-22 00:55:00,5.037,0.0929999999999999,123.292,9.656,,11.09,0.007,2.022,0.014,,9.619,,,4
2010-03-22 00:56:00,5.037,0.1769999999999999,123.243,9.49,,11.105,0.008,2.13,0.016,,9.641,,,4
2010-03-22 00:57:00,5.042,0.0749999999999999,123.202,9.602,,11.114,0.007,2.152,0.014,,9.606000000000002,,,4
2010-03-22 00:58:00,5.042,0.105,123.267,9.898,,11.115,0.008,2.166,0.016,,9.519,,,4
2010-03-22 00:59:00,5.042,0.123,123.17,10.171,,11.134,0.008,2.224,0.0179999999999999,,9.433,,,4
2010-03-22 01:00:00,5.04,0.1409999999999999,123.251,10.118,,11.142,0.006,2.392,0.014,,9.420000000000002,,,4
2010-03-22 01:01:00,5.043,0.069,123.184,10.121,,11.151,0.007,2.172,0.014,,9.397,,,4
2010-03-22 01:02:00,5.041,0.2369999999999999,123.226,10.117,,11.124,0.007,2.062,0.014,,9.39,,,4
2010-03-22 01:03:00,5.035,0.027,123.188,10.083,,11.124,0.007,2.264,0.016,,9.275,,,4
2010-03-22 01:04:00,5.037,0.0869999999999999,123.17,9.65,,11.149,0.007,2.29,0.016,,9.195,,,4
2010-03-22 01:05:00,5.031,0.105,123.134,9.591,,11.144,0.0089999999999999,2.162,0.02,,9.193,,,4
2010-03-22 01:06:00,5.037,0.123,123.155,9.191,,11.16,0.006,2.152,0.014,,9.146,,,4
2010-03-22 01:07:00,5.033,0.117,123.15,9.133,,11.172,0.0089999999999999,2.08,0.0179999999999999,,9.171,,,4
2010-03-22 01:08:00,5.036,0.1469999999999999,123.208,8.979,,11.179,0.007,2.222,0.014,,9.099,,,4
2010-03-22 01:09:00,5.041,0.057,123.219,9.097,,11.186,0.008,2.134,0.0179999999999999,,9.057,,,4
2010-03-22 01:10:00,5.04,0.117,123.238,9.147,,11.191,0.006,2.254,0.014,,8.904,,,4
2010-03-22 01:11:00,5.046,0.0749999999999999,123.229,8.981999999999998,,11.184,0.007,2.11,0.014,,8.791,,,4
2010-03-22 01:12:00,5.043,0.231,123.214,9.015,,11.191,0.005,2.016,0.012,,8.724,,,4
2010-03-22 01:13:00,5.043,0.081,123.228,9.064,,11.201,0.0089999999999999,1.962,0.0179999999999999,,8.625999999999998,,,4
2010-03-22 01:14:00,5.037,0.033,123.277,8.9,,11.166,0.0089999999999999,1.924,0.016,,8.548,,,4
2010-03-22 01:15:00,5.036,-0.0149999999999999,123.237,8.65,,11.187,0.007,2.144,0.016,,8.537,,,4
2010-03-22 01:16:00,5.037,0.105,123.228,8.359999999999998,,11.191,0.007,2.216,0.016,,8.527,,,4
2010-03-22 01:17:00,5.033,0.063,123.253,8.397,,11.191,0.006,2.208,0.014,,8.527,,,4
2010-03-22 01:18:00,5.031,0.057,123.183,8.531,,11.17,0.008,1.888,0.016,,8.467,,,4
2010-03-22 01:19:00,5.034,0.063,123.144,8.564,,11.141,0.008,1.954,0.016,,8.442,,,4
2010-03-22 01:20:00,5.041,0.2429999999999999,123.184,8.304,,11.14,0.006,1.832,0.012,,8.387,,,4
2010-03-22 01:21:00,5.038,0.039,123.163,8.227,,11.141,0.007,2.124,0.014,,8.354,,,4
2010-03-22 01:22:00,5.031,0.0149999999999999,123.182,8.292,,11.121,0.006,2.042,0.012,,8.298,,,4
2010-03-22 01:23:00,5.037,0.0929999999999999,123.168,8.279999999999998,,11.113,0.007,2.068,0.016,,8.324,,,4
