measured_on,ac_current_other_inv_14537,ac_current_other_inv_14537_2,ac_current_other_inv_14537_3,ac_energy_inv_14537,ac_other_meter_1863,ac_other_meter_1863_2,ac_other_meter_1863_3,ac_power_inv_14537,ac_power_meter_1863,ac_power_meter_1863_2,ac_power_meter_1863_3,ac_power_meter_1863_4,ac_power_meter_1863_5,ac_power_other_meter_1863,ac_power_other_meter_1863_2,ac_power_other_meter_1863_3,ac_power_other_meter_1863_4,ac_voltage_other_inv_14537,ac_voltage_other_inv_14537_2,ac_voltage_other_inv_14537_3,ac_voltage_other_meter_1863,ac_voltage_other_meter_1863_2,ac_voltage_other_meter_1863_3,ac_voltage_other_meter_1863_4,ac_voltage_other_meter_1863_5,ac_voltage_other_meter_1863_6,battery_a_avg__82575,battery_v_min__82574,chgsource_min__82578,chgstate_min__82577,ckbatt_max__82579,cr1000temp_c_avg__82491,dc_power_inv_14537,dc_voltage_other_inv_14537,dc_voltage_other_inv_14537_2,dooropen_min__82492,irradiance_ghi_o_2196,irradiance_poa_o_2195,irradiance_poa_o_2197,irradiance_poa_o_2198,irradiance_poa_o_2199,load_a_avg__82576,qloss_ah_max__82580,rtd_c_avg_10__82590,rtd_c_avg_1__82581,rtd_c_avg_2__82582,rtd_c_avg_3__82583,rtd_c_avg_4__82584,rtd_c_avg_5__82585,rtd_c_avg_6__82586,rtd_c_avg_7__82587,rtd_c_avg_8__82588,rtd_c_avg_9__82589,sewspoairrad_wm2_avg__82524,shuntcurrent_a_avg_1__82546,shuntcurrent_a_avg_2__82547,shuntcurrent_a_avg_3__82548,shuntcurrent_a_avg_4__82549,shuntcurrent_a_avg_5__82550,shuntcurrent_a_avg_6__82551,shuntcurrent_a_avg_7__82552,shuntetot_kwh_max_1__82560,shuntetot_kwh_max_2__82561,shuntetot_kwh_max_3__82562,shuntetot_kwh_max_4__82563,shuntetot_kwh_max_5__82564,shuntetot_kwh_max_6__82565,shuntetot_kwh_max_7__82566,shuntpdc_kw_avg_1__82553,shuntpdc_kw_avg_2__82554,shuntpdc_kw_avg_3__82555,shuntpdc_kw_avg_4__82556,shuntpdc_kw_avg_5__82557,shuntpdc_kw_avg_6__82558,shuntpdc_kw_avg_7__82559,system_other_inv_14537,system_other_inv_14537_10,system_other_inv_14537_11,system_other_inv_14537_2,system_other_inv_14537_3,system_other_inv_14537_4,system_other_inv_14537_5,system_other_inv_14537_6,system_other_inv_14537_7,system_other_inv_14537_8,system_other_inv_14537_9,system_other_meter_1863,system_other_meter_1863_2,system_other_meter_1863_3,temperature_ambient_o_2200,temperature_ambient_o_2201,temperature_inverter_inv_14537,temperature_module_o_2201,wind_direction_o_2201,wind_other_o_2201,wind_other_o_2201_2,wind_other_o_2201_3,wind_other_o_2201_4,wind_speed_o_2201,wind_speed_o_2201_2,system_id
2015-01-03 00:00:00,0.0,0.0,0.0,759088.0,62.9,59.9,60.0,0.0,28406.0,351.0,65292.0,722334.0,0.0,0.0,0.0,0.0,0.0,276.0,275.5,277.0,0.0,273.0,0.0,273.0,0.0,275.0,0.002,13.95,2.0,3.0,0.0,0.171,0.0,21.02,21.56,0.0,-0.0299999999999999,-0.013,-0.017,-0.451,-0.1969999999999999,0.587,0.0,4.582,-4.51,-4.319,-4.913,-4.671,-4.896,-4.618,-4.676,-4.224,-4.239,-0.0379999999999999,-0.001,-0.001,0.001,0.003,0.011,0.005,0.0069999999999999,8501.0,11919.0,11861.0,12065.0,10235.0,10207.0,8331.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.48,0.0,60.21,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,-0.0279999999999999,-0.997,0.0,-4.531000000000001,358.2,8.29,3.0,3.532,-1.0,0.4799999999999999,0.5999999999999999,4901
2015-01-03 00:01:00,0.0,0.0,0.0,759088.0,62.9,59.9,60.0,0.0,28406.0,351.0,65292.0,722334.0,0.0,0.0,0.0,0.0,0.0,275.9,275.6,277.0,0.0,273.0,0.0,273.0,0.0,275.0,0.002,13.95,2.0,3.0,0.0,0.16,0.0,20.98,20.94,0.0,-0.025,-0.013,-0.017,-0.447,-0.193,0.587,0.0,4.615,-4.461,-4.4,-4.913,-4.657,-4.882,-4.618,-4.708,-4.224,-4.175,-0.0379999999999999,0.0,0.0,0.0,0.003,0.01,0.005,0.0069999999999999,8501.0,11919.0,11861.0,12065.0,10235.0,10207.0,8331.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.95,0.0,60.2,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.033,-1.073,0.0,-4.546,343.3,7.752,3.0,3.532,-1.0,0.4429999999999999,0.5,4901
2015-01-03 00:02:00,0.0,0.0,0.0,759088.0,62.9,59.9,60.0,0.0,28406.0,351.0,65292.0,722334.0,0.0,0.0,0.0,0.0,0.0,276.0,275.5,276.9,0.0,273.0,0.0,273.0,0.0,275.0,0.002,13.96,2.0,3.0,0.0,0.154,0.0,21.02,21.31,0.0,-0.023,-0.013,-0.017,-0.441,-0.187,0.587,0.0,4.615,-4.478,-4.415,-4.91,-4.607,-4.8,-4.618,-4.708,-4.224,-4.079,-0.0379999999999999,-0.001,0.0,0.002,0.002,0.01,0.005,0.006,8501.0,11919.0,11861.0,12065.0,10235.0,10207.0,8331.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.26,0.0,60.15,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.108,-1.139,0.0,-4.539,336.2,5.5360000000000005,3.0,3.533,-1.0,0.477,0.6999999999999998,4901
2015-01-03 00:03:00,0.0,0.0,0.0,759088.0,62.9,59.9,60.0,0.0,28406.0,351.0,65292.0,722334.0,0.0,0.0,0.0,0.0,0.0,275.8,275.7,277.1,0.0,273.0,0.0,273.0,0.0,275.0,0.002,13.95,2.0,3.0,0.0,0.138,0.0,21.03,20.61,0.0,-0.023,-0.013,-0.017,-0.439,-0.185,0.587,0.0,4.597,-4.415,-4.478,-4.896,-4.6080000000000005,-4.8,-4.665,-4.708,-4.224,-4.032,-0.0379999999999999,0.0,-0.001,0.001,0.003,0.01,0.005,0.006,8501.0,11919.0,11861.0,12065.0,10235.0,10207.0,8331.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.54,0.0,60.14,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0749999999999999,-1.122,0.0,-4.504,331.1,4.852,3.0,3.533,-1.0,0.667,1.2,4901
2015-01-03 00:04:00,0.0,0.0,0.0,759088.0,62.9,59.9,60.0,0.0,28406.0,351.0,65292.0,722334.0,0.0,0.0,0.0,0.0,0.0,276.0,275.7,277.0,0.0,273.0,0.0,273.0,0.0,275.0,0.002,13.95,2.0,3.0,0.0,0.125,0.0,21.01,19.4,0.0,-0.023,-0.013,-0.017,-0.4379999999999999,-0.184,0.5859999999999999,0.0,4.582,-4.432,-4.51,-4.896,-4.622,-4.8,-4.715,-4.708,-4.224,-4.032,-0.0379999999999999,0.0,0.001,0.001,0.002,0.01,0.006,0.006,8501.0,11919.0,11861.0,12065.0,10235.0,10207.0,8331.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.41,0.0,60.15,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.008,-1.075,0.0,-4.539,329.9,5.51,3.0,3.533,-1.0,0.662,1.1,4901
2015-01-03 00:05:00,0.0,0.0,0.0,759088.0,62.9,59.9,60.0,0.0,28406.0,351.0,65292.0,722334.0,0.0,0.0,0.0,0.0,0.0,275.7,275.8,277.2,0.0,273.0,0.0,273.0,0.0,275.0,0.002,13.95,2.0,3.0,0.0,0.1169999999999999,0.0,21.0,20.33,0.0,-0.023,-0.0139999999999999,-0.017,-0.436,-0.182,0.532,0.0,4.597,-4.51,-4.51,-4.896,-4.592,-4.8,-4.715,-4.708,-4.224,-4.05,-0.0379999999999999,0.0,0.0,0.001,0.002,0.01,0.005,0.005,8501.0,11919.0,11861.0,12065.0,10235.0,10207.0,8331.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.34,0.0,60.14,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,-0.062,-1.05,0.0,-4.582,335.0,7.095,2.833,3.532,-1.0,0.3679999999999999,0.6999999999999998,4901
2015-01-03 00:06:00,0.0,0.0,0.0,759088.0,62.9,59.9,60.0,0.0,28406.0,351.0,65292.0,722334.0,0.0,0.0,0.0,0.0,0.0,275.9,276.1,277.3,0.0,273.0,0.0,273.7,0.0,275.0,0.002,13.95,2.0,3.0,0.0,0.114,0.0,21.21,20.78,0.0,-0.023,-0.016,-0.017,-0.432,-0.178,0.217,0.0,4.6,-4.51,-4.51,-4.945,-4.558,-4.8,-4.715,-4.708,-4.224,-4.146,-0.0379999999999999,0.0,-0.001,0.001,0.003,0.01,0.005,0.006,8501.0,11919.0,11861.0,12065.0,10235.0,10207.0,8331.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.85,0.0,60.13,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,-0.066,-0.8579999999999999,0.0,-4.589,355.1,6.181,2.0,3.532,-1.0,0.268,0.4,4901
2015-01-03 00:07:00,0.0,0.0,0.0,759088.0,62.9,59.9,60.0,0.0,28406.0,351.0,65292.0,722334.0,0.0,0.0,0.0,0.0,0.0,276.1,275.8,277.1,0.0,273.0,0.0,273.4,0.0,275.0,0.003,13.95,2.0,3.0,0.0,0.098,0.0,21.11,21.2,0.0,-0.023,-0.017,-0.017,-0.437,-0.183,0.457,0.0,4.515,-4.51,-4.51,-4.939,-4.54,-4.8,-4.779,-4.708,-4.224,-4.16,-0.0379999999999999,0.0,-0.001,0.001,0.001,0.011,0.005,0.006,8501.0,11919.0,11861.0,12065.0,10235.0,10207.0,8331.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.1,0.0,60.13,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,-0.021,-0.634,0.0,-4.646,332.4,11.47,2.667,3.533,-1.0,0.2869999999999999,0.4,4901
2015-01-03 00:08:00,0.0,0.0,0.0,759088.0,62.9,59.9,60.0,0.0,28406.0,351.0,65292.0,722334.0,0.0,0.0,0.0,0.0,0.0,276.1,276.2,277.4,0.0,273.0,0.0,274.0,0.0,275.0,0.002,13.95,2.0,3.0,0.0,0.088,0.0,20.85,20.95,0.0,-0.023,-0.017,-0.017,-0.436,-0.182,0.587,0.0,4.519,-4.51,-4.51,-4.96,-4.5760000000000005,-4.768,-4.776,-4.69,-4.224,-4.192,-0.0379999999999999,-0.001,0.0,0.001,0.002,0.01,0.005,0.005,8501.0,11919.0,11861.0,12065.0,10235.0,10207.0,8331.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.93,0.0,60.16,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.005,-0.513,0.0,-4.666,304.8,4.966,3.0,3.532,-1.0,0.278,0.5,4901
2015-01-03 00:09:00,0.0,0.0,0.0,759088.0,62.9,59.9,60.0,0.0,28406.0,351.0,65292.0,722334.0,0.0,0.0,0.0,0.0,0.0,276.4,276.0,277.3,0.0,273.0,0.0,274.0,0.0,275.0,0.002,13.95,2.0,3.0,0.0,0.074,0.0,20.84,20.65,0.0,-0.023,-0.017,-0.017,-0.436,-0.181,0.587,0.0,4.504,-4.496,-4.574,-4.942,-4.593,-4.704,-4.811,-4.612,-4.224,-4.224,-0.0379999999999999,0.0,0.0,0.001,0.002,0.01,0.005,0.006,8501.0,11919.0,11861.0,12065.0,10235.0,10207.0,8331.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.67,0.0,60.14,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.031,-0.4289999999999999,0.0,-4.681,302.8,5.1610000000000005,3.0,3.532,-1.0,0.4029999999999999,0.5,4901
