measured_on,ac_current__319,ac_current__379,ac_power__315,ac_power__375,ac_voltage__318,ac_voltage__378,ambient_temp__320,ambient_temp__380,das_battery_voltage__326,das_battery_voltage__386,das_temp__325,das_temp__385,dc_pos_current__317,dc_pos_current__377,dc_pos_voltage__316,dc_pos_voltage__376,dc_power__314,dc_power__374,inverter_temp__324,inverter_temp__384,module_temp_1__321,module_temp_1__381,module_temp_2__322,module_temp_2__382,module_temp_3__323,module_temp_3__383,poa_irradiance__313,poa_irradiance__373,power_factor__327,power_factor__387,system_id
2012-02-15 00:00:00,0.1850999999999999,,3.445,,122.3223,,-1.2765,,13.8713,,-1.8008,,-0.0066,,2.0077,,-0.0126999999999999,,-1.569,,-2.6687,,-3.1612,,-2.6224,,-2.2603,,0.1252999999999999,,4
2012-02-15 00:01:00,0.1850999999999999,,3.4019,,122.3432,,-1.1623,,13.8713,,-1.8008,,-0.0066,,1.7567,,-0.0126999999999999,,-1.5675,,-2.6767,,-3.1859,,-2.6224,,-2.3198,,0.1255999999999999,,4
2012-02-15 00:02:00,0.1850999999999999,,3.402,,122.3233,,-1.0555,,13.8713,,-1.8008,,-0.0088999999999999,,1.8594,,-0.0175,,-1.5538,,-2.6702,,-3.1409,,-2.5832,,-2.3793,,0.1247,,4
2012-02-15 00:03:00,0.1849,,3.4235,,122.3099,,-1.158,,13.8712,,-1.8008,,-0.01,,1.5286,,-0.0162999999999999,,-1.5545,,-2.71,,-3.1757,,-2.6347,,-2.2603,,0.1255999999999999,,4
2012-02-15 00:04:00,0.1850999999999999,,3.2943,,122.3122,,-1.1166,,13.8708,,-1.8008,,-0.0061999999999999,,1.7967,,-0.0115,,-1.5466,,-2.6912,,-3.1837,,-2.6281,,-2.6767,,0.1245,,4
2012-02-15 00:05:00,0.1864,,3.3589,,122.3414,,-1.0079,,13.8712,,-1.7896,,-0.0112,,1.7682,,-0.0207999999999999,,-1.5129,,-2.6313,,-3.1426,,-2.5668,,-2.2008,,0.1255999999999999,,4
2012-02-15 00:06:00,0.1857,,3.2513,,122.3145,,-1.182,,13.8716,,-1.7783,,-0.0103,,2.0077,,-0.0201999999999999,,-1.5146,,-2.6736,,-3.1705,,-2.6316,,-2.3198,,0.1237999999999999,,4
2012-02-15 00:07:00,0.1852999999999999,,3.3589,,122.3129,,-1.3034,,13.8712,,-1.7783,,-0.0074999999999999,,1.7168,,-0.0129,,-1.5428,,-2.7171,,-3.2213,,-2.6483,,-2.1414,,0.1244,,4
2012-02-15 00:08:00,0.1855,,3.3805,,122.3099,,-1.2605,,13.8711,,-1.7783,,-0.0057,,1.8937,,-0.0088999999999999,,-1.5536,,-2.6946,,-3.1719,,-2.6084,,-2.4983,,0.1244,,4
2012-02-15 00:09:00,0.1852999999999999,,3.3374,,122.2192,,-1.0838,,13.8706,,-1.7783,,-0.0043,,1.8138,,-0.008,,-1.537,,-2.654,,-3.1792,,-2.5903,,-2.4983,,0.1247,,4
2012-02-15 00:10:00,0.1862,,3.3374,,122.2401,,-1.2023,,13.8701,,-1.7783,,-0.0074999999999999,,1.8823,,-0.0135,,-1.55,,-2.6809,,-3.2024,,-2.6323,,-2.2604,,0.1246,,4
2012-02-15 00:11:00,0.1845999999999999,,3.4451,,122.259,,-1.2765,,13.871,,-1.7783,,-0.0045999999999999,,1.8252,,-0.0083999999999999,,-1.5681,,-2.7266,,-3.2503,,-2.7019,,-2.1414,,0.1235,,4
2012-02-15 00:12:00,0.1850999999999999,,3.402,,122.3123,,-1.39,,13.8705,,-1.7783,,-0.0119,,2.0077,,-0.0207999999999999,,-1.5941,,-2.8266,,-3.3701,,-2.8397,,-2.2604,,0.1242999999999999,,4
