measured_on,ac_current__319,ac_power__315,ac_voltage__318,ambient_temp__320,battery_pack_voltage__1363,control_module_voltage__1371,das_battery_voltage__1369,das_battery_voltage__326,das_temp__1368,das_temp__325,dc_pos_current__317,dc_pos_voltage__316,dc_power__314,dcdc_1_voltage__1364,dcdc_2_voltage__1365,dcdc_exhaust_temp__1367,interior_temp__1366,inverter_temp__324,module_temp_1__321,module_temp_2__322,module_temp_3__323,poa_irradiance__313,power_factor__327,program_codeset__1373,resistor_box_3_temp__1370,vcm_above_threshold__1372,system_id
2012-04-04 00:00:00,0.1855999999999999,3.3997,121.7425,1.6242,,,,13.7806,,2.0534,-0.0005,2.6505,-0.0033999999999999,,,,,1.41,1.0491,1.0397,1.2684,-0.2973,0.1277,,,,4
2012-04-04 00:01:00,0.1862,3.3352,121.763,1.5888,,,,13.7802,,2.0534,-0.0038999999999999,2.451,-0.0086,,,,,1.4136,1.0513,1.039,1.2655,-0.3568,0.1285999999999999,,,,4
2012-04-04 00:02:00,0.1855999999999999,3.1846,121.7373,1.557,,,,13.7802,,2.0534,-0.0016,2.451,-0.005,,,,,1.4121,1.0599,1.0548,1.2741,-0.1784,0.1279,,,,4
2012-04-04 00:03:00,0.1862,3.3567,121.7202,1.5635,,,,13.7806,,2.0534,-0.0058999999999999,2.4567,-0.0159,,,,,1.4143,1.08,1.0671,1.2986,-0.2973,0.1287,,,,4
2012-04-04 00:04:00,0.1854,3.2491,121.7117,1.6091,,,,13.7806,,2.0534,-0.0016,2.4453,-0.0028999999999999,,,,,1.4157,1.0966,1.0958,1.328,-0.6541,0.1285,,,,4
2012-04-04 00:05:00,0.1857999999999999,3.1846,121.7151,1.643,,,,13.7802,,2.0534,-0.0011,2.5992,-0.0032,,,,,1.4208,1.1239,1.103,1.3302,-0.1784,0.1275999999999999,,,,4
2012-04-04 00:06:00,0.1854,3.2706,121.7134,1.596,,,,13.7802,,2.0534,-0.0064,2.4054,-0.0146,,,,,1.4229,1.1375,1.1131,1.3252,-0.2378,0.1282,,,,4
2012-04-04 00:07:00,0.1852,3.3567,121.6997,1.5685,,,,13.7802,,2.0534,0.0025,2.3085,0.0054,,,,,1.4258,1.1468,1.1368,1.3309,-0.1784,0.128,,,,4
2012-04-04 00:08:00,0.1865,3.3782,121.6895,1.5519,,,,13.7802,,2.0534,-0.0061999999999999,2.5479,-0.0159,,,,,1.4236,1.1598,1.1346,1.3215,0.0,0.1283999999999999,,,,4
2012-04-04 00:09:00,0.1857999999999999,3.3137,121.6604,1.5179,,,,13.7797,,2.0534,-0.0051999999999999,2.4738,-0.0162999999999999,,,,,1.42,1.1692,1.1411,1.3194,-0.2973,0.1274,,,,4
2012-04-04 00:10:00,0.1857999999999999,3.3352,121.657,1.5215,,,,13.7802,,2.0534,-0.0033999999999999,2.7246,-0.0089999999999999,,,,,1.4186,1.1785,1.1497,1.3252,-0.1784,0.128,,,,4
2012-04-04 00:11:00,0.1849,3.2706,121.6142,1.4977,,,,13.7793,,2.0534,-0.0033999999999999,2.451,-0.0063,,,,,1.4157,1.1807,1.144,1.3101,-0.1784,0.1282,,,,4
2012-04-04 00:12:00,0.1855999999999999,3.2706,121.5971,1.421,,,,13.7806,,2.0534,-0.0023,2.6505,-0.004,,,,,1.4121,1.1677,1.1418,1.295,-0.1784,0.1280999999999999,,,,4
2012-04-04 00:13:00,0.186,3.3352,121.6963,1.3986,,,,13.7793,,2.0534,-0.0045999999999999,2.6619,-0.0132999999999999,,,,,1.4028,1.1627,1.139,1.2799,-0.3568,0.1285999999999999,,,,4
2012-04-04 00:14:00,0.1855999999999999,3.3137,121.7134,1.3922,,,,13.7797,,2.0572,0.0,2.4909,-0.0015,,,,,1.4022,1.1564,1.1284,1.2721,-0.5352,0.1275999999999999,,,,4
2012-04-04 00:15:00,0.1855999999999999,3.2276,121.7117,1.3968,,,,13.7793,,2.0704,0.0005,2.4054,0.001,,,,,1.4133,1.1531,1.1336,1.2688,0.0,0.128,,,,4
2012-04-04 00:16:00,0.1865,3.2706,121.7117,1.4104,,,,13.7797,,2.076,-0.0035999999999999,2.2686,-0.0082,,,,,1.4161,1.1537,1.1436,1.263,-0.2379,0.1279,,,,4
2012-04-04 00:17:00,0.1855999999999999,3.3137,121.7202,1.4733,,,,13.7788,,2.076,-0.0083999999999999,2.4111,-0.0205,,,,,1.4196,1.163,1.1457,1.2665,-0.2379,0.1285999999999999,,,,4
2012-04-04 00:18:00,0.1857999999999999,3.2922,121.7254,1.495,,,,13.7802,,2.076,-0.0018,2.5593,-0.0028999999999999,,,,,1.4211,1.1594,1.1357,1.2594,-0.3568,0.1279,,,,4
2012-04-04 00:19:00,0.1857999999999999,3.3137,121.7134,1.4928,,,,13.7788,,2.076,-0.0027,2.736,-0.0061999999999999,,,,,1.4161,1.1602,1.1314,1.2471,-0.3568,0.1285,,,,4
2012-04-04 00:20:00,0.1849,3.3352,121.7493,1.4935,,,,13.7793,,2.076,-0.0032,2.4795,-0.0079,,,,,1.4182,1.1609,1.1372,1.2414,-0.2379,0.1277,,,,4
2012-04-04 00:21:00,0.1857999999999999,3.2922,121.7476,1.4986,,,,13.7797,,2.076,0.0002,2.6619,0.004,,,,,1.4182,1.1666,1.1451,1.2414,-0.2379,0.1282,,,,4
2012-04-04 00:22:00,0.1854,3.2276,121.7442,1.487,,,,13.7788,,2.076,-0.0016,2.5023,-0.0044,,,,,1.4204,1.1688,1.1436,1.2378,-0.2973,0.1274,,,,4
2012-04-04 00:23:00,0.1855999999999999,3.3137,121.7408,1.4733,,,,13.7788,,2.076,-0.0035999999999999,2.5194,-0.0080999999999999,,,,,1.4189,1.1645,1.153,1.2385,-0.3568,0.1287,,,,4
2012-04-04 00:24:00,0.186,3.1846,121.7305,1.4964,,,,13.7802,,2.076,-0.0064,2.7132,-0.0201999999999999,,,,,1.4204,1.1767,1.1602,1.2472,-0.2973,0.1278,,,,4
2012-04-04 00:25:00,0.1857999999999999,3.3137,121.7391,1.5326,,,,13.7793,,2.076,-0.0035,2.5194,-0.0129,,,,,1.4211,1.1868,1.1666,1.2615,-0.5946,0.1283999999999999,,,,4
2012-04-04 00:26:00,0.1852,3.3137,121.7562,1.5536,,,,13.7797,,2.076,0.0006999999999999,2.3256,0.0011,,,,,1.4211,1.1853,1.1889,1.2932,-0.2378,0.1285,,,,4
2012-04-04 00:27:00,0.1855999999999999,3.3137,121.7562,1.5702,,,,13.7788,,2.076,-0.0082,2.5137,-0.0199,,,,,1.4211,1.1925,1.1975,1.3255,-0.2378,0.1283999999999999,,,,4
2012-04-04 00:28:00,0.186,3.3352,121.7767,1.5803,,,,13.7793,,2.076,-0.0014,2.5536,-0.0014,,,,,1.4211,1.1947,1.1983,1.337,-0.2973,0.1287,,,,4
2012-04-04 00:29:00,0.1855999999999999,3.2276,121.7835,1.6071,,,,13.7797,,2.076,-0.0018,2.4396,-0.0051,,,,,1.4211,1.204,1.2012,1.3464,-0.4757,0.1283,,,,4
2012-04-04 00:30:00,0.1855999999999999,3.2922,121.7989,1.6165,,,,13.7793,,2.076,-0.0025,2.6619,-0.0058999999999999,,,,,1.4211,1.2076,1.2076,1.355,-0.2379,0.128,,,,4
2012-04-04 00:31:00,0.1855999999999999,3.3352,121.8092,1.6403,,,,13.7784,,2.076,-0.0011,2.4681,-0.0002999999999999,,,,,1.4225,1.2083,1.2155,1.3744,-0.4162,0.1280999999999999,,,,4
2012-04-04 00:32:00,0.1842999999999999,3.2276,121.7784,1.6734,,,,13.7797,,2.0845,-0.0027,2.2686,-0.0064999999999999,,,,,1.431,1.2219,1.2391,1.4102,-0.7136,0.1288,,,,4
2012-04-04 00:33:00,0.1854,3.2276,121.775,1.691,,,,13.7784,,2.0964,-0.0051999999999999,2.6676,-0.0152,,,,,1.4436,1.2366,1.2639,1.4364,-0.4757,0.1278,,,,4
2012-04-04 00:34:00,0.1857999999999999,3.2922,121.7715,1.7185,,,,13.7793,,2.0964,-0.0051999999999999,2.679,-0.0129,,,,,1.4515,1.2517,1.2718,1.4458,-0.5352,0.1290999999999999,,,,4
2012-04-04 00:35:00,0.1852,3.3352,121.7562,1.7626,,,,13.7774,,2.0964,-0.0016,2.1603,-0.0035,,,,,1.4573,1.2812,1.274,1.4501,-0.5946,0.1285999999999999,,,,4
2012-04-04 00:36:00,0.1852,3.2922,121.7527,1.6831,,,,13.7774,,2.0964,-0.0066,2.7303,-0.0190999999999999,,,,,1.4493,1.2934,1.2747,1.44,-0.2973,0.1283999999999999,,,,4
2012-04-04 00:37:00,0.1870999999999999,3.3352,121.7391,1.6722,,,,13.7774,,2.0964,-0.0106999999999999,2.2629,-0.0247,,,,,1.4414,1.3099,1.284,1.4443,-0.2379,0.1288999999999999,,,,4
2012-04-04 00:38:00,0.1857999999999999,3.2922,121.7442,1.6996,,,,13.777,,2.102,-0.0035999999999999,2.5194,-0.0115,,,,,1.4543,1.3328,1.2933,1.4543,-0.2379,0.1292,,,,4
2012-04-04 00:39:00,0.1862,3.2706,121.7613,1.6988,,,,13.7779,,2.1171,-0.0047999999999999,2.5023,-0.0121,,,,,1.4679,1.3501,1.3098,1.4694,0.0,0.1285,,,,4
2012-04-04 00:40:00,0.1857999999999999,3.2491,121.7681,1.6681,,,,13.7774,,2.119,-0.0041,2.793,-0.0134,,,,,1.4641,1.3599,1.3261,1.4835,0.0,0.1288999999999999,,,,4
2012-04-04 00:41:00,0.1869,3.2922,121.775,1.6457,,,,13.7779,,2.119,-0.0020999999999999,2.5194,-0.0057999999999999,,,,,1.4641,1.3541,1.3376,1.482,-0.1189,0.128,,,,4
2012-04-04 00:42:00,0.1857999999999999,3.2922,121.7938,1.611,,,,13.7779,,2.119,-0.0018,2.8044,-0.0047,,,,,1.4641,1.352,1.3434,1.4921,-0.1784,0.1275999999999999,,,,4
2012-04-04 00:43:00,0.1852,3.3997,121.828,1.637,,,,13.777,,2.119,-0.0008999999999999,2.4282,-0.0033999999999999,,,,,1.4641,1.3541,1.3311,1.4864,-0.5946,0.1268,,,,4
2012-04-04 00:44:00,0.1867,3.4213,121.8776,1.6587,,,,13.7765,,2.119,-0.003,2.5023,-0.0051999999999999,,,,,1.4605,1.357,1.3218,1.4741,-0.1784,0.129,,,,4
2012-04-04 00:45:00,0.1857999999999999,3.2491,121.8365,1.6045,,,,13.7765,,2.119,-0.0105,2.6733,-0.028,,,,,1.4519,1.3462,1.311,1.454,-0.3568,0.1285999999999999,,,,4
2012-04-04 00:46:00,0.1857999999999999,3.2276,121.8126,1.5206,,,,13.7761,,2.119,0.0002,2.3826,-0.001,,,,,1.4461,1.3297,1.3081,1.4403,-0.1189,0.1288,,,,4
2012-04-04 00:47:00,0.1857999999999999,3.3137,121.8622,1.5401,,,,13.7765,,2.119,-0.0095999999999999,2.6277,-0.0262,,,,,1.4468,1.3455,1.3175,1.4576,0.0,0.1282,,,,4
2012-04-04 00:48:00,0.1855999999999999,3.3137,121.8143,1.6023,,,,13.7774,,2.119,0.0002,2.394,-0.003,,,,,1.4468,1.3513,1.3268,1.4662,-0.2973,0.1279,,,,4
2012-04-04 00:49:00,0.1855999999999999,3.3567,121.857,1.6117,,,,13.7765,,2.119,-0.0041,2.2515,-0.0111,,,,,1.4468,1.3505,1.3297,1.4734,-0.2973,0.1283,,,,4
2012-04-04 00:50:00,0.186,3.3137,121.8998,1.6226,,,,13.7756,,2.119,-0.0025,2.3712,-0.0063,,,,,1.4461,1.3412,1.3247,1.4734,-0.3568,0.1279,,,,4
2012-04-04 00:51:00,0.186,3.2491,121.8605,1.611,,,,13.7774,,2.119,-0.0006999999999999,2.337,-0.002,,,,,1.444,1.3369,1.3233,1.4634,-0.4162,0.1287,,,,4
2012-04-04 00:52:00,0.1854,3.3352,121.8536,1.578,,,,13.7779,,2.1206,-0.0095999999999999,2.6277,-0.0259999999999999,,,,,1.4414,1.3271,1.3048,1.4435,-0.3568,0.1279,,,,4
2012-04-04 00:53:00,0.1852,3.2706,121.8502,1.5381,,,,13.7765,,2.1342,-0.0051999999999999,2.223,-0.0121,,,,,1.4456,1.3263,1.3091,1.4449,-0.2378,0.1280999999999999,,,,4
2012-04-04 00:54:00,0.1865,3.2922,121.8075,1.5511,,,,13.777,,2.1393,0.0011,2.4168,0.0019,,,,,1.45,1.3264,1.3127,1.4428,-0.1784,0.1287,,,,4
2012-04-04 00:55:00,0.1857999999999999,3.2706,121.828,1.5656,,,,13.7761,,2.1393,0.0066,2.3541,0.0165,,,,,1.45,1.3371,1.312,1.4421,-0.4162,0.1288999999999999,,,,4
2012-04-04 00:56:00,0.1862,3.3137,121.7784,1.58,,,,13.7765,,2.1393,-0.0064,2.5821,-0.0178999999999999,,,,,1.4485,1.3328,1.3134,1.4471,-0.1784,0.1288,,,,4
2012-04-04 00:57:00,0.1855999999999999,3.3352,121.7493,1.6003,,,,13.7761,,2.1393,-0.0105,2.4795,-0.0258999999999999,,,,,1.4421,1.3415,1.312,1.4356,-0.6541,0.1288999999999999,,,,4
2012-04-04 00:58:00,0.1845,3.2491,121.7733,1.5996,,,,13.7756,,2.1393,-0.005,2.394,-0.0126,,,,,1.4342,1.3415,1.3113,1.432,-0.5352,0.1292,,,,4
2012-04-04 00:59:00,0.186,3.3352,121.7562,1.6104,,,,13.7761,,2.1393,-0.0032,2.6391,-0.0083,,,,,1.4342,1.3422,1.3041,1.4313,-0.3568,0.1287,,,,4
2012-04-04 01:00:00,0.1857999999999999,3.3567,121.7476,1.6162,,,,13.7765,,2.1393,-0.0045999999999999,2.4396,-0.0099,,,,,1.4327,1.3415,1.2947,1.4212,-0.2973,0.1287,,,,4
2012-04-04 01:01:00,0.1854,3.2922,121.7784,1.6024,,,,13.7765,,2.1393,-0.0064,2.4339,-0.0141,,,,,1.4327,1.3364,1.2904,1.4083,-0.2973,0.1288,,,,4
2012-04-04 01:02:00,0.1862,3.3137,121.7938,1.5656,,,,13.7761,,2.1393,-0.0057,2.3826,-0.0122,,,,,1.4313,1.3299,1.2825,1.3925,-0.2973,0.128,,,,4
2012-04-04 01:03:00,0.1852,3.2922,121.8126,1.4969,,,,13.7779,,2.1393,-0.0067999999999999,2.5308,-0.0166,,,,,1.4263,1.3206,1.2775,1.3839,-0.2973,0.1288,,,,4
2012-04-04 01:04:00,0.1852,3.3137,121.8246,1.486,,,,13.7774,,2.1393,-0.0016,2.4168,-0.004,,,,,1.4198,1.3228,1.284,1.3896,-0.4162,0.1283,,,,4
2012-04-04 01:05:00,0.1855999999999999,3.3352,121.7886,1.4708,,,,13.7779,,2.1393,-0.0006999999999999,2.508,-0.0011,,,,,1.4162,1.3163,1.2767,1.3802,-0.1784,0.1288,,,,4
2012-04-04 01:06:00,0.1855999999999999,3.3137,121.7818,1.431,,,,13.7774,,2.1393,0.0020999999999999,2.3256,0.0038999999999999,,,,,1.4155,1.304,1.271,1.3659,-0.1784,0.1288,,,,4
2012-04-04 01:07:00,0.1857999999999999,3.2706,121.7818,1.4368,,,,13.7784,,2.1393,0.0005,2.4054,0.001,,,,,1.414,1.3012,1.2761,1.363,-0.2378,0.1285,,,,4
2012-04-04 01:08:00,0.1862,3.3567,121.8263,1.426,,,,13.7774,,2.1393,0.0002,2.4111,-0.0005999999999999,,,,,1.4155,1.2933,1.2753,1.3594,-0.3568,0.1290999999999999,,,,4
2012-04-04 01:09:00,0.1862,3.2922,121.8211,1.3913,,,,13.7784,,2.1393,-0.005,2.4795,-0.0103,,,,,1.4047,1.2897,1.2854,1.3695,-0.2973,0.128,,,,4
2012-04-04 01:10:00,0.1854,3.2922,121.8827,1.4397,,,,13.777,,2.1393,-0.0011,2.5878,-0.0043,,,,,1.4033,1.3034,1.3026,1.3889,-0.2973,0.1292,,,,4
2012-04-04 01:11:00,0.1854,3.2276,121.881,1.3717,,,,13.7774,,2.1393,-0.0047999999999999,2.4852,-0.0126999999999999,,,,,1.3997,1.2983,1.2868,1.3666,-0.2973,0.1288,,,,4
2012-04-04 01:12:00,0.1862,3.2922,121.8382,1.2915,,,,13.7784,,2.1393,-0.0047999999999999,2.5992,-0.0117,,,,,1.3896,1.2789,1.2703,1.3436,-0.3568,0.1290999999999999,,,,4
