measured_on,ac_current__319,ac_current__3979,ac_current_a__3978,ac_power__315,ac_va__3982,ac_vars__3981,ac_volage_c-a__3977,ac_voltage__318,ac_voltage_a-n__3975,ac_voltage_c_n__3976,ac_w__3980,ambient_temp__320,ambient_temp__3969,das_batt_vdc__3986,das_battery_voltage__326,das_temp__325,dc_current__3973,dc_pos_current__317,dc_pos_voltage__316,dc_power__314,dc_power__3971,dc_voltage__3972,frequency__3984,inverter_temp__324,mod_temperature__3974,module_temp_1__321,module_temp_2__322,module_temp_3__323,neutral_current__3985,panel_temperatuer__3987,poa_irradiance__313,poa_irradiance__3970,power_factor__327,power_factor__3983,system_id
2012-07-13 00:00:00,0.1885999999999999,,,3.2025,,,,122.71,,,,21.94,,,13.2719,21.5847,,0.0109,1.3551,0.0149,,,,21.6142,,19.6882,19.7512,20.0116,,,-3.1462,,0.1337,,4
2012-07-13 00:01:00,0.1882,,,3.2885,,,,122.7367,,,,21.885,,,13.2719,21.5643,,0.0251,1.0989,0.0256,,,,21.5891,,19.708,19.717,20.0085,,,-3.1462,,0.134,,4
2012-07-13 00:02:00,0.1888,,,3.2455,,,,122.7212,,,,21.8576,,,13.271,21.5598,,0.0179999999999999,1.1843,0.0208999999999999,,,,21.579,,19.716,19.7298,19.984,,,-3.0868,,0.1328999999999999,,4
2012-07-13 00:03:00,0.1888,,,3.267,,,,122.8059,,,,21.8375,,,13.2723,21.5598,,0.021,1.116,0.0233,,,,21.5687,,19.68,19.6848,19.9466,,,-3.0274,,0.1328,,4
2012-07-13 00:04:00,0.1884,,,3.4175,,,,122.8991,,,,21.8576,,,13.2733,21.5598,,0.0156999999999999,1.1103,0.016,,,,21.568,,19.6786,19.7146,19.9341,,,-3.0274,,0.1336,,4
2012-07-13 00:05:00,0.1884,,,3.2886,,,,122.9478,,,,21.8447,,,13.2733,21.5553,,0.0184,0.9964,0.0178,,,,21.5531,,19.6643,19.6921,19.9164,,,-2.9681,,0.1327,,4
2012-07-13 00:06:00,0.1885999999999999,,,3.3961,,,,122.73,,,,21.7779,,,13.2733,21.535,,0.0178,1.2413,0.0229,,,,21.5218,,19.5947,19.6301,19.8385,,,-3.1462,,0.1337,,4
2012-07-13 00:07:00,0.1889,,,3.1167,,,,122.454,,,,21.793,,,13.2733,21.5327,,0.0175,1.2697,0.0217,,,,21.5167,,19.5724,19.6257,19.8356,,,-3.2056,,0.1331,,4
2012-07-13 00:08:00,0.1884,,,3.3961,,,,122.4871,,,,21.8619,,,13.2737,21.5169,,0.0221,1.2071,0.0265999999999999,,,,21.4954,,19.5399,19.6036,19.8086,,,-3.443,,0.1335,,4
2012-07-13 00:09:00,0.1890999999999999,,,3.2672,,,,122.5099,,,,21.9825,,,13.2737,21.5056,,0.0194,1.0818,0.0183,,,,21.4972,,19.5562,19.6275,19.827,,,-3.3836,,0.1343,,4
2012-07-13 00:10:00,0.1884,,,3.2457,,,,122.5872,,,,21.911,,,13.2737,21.5056,,0.0241,1.4747,0.0364,,,,21.4945,,19.5478,19.5804,19.8021,,,-3.2649,,0.1338999999999999,,4
2012-07-13 00:11:00,0.1890999999999999,,,3.0093,,,,122.6339,,,,21.8777,,,13.2733,21.5056,,0.0141,1.1502,0.0183,,,,21.4958,,19.543,19.5978,19.8042,,,-3.0275,,0.133,,4
2012-07-13 00:12:00,0.1890999999999999,,,3.4821,,,,122.6256,,,,21.8416,,,13.2742,21.5056,,0.0171,1.2868,0.0218999999999999,,,,21.4889,,19.532,19.5784,19.791,,,-2.9681,,0.1338,,4
2012-07-13 00:13:00,0.1885999999999999,,,3.4391,,,,122.6176,,,,21.8246,,,13.2737,21.5011,,0.0205,1.2071,0.0224999999999999,,,,21.481,,19.5295,19.6043,19.8059,,,-3.0868,,0.1346,,4
2012-07-13 00:14:00,0.1885999999999999,,,3.3961,,,,122.6802,,,,21.8624,,,13.2737,21.4785,,0.0213999999999999,1.2811,0.0275,,,,21.4625,,19.5789,19.6405,19.894,,,-2.9681,,0.1333999999999999,,4
2012-07-13 00:15:00,0.1889,,,3.3531,,,,122.6608,,,,21.9755,,,13.2737,21.4785,,0.0223,1.1786,0.0254999999999999,,,,21.4708,,19.635,19.6711,19.9079,,,-3.0869,,0.1333,,4
2012-07-13 00:16:00,0.1893,,,3.4176,,,,122.6645,,,,21.9455,,,13.2737,21.4762,,0.0216,1.2185,0.0264,,,,21.4754,,19.6619,19.6972,19.9382,,,-2.9088,,0.1327,,4
2012-07-13 00:17:00,0.1884,,,3.1597,,,,122.6245,,,,21.8929,,,13.2737,21.4514,,0.0218999999999999,1.1274,0.0241999999999999,,,,21.4527,,19.6175,19.6535,19.8772,,,-2.8494,,0.1338999999999999,,4
2012-07-13 00:18:00,0.1889,,,3.3531,,,,122.6382,,,,21.8971,,,13.2742,21.4514,,0.0137,1.116,0.0132999999999999,,,,21.4492,,19.5357,19.5891,19.783,,,-3.0869,,0.1333999999999999,,4
