measured_on,ac_current__319,ac_power__315,ac_voltage__318,ambient_temp__320,das_temp__325,dc_pos_current__317,dc_pos_voltage__316,dc_power__314,module_temp_1__321,system_id
2010-06-21 00:00:00,5.006,-0.039,122.069,18.506,22.665,0.006,1.698,0.01,21.285,4
2010-06-21 00:01:00,5.007,0.137,122.019,18.433,22.643,0.008,1.51,0.012,21.23,4
2010-06-21 00:02:00,5.009,-0.226,122.046,18.39,22.611,0.007,1.462,0.01,21.172,4
2010-06-21 00:03:00,5.011,-0.0609999999999999,122.065,18.325,22.567,0.006,1.62,0.01,21.065,4
2010-06-21 00:04:00,5.006,-0.193,122.049,18.152,22.532,0.006,1.606,0.008,21.015,4
2010-06-21 00:05:00,5.012,0.0879999999999999,122.084,18.155,22.518,0.006,1.434,0.01,21.071,4
2010-06-21 00:06:00,5.005,0.066,122.137,18.25,22.486,0.007,1.336,0.01,21.092,4
2010-06-21 00:07:00,5.002,-0.028,122.143,18.193,22.457,0.006,1.48,0.01,21.077,4
2010-06-21 00:08:00,5.01,-0.039,122.155,18.121,22.43,0.007,1.386,0.01,21.038,4
2010-06-21 00:09:00,5.005,-0.281,122.092,18.102,22.415,0.007,1.536,0.01,21.0,4
2010-06-21 00:10:00,5.008,0.0,122.139,18.096,22.395,0.006,1.53,0.008,20.961,4
2010-06-21 00:11:00,5.009,0.099,122.163,18.099,22.347,0.006,1.626,0.01,20.915,4
2010-06-21 00:12:00,5.012,-0.182,122.164,18.08,22.318,0.006,1.626,0.01,20.858,4
2010-06-21 00:13:00,5.011,-0.2919999999999999,122.195,18.029,22.302,0.006,1.47,0.008,20.839,4
2010-06-21 00:14:00,5.014,-0.248,122.22,17.983,22.263,0.006,1.66,0.012,20.812,4
2010-06-21 00:15:00,5.012,0.22,122.171,17.906,22.201,0.008,1.632,0.012,20.74,4
2010-06-21 00:16:00,5.013,-0.0609999999999999,122.132,17.838,22.187,0.006,1.47,0.008,20.63,4
2010-06-21 00:17:00,5.012,0.0,122.164,17.821,22.168,0.007,1.446,0.01,20.596,4
2010-06-21 00:18:00,5.015,-0.215,122.163,17.852,22.144,0.006,1.51,0.008,20.527,4
2010-06-21 00:19:00,5.014,-0.188,122.204,17.885,22.107,0.006,1.33,0.008,20.468,4
2010-06-21 00:20:00,5.017,0.0379999999999999,122.198,17.816,22.07,0.0089999999999999,1.518,0.014,20.428,4
2010-06-21 00:21:00,5.006,-0.199,122.195,17.807,22.047,0.008,1.63,0.012,20.385,4
2010-06-21 00:22:00,5.014,0.192,122.155,17.846,22.023,0.006,1.632,0.008,20.419,4
2010-06-21 00:23:00,5.017,-0.193,122.245,17.94,21.999,0.005,1.624,0.008,20.437,4
2010-06-21 00:24:00,5.026,0.225,122.231,17.957,21.958,0.007,1.504,0.01,20.419,4
2010-06-21 00:25:00,5.018,-0.083,122.235,17.879,21.959,0.006,1.62,0.01,20.462,4
2010-06-21 00:26:00,5.014,-0.0109999999999999,122.277,17.852,21.96,0.007,1.644,0.012,20.484,4
2010-06-21 00:27:00,5.018,0.1479999999999999,122.235,17.802,21.873,0.006,1.674,0.01,20.474,4
2010-06-21 00:28:00,5.012,-0.039,122.284,17.779,21.867,0.007,1.422,0.01,20.409,4
2010-06-21 00:29:00,5.014,-0.182,122.255,17.775,21.843,0.006,1.234,0.008,20.274,4
2010-06-21 00:30:00,5.012,0.0709999999999999,122.191,17.77,21.797,0.004,1.548,0.006,20.146,4
2010-06-21 00:31:00,5.013,0.016,122.302,17.692,21.738,0.006,1.59,0.01,20.021,4
2010-06-21 00:32:00,5.013,-0.05,122.308,17.607,21.717,0.006,1.492,0.01,19.967,4
2010-06-21 00:33:00,5.017,-0.155,122.317,17.473,21.721,0.007,1.428,0.01,19.948,4
2010-06-21 00:34:00,5.016,0.0879999999999999,122.295,17.419,21.656,0.005,1.396,0.008,19.838,4
2010-06-21 00:35:00,5.022,-0.1439999999999999,122.294,17.356,21.608,0.007,1.308,0.01,19.751,4
2010-06-21 00:36:00,5.014,0.0,122.364,17.35,21.611,0.006,1.366,0.008,19.711,4
2010-06-21 00:37:00,5.016,-0.039,122.342,17.322,21.592,0.007,1.344,0.01,19.628,4
2010-06-21 00:38:00,5.014,-0.182,122.245,17.301,21.598,0.005,1.446,0.008,19.603,4
2010-06-21 00:39:00,5.011,-0.0769999999999999,122.297,17.293,21.528,0.007,1.356,0.01,19.62,4
2010-06-21 00:40:00,5.019,0.049,122.34,17.284,21.528,0.008,1.414,0.012,19.701,4
2010-06-21 00:41:00,5.022,0.1809999999999999,122.317,17.297,21.521,0.005,1.402,0.006,19.746,4
2010-06-21 00:42:00,5.018,-0.4239999999999999,122.357,17.377,21.466,0.007,1.438,0.01,19.745,4
2010-06-21 00:43:00,5.016,-0.105,122.41,17.456,21.436,0.005,1.456,0.006,19.762,4
2010-06-21 00:44:00,5.021,-0.028,122.394,17.541,21.378,0.007,1.482,0.01,19.757,4
2010-06-21 00:45:00,5.02,-0.1489999999999999,122.403,17.58,21.401,0.005,1.2,0.008,19.767,4
2010-06-21 00:46:00,5.021,-0.105,122.359,17.679,21.327,0.006,1.402,0.008,19.86,4
2010-06-21 00:47:00,5.018,-0.166,122.391,17.709,21.343,0.006,1.186,0.008,19.951,4
2010-06-21 00:48:00,5.025,-0.105,122.42,17.647,21.341,0.008,1.392,0.012,19.979,4
2010-06-21 00:49:00,5.025,0.033,122.457,17.633,21.278,0.006,1.446,0.008,20.1,4
2010-06-21 00:50:00,5.027,0.435,122.426,17.813,21.266,0.006,1.468,0.01,20.178,4
2010-06-21 00:51:00,5.026,0.033,122.423,17.848,21.281,0.006,1.326,0.008,20.132,4
2010-06-21 00:52:00,5.018,0.099,122.361,17.754,21.27,0.005,1.45,0.006,20.059,4
2010-06-21 00:53:00,5.016,-0.193,122.39,17.754,21.222,0.007,1.504,0.012,20.107,4
2010-06-21 00:54:00,5.015,0.005,122.423,17.838,21.298,0.007,1.578,0.012,20.054,4
2010-06-21 00:55:00,5.021,-0.2039999999999999,122.4,17.866,21.212,0.006,1.578,0.01,19.936,4
2010-06-21 00:56:00,5.018,0.203,122.449,18.059,21.118,0.006,1.336,0.008,19.827,4
2010-06-21 00:57:00,5.022,-0.11,122.442,18.2,21.077,0.006,1.584,0.008,19.671,4
2010-06-21 00:58:00,5.017,-0.127,122.378,18.441,21.048,0.006,1.372,0.008,19.558,4
2010-06-21 00:59:00,5.02,0.2419999999999999,122.432,18.566,21.083,0.005,1.582,0.008,19.351,4
2010-06-21 01:00:00,5.013,0.0219999999999999,122.433,18.509,21.016,0.0089999999999999,1.56,0.014,19.159,4
2010-06-21 01:01:00,5.018,0.005,122.468,18.43,21.03,0.007,1.59,0.012,18.877,4
2010-06-21 01:02:00,5.017,-0.166,122.4,18.536,20.926,0.008,1.564,0.012,18.599,4
2010-06-21 01:03:00,5.015,-0.259,122.44,18.608,20.972,0.006,1.516,0.01,18.403,4
2010-06-21 01:04:00,5.02,-0.391,122.437,18.701,20.963,0.007,1.54,0.012,18.25,4
2010-06-21 01:05:00,5.025,-0.259,122.469,18.979,20.899,0.006,1.53,0.01,17.875,4
2010-06-21 01:06:00,5.027,-0.05,122.522,19.29,20.895,0.007,1.518,0.01,17.557,4
2010-06-21 01:07:00,5.028,-0.2099999999999999,122.54,19.041,20.884,0.006,1.65,0.01,17.393,4
2010-06-21 01:08:00,5.022,-0.2429999999999999,122.515,18.495,20.931,0.008,1.462,0.012,17.46,4
2010-06-21 01:09:00,5.022,0.247,122.447,17.898,20.923,0.007,1.686,0.012,17.561,4
2010-06-21 01:10:00,5.022,-0.0719999999999999,122.401,17.535,20.917,0.005,1.414,0.01,17.74,4
2010-06-21 01:11:00,5.026,-0.033,122.499,17.521,20.92,0.006,1.486,0.008,18.137,4
2010-06-21 01:12:00,5.03,-0.0439999999999999,122.504,17.638,20.893,0.006,1.638,0.01,18.402,4
2010-06-21 01:13:00,5.027,-0.121,122.526,17.615,20.896,0.006,1.504,0.01,18.542,4
2010-06-21 01:14:00,5.026,-0.094,122.522,17.622,20.891,0.007,1.588,0.012,18.795,4
2010-06-21 01:15:00,5.029,-0.2919999999999999,122.523,17.575,20.911,0.005,1.486,0.008,19.0,4
2010-06-21 01:16:00,5.025,0.066,122.507,17.569,20.88,0.005,1.576,0.008,19.213,4
2010-06-21 01:17:00,5.026,0.0709999999999999,122.478,17.557,20.84,0.005,1.618,0.008,19.424,4
2010-06-21 01:18:00,5.025,-0.518,122.508,17.508,20.8,0.007,1.47,0.01,19.45,4
2010-06-21 01:19:00,5.024,-0.232,122.472,17.53,20.813,0.006,1.638,0.01,19.631,4
2010-06-21 01:20:00,5.029,-0.573,122.541,17.494,20.844,0.007,1.516,0.01,19.664,4
2010-06-21 01:21:00,5.02,-0.0769999999999999,122.396,17.292,20.81,0.006,1.588,0.01,19.598,4
